RegID,RegStatus,RegDate,CourseID,StudentID,CourseOffering.CourseID,CourseOffering.CourseName,CourseOffering.CourseDescription,CourseOffering.CourseType,Student.StudentID,Student.StudentName,Student.Semester,RegStatusFlag
2832,"Web Registered",2021-06-11 00:00:00.000,6004,348,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",348,"suphi rijwana",3,0
2837,"Web Registered",2021-06-06 00:00:00.000,6008,305,6008,"Network Structures and Cloud Computing","focuses on the fundamentals of cloud computing, the principal areas of cloud architectures, cloud security, cloud governance, cloud storage, cloud virtualization and cloud capacity","Online",305,"monee reome",4,0
2881,"Web Registered",2021-06-11 00:00:00.000,6004,258,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",258,"monastersky jitender",4,0
2938,"Web Registered",2023-05-05 00:00:00.000,6002,262,6002,"UX Design and Testing","Deals with wireframing and testing softwares","Online",262,"monbarren jittender",4,0
2976,"Web Registered",2021-04-21 00:00:00.000,6009,273,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",273,"monchel rensing",3,0
3060,"Web Registered",2021-05-16 00:00:00.000,6009,197,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",197,"lauar cane",2,0
3096,"Web Registered",2021-04-21 00:00:00.000,6009,271,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",271,"moncerrat rensen",3,0
3112,"Web Registered",2021-04-21 00:00:00.000,6000,379,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",379,"surber tolden",3,0
3121,"Web Registered",2021-04-21 00:00:00.000,6000,199,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",199,"lauber canedy",4,0
3130,"Web Registered",2021-04-11 00:00:00.000,6004,282,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",282,"moncriffe rentfro",2,0
3155,"Web Registered",2021-06-11 00:00:00.000,6007,252,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",252,"monalisa jishan",3,0
3158,"Web Registered",2021-05-16 00:00:00.000,6009,337,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",337,"raevon riihimaki",3,0
3186,"Web Registered",2021-06-11 00:00:00.000,6004,228,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",228,"laughlyn jines",3,0
3229,"Web Registered",2021-06-06 00:00:00.000,6003,157,6003,"Database Management and Design","Deals with designing databases and running complex queries","Online",157,"latronya abdelaziz",4,0
3233,"Web Registered",2021-06-11 00:00:00.000,6004,248,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",248,"laura- jiron",3,0
3264,"Web Registered",2021-06-11 00:00:00.000,6007,290,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",290,"mondel renuart",3,0
3366,"Web Registered",2021-06-11 00:00:00.000,6004,308,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",308,"moneek reopell",3,0
3392,"Web Registered",2021-06-06 00:00:00.000,6003,187,6003,"Database Management and Design","Deals with designing databases and running complex queries","Online",187,"latwanna candia",1,0
3436,"Web Registered",2021-06-08 00:00:00.000,6000,301,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",301,"monea renzoni",3,0
3471,"Web Registered",2021-06-08 00:00:00.000,6000,141,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",141,"latrina abbey",2,0
3495,"Web Registered",2021-06-25 00:00:00.000,6007,376,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",376,"surayya tolbent",3,0
3552,"Web Registered",2021-06-11 00:00:00.000,6004,288,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",288,"mondarius rentz",2,0
3598,"Web Registered",2021-06-08 00:00:00.000,6000,123,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",123,"aadarsh abatiell",1,0
3617,"Web Registered",2021-06-25 00:00:00.000,6007,246,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",246,"laur jirjis",2,0
3638,"Web Registered",2021-06-25 00:00:00.000,6007,326,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",326,"raeshaun reposa",4,0
3666,"Web Registered",2021-06-08 00:00:00.000,6000,162,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",162,"latsha abdelrahman",2,0
3699,"Web Registered",2021-04-21 00:00:00.000,6000,100,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",100,"Yui Bi",1,0
3748,"Web Registered",2021-06-06 00:00:00.000,6009,274,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",274,"monchell renta",3,0
3763,"Web Registered",2021-04-21 00:00:00.000,6009,306,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",306,"moneeb reon",3,0
3770,"Web Registered",2021-05-16 00:00:00.000,6009,317,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",317,"raeph repine",2,0
3804,"Web Registered",2021-06-06 00:00:00.000,6000,281,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",281,"moncrieffe renteria",2,0
3810,"Web Registered",2021-04-21 00:00:00.000,6000,239,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",239,"launda jipson",2,0
3826,"Web Registered",2021-06-06 00:00:00.000,6003,129,6003,"Database Management and Design","Deals with designing databases and running complex queries","Online",129,"aadhav abbadessa",2,0
3843,"Web Registered",2021-04-11 00:00:00.000,6008,274,6008,"Network Structures and Cloud Computing","focuses on the fundamentals of cloud computing, the principal areas of cloud architectures, cloud security, cloud governance, cloud storage, cloud virtualization and cloud capacity","Online",274,"monchell renta",3,0
3868,"Web Registered",2021-05-16 00:00:00.000,6009,297,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",297,"mondrell renze",2,0
3870,"Web Registered",2021-05-16 00:00:00.000,6009,167,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",167,"lattarulo abdon",1,0
3911,"Web Registered",2021-06-11 00:00:00.000,6004,378,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",378,"surbeck tolchin",3,0
3918,"Web Registered",2021-06-25 00:00:00.000,6007,386,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",386,"surendar tolentino",2,0
3930,"Web Registered",2021-04-21 00:00:00.000,6000,209,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",209,"lauchlyn-lee canes",3,0
3932,"Web Registered",2021-06-11 00:00:00.000,6007,126,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",126,"aadesh abaunza",1,0
3947,"Web Registered",2021-06-25 00:00:00.000,6007,216,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",216,"lauder jiminez",4,0
3952,"Web Registered",2023-05-05 00:00:00.000,6002,272,6002,"UX Design and Testing","Deals with wireframing and testing softwares","Online",272,"moncerrath renshaw",3,0
3984,"Web Registered",2021-04-11 00:00:00.000,6004,126,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",126,"aadesh abaunza",1,0
4048,"Web Registered",2021-06-06 00:00:00.000,6000,303,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",303,"moneca renzullo",2,0
4076,"Web Registered",2021-06-06 00:00:00.000,6000,353,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",353,"supreet sweezy",3,0
4082,"Web Registered",2021-05-16 00:00:00.000,6009,377,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",377,"surayyah tolbert",3,0
4192,"Web Registered",2021-06-11 00:00:00.000,6007,292,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",292,"mondesir renwick",3,0
4247,"Web Registered",2021-04-21 00:00:00.000,6005,277,6005,"Datawarehousing and Business Intelligence","Examines the technical and management aspects of building a data warehouse","InPerson",277,"moncher rentas",2,0
4277,"Web Registered",2021-04-11 00:00:00.000,6004,244,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",244,"launie jirau",3,0
4310,"Web Registered",2021-04-21 00:00:00.000,6009,127,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",127,"aadham abaya",1,0
4338,"Web Registered",2021-06-11 00:00:00.000,6004,268,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",268,"moncerat rensberger",3,0
4367,"Web Registered",2023-05-05 00:00:00.000,6002,222,6002,"UX Design and Testing","Deals with wireframing and testing softwares","Online",222,"lauer jimmison",3,0
4373,"Web Registered",2021-06-06 00:00:00.000,6003,267,6003,"Database Management and Design","Deals with designing databases and running complex queries","Online",267,"moncef rens",2,0
4380,"Web Registered",2021-04-11 00:00:00.000,6004,294,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",294,"mondra renye",3,0
4390,"Web Registered",2021-06-11 00:00:00.000,6004,398,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",398,"surguine tollefson",3,0
4427,"Web Registered",2021-06-06 00:00:00.000,6003,257,6003,"Database Management and Design","Deals with designing databases and running complex queries","Online",257,"monast jite",2,0
4436,"Web Registered",2021-06-11 00:00:00.000,6004,218,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",218,"laudi jimison",2,0
4449,"Web Registered",2021-06-11 00:00:00.000,6007,164,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",164,"latson abdi",1,0
4455,"Web Registered",2021-04-21 00:00:00.000,6000,359,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",359,"supriya sweigert",2,0
4489,"Web Registered",2021-04-11 00:00:00.000,6004,164,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",164,"latson abdi",1,0
4512,"Web Registered",2021-05-16 00:00:00.000,6009,247,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",247,"laura jiro",3,0
4524,"Web Registered",2021-06-11 00:00:00.000,6007,280,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",280,"moncrief renter",3,0
4536,"Web Registered",2023-05-05 00:00:00.000,6010,303,6010,"Program Structures and Algorithms","Presents data structures and related algorithms, beginning with a brief review of dynamic memory allocation","InPerson",303,"moneca renzullo",2,0
4543,"Web Registered",2021-06-06 00:00:00.000,6001,263,6001,"Web Tools and Methods","Introductory course diving into REST API and Java","InPerson",263,"moncada jitu",4,0
4568,"Web Registered",2021-05-16 00:00:00.000,6009,207,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",207,"lauchlin canepa",3,0
4582,"Web Registered",2021-04-11 00:00:00.000,6004,166,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",166,"latta abdo",1,0
4597,"Web Registered",2021-04-11 00:00:00.000,6004,154,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",154,"latron abdallah",1,0
4652,"Web Registered",2021-05-16 00:00:00.000,6009,347,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",347,"supen rijwan",4,0
4660,"Web Registered",2021-06-06 00:00:00.000,6003,277,6003,"Database Management and Design","Deals with designing databases and running complex queries","Online",277,"moncher rentas",2,0
4684,"Web Registered",2021-04-21 00:00:00.000,6009,263,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",263,"moncada jitu",4,0
4710,"Web Registered",2021-04-21 00:00:00.000,6004,275,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",275,"monchelle renta-vives",2,0
4715,"Web Registered",2021-06-06 00:00:00.000,6000,223,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",223,"laufer jin",3,0
4749,"Web Registered",2021-04-11 00:00:00.000,6004,264,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",264,"moncalieri renosky",3,0
4750,"Web Registered",2023-05-05 00:00:00.000,6002,292,6002,"UX Design and Testing","Deals with wireframing and testing softwares","Online",292,"mondesir renwick",3,0
4774,"Web Registered",2021-06-11 00:00:00.000,6007,270,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",270,"moncerrad renschler",3,0
4776,"Web Registered",2021-06-11 00:00:00.000,6007,300,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",300,"mone renzo",4,0
4792,"Web Registered",2021-06-06 00:00:00.000,6000,173,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",173,"lattonia abdul-khaliq",2,0
4817,"Web Registered",2021-06-06 00:00:00.000,6003,297,6003,"Database Management and Design","Deals with designing databases and running complex queries","Online",297,"mondrell renze",2,0
4821,"Web Registered",2023-05-05 00:00:00.000,6002,242,6002,"UX Design and Testing","Deals with wireframing and testing softwares","Online",242,"launi jiran",4,0
4827,"Web Registered",2021-06-06 00:00:00.000,6003,275,6003,"Database Management and Design","Deals with designing databases and running complex queries","Online",275,"monchelle renta-vives",2,0
4831,"Web Registered",2021-06-11 00:00:00.000,6004,338,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",338,"raevyn riina",2,0
4836,"Web Registered",2021-04-21 00:00:00.000,6009,291,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",291,"mondell renuka",3,0
4866,"Web Registered",2021-06-06 00:00:00.000,6003,287,6003,"Database Management and Design","Deals with designing databases and running complex queries","Online",287,"mondale rentschler",3,0
4870,"Web Registered",2021-06-06 00:00:00.000,6003,121,6003,"Database Management and Design","Deals with designing databases and running complex queries","Online",121,"aadam gilchrist",1,0
4882,"Web Registered",2021-04-21 00:00:00.000,6001,289,6001,"Web Tools and Methods","Introductory course diving into REST API and Java","InPerson",289,"mondeja renu",3,0
4897,"Web Registered",2021-06-11 00:00:00.000,6004,208,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",208,"lauchlyn canerday",3,0
4945,"Web Registered",2021-05-16 00:00:00.000,6009,387,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",387,"surender toler",2,0
4946,"Web Registered",2021-05-16 00:00:00.000,6010,259,6010,"Program Structures and Algorithms","Presents data structures and related algorithms, beginning with a brief review of dynamic memory allocation","InPerson",259,"monay jitendr",3,0
4976,"Web Registered",2021-04-21 00:00:00.000,6000,219,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",219,"laudie jimmenez",2,0
4978,"Web Registered",2021-04-21 00:00:00.000,6009,293,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",293,"mondo reny",3,0
5000,"Web Registered",2021-06-11 00:00:00.000,6004,368,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",368,"surajbhan tokley",4,0
5016,"Web Registered",2021-05-16 00:00:00.000,6009,397,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",397,"surgayani tollefsen",3,0
5018,"Web Registered",2021-05-16 00:00:00.000,6009,267,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",267,"moncef rens",2,0
5037,"Web Registered",2021-06-08 00:00:00.000,6000,287,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",287,"mondale rentschler",3,0
5039,"Web Registered",2021-06-08 00:00:00.000,6000,277,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",277,"moncher rentas",2,0
5051,"Web Registered",2021-04-21 00:00:00.000,6001,189,6001,"Web Tools and Methods","Introductory course diving into REST API and Java","InPerson",189,"latya candill",1,0
5104,"Web Registered",2021-06-11 00:00:00.000,6007,116,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",116,"Sharon Robbins",4,0
5119,"Web Registered",2021-06-06 00:00:00.000,6000,323,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",323,"raeqwon replin",2,0
5160,"Web Registered",2021-06-06 00:00:00.000,6003,276,6003,"Database Management and Design","Deals with designing databases and running complex queries","Online",276,"monchello rentar",2,0
5198,"Web Registered",2021-06-08 00:00:00.000,6000,302,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",302,"moneak renzulli",2,0
5204,"Web Registered",2021-04-21 00:00:00.000,6000,259,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",259,"monay jitendr",3,0
5225,"Web Registered",2021-06-08 00:00:00.000,6000,299,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",299,"mondy renzi",2,0
5294,"Web Registered",2023-05-05 00:00:00.000,6002,182,6002,"UX Design and Testing","Deals with wireframing and testing softwares","Online",182,"latvieu candelaria",1,0
5328,"Web Registered",2021-06-11 00:00:00.000,6004,318,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",318,"raequan repinski",2,0
5373,"Web Registered",2021-06-08 00:00:00.000,6004,300,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",300,"mone renzo",4,0
5401,"Web Registered",2021-06-06 00:00:00.000,6003,237,6003,"Database Management and Design","Deals with designing databases and running complex queries","Online",237,"launce jinwright",4,0
5430,"Web Registered",2021-06-11 00:00:00.000,6004,358,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",358,"suprith sweigart",3,0
5463,"Web Registered",2021-06-08 00:00:00.000,6000,267,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",267,"moncef rens",2,0
5499,"Web Registered",2021-04-11 00:00:00.000,6004,156,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",156,"latrone abdelal",2,0
5596,"Web Registered",2021-06-11 00:00:00.000,6007,124,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",124,"aadaya abato",1,0
5613,"Web Registered",2023-05-05 00:00:00.000,6002,232,6002,"UX Design and Testing","Deals with wireframing and testing softwares","Online",232,"lauha jinkerson",3,0
5614,"Web Registered",2021-04-21 00:00:00.000,6000,339,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",339,"raevynn riippi",2,0
5630,"Web Registered",2021-06-25 00:00:00.000,6007,226,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",226,"laughlin jindra",3,0
5638,"Web Registered",2021-06-06 00:00:00.000,6001,291,6001,"Web Tools and Methods","Introductory course diving into REST API and Java","InPerson",291,"mondell renuka",3,0
5644,"Web Registered",2021-04-21 00:00:00.000,6009,163,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",163,"latshia abdelwahed",1,0
5697,"Web Registered",2021-04-21 00:00:00.000,6000,154,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",154,"latron abdallah",1,0
5718,"Web Registered",2023-05-05 00:00:00.000,6002,352,6002,"UX Design and Testing","Deals with wireframing and testing softwares","Online",352,"supraja sweezey",3,0
5741,"Web Registered",2021-06-08 00:00:00.000,6000,161,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",161,"latryce abdelmuti",1,0
5771,"Web Registered",2021-04-11 00:00:00.000,6004,284,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",284,"moncus rentie",4,0
5792,"Web Registered",2021-06-06 00:00:00.000,6003,317,6003,"Database Management and Design","Deals with designing databases and running complex queries","Online",317,"raeph repine",2,0
5806,"Web Registered",2021-06-06 00:00:00.000,6003,139,6003,"Database Management and Design","Deals with designing databases and running complex queries","Online",139,"latriece abbenante",1,0
5809,"Web Registered",2021-05-16 00:00:00.000,6009,277,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",277,"moncher rentas",2,0
5824,"Web Registered",2021-04-21 00:00:00.000,6000,389,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",389,"surendra toleston",4,0
5938,"Web Registered",2021-04-21 00:00:00.000,6009,380,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",380,"surbhi toldness",2,0
5939,"Web Registered",2021-06-25 00:00:00.000,6007,296,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",296,"mondre renz",2,0
5944,"Web Registered",2021-04-11 00:00:00.000,6004,272,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",272,"moncerrath renshaw",3,0
5974,"Web Registered",2021-06-25 00:00:00.000,6007,176,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",176,"latulip abdulaziz",2,0
6014,"Web Registered",2021-04-21 00:00:00.000,6000,182,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",182,"latvieu candelaria",1,0
6072,"Web Registered",2021-06-11 00:00:00.000,6007,379,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",379,"surber tolden",3,0
6082,"Web Registered",2021-06-06 00:00:00.000,6000,213,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",213,"laudan canete",2,0
6085,"Web Registered",2021-04-21 00:00:00.000,6009,243,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",243,"launia jirasek",3,0
6170,"Web Registered",2021-06-06 00:00:00.000,6001,288,6001,"Web Tools and Methods","Introductory course diving into REST API and Java","InPerson",288,"mondarius rentz",2,0
6194,"Web Registered",2021-05-16 00:00:00.000,6010,133,6010,"Program Structures and Algorithms","Presents data structures and related algorithms, beginning with a brief review of dynamic memory allocation","InPerson",133,"aadhiran abbassi",1,0
6249,"Web Registered",2021-04-11 00:00:00.000,6004,314,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",314,"raeola reper",3,0
6282,"Web Registered",2021-06-08 00:00:00.000,6000,386,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",386,"surendar tolentino",2,0
6297,"Web Registered",2021-06-08 00:00:00.000,6000,297,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",297,"mondrell renze",2,0
6377,"Web Registered",2021-06-06 00:00:00.000,6003,384,6003,"Database Management and Design","Deals with designing databases and running complex queries","Online",384,"suren tolefree",4,0
6443,"Web Registered",2021-06-11 00:00:00.000,6004,158,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",158,"latroy abdeldayen",4,0
6517,"Web Registered",2021-06-11 00:00:00.000,6004,198,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",198,"laubacker canedo",2,0
6522,"Web Registered",2021-06-11 00:00:00.000,6004,238,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",238,"launcelot jipp",3,0
6558,"Web Registered",2021-04-21 00:00:00.000,6001,319,6001,"Web Tools and Methods","Introductory course diving into REST API and Java","InPerson",319,"raequawn repka",2,0
6623,"Web Registered",2021-06-06 00:00:00.000,6000,185,6000,"Web Design","Introduction to basics of HTML,CSS and JavaScript","InPerson",185,"latwana candella",1,0
6641,"Web Registered",2021-06-11 00:00:00.000,6007,262,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",262,"monbarren jittender",4,0
6734,"Web Registered",2021-04-21 00:00:00.000,6009,165,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",165,"latt abdin",1,0
6775,"Web Registered",2021-06-25 00:00:00.000,6007,286,6007,"Application Engineering Development"," Employs the object-oriented paradigm, visual user experience, and system design principles to put together complicated, powerful, real-world applications","Online",286,"monda rentoulis",3,0
6786,"Web Registered",2023-05-05 00:00:00.000,6002,212,6002,"UX Design and Testing","Deals with wireframing and testing softwares","Online",212,"lauda canestro",2,0
6801,"Web Registered",2021-04-11 00:00:00.000,6004,118,6004,"Design Patterns","Introducses to the best practices used by experienced object-oriented software developers","Online",118,"Harry Potter",1,0
6825,"Web Registered",2021-05-16 00:00:00.000,6009,307,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",307,"moneeba reontae",3,0
6834,"Web Registered",2021-06-06 00:00:00.000,6001,102,6001,"Web Tools and Methods","Introductory course diving into REST API and Java","InPerson",102,"Raj Mehta",1,0
6887,"Web Registered",2021-04-21 00:00:00.000,6009,283,6009,"Big Data Systems","Offers students an opportunity to learn a hands-on approach to understanding how large-scale data sets are processed and how data science algorithms are adopted in the industry through case studies and labs","InPerson",283,"moncur rentfrow",4,0
6896,"Web Registered",2021-06-06 00:00:00.000,6003,159,6003,"Database Management and Design","Deals with designing databases and running complex queries","Online",159,"latroya abdelhamid",1,0
6928,"Web Registered",2023-05-05 00:00:00.000,6002,372,6002,"UX Design and Testing","Deals with wireframing and testing softwares","Online",372,"suranne tolan",2,0
