customer_id,customer_acct_num,first_name,last_name,customer_address,customer_city,customer_state_province,customer_postal_code,customer_country,birthdate,marital_status,yearly_income,gender,total_children,num_children_at_home,education,acct_open_date,member_card,occupation,homeowner,full_name,birth_year,has_children,Current_Age,Priority,Short_Country,House_Number
3965,"31414606600","Robert","Brink","6221 Stephine Way","Coronado","CA","37463","USA",1949-03-22 00:00:00.000,"M","$30K - $50K","M",0,0,"High School Degree",1991-02-11 00:00:00.000,"Bronze","Skilled Manual","Y","Robert Brink",1949,"N",73,"Standard","USA","6221"
4275,"33658553361","Emanuel","Doidge","8836 D Bel Air Drive","Coronado","CA","68177","USA",1950-04-23 00:00:00.000,"M","$30K - $50K","M",0,0,"High School Degree",1993-11-08 00:00:00.000,"Bronze","Skilled Manual","Y","Emanuel Doidge",1950,"N",72,"Standard","USA","8836"
4681,"36718074100","Bill","Heil","4730 Peterson Place","San Carlos","CA","60397","USA",1926-04-17 00:00:00.000,"S","$30K - $50K","M",0,0,"High School Degree",1991-12-02 00:00:00.000,"Bronze","Skilled Manual","N","Bill Heil",1926,"N",96,"Standard","USA","4730"
4710,"36945444900","Dave","Conley","8071 Daylight Place","Bellflower","CA","55641","USA",1941-04-25 00:00:00.000,"M","$30K - $50K","F",0,0,"High School Degree",1991-06-28 00:00:00.000,"Bronze","Skilled Manual","Y","Dave Conley",1941,"N",81,"Standard","USA","8071"
4946,"38755115270","Elena","Santos","7650 Central Blvd","La Mesa","CA","28323","USA",1948-05-17 00:00:00.000,"M","$30K - $50K","F",0,0,"High School Degree",1994-05-14 00:00:00.000,"Bronze","Skilled Manual","N","Elena Santos",1948,"N",74,"Standard","USA","7650"
5717,"44847221970","Carla","Stiltner","6089 Santa Fe Dr.","Torrance","CA","43308","USA",1947-01-08 00:00:00.000,"S","$30K - $50K","F",0,0,"High School Degree",1993-03-08 00:00:00.000,"Bronze","Skilled Manual","N","Carla Stiltner",1947,"N",75,"Standard","USA","6089"
6158,"48676922917","Wesley","Benzler","9678 Redlands Way","Burlingame","CA","68962","USA",1930-06-17 00:00:00.000,"M","$30K - $50K","M",0,0,"High School Degree",1992-06-05 00:00:00.000,"Bronze","Skilled Manual","Y","Wesley Benzler",1930,"N",92,"Standard","USA","9678"
6391,"50549308657","Jessica","Bruckner","9643 Willow Pass Road","Richmond","CA","30134","USA",1938-09-26 00:00:00.000,"S","$30K - $50K","F",0,0,"High School Degree",1992-09-18 00:00:00.000,"Bronze","Skilled Manual","N","Jessica Bruckner",1938,"N",84,"Standard","USA","9643"
6877,"54706056714","Bessie","Shelton","8744 Black Walnut","Lemon Grove","CA","10946","USA",1950-11-20 00:00:00.000,"M","$30K - $50K","M",0,0,"High School Degree",1994-06-06 00:00:00.000,"Bronze","Skilled Manual","N","Bessie Shelton",1950,"N",72,"Standard","USA","8744"
7077,"56475086212","William","Murphy","5415 Beechwood Dr.","National City","CA","39437","USA",1913-11-20 00:00:00.000,"M","$30K - $50K","F",0,0,"High School Degree",1991-06-27 00:00:00.000,"Bronze","Skilled Manual","Y","William Murphy",1913,"N",109,"Standard","USA","5415"
7509,"60039484500","Dora","Gallardo","3120 Levee Rd.","San Jose","CA","36552","USA",1925-11-13 00:00:00.000,"S","$30K - $50K","F",0,0,"High School Degree",1992-02-24 00:00:00.000,"Bronze","Skilled Manual","Y","Dora Gallardo",1925,"N",97,"Standard","USA","3120"
7659,"61265028715","Margaret","Willich","5598 Mt. Palomar Pl.","Altadena","CA","64006","USA",1953-04-03 00:00:00.000,"S","$30K - $50K","F",0,0,"High School Degree",1990-10-20 00:00:00.000,"Bronze","Skilled Manual","N","Margaret Willich",1953,"N",69,"Standard","USA","5598"
8335,"67391419400","Eugene","Stockton","8634 Mi Casa Court","Long Beach","CA","83657","USA",1937-10-16 00:00:00.000,"M","$30K - $50K","F",0,0,"High School Degree",1991-01-04 00:00:00.000,"Bronze","Skilled Manual","N","Eugene Stockton",1937,"N",85,"Standard","USA","8634"
8353,"67511190772","Esther","White","7236 Tanager Circle","San Jose","CA","27968","USA",1962-06-18 00:00:00.000,"M","$30K - $50K","F",0,0,"High School Degree",1992-07-13 00:00:00.000,"Bronze","Skilled Manual","Y","Esther White",1962,"N",60,"Standard","USA","7236"
8641,"70104329000","Jean","Barr","6306 Manila Ave.","San Carlos","CA","89021","USA",1937-06-13 00:00:00.000,"M","$30K - $50K","M",0,0,"High School Degree",1992-12-06 00:00:00.000,"Bronze","Skilled Manual","Y","Jean Barr",1937,"N",85,"Standard","USA","6306"
8830,"72075055241","Juan","Bradley","6898 Shaw Rd.","Redwood City","CA","89711","USA",1951-12-03 00:00:00.000,"S","$30K - $50K","F",0,0,"High School Degree",1990-03-16 00:00:00.000,"Bronze","Skilled Manual","Y","Juan Bradley",1951,"N",71,"Standard","USA","6898"
8930,"73305035829","James","Campbell","5741 Glen Wood Dr.","Santa Monica","CA","94599","USA",1925-10-18 00:00:00.000,"M","$30K - $50K","M",0,0,"High School Degree",1991-05-17 00:00:00.000,"Bronze","Skilled Manual","N","James Campbell",1925,"N",97,"Standard","USA","5741"
9068,"74737946987","Eric","Villes","5587 Stanley Dollar Dr.","Downey","CA","37496","USA",1946-06-04 00:00:00.000,"S","$30K - $50K","M",0,0,"High School Degree",1991-11-06 00:00:00.000,"Bronze","Skilled Manual","N","Eric Villes",1946,"N",76,"Standard","USA","5587"
9070,"74766330122","Joan","Blair","6615 Cambelback Place","Chula Vista","CA","61161","USA",1917-05-21 00:00:00.000,"M","$30K - $50K","F",0,0,"High School Degree",1992-03-19 00:00:00.000,"Bronze","Skilled Manual","Y","Joan Blair",1917,"N",105,"Standard","USA","6615"
9075,"74790818700","Juanita","Zanzi","8964 Woodchuck Pl.","Burbank","CA","61146","USA",1911-08-22 00:00:00.000,"S","$30K - $50K","M",0,0,"High School Degree",1991-03-05 00:00:00.000,"Bronze","Skilled Manual","N","Juanita Zanzi",1911,"N",111,"Standard","USA","8964"
9427,"78519829511","Peggy","Thompson","5102 Sycamore Drive","Spring Valley","CA","11813","USA",1928-09-08 00:00:00.000,"M","$30K - $50K","F",0,0,"High School Degree",1990-08-20 00:00:00.000,"Bronze","Skilled Manual","Y","Peggy Thompson",1928,"N",94,"Standard","USA","5102"
9635,"80854976800","June","Villalon","9162 Oak Street","San Jose","CA","34472","USA",1965-06-26 00:00:00.000,"M","$30K - $50K","M",0,0,"High School Degree",1990-11-05 00:00:00.000,"Bronze","Skilled Manual","Y","June Villalon",1965,"N",57,"Standard","USA","9162"
9689,"81441012620","Bernadette","Cienfuegus","3607 Cloudview Dr.","Fremont","CA","74182","USA",1953-10-07 00:00:00.000,"S","$30K - $50K","M",0,0,"High School Degree",1991-04-09 00:00:00.000,"Bronze","Skilled Manual","N","Bernadette Cienfuegus",1953,"N",69,"Standard","USA","3607"
10136,"85888952016","Patrice","Kight","5936 Rising Dawn Way","Los Angeles","CA","28521","USA",1933-11-06 00:00:00.000,"M","$30K - $50K","M",0,0,"High School Degree",1992-02-02 00:00:00.000,"Bronze","Skilled Manual","Y","Patrice Kight",1933,"N",89,"Standard","USA","5936"
10155,"86080831885","Alicia","Argo","3332 Green Valley Road","Palo Alto","CA","39819","USA",1966-11-04 00:00:00.000,"M","$30K - $50K","F",0,0,"High School Degree",1994-11-02 00:00:00.000,"Bronze","Skilled Manual","Y","Alicia Argo",1966,"N",56,"Standard","USA","3332"
133,"88788833022","Thelma","Hamilton","1902 Santa Cruz","Burbank","CA","58058","USA",1915-02-22 00:00:00.000,"M","$30K - $50K","M",1,0,"High School Degree",1990-11-21 00:00:00.000,"Bronze","Skilled Manual","Y","Thelma Hamilton",1915,"Y",107,"Standard","USA","1902"
383,"91901751160","R. Morgan","Mendoza","8281 Rhoda Way","Novato","CA","54909","USA",1917-10-13 00:00:00.000,"M","$30K - $50K","M",3,0,"High School Degree",1992-04-27 00:00:00.000,"Bronze","Skilled Manual","Y","R. Morgan Mendoza",1917,"Y",105,"Standard","USA","8281"
428,"92485888004","David","Brinkd","2685 Keith Court","Colma","CA","39589","USA",1965-03-18 00:00:00.000,"M","$30K - $50K","M",1,0,"High School Degree",1993-05-14 00:00:00.000,"Bronze","Skilled Manual","Y","David Brinkd",1965,"Y",57,"Standard","USA","2685"
892,"98675830960","Lisa","Gerber","3554 Trinity Ave","Glendale","CA","17574","USA",1971-11-12 00:00:00.000,"M","$30K - $50K","F",1,0,"High School Degree",1992-05-20 00:00:00.000,"Bronze","Skilled Manual","Y","Lisa Gerber",1971,"Y",51,"Standard","USA","3554"
1679,"14590568542","Allen","Forbes","5979 El Pueblo","Lemon Grove","CA","23382","USA",1939-11-21 00:00:00.000,"M","$30K - $50K","M",1,0,"High School Degree",1991-03-24 00:00:00.000,"Bronze","Skilled Manual","Y","Allen Forbes",1939,"Y",83,"Standard","USA","5979"
2194,"18168694376","Nicola","Tuason","570 Guerrero","West Covina","CA","23153","USA",1924-07-13 00:00:00.000,"M","$30K - $50K","M",2,0,"High School Degree",1990-08-12 00:00:00.000,"Bronze","Skilled Manual","Y","Nicola Tuason",1924,"Y",98,"Standard","USA","570"
2584,"21174447536","Jose","Thiessen","4201 San Carlos","National City","CA","99570","USA",1917-02-07 00:00:00.000,"M","$30K - $50K","F",1,0,"High School Degree",1993-06-18 00:00:00.000,"Bronze","Skilled Manual","Y","Jose Thiessen",1917,"Y",105,"Standard","USA","4201"
2621,"21362803000","Helen","Wyatt","8396 Galveston Ct","Woodland Hills","CA","85943","USA",1942-09-10 00:00:00.000,"M","$30K - $50K","F",4,0,"High School Degree",1994-07-06 00:00:00.000,"Bronze","Skilled Manual","Y","Helen Wyatt",1942,"Y",80,"Standard","USA","8396"
2623,"21370420500","Maryann","Rivera","9677 Elkwood Dr","National City","CA","75769","USA",1921-09-03 00:00:00.000,"M","$30K - $50K","M",2,0,"High School Degree",1991-12-11 00:00:00.000,"Bronze","Skilled Manual","Y","Maryann Rivera",1921,"Y",101,"Standard","USA","9677"
2658,"21602941155","Florentius","Bass","2062 Woodruff Lane","Glendale","CA","11384","USA",1962-09-18 00:00:00.000,"M","$30K - $50K","M",4,0,"High School Degree",1994-05-06 00:00:00.000,"Bronze","Skilled Manual","Y","Florentius Bass",1962,"Y",60,"Standard","USA","2062"
2857,"23093444705","Shae","Meuller","8483 Arizona Drive","Burbank","CA","40303","USA",1917-08-02 00:00:00.000,"M","$30K - $50K","M",1,0,"High School Degree",1991-09-09 00:00:00.000,"Bronze","Skilled Manual","Y","Shae Meuller",1917,"Y",105,"Standard","USA","8483"
3146,"25150811672","Trudy","Lopez","2837 Hacienda Drive","Burbank","CA","32590","USA",1955-02-17 00:00:00.000,"M","$30K - $50K","M",4,0,"High School Degree",1991-05-07 00:00:00.000,"Bronze","Skilled Manual","Y","Trudy Lopez",1955,"Y",67,"Standard","USA","2837"
3291,"26232889900","Sondra","Kerns","2552 Palm Ave","Beverly Hills","CA","92533","USA",1959-10-25 00:00:00.000,"M","$30K - $50K","M",2,0,"High School Degree",1994-11-27 00:00:00.000,"Bronze","Skilled Manual","N","Sondra Kerns",1959,"Y",63,"Standard","USA","2552"
3449,"27508307099","Lana","Weis","9648 Maureen Circle","Pomona","CA","16093","USA",1979-11-26 00:00:00.000,"M","$30K - $50K","F",2,0,"High School Degree",1994-12-07 00:00:00.000,"Bronze","Skilled Manual","Y","Lana Weis",1979,"Y",43,"Standard","USA","9648"
3927,"31188163757","Jason","McDaniel","9605 William Reed Drive","Chula Vista","CA","67508","USA",1946-01-28 00:00:00.000,"M","$30K - $50K","F",2,0,"High School Degree",1994-06-16 00:00:00.000,"Bronze","Skilled Manual","Y","Jason McDaniel",1946,"Y",76,"Standard","USA","9605"
5031,"39424975514","Margaret","Garbiso","9420 Fillet Ave","Burbank","CA","88914","USA",1913-04-26 00:00:00.000,"M","$30K - $50K","M",2,0,"High School Degree",1993-10-09 00:00:00.000,"Bronze","Skilled Manual","Y","Margaret Garbiso",1913,"Y",109,"Standard","USA","9420"
5438,"42488980900","Lynda","Browning","8098 Virginia Circle","Imperial Beach","CA","37792","USA",1944-08-07 00:00:00.000,"M","$30K - $50K","M",1,0,"High School Degree",1992-04-03 00:00:00.000,"Bronze","Skilled Manual","Y","Lynda Browning",1944,"Y",78,"Standard","USA","8098"
6400,"50619915127","Yvette","Eckley","4210 Concord Blvd.","Lakewood","CA","99925","USA",1912-03-26 00:00:00.000,"M","$30K - $50K","M",3,0,"High School Degree",1993-11-21 00:00:00.000,"Bronze","Skilled Manual","Y","Yvette Eckley",1912,"Y",110,"Standard","USA","4210"
6445,"50953726768","Gary","Voss","1663 Almond Drive","Grossmont","CA","41793","USA",1977-05-27 00:00:00.000,"M","$30K - $50K","F",4,0,"High School Degree",1993-03-18 00:00:00.000,"Bronze","Skilled Manual","Y","Gary Voss",1977,"Y",45,"Standard","USA","1663"
6477,"51241688728","Ruth","Tezak","8105 Pembrook Court","Glendale","CA","80237","USA",1911-09-15 00:00:00.000,"M","$30K - $50K","F",1,0,"High School Degree",1992-04-01 00:00:00.000,"Bronze","Skilled Manual","N","Ruth Tezak",1911,"Y",111,"Standard","USA","8105"
6513,"51583487987","Michael","St. Peter","8243 Gilardy Drive","Redwood City","CA","78107","USA",1930-02-08 00:00:00.000,"M","$30K - $50K","F",2,0,"High School Degree",1993-01-26 00:00:00.000,"Bronze","Skilled Manual","Y","Michael St. Peter",1930,"Y",92,"Standard","USA","8243"
6954,"55400770306","Morgan","Fultone","5849 Hillview Drive","La Mesa","CA","47150","USA",1966-10-25 00:00:00.000,"M","$30K - $50K","M",1,0,"High School Degree",1993-03-03 00:00:00.000,"Bronze","Skilled Manual","Y","Morgan Fultone",1966,"Y",56,"Standard","USA","5849"
7441,"59329804182","Frank","Hughey","1851 Prospect St.","Lemon Grove","CA","19219","USA",1920-05-28 00:00:00.000,"M","$30K - $50K","M",3,0,"High School Degree",1991-10-15 00:00:00.000,"Bronze","Skilled Manual","Y","Frank Hughey",1920,"Y",102,"Standard","USA","1851"
8114,"65365552300","Edward","Rector","4833 Nottingham Pl.","Spring Valley","CA","78957","USA",1973-02-27 00:00:00.000,"M","$30K - $50K","M",2,0,"High School Degree",1991-02-19 00:00:00.000,"Bronze","Skilled Manual","N","Edward Rector",1973,"Y",49,"Standard","USA","4833"
8798,"71775334477","Joyce","Affleck","6553 San Miguel Rd.","Los Angeles","CA","48522","USA",1953-05-18 00:00:00.000,"M","$30K - $50K","M",1,0,"High School Degree",1993-12-15 00:00:00.000,"Bronze","Skilled Manual","N","Joyce Affleck",1953,"Y",69,"Standard","USA","6553"
8816,"71943310500","Joann","Bowers","8180 Saclan Terr.","West Covina","CA","82290","USA",1969-12-16 00:00:00.000,"M","$30K - $50K","F",4,0,"High School Degree",1993-01-11 00:00:00.000,"Bronze","Skilled Manual","Y","Joann Bowers",1969,"Y",53,"Standard","USA","8180"
9375,"78087961673","Eric","Ford","6350 Plumas Court","Lincoln Acres","CA","27554","USA",1920-09-14 00:00:00.000,"M","$30K - $50K","F",1,0,"High School Degree",1991-06-10 00:00:00.000,"Bronze","Skilled Manual","N","Eric Ford",1920,"Y",102,"Standard","USA","6350"
9528,"79611772894","Hugh","Pisciotta","3269 Fourth St.","Santa Monica","CA","31604","USA",1934-05-22 00:00:00.000,"M","$30K - $50K","M",1,0,"High School Degree",1993-12-11 00:00:00.000,"Bronze","Skilled Manual","N","Hugh Pisciotta",1934,"Y",88,"Standard","USA","3269"
9840,"82864831089","Nancy","Alumbaugh","1739 Breaker Dr.","Burbank","CA","51060","USA",1931-03-09 00:00:00.000,"M","$30K - $50K","M",1,0,"High School Degree",1992-06-05 00:00:00.000,"Bronze","Skilled Manual","Y","Nancy Alumbaugh",1931,"Y",91,"Standard","USA","1739"
44,"87868926525","Sandra","Brunner","6202 Seeno St.","Bellflower","CA","52673","USA",1917-05-20 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1992-01-07 00:00:00.000,"Bronze","Skilled Manual","Y","Sandra Brunner",1917,"Y",105,"Standard","USA","6202"
405,"92186092138","Michael","Bohling","4782 Mt. Whitney Dr.","Bellflower","CA","33682","USA",1919-04-24 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1993-11-17 00:00:00.000,"Bronze","Skilled Manual","Y","Michael Bohling",1919,"Y",103,"Standard","USA","4782"
676,"95806237459","Dianne","Slattengren","3974 Diver Way","Lakewood","CA","53166","USA",1959-05-11 00:00:00.000,"S","$30K - $50K","M",5,0,"High School Degree",1991-02-20 00:00:00.000,"Bronze","Skilled Manual","Y","Dianne Slattengren",1959,"Y",63,"Standard","USA","3974"
829,"97832914600","Maria","Green","4704 Tustin Court","National City","CA","81655","USA",1913-09-17 00:00:00.000,"S","$30K - $50K","F",4,0,"High School Degree",1990-08-04 00:00:00.000,"Bronze","Skilled Manual","Y","Maria Green",1913,"Y",109,"Standard","USA","4704"
1123,"10877168200","Margaret","Lewis","6754 Pamploma Ct.","San Diego","CA","87353","USA",1932-04-04 00:00:00.000,"S","$30K - $50K","M",4,0,"High School Degree",1992-07-09 00:00:00.000,"Bronze","Skilled Manual","Y","Margaret Lewis",1932,"Y",90,"Standard","USA","6754"
1207,"11483218669","Tony","Irvin","8507 Mt. Palomar Pl.","Richmond","CA","84180","USA",1957-07-08 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1991-02-19 00:00:00.000,"Bronze","Skilled Manual","Y","Tony Irvin",1957,"Y",65,"Standard","USA","8507"
1484,"13328787684","Judy","Wingeier","3507 Olive Dr.","Woodland Hills","CA","48997","USA",1948-03-17 00:00:00.000,"S","$30K - $50K","F",4,0,"High School Degree",1993-01-10 00:00:00.000,"Bronze","Skilled Manual","Y","Judy Wingeier",1948,"Y",74,"Standard","USA","3507"
2509,"20694434000","Robert","Williams","5697 Jacqueline Way","West Covina","CA","60365","USA",1979-10-16 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1993-08-02 00:00:00.000,"Bronze","Skilled Manual","Y","Robert Williams",1979,"Y",43,"Standard","USA","5697"
2521,"20795623064","Peter","Burr","224 Stroer Lane","Arcadia","CA","87121","USA",1920-09-11 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1993-05-27 00:00:00.000,"Bronze","Skilled Manual","Y","Peter Burr",1920,"Y",102,"Standard","USA","224"
2524,"20825921297","Susan","McCarthy","5911 Del Vista Court","Burbank","CA","30820","USA",1943-10-20 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1993-05-21 00:00:00.000,"Bronze","Skilled Manual","Y","Susan McCarthy",1943,"Y",79,"Standard","USA","5911"
2526,"20835164189","Lorraine","Dills","4283 Meaham Drive","San Diego","CA","80776","USA",1920-05-15 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1992-05-12 00:00:00.000,"Bronze","Skilled Manual","Y","Lorraine Dills",1920,"Y",102,"Standard","USA","4283"
3175,"25342686176","Christine","Bunch","1077 Laurel Drive","Long Beach","CA","73271","USA",1922-01-25 00:00:00.000,"S","$30K - $50K","F",2,0,"High School Degree",1993-10-13 00:00:00.000,"Bronze","Skilled Manual","Y","Christine Bunch",1922,"Y",100,"Standard","USA","1077"
3229,"25805785700","Lauren","Anton","9192 Hoek Maple Court","Daly City","CA","60833","USA",1950-10-23 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1993-07-26 00:00:00.000,"Bronze","Skilled Manual","Y","Lauren Anton",1950,"Y",72,"Standard","USA","9192"
3455,"27546002864","Jennifer","Berry","6658 Rheem Blvd","Lakewood","CA","43186","USA",1943-10-06 00:00:00.000,"S","$30K - $50K","F",4,0,"High School Degree",1991-07-20 00:00:00.000,"Bronze","Skilled Manual","Y","Jennifer Berry",1943,"Y",79,"Standard","USA","6658"
3715,"29564568996","Richard","Waters","6145 Frisbie Court","Imperial Beach","CA","48199","USA",1961-10-27 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1991-09-01 00:00:00.000,"Bronze","Skilled Manual","Y","Richard Waters",1961,"Y",61,"Standard","USA","6145"
3782,"30071619153","William","Surwill","5711 Shannon Lane","National City","CA","24784","USA",1969-04-09 00:00:00.000,"S","$30K - $50K","F",2,0,"High School Degree",1993-02-18 00:00:00.000,"Bronze","Skilled Manual","Y","William Surwill",1969,"Y",53,"Standard","USA","5711"
3936,"31264944672","Vera","Crosby","2302 Meadowbrook Dr","Beverly Hills","CA","38300","USA",1935-06-26 00:00:00.000,"S","$30K - $50K","M",4,0,"High School Degree",1992-06-08 00:00:00.000,"Bronze","Skilled Manual","Y","Vera Crosby",1935,"Y",87,"Standard","USA","2302"
4077,"32132124300","Vandella","Bancroft","9037 Saddlehill Lane","Los Angeles","CA","96536","USA",1929-10-03 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1993-10-02 00:00:00.000,"Bronze","Skilled Manual","Y","Vandella Bancroft",1929,"Y",93,"Standard","USA","9037"
4297,"33814588189","Jennifer","Harrison","1526 Goen Road","West Covina","CA","33235","USA",1929-02-20 00:00:00.000,"S","$30K - $50K","M",3,0,"High School Degree",1994-09-07 00:00:00.000,"Bronze","Skilled Manual","Y","Jennifer Harrison",1929,"Y",93,"Standard","USA","1526"
4334,"34108542200","Kathleen","Miller","9995 Le Jean Way","El Cajon","CA","14075","USA",1944-02-17 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1990-04-10 00:00:00.000,"Bronze","Skilled Manual","Y","Kathleen Miller",1944,"Y",78,"Standard","USA","9995"
4638,"36402265400","Mari","Lane","2092 Frayne Ct","Pomona","CA","27812","USA",1977-11-02 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1991-10-11 00:00:00.000,"Bronze","Skilled Manual","Y","Mari Lane",1977,"Y",45,"Standard","USA","2092"
4798,"37687204480","Linda","Browne","2111 Freeport Court","Woodland Hills","CA","67997","USA",1952-02-22 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1990-05-24 00:00:00.000,"Bronze","Skilled Manual","Y","Linda Browne",1952,"Y",70,"Standard","USA","2111"
4915,"38492473363","George","Stenberg","4666 Sierra Ridge","Lemon Grove","CA","56253","USA",1928-04-19 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1994-06-03 00:00:00.000,"Bronze","Skilled Manual","Y","George Stenberg",1928,"Y",94,"Standard","USA","4666"
4955,"38816586136","Leslie","Teague","6466 Appia Ct.","La Mesa","CA","42326","USA",1974-10-01 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1994-06-25 00:00:00.000,"Bronze","Skilled Manual","Y","Leslie Teague",1974,"Y",48,"Standard","USA","6466"
5030,"39407380200","William","Mall","2798 Rankin Way","La Jolla","CA","19123","USA",1938-02-27 00:00:00.000,"S","$30K - $50K","F",5,0,"High School Degree",1990-05-18 00:00:00.000,"Bronze","Skilled Manual","Y","William Mall",1938,"Y",84,"Standard","USA","2798"
5052,"39624440700","David","Gray","5742 Curtis Drive","Richmond","CA","69754","USA",1969-11-09 00:00:00.000,"S","$30K - $50K","F",5,0,"High School Degree",1991-10-01 00:00:00.000,"Bronze","Skilled Manual","Y","David Gray",1969,"Y",53,"Standard","USA","5742"
5104,"40020822882","Fern","Ploeger","5900 May Rd","Spring Valley","CA","37722","USA",1961-09-14 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1993-05-07 00:00:00.000,"Bronze","Skilled Manual","Y","Fern Ploeger",1961,"Y",61,"Standard","USA","5900"
5202,"40721099376","David","Carroll","5863 J St.","Daly City","CA","35942","USA",1945-10-26 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1992-07-01 00:00:00.000,"Bronze","Skilled Manual","Y","David Carroll",1945,"Y",77,"Standard","USA","5863"
5215,"40800326466","Frances","Aochi","7357 Scottsdale Road","Santa Cruz","CA","41170","USA",1917-04-04 00:00:00.000,"S","$30K - $50K","M",4,0,"High School Degree",1993-02-18 00:00:00.000,"Bronze","Skilled Manual","Y","Frances Aochi",1917,"Y",105,"Standard","USA","7357"
5389,"42121931300","Tom","Wynne","9790 St. Francis Drive","Burbank","CA","90338","USA",1917-09-09 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1993-04-02 00:00:00.000,"Bronze","Skilled Manual","Y","Tom Wynne",1917,"Y",105,"Standard","USA","9790"
5426,"42419962300","Roselie","Terry","4080 Mendocino Dr","El Cajon","CA","48592","USA",1935-03-27 00:00:00.000,"S","$30K - $50K","F",2,0,"High School Degree",1993-02-10 00:00:00.000,"Bronze","Skilled Manual","Y","Roselie Terry",1935,"Y",87,"Standard","USA","4080"
5534,"43308529900","Sarah","Rohrs","7887 Twinview Place","Richmond","CA","85491","USA",1953-08-12 00:00:00.000,"S","$30K - $50K","F",2,0,"High School Degree",1991-04-12 00:00:00.000,"Bronze","Skilled Manual","Y","Sarah Rohrs",1953,"Y",69,"Standard","USA","7887"
5683,"44503255486","Michael","Musgrove","905 Johnson Road","San Gabriel","CA","92775","USA",1956-06-04 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1991-07-08 00:00:00.000,"Bronze","Skilled Manual","Y","Michael Musgrove",1956,"Y",66,"Standard","USA","905"
5736,"44950240254","Shane","Zhu","8473 Larkwood Ct.","San Gabriel","CA","34323","USA",1920-07-19 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1991-03-09 00:00:00.000,"Bronze","Skilled Manual","Y","Shane Zhu",1920,"Y",102,"Standard","USA","8473"
5856,"45894758701","Bernice","Shelton","6462 Wexford Drive","Redwood City","CA","46712","USA",1961-08-26 00:00:00.000,"S","$30K - $50K","M",4,0,"High School Degree",1993-10-07 00:00:00.000,"Bronze","Skilled Manual","Y","Bernice Shelton",1961,"Y",61,"Standard","USA","6462"
5914,"46450576782","Louis","Lewis","4855 Wawona Lane","Coronado","CA","54788","USA",1977-07-13 00:00:00.000,"S","$30K - $50K","F",2,0,"High School Degree",1991-02-07 00:00:00.000,"Bronze","Skilled Manual","Y","Louis Lewis",1977,"Y",45,"Standard","USA","4855"
6147,"48573153614","Sandy","Garft","1774 Tice Valley Blvd.","West Covina","CA","72995","USA",1923-11-09 00:00:00.000,"S","$30K - $50K","F",5,0,"High School Degree",1991-02-25 00:00:00.000,"Bronze","Skilled Manual","Y","Sandy Garft",1923,"Y",99,"Standard","USA","1774"
6385,"50496989500","Richard","Stoede","2635 Sandy Way","Santa Cruz","CA","43662","USA",1942-01-19 00:00:00.000,"S","$30K - $50K","F",2,0,"High School Degree",1993-05-26 00:00:00.000,"Bronze","Skilled Manual","Y","Richard Stoede",1942,"Y",80,"Standard","USA","2635"
6386,"50497370362","Stacy","Williams","4130 Skycrest Drive","San Jose","CA","18369","USA",1941-02-16 00:00:00.000,"S","$30K - $50K","F",4,0,"High School Degree",1993-06-09 00:00:00.000,"Bronze","Skilled Manual","Y","Stacy Williams",1941,"Y",81,"Standard","USA","4130"
6503,"51516100168","Halbert","Gilson","4998 Tahoe Place","Oakland","CA","87593","USA",1922-10-16 00:00:00.000,"S","$30K - $50K","F",4,0,"High School Degree",1992-02-07 00:00:00.000,"Bronze","Skilled Manual","Y","Halbert Gilson",1922,"Y",100,"Standard","USA","4998"
6735,"53482583165","Harry","Humphrey","9475 Old Oak Drive","Santa Monica","CA","80423","USA",1913-07-27 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1993-05-12 00:00:00.000,"Bronze","Skilled Manual","Y","Harry Humphrey",1913,"Y",109,"Standard","USA","9475"
6909,"55006453400","Joseph","Brazelton","3155 Meadowbrook Court","Woodland Hills","CA","97130","USA",1958-04-08 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1990-04-15 00:00:00.000,"Bronze","Skilled Manual","Y","Joseph Brazelton",1958,"Y",64,"Standard","USA","3155"
