Row ID,Order Priority,Discount,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Country,Region,State or Province,City,Postal Code,Order Date,Ship Date,Profit,Quantity ordered new,Sales,Order ID,Year
19142,"Not Specified",0.02,30.73,4,1854,"Erika Morgan","Regular Air","Home Office","Technology","Computer Peripherals","Small Box","Fellowes 17-key keypad for PS/2 interface",0.75,"United States","East","Connecticut","Seymour",6478,2015-03-19 00:00:00.000,2015-03-22 00:00:00.000,72.78,16,522.22,86847,2015-03-19 00:00:00.000
18879,"Not Specified",0.08,8.09,7.96,1869,"Roberta Daniel","Regular Air","Consumer","Furniture","Office Furnishings","Small Box","6"" Cubicle Wall Clock, Black",0.49,"United States","West","New Mexico","Alamogordo",88310,2015-05-03 00:00:00.000,2015-05-04 00:00:00.000,-88.82,10,80.35,89209,2015-05-03 00:00:00.000
23378,"High",0.09,40.98,6.5,1956,"Justin Frank","Regular Air","Consumer","Technology","Computer Peripherals","Small Box","Targus USB Numeric Keypad",0.74,"United States","West","Colorado","Louisville",80027,2015-06-19 00:00:00.000,2015-06-21 00:00:00.000,-50.245,19,746.91,89820,2015-06-19 00:00:00.000
21638,"High",0.09,77.51,4,1957,"Ted Crowder","Regular Air","Consumer","Technology","Computer Peripherals","Small Box","Micro Innovations Media Access Pro Keyboard",0.76,"United States","Central","Missouri","University City",63130,2015-04-07 00:00:00.000,2015-04-09 00:00:00.000,-387.1044,1,77.47,89818,2015-04-07 00:00:00.000
3956,"Critical",0,20.28,14.39,1959,"Bonnie Matthews Rowland","Regular Air","Corporate","Furniture","Office Furnishings","Small Box","Career Cubicle Clock, 8 1/4"", Black",0.47,"United States","South","Florida","Miami",33916,2015-01-22 00:00:00.000,2015-01-22 00:00:00.000,-66.2473,9,206.04,28225,2015-01-22 00:00:00.000
20554,"High",0.01,30.98,6.5,1989,"David Weaver","Regular Air","Corporate","Technology","Computer Peripherals","Small Box","Belkin ErgoBoard™ Keyboard",0.64,"United States","West","Utah","Holladay",84117,2015-05-15 00:00:00.000,2015-05-16 00:00:00.000,46.29,11,363.37,90001,2015-05-15 00:00:00.000
19733,"Not Specified",0,73.98,14.52,2037,"Lynda Herman","Regular Air","Small Business","Technology","Computer Peripherals","Small Box","Keytronic French Keyboard",0.65,"United States","West","Montana","Bozeman",59715,2015-03-12 00:00:00.000,2015-03-14 00:00:00.000,-88.61,4,305.71,89333,2015-03-12 00:00:00.000
25759,"Low",0.06,300.97,7.18,2063,"Todd D Norris","Regular Air","Corporate","Technology","Computer Peripherals","Small Box","Gyration Ultra Professional Cordless Optical Suite",0.48,"United States","South","Virginia","Newport News",23602,2015-05-08 00:00:00.000,2015-05-08 00:00:00.000,-729.988,1,291.4,87147,2015-05-08 00:00:00.000
21901,"Medium",0.1,40.98,6.5,2069,"Elsie Boykin","Regular Air","Consumer","Technology","Computer Peripherals","Small Box","Targus USB Numeric Keypad",0.74,"United States","South","Kentucky","Fort Thomas",41075,2015-01-12 00:00:00.000,2015-01-14 00:00:00.000,66.852,3,120.34,88554,2015-01-12 00:00:00.000
18417,"Medium",0.1,300.97,7.18,2097,"Patsy Shea","Regular Air","Home Office","Technology","Computer Peripherals","Small Box","Gyration Ultra Professional Cordless Optical Suite",0.48,"United States","South","South Carolina","Hilton Head Island",29915,2015-04-18 00:00:00.000,2015-04-19 00:00:00.000,138.018,4,1094.33,87889,2015-04-18 00:00:00.000
24264,"Medium",0,20.28,14.39,2145,"Kerry Hardy","Regular Air","Corporate","Furniture","Office Furnishings","Small Box","Career Cubicle Clock, 8 1/4"", Black",0.47,"United States","South","Florida","Fort Lauderdale",33311,2015-02-10 00:00:00.000,2015-02-12 00:00:00.000,15.678,11,237.83,87072,2015-02-10 00:00:00.000
19112,"Medium",0.03,27.48,4,2196,"Gene Heath Cross","Regular Air","Small Business","Technology","Computer Peripherals","Small Box","Belkin MediaBoard 104- Keyboard",0.75,"United States","East","New York","Jamestown",14701,2015-04-07 00:00:00.000,2015-04-08 00:00:00.000,-88.8408,11,294.97,89175,2015-04-07 00:00:00.000
23300,"Critical",0.08,100.97,7.18,2197,"Karen O'Donnell","Regular Air","Small Business","Technology","Computer Peripherals","Small Box","Gyration Ultra Cordless Optical Suite",0.46,"United States","East","New York","Levittown",11756,2015-06-26 00:00:00.000,2015-06-27 00:00:00.000,126.225,7,650.25,89176,2015-06-26 00:00:00.000
23513,"Low",0.02,256.99,11.25,2216,"Clara Kaplan","Regular Air","Corporate","Technology","Computer Peripherals","Small Box","Hayes Optima 56K V.90 Internal Voice Modem",0.51,"United States","East","Ohio","Medina",44256,2015-06-23 00:00:00.000,2015-06-30 00:00:00.000,-214.104,3,808.44,90314,2015-06-23 00:00:00.000
24121,"Low",0,2.08,5.33,2250,"Alvin Hoover","Regular Air","Home Office","Furniture","Office Furnishings","Small Box","Eldon® Wave Desk Accessories",0.43,"United States","East","Pennsylvania","State College",16801,2015-04-13 00:00:00.000,2015-04-20 00:00:00.000,-192.5532,22,51.41,86699,2015-04-13 00:00:00.000
19723,"Medium",0.07,80.98,7.18,2290,"Glen Robertson","Regular Air","Corporate","Technology","Computer Peripherals","Small Box","Logitech Cordless Navigator Duo",0.48,"United States","Central","Minnesota","Coon Rapids",55433,2015-02-04 00:00:00.000,2015-02-06 00:00:00.000,779.4723,15,1129.67,88164,2015-02-04 00:00:00.000
25241,"Critical",0.06,2.08,5.33,2338,"Lynn Hines","Regular Air","Home Office","Furniture","Office Furnishings","Small Box","Eldon® Wave Desk Accessories",0.43,"United States","East","Maryland","College Park",20740,2015-01-13 00:00:00.000,2015-01-13 00:00:00.000,-82.5592,4,9.23,91480,2015-01-13 00:00:00.000
24526,"Medium",0,29.34,7.87,2356,"Emma Bloom","Regular Air","Consumer","Furniture","Office Furnishings","Small Box","Seth Thomas 14"" Putty-Colored Wall Clock",0.54,"United States","West","Wyoming","Rock Springs",82901,2015-03-15 00:00:00.000,2015-03-17 00:00:00.000,385.37,22,668.38,91305,2015-03-15 00:00:00.000
25126,"Low",0.04,100.98,7.18,2423,"Nicholas Wallace","Regular Air","Home Office","Technology","Computer Peripherals","Small Box","Logitech Cordless Elite Duo",0.4,"United States","Central","Texas","Hurst",76053,2015-01-21 00:00:00.000,2015-01-26 00:00:00.000,269.94,4,414.91,89054,2015-01-21 00:00:00.000
20157,"Medium",0.02,63.94,14.48,2441,"Kenneth Capps","Regular Air","Consumer","Furniture","Office Furnishings","Small Box","Howard Miller 16"" Diameter Gallery Wall Clock",0.46,"United States","South","Florida","Melbourne",32935,2015-04-04 00:00:00.000,2015-04-04 00:00:00.000,-100.17,11,709.7,89300,2015-04-04 00:00:00.000
7628,"Medium",0.09,6.28,5.41,2498,"Arlene Long","Regular Air","Small Business","Furniture","Office Furnishings","Small Box","Eldon® 200 Class™ Desk Accessories",0.53,"United States","West","California","San Diego",92024,2015-02-02 00:00:00.000,2015-02-04 00:00:00.000,-61.59,56,355.4,54567,2015-02-02 00:00:00.000
25628,"Medium",0.09,6.28,5.41,2500,"Kevin Smith","Regular Air","Small Business","Furniture","Office Furnishings","Small Box","Eldon® 200 Class™ Desk Accessories",0.53,"United States","Central","Illinois","Lake In The Hills",60102,2015-02-02 00:00:00.000,2015-02-04 00:00:00.000,-32.0268,14,88.85,88320,2015-02-02 00:00:00.000
20254,"High",0.04,40.98,6.5,2530,"Janet Zhang","Regular Air","Small Business","Technology","Computer Peripherals","Small Box","Targus USB Numeric Keypad",0.74,"United States","West","California","Apple Valley",92307,2015-03-29 00:00:00.000,2015-03-30 00:00:00.000,-89.5,7,277.07,87451,2015-03-29 00:00:00.000
25097,"Critical",0.02,12.58,5.16,2570,"Yvonne Stephens","Regular Air","Consumer","Furniture","Office Furnishings","Small Box","DAX Copper Panel Document Frame, 5 x 7 Size",0.43,"United States","West","California","Davis",95616,2015-04-25 00:00:00.000,2015-04-25 00:00:00.000,44.712,18,224.29,90327,2015-04-25 00:00:00.000
22508,"Medium",0.07,1.76,4.86,2579,"Marshall Sutherland","Regular Air","Home Office","Furniture","Office Furnishings","Small Box","Regeneration Desk Collection",0.41,"United States","South","Alabama","Phenix City",36869,2015-01-17 00:00:00.000,2015-01-17 00:00:00.000,0.588000000000011,15,26.01,88297,2015-01-17 00:00:00.000
18720,"High",0.01,39.98,4,2649,"Leo J Olson","Regular Air","Corporate","Technology","Computer Peripherals","Small Box","Microsoft Natural Keyboard Elite",0.7,"United States","East","Maryland","Edgewood",21040,2015-06-11 00:00:00.000,2015-06-12 00:00:00.000,-30.808,5,203.29,88814,2015-06-11 00:00:00.000
25663,"Not Specified",0.02,34.23,5.02,2653,"Leo Kane","Regular Air","Consumer","Furniture","Office Furnishings","Small Box","Hand-Finished Solid Wood Document Frame",0.55,"United States","Central","Kansas","Derby",67037,2015-02-22 00:00:00.000,2015-02-24 00:00:00.000,270.7905,11,392.45,89360,2015-02-22 00:00:00.000
19819,"Not Specified",0.05,100.98,7.18,2737,"Rachel Bates","Regular Air","Small Business","Technology","Computer Peripherals","Small Box","Logitech Cordless Elite Duo",0.4,"United States","East","Vermont","Rutland",5701,2015-04-22 00:00:00.000,2015-04-24 00:00:00.000,566.6073,8,821.17,89018,2015-04-22 00:00:00.000
4949,"Medium",0.08,9.98,12.52,2747,"Brian Grady","Regular Air","Corporate","Furniture","Office Furnishings","Small Box","Eldon® Expressions™ Wood and Plastic Desk Accessories, Oak",0.57,"United States","East","New York","New York City",10115,2015-02-05 00:00:00.000,2015-02-07 00:00:00.000,-102.93,15,150.24,35200,2015-02-05 00:00:00.000
22660,"Low",0.02,27.48,4,2825,"Carole Rosen","Regular Air","Consumer","Technology","Computer Peripherals","Small Box","Belkin MediaBoard 104- Keyboard",0.75,"United States","West","Idaho","Boise",83701,2015-05-20 00:00:00.000,2015-05-27 00:00:00.000,19.308,3,87.21,89497,2015-05-20 00:00:00.000
23136,"Critical",0.01,13.79,8.78,2865,"Roberta Mitchell","Regular Air","Corporate","Furniture","Office Furnishings","Small Box","9-3/4 Diameter Round Wall Clock",0.43,"United States","Central","Texas","Paris",75460,2015-02-23 00:00:00.000,2015-02-25 00:00:00.000,-36.77,4,56.68,90871,2015-02-23 00:00:00.000
21096,"High",0.01,30.97,4,2973,"Sally Liu","Regular Air","Home Office","Technology","Computer Peripherals","Small Box","Microsoft Multimedia Keyboard",0.74,"United States","Central","Wisconsin","New Berlin",53151,2015-04-13 00:00:00.000,2015-04-15 00:00:00.000,17.1028,17,523.06,87186,2015-04-13 00:00:00.000
19381,"Not Specified",0.08,73.98,4,3041,"Carrie Duke","Regular Air","Corporate","Technology","Computer Peripherals","Small Box","Keytronic 105-Key Spanish Keyboard",0.77,"United States","Central","Kansas","Garden City",67846,2015-05-15 00:00:00.000,2015-05-18 00:00:00.000,97.1599999999999,17,1181.67,86102,2015-05-15 00:00:00.000
23816,"Medium",0.07,300.97,7.18,3077,"Lynne Reid","Regular Air","Small Business","Technology","Computer Peripherals","Small Box","Gyration Ultra Professional Cordless Optical Suite",0.48,"United States","East","Ohio","Strongsville",44136,2015-05-07 00:00:00.000,2015-05-09 00:00:00.000,-807.59,2,582.2,88239,2015-05-07 00:00:00.000
5816,"Medium",0.07,300.97,7.18,3079,"Andrew Levine","Regular Air","Small Business","Technology","Computer Peripherals","Small Box","Gyration Ultra Professional Cordless Optical Suite",0.48,"United States","East","Pennsylvania","Philadelphia",19112,2015-05-07 00:00:00.000,2015-05-09 00:00:00.000,-807.59,7,2037.69,41253,2015-05-07 00:00:00.000
22015,"Critical",0.05,159.99,5.5,3155,"Julian Keith Mayer","Regular Air","Consumer","Technology","Computer Peripherals","Small Box","Gyration RF Keyboard",0.49,"United States","South","Florida","Sanford",32771,2015-04-19 00:00:00.000,2015-04-21 00:00:00.000,12.264,23,3600.65,86902,2015-04-19 00:00:00.000
21961,"High",0.06,10.97,6.5,3176,"Jackie McCullough","Regular Air","Consumer","Technology","Computer Peripherals","Small Box","Micro Innovations 104 Keyboard",0.64,"United States","South","Florida","Jacksonville",32216,2015-05-04 00:00:00.000,2015-05-06 00:00:00.000,65.598,19,215.25,90820,2015-05-04 00:00:00.000
18438,"Low",0.01,39.98,4,3206,"Dana Rankin","Regular Air","Consumer","Technology","Computer Peripherals","Small Box","Microsoft Natural Keyboard Elite",0.7,"United States","West","Idaho","Twin Falls",83301,2015-03-30 00:00:00.000,2015-04-04 00:00:00.000,51.5900000000001,6,257.52,87933,2015-03-30 00:00:00.000
23010,"Not Specified",0.02,55.94,6.55,3258,"Gretchen Best Wilkins","Regular Air","Consumer","Technology","Computer Peripherals","Small Box","Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum",0.68,"United States","West","Washington","Lynnwood",98037,2015-03-21 00:00:00.000,2015-03-23 00:00:00.000,401.85,11,646.88,88824,2015-03-21 00:00:00.000
21485,"Medium",0.01,73.98,12.14,3350,"Amy York","Regular Air","Small Business","Technology","Computer Peripherals","Small Box","Keytronic 105-Key Spanish Keyboard",0.67,"United States","West","Washington","Parkland",98444,2015-01-23 00:00:00.000,2015-01-25 00:00:00.000,-29.0656,5,384.22,91296,2015-01-23 00:00:00.000
24802,"Medium",0.04,7.96,4.95,3361,"Oscar Kenney","Regular Air","Home Office","Furniture","Office Furnishings","Small Box","Staples Plastic Wall Frames",0.41,"United States","Central","Wisconsin","West Bend",53095,2015-01-26 00:00:00.000,2015-01-26 00:00:00.000,-7.73,15,116.11,91436,2015-01-26 00:00:00.000
23428,"Critical",0.08,30.97,4,3367,"Renee McKenzie","Regular Air","Home Office","Technology","Computer Peripherals","Small Box","Microsoft Multimedia Keyboard",0.74,"United States","East","Ohio","Upper Arlington",43221,2015-05-02 00:00:00.000,2015-05-03 00:00:00.000,10.68,26,758.97,90502,2015-05-02 00:00:00.000
18320,"High",0.05,73.98,12.14,3374,"Jamie Ward","Regular Air","Home Office","Technology","Computer Peripherals","Small Box","Keytronic 105-Key Spanish Keyboard",0.67,"United States","East","Maryland","Odenton",21113,2015-06-29 00:00:00.000,2015-06-30 00:00:00.000,-1.90400000000002,8,600.4,87474,2015-06-29 00:00:00.000
26268,"High",0.05,115.99,2.5,16,"Sarah Ramsey","Regular Air","Small Business","Technology","Telephones and Communication","Small Box","StarTAC 7797",0.55,"United States","East","New York","Syracuse",13210,2015-02-12 00:00:00.000,2015-02-14 00:00:00.000,652.7331,10,945.99,86836,2015-02-12 00:00:00.000
19355,"Low",0.06,205.99,8.99,32,"Matthew Berman","Regular Air","Corporate","Technology","Telephones and Communication","Small Box","TimeportP7382",0.56,"United States","West","Oregon","Grants Pass",97526,2015-03-12 00:00:00.000,2015-03-19 00:00:00.000,3568.096,22,3838.14,89203,2015-03-12 00:00:00.000
18551,"Not Specified",0,115.99,2.5,52,"Lorraine Kelly","Regular Air","Corporate","Technology","Telephones and Communication","Small Box","6160",0.57,"United States","West","Washington","Puyallup",98373,2015-03-10 00:00:00.000,2015-03-10 00:00:00.000,162.666,6,627.04,88426,2015-03-10 00:00:00.000
19611,"Medium",0.06,175.99,8.99,91,"Wallace Werner","Regular Air","Corporate","Technology","Telephones and Communication","Small Box","2180",0.57,"United States","West","California","Vallejo",94591,2015-03-04 00:00:00.000,2015-03-06 00:00:00.000,2031.507,23,3363.53,87177,2015-03-04 00:00:00.000
24245,"Not Specified",0.06,115.99,8.99,97,"Max McKenna","Regular Air","Home Office","Technology","Telephones and Communication","Small Box","5185",0.58,"United States","Central","Kansas","Manhattan",66502,2015-05-03 00:00:00.000,2015-05-04 00:00:00.000,685.6146,20,1952.56,87306,2015-05-03 00:00:00.000
21767,"High",0.01,65.99,8.99,152,"Kent Kerr","Regular Air","Consumer","Technology","Telephones and Communication","Small Box","StarTAC Analog",0.6,"United States","South","Tennessee","Knoxville",37918,2015-03-29 00:00:00.000,2015-04-01 00:00:00.000,97.86,5,292.23,89524,2015-03-29 00:00:00.000
22329,"Critical",0.01,95.99,4.9,156,"Diana Xu","Regular Air","Corporate","Technology","Telephones and Communication","Small Box","T60",0.56,"United States","West","Colorado","Fort Collins",80525,2015-05-14 00:00:00.000,2015-05-15 00:00:00.000,713.88,13,1050.08,87671,2015-05-14 00:00:00.000
20522,"Not Specified",0,125.99,8.08,191,"Gerald Kearney","Regular Air","Corporate","Technology","Telephones and Communication","Small Box","StarTAC ST7762",0.57,"United States","Central","Illinois","Aurora",60505,2015-04-09 00:00:00.000,2015-04-10 00:00:00.000,1348.59672,22,2356.01,89093,2015-04-09 00:00:00.000
23606,"Medium",0,65.99,5.92,211,"Anna Wood","Regular Air","Consumer","Technology","Telephones and Communication","Small Box","252",0.55,"United States","East","New York","Utica",13501,2015-01-06 00:00:00.000,2015-01-08 00:00:00.000,-107.987,3,173.32,85964,2015-01-06 00:00:00.000
25265,"Low",0.02,125.99,3,241,"Amy Ellis Holder","Regular Air","Small Business","Technology","Telephones and Communication","Small Box","270c",0.59,"United States","West","Colorado","Grand Junction",81503,2015-05-26 00:00:00.000,2015-05-26 00:00:00.000,398.358,8,873.18,90480,2015-05-26 00:00:00.000
18850,"Medium",0.06,65.99,5.92,247,"Marshall Brandt Briggs","Regular Air","Corporate","Technology","Telephones and Communication","Small Box","252",0.55,"United States","South","Tennessee","Maryville",37804,2015-02-23 00:00:00.000,2015-02-24 00:00:00.000,-3.33200000000003,14,792.11,89139,2015-02-23 00:00:00.000
18774,"Critical",0.02,65.99,3.9,250,"Brenda Nelson Blanchard","Regular Air","Corporate","Technology","Telephones and Communication","Small Box","StarTAC Series",0.55,"United States","Central","Minnesota","Richfield",55423,2015-05-28 00:00:00.000,2015-05-29 00:00:00.000,1061.379,27,1543.55,87214,2015-05-28 00:00:00.000
24627,"Low",0.04,125.99,8.99,358,"Chris F Brandt","Regular Air","Corporate","Technology","Telephones and Communication","Small Box","M70",0.59,"United States","East","Pennsylvania","King of Prussia",19406,2015-01-09 00:00:00.000,2015-01-16 00:00:00.000,-627.82192,1,107.95,91130,2015-01-09 00:00:00.000
22224,"Critical",0.01,110.99,2.5,388,"Roger Schwartz","Regular Air","Corporate","Technology","Telephones and Communication","Small Box","T18",0.57,"United States","Central","Nebraska","Kearney",68847,2015-01-03 00:00:00.000,2015-01-06 00:00:00.000,-263.56572,2,188.66,90337,2015-01-03 00:00:00.000
19988,"Low",0.05,125.99,8.08,437,"Alice Berger McIntyre","Regular Air","Small Business","Technology","Telephones and Communication","Small Box","StarTAC ST7762",0.57,"United States","East","Massachusetts","Lunenburg",1462,2015-06-22 00:00:00.000,2015-06-27 00:00:00.000,427.1184,9,952.26,90695,2015-06-22 00:00:00.000
19695,"Not Specified",0.05,200.99,4.2,447,"Valerie Moon","Regular Air","Corporate","Technology","Telephones and Communication","Small Box","2160i",0.59,"United States","Central","Minnesota","Roseville",55113,2015-06-25 00:00:00.000,2015-06-25 00:00:00.000,1268.8065,11,1838.85,90449,2015-06-25 00:00:00.000
18304,"Critical",0.04,65.99,8.99,507,"Carol Saunders","Regular Air","Corporate","Technology","Telephones and Communication","Small Box","Talkabout T8367",0.56,"United States","South","Kentucky","Bowling Green",42104,2015-04-18 00:00:00.000,2015-04-19 00:00:00.000,131.334,17,946.29,87357,2015-04-18 00:00:00.000
20929,"Not Specified",0.02,35.99,5,603,"Gretchen Ball","Regular Air","Home Office","Technology","Telephones and Communication","Small Box","Accessory27",0.85,"United States","West","Colorado","Pueblo",81001,2015-02-03 00:00:00.000,2015-02-05 00:00:00.000,-120.934,7,227.79,87020,2015-02-03 00:00:00.000
22247,"Medium",0.06,195.99,8.99,622,"Hazel Khan","Regular Air","Home Office","Technology","Telephones and Communication","Small Box","T28 WORLD",0.6,"United States","East","Maine","Auburn",4210,2015-02-26 00:00:00.000,2015-02-28 00:00:00.000,349.47,6,948.97,91432,2015-02-26 00:00:00.000
19424,"Low",0.1,195.99,3.99,672,"Brian Leach","Regular Air","Small Business","Technology","Telephones and Communication","Small Box","R380",0.58,"United States","Central","Iowa","Newton",50208,2015-02-05 00:00:00.000,2015-02-12 00:00:00.000,-655.424,2,308.86,88173,2015-02-05 00:00:00.000
21612,"Medium",0.04,95.99,4.9,680,"Laurence Poe","Regular Air","Corporate","Technology","Telephones and Communication","Small Box","T60",0.56,"United States","West","Washington","Spokane",99207,2015-03-04 00:00:00.000,2015-03-06 00:00:00.000,-258.225,3,253.78,88890,2015-03-04 00:00:00.000
18738,"Low",0.06,205.99,5.26,693,"Richard McClure","Regular Air","Small Business","Technology","Telephones and Communication","Small Box","i470",0.56,"United States","West","Colorado","Thornton",80229,2015-03-08 00:00:00.000,2015-03-15 00:00:00.000,890.181,11,1882.87,87812,2015-03-08 00:00:00.000
22616,"Medium",0.1,175.99,8.99,697,"Adam G Sawyer","Regular Air","Corporate","Technology","Telephones and Communication","Small Box","2180",0.57,"United States","Central","Indiana","East Chicago",46312,2015-03-27 00:00:00.000,2015-03-28 00:00:00.000,928.9608,10,1346.32,89847,2015-03-27 00:00:00.000
4616,"Medium",0.1,175.99,8.99,698,"Nelson Hensley","Regular Air","Corporate","Technology","Telephones and Communication","Small Box","2180",0.57,"United States","West","Washington","Seattle",98105,2015-03-27 00:00:00.000,2015-03-28 00:00:00.000,930.987,39,5250.66,32869,2015-03-27 00:00:00.000
19601,"Medium",0.09,125.99,8.99,724,"Beverly Cooke Brooks","Regular Air","Consumer","Technology","Telephones and Communication","Small Box","SC7868i",0.55,"United States","East","Connecticut","Stratford",6614,2015-03-15 00:00:00.000,2015-03-16 00:00:00.000,-605.374,1,100.38,90359,2015-03-15 00:00:00.000
19505,"Low",0.09,125.99,8.99,744,"Joy Maxwell","Regular Air","Consumer","Technology","Telephones and Communication","Small Box","SC7868i",0.55,"United States","West","Arizona","Oro Valley",85737,2015-05-25 00:00:00.000,2015-06-02 00:00:00.000,916.6806,20,2104.99,87727,2015-05-25 00:00:00.000
20377,"Not Specified",0,125.99,8.99,762,"Stuart Holloway","Regular Air","Small Business","Technology","Telephones and Communication","Small Box","5170i",0.57,"United States","West","Washington","Vancouver",98661,2015-04-27 00:00:00.000,2015-04-29 00:00:00.000,613.89576,12,1362.2,87525,2015-04-27 00:00:00.000
20003,"Not Specified",0.03,35.99,1.1,799,"Lee McKenna Gregory","Regular Air","Consumer","Technology","Telephones and Communication","Small Box","Accessory35",0.55,"United States","South","South Carolina","Hilton Head Island",29915,2015-01-06 00:00:00.000,2015-01-07 00:00:00.000,-211.036,1,30.86,89909,2015-01-06 00:00:00.000
22484,"Medium",0.03,35.99,5,803,"Marianne Goldstein","Regular Air","Small Business","Technology","Telephones and Communication","Small Box","Accessory27",0.85,"United States","South","Florida","New Smyrna Beach",32168,2015-04-29 00:00:00.000,2015-04-30 00:00:00.000,-184.548,3,93.82,90048,2015-04-29 00:00:00.000
19263,"High",0.09,155.99,8.99,875,"Erika Fink","Regular Air","Small Business","Technology","Telephones and Communication","Small Box","CF 688",0.58,"United States","West","Utah","Salt Lake City",84106,2015-02-21 00:00:00.000,2015-02-23 00:00:00.000,-232.22056,4,497.11,89059,2015-02-21 00:00:00.000
26015,"Critical",0.04,125.99,5.26,890,"Billie Fowler","Regular Air","Consumer","Technology","Telephones and Communication","Small Box","232",0.55,"United States","Central","Texas","Bedford",76021,2015-01-05 00:00:00.000,2015-01-05 00:00:00.000,455.4207,6,660.03,89536,2015-01-05 00:00:00.000
23717,"Not Specified",0.01,65.99,3.99,937,"Kelly Shaw","Regular Air","Corporate","Technology","Telephones and Communication","Small Box","StarTAC 7760",0.59,"United States","West","California","Redondo Beach",90278,2015-06-27 00:00:00.000,2015-06-28 00:00:00.000,-95.2105,3,166.59,90589,2015-06-27 00:00:00.000
21402,"Not Specified",0.08,65.99,5.92,1026,"Eugene Kerr","Regular Air","Small Business","Technology","Telephones and Communication","Small Box","i500plus",0.58,"United States","East","New York","Central Islip",11722,2015-02-07 00:00:00.000,2015-02-07 00:00:00.000,624.40164,22,1137.6,89005,2015-02-07 00:00:00.000
21959,"Critical",0.07,125.99,2.5,1035,"Kent Burton","Regular Air","Home Office","Technology","Telephones and Communication","Small Box","i2000",0.6,"United States","East","Ohio","Delaware",43015,2015-03-13 00:00:00.000,2015-03-13 00:00:00.000,-604.406,1,100.59,90710,2015-03-13 00:00:00.000
21330,"Low",0.08,125.99,7.69,1121,"Tonya Proctor","Regular Air","Consumer","Technology","Telephones and Communication","Small Box","Timeport L7089",0.58,"United States","West","California","Temecula",92592,2015-02-07 00:00:00.000,2015-02-09 00:00:00.000,377.154,7,703.46,86767,2015-02-07 00:00:00.000
18212,"High",0.09,175.99,4.99,1123,"Peggy Lanier","Regular Air","Small Business","Technology","Telephones and Communication","Small Box","5165",0.59,"United States","West","California","Roseville",95661,2015-06-20 00:00:00.000,2015-06-22 00:00:00.000,2169.7464,22,3144.56,87016,2015-06-20 00:00:00.000
20212,"High",0.06,175.99,8.99,1156,"Edith Forbes","Regular Air","Consumer","Technology","Telephones and Communication","Small Box","2180",0.57,"United States","East","Massachusetts","Tewksbury",1876,2015-02-14 00:00:00.000,2015-02-15 00:00:00.000,48.47148,7,1013.84,90855,2015-02-14 00:00:00.000
18861,"Not Specified",0,200.99,8.08,1170,"Jessie Houston","Regular Air","Consumer","Technology","Telephones and Communication","Small Box","5125",0.59,"United States","East","Delaware","Newark",19711,2015-06-02 00:00:00.000,2015-06-04 00:00:00.000,281.5344,6,1076.3,87520,2015-06-02 00:00:00.000
19875,"High",0.04,205.99,5.26,1233,"Gary Hester","Regular Air","Consumer","Technology","Telephones and Communication","Small Box","i470",0.56,"United States","Central","Texas","Flower Mound",75028,2015-06-04 00:00:00.000,2015-06-05 00:00:00.000,-0.81400000000001,6,1018.61,89376,2015-06-04 00:00:00.000
19550,"Medium",0.07,125.99,7.69,1271,"Joanne Church","Regular Air","Corporate","Technology","Telephones and Communication","Small Box","StarTAC 3000",0.59,"United States","West","California","La Mesa",91941,2015-04-09 00:00:00.000,2015-04-10 00:00:00.000,588.2457,8,852.53,88410,2015-04-09 00:00:00.000
20652,"Low",0.01,65.99,5.31,1303,"Cindy Harvey","Regular Air","Consumer","Technology","Telephones and Communication","Small Box","3390",0.57,"United States","West","Utah","Tooele",84074,2015-02-19 00:00:00.000,2015-02-26 00:00:00.000,250.36272,9,536.9,87005,2015-02-19 00:00:00.000
18733,"Medium",0.03,125.99,7.69,1357,"Marguerite Yu","Regular Air","Home Office","Technology","Telephones and Communication","Small Box","Timeport L7089",0.58,"United States","Central","Texas","Weslaco",78596,2015-06-03 00:00:00.000,2015-06-05 00:00:00.000,500.958,9,981.65,88184,2015-06-03 00:00:00.000
18703,"Critical",0.03,110.99,2.5,1390,"Hazel Jones","Regular Air","Corporate","Technology","Telephones and Communication","Small Box","T18",0.57,"United States","West","California","Stockton",95207,2015-05-16 00:00:00.000,2015-05-18 00:00:00.000,2495.3988,38,3616.52,88731,2015-05-16 00:00:00.000
19417,"Medium",0,65.99,5.26,1410,"Charles Ward","Regular Air","Corporate","Technology","Telephones and Communication","Small Box","g520",0.59,"United States","West","California","Moreno Valley",92553,2015-04-07 00:00:00.000,2015-04-08 00:00:00.000,369.9987,9,536.23,87086,2015-04-07 00:00:00.000
1417,"Medium",0,65.99,5.26,1413,"Pamela Wiley","Regular Air","Corporate","Technology","Telephones and Communication","Small Box","g520",0.59,"United States","East","Massachusetts","Boston",2113,2015-04-07 00:00:00.000,2015-04-08 00:00:00.000,542.25,36,2144.92,10277,2015-04-07 00:00:00.000
22407,"Low",0.09,125.99,2.5,1427,"Stacy Gould","Regular Air","Home Office","Technology","Telephones and Communication","Small Box","i2000",0.6,"United States","Central","Michigan","Bay City",48708,2015-02-05 00:00:00.000,2015-02-09 00:00:00.000,1258.7877,18,1824.33,90905,2015-02-05 00:00:00.000
