CustomerKey,GeographyKey,CustomerAlternateKey,Title,First Name,Middle Name,Last Name,Name Style,Birth Date,Marital Status,Suffix,Gender,Email Address,Yearly Income,Total Children,Number Children At Home,English Education,Spanish Education,French Education,English Occupation,Spanish Occupation,French Occupation,House Owner Flag,Number Cars Owned,Address Line 1,Address Line 2,Phone,Date First Purchase,Commute Distance,Full Name,Customer Age,Age,Age Breakdown,Date of Most Recent Purchase,Customer Lifetime,Customer Status
28093,609,"AW00028093","","Brad","","Kumar",False,1978-02-26 00:00:00.000,"M","","M","brad7@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien",0,1,"3487 Hill Dr.","","526-555-0171",2008-03-23 00:00:00.000,"1-2 Miles","Brad Kumar",44,44,"35-44",2008-03-23 00:00:00.000,0,"Active"
28094,542,"AW00028094","","Melanie","","Peterson",False,1978-11-26 00:00:00.000,"M","","F","melanie30@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien",1,1,"1113 Ready Road","","254-555-0148",2007-08-25 00:00:00.000,"5-10 Miles","Melanie Peterson",44,43,"35-44",2007-08-25 00:00:00.000,0,"Active"
11266,632,"AW00011266","","Taylor","","Howard",False,1964-05-05 00:00:00.000,"S","","F","taylor14@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",0,1,"7396 Stratton Circle","","162-555-0131",2006-03-13 00:00:00.000,"5-10 Miles","Taylor Howard",58,58,"55+",2007-07-24 00:00:00.000,16,"Inactive"
11278,614,"AW00011278","","Jonathan","","Phillips",False,1963-08-20 00:00:00.000,"S","","M","jonathan35@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",0,1,"8772 Rock Creek Way","","967-555-0176",2006-03-19 00:00:00.000,"10+ Miles","Jonathan Phillips",59,58,"55+",2007-07-07 00:00:00.000,16,"Inactive"
11280,626,"AW00011280","","Robert","","Collins",False,1963-08-21 00:00:00.000,"M","","M","robert45@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",1,1,"5271 Sierra Road","","966-555-0171",2008-01-02 00:00:00.000,"10+ Miles","Robert Collins",59,58,"55+",2008-02-09 00:00:00.000,1,"Active"
12160,536,"AW00012160","","Jaclyn","","Zhang",False,1963-11-24 00:00:00.000,"S","","F","jaclyn0@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",1,1,"4364 Viera Avenue","","819-555-0110",2006-05-21 00:00:00.000,"5-10 Miles","Jaclyn Zhang",59,58,"55+",2007-09-09 00:00:00.000,16,"Active"
13286,545,"AW00013286","","Hannah","","Rodriguez",False,1963-10-10 00:00:00.000,"S","","F","hannah18@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",0,1,"1309 C St.","","152-555-0118",2006-08-13 00:00:00.000,"10+ Miles","Hannah Rodriguez",59,58,"55+",2007-11-27 00:00:00.000,15,"Active"
13436,618,"AW00013436","","Gail","","Griffin",False,1963-01-04 00:00:00.000,"S","","F","gail7@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",1,1,"5871 Detroit Ave.","","450-555-0171",2006-09-13 00:00:00.000,"5-10 Miles","Gail Griffin",59,59,"55+",2007-12-06 00:00:00.000,15,"Active"
18224,627,"AW00018224","","Vanessa","","Perry",False,1964-10-10 00:00:00.000,"S","","F","vanessa8@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",0,1,"4553 Morello Ave","","684-555-0129",2008-05-08 00:00:00.000,"5-10 Miles","Vanessa Perry",58,57,"55+",2008-05-08 00:00:00.000,0,"Active"
18383,627,"AW00018383","","Natalie","","Torres",False,1963-06-07 00:00:00.000,"S","","F","natalie16@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",1,1,"8713 Book Street","","739-555-0114",2008-02-03 00:00:00.000,"5-10 Miles","Natalie Torres",59,59,"55+",2008-02-03 00:00:00.000,0,"Active"
18814,616,"AW00018814","","Evan","","Adams",False,1963-07-17 00:00:00.000,"S","","M","evan39@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",0,1,"4428 Jones Rd.","","766-555-0180",2008-01-11 00:00:00.000,"10+ Miles","Evan Adams",59,59,"55+",2008-01-11 00:00:00.000,0,"Active"
18815,626,"AW00018815","","Abigail","","Rogers",False,1963-06-16 00:00:00.000,"M","","F","abigail5@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",0,1,"8585 Los Gatos Ct.","","329-555-0186",2008-03-23 00:00:00.000,"10+ Miles","Abigail Rogers",59,59,"55+",2008-03-23 00:00:00.000,0,"Active"
18816,546,"AW00018816","","Taylor","","Smith",False,1963-06-15 00:00:00.000,"S","","F","taylor47@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",1,1,"319 Dale Pl.","","753-555-0165",2007-09-01 00:00:00.000,"10+ Miles","Taylor Smith",59,59,"55+",2007-09-01 00:00:00.000,0,"Active"
19684,631,"AW00019684","","Alexandra","","Lee",False,1964-09-03 00:00:00.000,"S","","F","alexandra86@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",0,1,"7942 C Mt. Hood","","788-555-0170",2007-09-24 00:00:00.000,"10+ Miles","Alexandra Lee",58,57,"55+",2007-09-24 00:00:00.000,0,"Active"
20322,627,"AW00020322","","Rachel","","Wood",False,1963-04-18 00:00:00.000,"S","","F","rachel49@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",1,1,"4877 Zona Rosa","","462-555-0195",2008-06-27 00:00:00.000,"10+ Miles","Rachel Wood",59,59,"55+",2008-06-27 00:00:00.000,0,"Active"
21285,539,"AW00021285","","Mackenzie","","Rivera",False,1963-10-15 00:00:00.000,"M","","F","mackenzie15@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",0,1,"5302 Argonne Drive","","514-555-0118",2007-11-17 00:00:00.000,"10+ Miles","Mackenzie Rivera",59,58,"55+",2007-11-17 00:00:00.000,0,"Active"
23020,623,"AW00023020","","Hannah","","Jones",False,1963-04-22 00:00:00.000,"M","","F","hannah4@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",1,1,"282 Iowa Drive","","418-555-0133",2008-07-07 00:00:00.000,"10+ Miles","Hannah Jones",59,59,"55+",2008-07-07 00:00:00.000,0,"Active"
23466,631,"AW00023466","","Alyssa","","Miller",False,1964-05-15 00:00:00.000,"S","","F","alyssa5@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",1,1,"7333 Landana St.","","982-555-0157",2007-08-04 00:00:00.000,"5-10 Miles","Alyssa Miller",58,58,"55+",2007-08-04 00:00:00.000,0,"Active"
23467,633,"AW00023467","","Nicole","","Bennett",False,1964-03-06 00:00:00.000,"S","","F","nicole49@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",0,1,"6441 Via Santa Fe","","164-555-0145",2008-07-21 00:00:00.000,"10+ Miles","Nicole Bennett",58,58,"55+",2008-07-21 00:00:00.000,0,"Active"
23477,627,"AW00023477","","Marcus","","Phillips",False,1963-09-14 00:00:00.000,"M","","M","marcus43@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",1,1,"2451 Vista Del Sol","","278-555-0140",2008-06-01 00:00:00.000,"10+ Miles","Marcus Phillips",59,58,"55+",2008-06-01 00:00:00.000,0,"Active"
27617,631,"AW00027617","","Morgan","","Phillips",False,1964-01-23 00:00:00.000,"S","","F","morgan4@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",0,1,"9191 Camelback Ct.","","179-555-0167",2005-07-15 00:00:00.000,"5-10 Miles","Morgan Phillips",58,58,"55+",2008-05-30 00:00:00.000,34,"Active"
28240,633,"AW00028240","","Eduardo","","Clark",False,1964-07-14 00:00:00.000,"M","","M","eduardo18@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",0,1,"6979 Harvard Drive","","441-555-0118",2005-10-14 00:00:00.000,"2-5 Miles","Eduardo Clark",58,58,"55+",2008-06-24 00:00:00.000,32,"Active"
29233,631,"AW00029233","","Caitlin","","Sanders",False,1963-08-25 00:00:00.000,"S","","F","caitlin3@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",1,1,"6820 Willow Pass Dr","","506-555-0115",2008-04-25 00:00:00.000,"10+ Miles","Caitlin Sanders",59,58,"55+",2008-04-25 00:00:00.000,0,"Active"
11356,6,"AW00011356","","Terrence","","Carson",False,1980-05-27 00:00:00.000,"S","","M","terrence15@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"6613 Thornhill Place","","1 (11) 500 555-0189",2005-11-10 00:00:00.000,"2-5 Miles","Terrence Carson",42,42,"35-44",2008-05-03 00:00:00.000,30,"Active"
11357,21,"AW00011357","","Ramon","","Ye",False,1979-03-23 00:00:00.000,"S","","M","ramon9@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"3245 Vista Oak Dr.","","1 (11) 500 555-0143",2005-12-19 00:00:00.000,"2-5 Miles","Ramon Ye",43,43,"35-44",2008-05-01 00:00:00.000,29,"Active"
11358,2,"AW00011358","","Cynthia","","Malhotra",False,1978-11-11 00:00:00.000,"S","","F","cynthia9@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"6757 Pamplona Ct.","","1 (11) 500 555-0187",2005-12-29 00:00:00.000,"0-1 Miles","Cynthia Malhotra",44,43,"35-44",2008-05-17 00:00:00.000,29,"Active"
11359,7,"AW00011359","","Jarrod","","Prasad",False,1978-09-04 00:00:00.000,"S","","M","jarrod9@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"7657 H St.","","1 (11) 500 555-0154",2005-12-14 00:00:00.000,"0-1 Miles","Jarrod Prasad",44,43,"35-44",2008-06-06 00:00:00.000,30,"Active"
11360,26,"AW00011360","","Tyrone","","Serrano",False,1978-08-02 00:00:00.000,"S","","M","tyrone15@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",1,1,"3767 View Dr.","","1 (11) 500 555-0176",2005-12-28 00:00:00.000,"2-5 Miles","Tyrone Serrano",44,43,"35-44",2008-06-24 00:00:00.000,30,"Active"
12241,19,"AW00012241","","Kristine","","Sandberg",False,1979-11-06 00:00:00.000,"S","","F","kristine21@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"6141 Race Road","","1 (11) 500 555-0182",2006-06-18 00:00:00.000,"0-1 Miles","Kristine Sandberg",43,42,"35-44",2007-12-22 00:00:00.000,18,"Active"
12242,29,"AW00012242","","Gilbert","","Liang",False,1979-02-04 00:00:00.000,"S","","M","gilbert14@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"4882 Darlene Drive","","1 (11) 500 555-0195",2006-06-18 00:00:00.000,"2-5 Miles","Gilbert Liang",43,43,"35-44",2007-12-13 00:00:00.000,18,"Active"
12243,34,"AW00012243","","Kristy","","Rubio",False,1980-05-18 00:00:00.000,"S","","F","kristy19@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"1527 St. John Lane","","1 (11) 500 555-0180",2006-06-26 00:00:00.000,"2-5 Miles","Kristy Rubio",42,42,"35-44",2007-12-21 00:00:00.000,18,"Active"
12275,125,"AW00012275","","Adriana","","Madan",False,1970-06-11 00:00:00.000,"S","","F","adriana8@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",1,1,"Herzogstr 3998","","1 (11) 500 555-0126",2007-01-16 00:00:00.000,"2-5 Miles","Adriana Madan",52,52,"45-54",2008-01-31 00:00:00.000,12,"Active"
12571,2,"AW00012571","","Jennifer","","Green",False,1980-05-19 00:00:00.000,"M","","F","jennifer17@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"4070 Lacorso Drive","","1 (11) 500 555-0139",2006-07-01 00:00:00.000,"0-1 Miles","Jennifer Green",42,42,"35-44",2008-02-05 00:00:00.000,19,"Active"
12572,29,"AW00012572","","Alisha","","Chander",False,1980-05-27 00:00:00.000,"S","","F","alisha40@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"422 Quartermaster","","1 (11) 500 555-0176",2006-07-25 00:00:00.000,"2-5 Miles","Alisha Chander",42,42,"35-44",2008-03-14 00:00:00.000,20,"Active"
12574,15,"AW00012574","","Derek","","Raje",False,1980-02-11 00:00:00.000,"S","","M","derek12@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"2742 Cincerto Circle","","1 (11) 500 555-0112",2006-07-18 00:00:00.000,"0-1 Miles","Derek Raje",42,42,"35-44",2008-03-23 00:00:00.000,20,"Active"
12576,35,"AW00012576","","Walter","","Dominguez",False,1979-03-14 00:00:00.000,"S","","M","walter6@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"3578 Courthouse Drive","","1 (11) 500 555-0148",2006-07-07 00:00:00.000,"2-5 Miles","Walter Dominguez",43,43,"35-44",2008-03-22 00:00:00.000,20,"Active"
12577,5,"AW00012577","","Francis","","Sanz",False,1979-08-20 00:00:00.000,"S","","M","francis18@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",1,1,"3492 Broadway Street","","1 (11) 500 555-0149",2006-08-18 00:00:00.000,"2-5 Miles","Francis Sanz",43,42,"35-44",2008-03-23 00:00:00.000,19,"Active"
12611,273,"AW00012611","","Manuel","","Sara",False,1970-04-11 00:00:00.000,"S","","M","manuel9@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",1,1,"878 Rancho View Drive","","1 (11) 500 555-0113",2008-01-02 00:00:00.000,"2-5 Miles","Manuel Sara",52,52,"45-54",2008-06-06 00:00:00.000,5,"Active"
12616,134,"AW00012616","","Kelsey","","Tang",False,1969-10-12 00:00:00.000,"S","","F","kelsey3@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"Heiderplatz 948","","1 (11) 500 555-0160",2007-11-21 00:00:00.000,"0-1 Miles","Kelsey Tang",53,52,"45-54",2007-11-21 00:00:00.000,0,"Active"
13518,28,"AW00013518","","Brendan","","Goldstein",False,1979-07-15 00:00:00.000,"S","","M","brendan17@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"9294 Virgina Hills Drive","","1 (11) 500 555-0144",2006-12-19 00:00:00.000,"0-1 Miles","Brendan Goldstein",43,43,"35-44",2008-06-15 00:00:00.000,18,"Active"
13519,35,"AW00013519","","Lucas","","Foster",False,1978-10-03 00:00:00.000,"S","","M","lucas64@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",1,1,"8831 Versailles Pl.","","1 (11) 500 555-0176",2006-12-28 00:00:00.000,"2-5 Miles","Lucas Foster",44,43,"35-44",2007-07-03 00:00:00.000,7,"Inactive"
13520,32,"AW00013520","","Carol","","Nelson",False,1978-02-08 00:00:00.000,"S","","F","carol13@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",1,1,"2023 Wood Ranch Circle","","1 (11) 500 555-0176",2006-12-19 00:00:00.000,"2-5 Miles","Carol Nelson",44,44,"35-44",2007-08-30 00:00:00.000,8,"Active"
13550,208,"AW00013550","","Joe","","Malhotra",False,1969-06-01 00:00:00.000,"S","","M","joe9@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"88, avenue de l´ Union Centrale","","1 (11) 500 555-0169",2007-09-22 00:00:00.000,"2-5 Miles","Joe Malhotra",53,53,"45-54",2007-09-22 00:00:00.000,0,"Active"
14124,4,"AW00014124","","Justin","","Li",False,1980-09-11 00:00:00.000,"M","","M","justin23@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"1901 Missing Canyon Court","","1 (11) 500 555-0113",2007-10-30 00:00:00.000,"0-1 Miles","Justin Li",42,41,"35-44",2008-05-17 00:00:00.000,7,"Active"
14152,190,"AW00014152","","Luke","","Turner",False,1970-03-10 00:00:00.000,"S","","M","luke36@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"1, rue de Maubeuge","","1 (11) 500 555-0117",2008-01-26 00:00:00.000,"2-5 Miles","Luke Turner",52,52,"45-54",2008-01-26 00:00:00.000,0,"Active"
14153,120,"AW00014153","","Dylan","","Lewis",False,1970-11-14 00:00:00.000,"S","","M","dylan51@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"Zeiter Weg 9922","","1 (11) 500 555-0177",2007-11-12 00:00:00.000,"2-5 Miles","Dylan Lewis",52,51,"45-54",2007-11-12 00:00:00.000,0,"Active"
15028,40,"AW00015028","","Tabitha","","Alvarez",False,1980-03-10 00:00:00.000,"S","","F","tabitha24@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"151 Buchanan Ct","","1 (11) 500 555-0164",2007-04-25 00:00:00.000,"0-1 Miles","Tabitha Alvarez",42,42,"35-44",2007-12-28 00:00:00.000,8,"Active"
15068,160,"AW00015068","","Jessica","","Barnes",False,1970-02-17 00:00:00.000,"S","","F","jessica27@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"Am Gallberg 2667","","1 (11) 500 555-0123",2007-11-06 00:00:00.000,"2-5 Miles","Jessica Barnes",52,52,"45-54",2007-11-06 00:00:00.000,0,"Active"
15076,162,"AW00015076","","Sheila","","Ramos",False,1969-06-20 00:00:00.000,"M","","F","sheila16@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"Winterfeldtstr 4442","","1 (11) 500 555-0116",2008-06-20 00:00:00.000,"1-2 Miles","Sheila Ramos",53,53,"45-54",2008-06-20 00:00:00.000,0,"Active"
15464,22,"AW00015464","","Kristi","","Blanco",False,1980-04-04 00:00:00.000,"M","","F","kristi11@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"6027 Lisa Ann Street","","1 (11) 500 555-0142",2008-03-09 00:00:00.000,"0-1 Miles","Kristi Blanco",42,42,"35-44",2008-06-16 00:00:00.000,3,"Active"
15465,34,"AW00015465","","Jacquelyn","","Navarro",False,1980-09-03 00:00:00.000,"M","","F","jacquelyn10@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"8589 Shady Ln.","","1 (11) 500 555-0132",2007-09-03 00:00:00.000,"0-1 Miles","Jacquelyn Navarro",42,41,"35-44",2008-03-31 00:00:00.000,6,"Active"
15640,21,"AW00015640","","Gary","","Gomez",False,1980-04-16 00:00:00.000,"S","","M","gary11@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",1,1,"4744 Mary Dr.","","1 (11) 500 555-0117",2007-08-01 00:00:00.000,"1-2 Miles","Gary Gomez",42,42,"35-44",2007-11-02 00:00:00.000,3,"Active"
15671,268,"AW00015671","","Lawrence","","Torres",False,1969-05-27 00:00:00.000,"S","","M","lawrence10@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"869 Welle Road","","1 (11) 500 555-0149",2007-09-01 00:00:00.000,"0-1 Miles","Lawrence Torres",53,53,"45-54",2008-02-24 00:00:00.000,5,"Active"
15673,209,"AW00015673","","Jon","","Goel",False,1969-06-08 00:00:00.000,"S","","M","jon16@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"71, avenue de la Gare","","1 (11) 500 555-0169",2007-10-12 00:00:00.000,"0-1 Miles","Jon Goel",53,53,"45-54",2007-10-12 00:00:00.000,0,"Active"
16515,31,"AW00016515","","Troy","","Sai",False,1980-02-04 00:00:00.000,"M","","M","troy6@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"458 Union St","","1 (11) 500 555-0126",2005-07-20 00:00:00.000,"0-1 Miles","Troy Sai",42,42,"35-44",2007-09-19 00:00:00.000,26,"Active"
16556,162,"AW00016556","","Angelica","","Butler",False,1970-01-06 00:00:00.000,"S","","F","angelica14@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"Heidestieg Straße 8664","","1 (11) 500 555-0121",2007-12-23 00:00:00.000,"0-1 Miles","Angelica Butler",52,52,"45-54",2007-12-23 00:00:00.000,0,"Active"
16557,197,"AW00016557","","Derek","","Chander",False,1970-04-17 00:00:00.000,"S","","M","derek14@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",1,1,"80, avenue des Champs-Elysées","","1 (11) 500 555-0190",2007-09-27 00:00:00.000,"2-5 Miles","Derek Chander",52,52,"45-54",2007-09-27 00:00:00.000,0,"Active"
16558,177,"AW00016558","","Preston","","Sara",False,1970-04-17 00:00:00.000,"S","","M","preston9@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"Waldstr 21","","1 (11) 500 555-0115",2007-09-25 00:00:00.000,"2-5 Miles","Preston Sara",52,52,"45-54",2007-09-25 00:00:00.000,0,"Active"
17726,36,"AW00017726","","Caroline","","Griffin",False,1980-09-20 00:00:00.000,"S","","F","caroline22@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",1,1,"5126 La Corte Bonita","","1 (11) 500 555-0117",2005-10-30 00:00:00.000,"1-2 Miles","Caroline Griffin",42,41,"35-44",2007-12-05 00:00:00.000,26,"Active"
17730,34,"AW00017730","","Bridget","","Tang",False,1978-10-03 00:00:00.000,"S","","F","bridget5@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",1,1,"8831 Versailles Pl.","","1 (11) 500 555-0198",2005-10-12 00:00:00.000,"2-5 Miles","Bridget Tang",44,43,"35-44",2008-01-04 00:00:00.000,27,"Active"
17731,10,"AW00017731","","Tracy","","Sharma",False,1978-05-04 00:00:00.000,"M","","F","tracy8@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"2909 Woodland Dr.","","1 (11) 500 555-0162",2008-06-07 00:00:00.000,"1-2 Miles","Tracy Sharma",44,44,"35-44",2008-06-07 00:00:00.000,0,"Active"
17758,128,"AW00017758","","Linda","","Gill",False,1970-06-23 00:00:00.000,"M","","F","linda29@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"Auf Der Steige 100","","1 (11) 500 555-0111",2008-01-27 00:00:00.000,"1-2 Miles","Linda Gill",52,52,"45-54",2008-01-27 00:00:00.000,0,"Active"
17760,237,"AW00017760","","Diana","","Romero",False,1970-01-16 00:00:00.000,"S","","F","diana8@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"71 Tobi Drive","","1 (11) 500 555-0115",2008-04-18 00:00:00.000,"2-5 Miles","Diana Romero",52,52,"45-54",2008-06-19 00:00:00.000,2,"Active"
17904,39,"AW00017904","","Gina","","Torres",False,1980-04-15 00:00:00.000,"S","","F","gina12@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"3841 Silver Oaks Place","","1 (11) 500 555-0146",2005-10-03 00:00:00.000,"0-1 Miles","Gina Torres",42,42,"35-44",2008-02-06 00:00:00.000,28,"Active"
17905,11,"AW00017905","","Calvin","","Yuan",False,1980-07-20 00:00:00.000,"M","","M","calvin7@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",1,1,"8577 La Vista Avenue","","1 (11) 500 555-0151",2008-05-12 00:00:00.000,"2-5 Miles","Calvin Yuan",42,42,"35-44",2008-05-12 00:00:00.000,0,"Active"
17906,24,"AW00017906","","Jonathon","","Vazquez",False,1979-02-09 00:00:00.000,"M","","M","jonathon11@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",1,1,"9003 C St.","","1 (11) 500 555-0112",2008-06-06 00:00:00.000,"2-5 Miles","Jonathon Vazquez",43,43,"35-44",2008-06-06 00:00:00.000,0,"Active"
17955,175,"AW00017955","","Ronnie","","Zhao",False,1970-11-02 00:00:00.000,"S","","M","ronnie8@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",1,1,"Wolfgangstraße 62","","1 (11) 500 555-0180",2008-05-17 00:00:00.000,"2-5 Miles","Ronnie Zhao",52,51,"45-54",2008-05-17 00:00:00.000,0,"Active"
17961,258,"AW00017961","","Meghan","","Blanco",False,1969-11-14 00:00:00.000,"S","","F","meghan15@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"7182 Olive Hill","","1 (11) 500 555-0156",2008-05-07 00:00:00.000,"0-1 Miles","Meghan Blanco",53,52,"45-54",2008-05-07 00:00:00.000,0,"Active"
