CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,TotalChildren,EducationLevel,Occupation,HomeOwner,Annual Income,Full Name,Email Username,Email Domain,Age,BirthYear,IncomeLevel,BirthYear_CC,CurrentAge,Parent,FullName_CC
25412,"Mr.","Michael","Williams",1970-03-12 00:00:00.000,"S","M","michael34@adventure-works.com",2,"Graduate Degree","Professional","Y",60000,"Mr. Michael Williams","michael34","adventure works",49,1970,"Average",1970,52,"Yes","Mr. Michael Williams"
26660,"Mr.","Kern","Sutton",1968-02-22 00:00:00.000,"M","M","kern0@adventure-works.com",2,"Bachelors","Professional","Y",60000,"Mr. Kern Sutton","kern0","adventure works",51,1968,"Average",1968,54,"Yes","Mr. Kern Sutton"
27589,"Mr.","Derek","Yuan",1967-05-24 00:00:00.000,"S","M","derek6@adventure-works.com",2,"Bachelors","Professional","N",60000,"Mr. Derek Yuan","derek6","adventure works",52,1967,"Average",1967,55,"Yes","Mr. Derek Yuan"
27590,"Mr.","Dominic","Lopez",1967-04-22 00:00:00.000,"M","M","dominic17@adventure-works.com",2,"Bachelors","Professional","Y",60000,"Mr. Dominic Lopez","dominic17","adventure works",52,1967,"Average",1967,55,"Yes","Mr. Dominic Lopez"
28211,"Mr.","Randall","Suarez",1968-10-24 00:00:00.000,"M","M","randall21@adventure-works.com",2,"Bachelors","Professional","Y",60000,"Mr. Randall Suarez","randall21","adventure works",50,1968,"Average",1968,54,"Yes","Mr. Randall Suarez"
28851,"Mr.","Miguel","Mitchell",1970-01-27 00:00:00.000,"S","M","miguel37@adventure-works.com",2,"Graduate Degree","Professional","N",60000,"Mr. Miguel Mitchell","miguel37","adventure works",49,1970,"Average",1970,52,"Yes","Mr. Miguel Mitchell"
28853,"Mr.","Miguel","Davis",1970-10-06 00:00:00.000,"M","M","miguel4@adventure-works.com",2,"Graduate Degree","Professional","Y",60000,"Mr. Miguel Davis","miguel4","adventure works",49,1970,"Average",1970,52,"Yes","Mr. Miguel Davis"
29182,"Mr.","Wesley","Xu",1968-12-26 00:00:00.000,"M","M","wesley12@adventure-works.com",2,"Bachelors","Professional","Y",60000,"Mr. Wesley Xu","wesley12","adventure works",50,1968,"Average",1968,54,"Yes","Mr. Wesley Xu"
29185,"Mr.","Warren","Li",1968-09-21 00:00:00.000,"M","M","warren20@adventure-works.com",2,"Bachelors","Professional","Y",60000,"Mr. Warren Li","warren20","adventure works",51,1968,"Average",1968,54,"Yes","Mr. Warren Li"
29186,"Mr.","Mathew","Serrano",1968-06-19 00:00:00.000,"S","M","mathew12@adventure-works.com",2,"Bachelors","Professional","N",60000,"Mr. Mathew Serrano","mathew12","adventure works",51,1968,"Average",1968,54,"Yes","Mr. Mathew Serrano"
29187,"Mr.","Jerome","Ramos",1968-04-12 00:00:00.000,"M","M","jerome16@adventure-works.com",2,"Bachelors","Professional","Y",60000,"Mr. Jerome Ramos","jerome16","adventure works",51,1968,"Average",1968,54,"Yes","Mr. Jerome Ramos"
11067,"Mr.","Caleb","Carter",1976-09-25 00:00:00.000,"S","M","caleb40@adventure-works.com",0,"Partial College","Professional","Y",60000,"Mr. Caleb Carter","caleb40","adventure works",43,1976,"Average",1976,46,"No","Mr. Caleb Carter"
11974,"Mr.","Randy","Sun",1974-02-07 00:00:00.000,"S","M","randy15@adventure-works.com",0,"Partial College","Professional","N",60000,"Mr. Randy Sun","randy15","adventure works",45,1974,"Average",1974,48,"No","Mr. Randy Sun"
12120,"Mr.","Xavier","Simmons",1952-07-11 00:00:00.000,"M","M","xavier55@adventure-works.com",3,"High School","Professional","Y",60000,"Mr. Xavier Simmons","xavier55","adventure works",67,1952,"Average",1952,70,"Yes","Mr. Xavier Simmons"
12121,"Mr.","Logan","Wilson",1952-09-25 00:00:00.000,"S","M","logan58@adventure-works.com",3,"High School","Professional","Y",60000,"Mr. Logan Wilson","logan58","adventure works",67,1952,"Average",1952,70,"Yes","Mr. Logan Wilson"
13086,"Mr.","Blake","Nelson",1974-05-20 00:00:00.000,"S","M","blake36@adventure-works.com",0,"Partial College","Professional","Y",60000,"Mr. Blake Nelson","blake36","adventure works",45,1974,"Average",1974,48,"No","Mr. Blake Nelson"
13087,"Mr.","Jeremy","Collins",1974-11-08 00:00:00.000,"S","M","jeremy19@adventure-works.com",0,"Partial College","Professional","Y",60000,"Mr. Jeremy Collins","jeremy19","adventure works",44,1974,"Average",1974,48,"No","Mr. Jeremy Collins"
13247,"Mr.","Zachary","Chen",1952-05-14 00:00:00.000,"M","M","zachary24@adventure-works.com",3,"High School","Professional","Y",60000,"Mr. Zachary Chen","zachary24","adventure works",67,1952,"Average",1952,70,"Yes","Mr. Zachary Chen"
13402,"Mr.","Gabriel","Turner",1952-03-28 00:00:00.000,"M","M","gabriel35@adventure-works.com",3,"High School","Professional","N",60000,"Mr. Gabriel Turner","gabriel35","adventure works",67,1952,"Average",1952,70,"Yes","Mr. Gabriel Turner"
14274,"Mr.","Edward","Williams",1976-07-09 00:00:00.000,"M","M","edward24@adventure-works.com",0,"Partial College","Professional","Y",60000,"Mr. Edward Williams","edward24","adventure works",43,1976,"Average",1976,46,"No","Mr. Edward Williams"
14283,"Mr.","Seth","Simmons",1974-10-08 00:00:00.000,"S","M","seth63@adventure-works.com",0,"Partial College","Professional","N",60000,"Mr. Seth Simmons","seth63","adventure works",44,1974,"Average",1974,48,"No","Mr. Seth Simmons"
14284,"Mr.","Wyatt","Anderson",1974-06-17 00:00:00.000,"S","M","wyatt10@adventure-works.com",0,"Partial College","Professional","N",60000,"Mr. Wyatt Anderson","wyatt10","adventure works",45,1974,"Average",1974,48,"No","Mr. Wyatt Anderson"
14417,"Mr.","Ernest","Lu",1952-02-05 00:00:00.000,"S","M","ernest11@adventure-works.com",3,"High School","Professional","Y",60000,"Mr. Ernest Lu","ernest11","adventure works",67,1952,"Average",1952,70,"Yes","Mr. Ernest Lu"
15188,"Mr.","Isaac","Watson",1974-03-10 00:00:00.000,"S","M","isaac0@adventure-works.com",0,"Partial College","Professional","Y",60000,"Mr. Isaac Watson","isaac0","adventure works",45,1974,"Average",1974,48,"No","Mr. Isaac Watson"
15191,"Mr.","Andres","Kumar",1974-08-19 00:00:00.000,"S","M","andres4@adventure-works.com",0,"High School","Professional","N",60000,"Mr. Andres Kumar","andres4","adventure works",45,1974,"Average",1974,48,"No","Mr. Andres Kumar"
15763,"Mr.","Xavier","Young",1974-07-25 00:00:00.000,"M","M","xavier23@adventure-works.com",0,"Partial College","Professional","Y",60000,"Mr. Xavier Young","xavier23","adventure works",45,1974,"Average",1974,48,"No","Mr. Xavier Young"
15913,"Mr.","Antonio","Hughes",1952-06-16 00:00:00.000,"M","M","antonio11@adventure-works.com",3,"High School","Professional","Y",60000,"Mr. Antonio Hughes","antonio11","adventure works",67,1952,"Average",1952,70,"Yes","Mr. Antonio Hughes"
16669,"Mr.","Benjamin","Martinez",1974-03-24 00:00:00.000,"S","M","benjamin54@adventure-works.com",0,"Partial College","Professional","Y",60000,"Mr. Benjamin Martinez","benjamin54","adventure works",45,1974,"Average",1974,48,"No","Mr. Benjamin Martinez"
16673,"Mr.","Curtis","Guo",1974-05-08 00:00:00.000,"S","M","curtis14@adventure-works.com",0,"Partial College","Professional","N",60000,"Mr. Curtis Guo","curtis14","adventure works",45,1974,"Average",1974,48,"No","Mr. Curtis Guo"
17520,"Mr.","Marcus","Baker",1974-09-03 00:00:00.000,"S","M","marcus35@adventure-works.com",0,"Partial College","Professional","Y",60000,"Mr. Marcus Baker","marcus35","adventure works",45,1974,"Average",1974,48,"No","Mr. Marcus Baker"
18499,"Mr.","Darren","Rodriguez",1974-05-20 00:00:00.000,"S","M","darren20@adventure-works.com",0,"Partial College","Professional","Y",60000,"Mr. Darren Rodriguez","darren20","adventure works",45,1974,"Average",1974,48,"No","Mr. Darren Rodriguez"
18500,"Mr.","Jose","Brown",1974-06-25 00:00:00.000,"M","M","jose61@adventure-works.com",0,"Partial College","Professional","Y",60000,"Mr. Jose Brown","jose61","adventure works",45,1974,"Average",1974,48,"No","Mr. Jose Brown"
18926,"Mr.","Alexandre","Lobao",1976-03-28 00:00:00.000,"M","M","alexandre1@adventure-works.com",0,"Partial College","Professional","N",60000,"Mr. Alexandre Lobao","alexandre1","adventure works",43,1976,"Average",1976,46,"No","Mr. Alexandre Lobao"
18934,"Mr.","Jeremiah","Moore",1974-02-22 00:00:00.000,"S","M","jeremiah1@adventure-works.com",0,"Partial College","Professional","Y",60000,"Mr. Jeremiah Moore","jeremiah1","adventure works",45,1974,"Average",1974,48,"No","Mr. Jeremiah Moore"
19804,"Mr.","Cameron","Foster",1974-08-17 00:00:00.000,"S","M","cameron11@adventure-works.com",0,"Partial College","Professional","N",60000,"Mr. Cameron Foster","cameron11","adventure works",45,1974,"Average",1974,48,"No","Mr. Cameron Foster"
20443,"Mr.","Adrian","Cox",1976-04-08 00:00:00.000,"S","M","adrian12@adventure-works.com",0,"Partial College","Professional","N",60000,"Mr. Adrian Cox","adrian12","adventure works",43,1976,"Average",1976,46,"No","Mr. Adrian Cox"
20458,"Mr.","Erick","Subram",1974-11-14 00:00:00.000,"M","M","erick12@adventure-works.com",0,"Partial College","Professional","Y",60000,"Mr. Erick Subram","erick12","adventure works",44,1974,"Average",1974,48,"No","Mr. Erick Subram"
21401,"Mr.","Eric","Powell",1973-04-13 00:00:00.000,"S","M","eric17@adventure-works.com",0,"Partial College","Professional","Y",60000,"Mr. Eric Powell","eric17","adventure works",46,1973,"Average",1973,49,"No","Mr. Eric Powell"
21413,"Mr.","Dalton","Robinson",1974-01-08 00:00:00.000,"M","M","dalton17@adventure-works.com",0,"Partial College","Professional","Y",60000,"Mr. Dalton Robinson","dalton17","adventure works",45,1974,"Average",1974,48,"No","Mr. Dalton Robinson"
21414,"Mr.","Aaron","Butler",1974-06-07 00:00:00.000,"M","M","aaron13@adventure-works.com",0,"Partial College","Professional","Y",60000,"Mr. Aaron Butler","aaron13","adventure works",45,1974,"Average",1974,48,"No","Mr. Aaron Butler"
21416,"Mr.","Ryan","Butler",1974-04-18 00:00:00.000,"S","M","ryan17@adventure-works.com",0,"Partial College","Professional","N",60000,"Mr. Ryan Butler","ryan17","adventure works",45,1974,"Average",1974,48,"No","Mr. Ryan Butler"
22190,"Mr.","Carlos","Richardson",1976-02-18 00:00:00.000,"S","M","carlos11@adventure-works.com",0,"Partial College","Professional","N",60000,"Mr. Carlos Richardson","carlos11","adventure works",43,1976,"Average",1976,46,"No","Mr. Carlos Richardson"
22191,"Mr.","Jack","Adams",1976-02-09 00:00:00.000,"S","M","jack52@adventure-works.com",0,"Partial College","Professional","Y",60000,"Mr. Jack Adams","jack52","adventure works",43,1976,"Average",1976,46,"No","Mr. Jack Adams"
22192,"Mr.","Henry","Zimmerman",1976-09-11 00:00:00.000,"S","M","henry1@adventure-works.com",0,"Partial College","Professional","N",60000,"Mr. Henry Zimmerman","henry1","adventure works",43,1976,"Average",1976,46,"No","Mr. Henry Zimmerman"
22211,"Mr.","Richard","Gray",1974-02-24 00:00:00.000,"M","M","richard87@adventure-works.com",0,"Partial College","Professional","Y",60000,"Mr. Richard Gray","richard87","adventure works",45,1974,"Average",1974,48,"No","Mr. Richard Gray"
23352,"Mr.","Kevin","Mitchell",1974-11-01 00:00:00.000,"S","M","kevin49@adventure-works.com",0,"Partial College","Professional","N",60000,"Mr. Kevin Mitchell","kevin49","adventure works",44,1974,"Average",1974,48,"No","Mr. Kevin Mitchell"
23354,"Mr.","Eddie","Gomez",1974-07-22 00:00:00.000,"S","M","eddie2@adventure-works.com",0,"Partial College","Professional","Y",60000,"Mr. Eddie Gomez","eddie2","adventure works",45,1974,"Average",1974,48,"No","Mr. Eddie Gomez"
23355,"Mr.","Lance","Serrano",1974-07-18 00:00:00.000,"S","M","lance16@adventure-works.com",0,"Partial College","Professional","N",60000,"Mr. Lance Serrano","lance16","adventure works",45,1974,"Average",1974,48,"No","Mr. Lance Serrano"
23357,"Mr.","Micah","Yang",1974-05-05 00:00:00.000,"S","M","micah15@adventure-works.com",0,"Partial College","Professional","Y",60000,"Mr. Micah Yang","micah15","adventure works",45,1974,"Average",1974,48,"No","Mr. Micah Yang"
23358,"Mr.","Alberto","Alvarez",1974-04-11 00:00:00.000,"M","M","alberto6@adventure-works.com",0,"High School","Professional","Y",60000,"Mr. Alberto Alvarez","alberto6","adventure works",45,1974,"Average",1974,48,"No","Mr. Alberto Alvarez"
24298,"Mr.","Robert","Yang",1976-10-07 00:00:00.000,"M","M","robert39@adventure-works.com",0,"Partial College","Professional","Y",60000,"Mr. Robert Yang","robert39","adventure works",42,1976,"Average",1976,46,"No","Mr. Robert Yang"
24311,"Mr.","Geoffrey","Patel",1974-04-21 00:00:00.000,"S","M","geoffrey3@adventure-works.com",0,"Partial College","Professional","N",60000,"Mr. Geoffrey Patel","geoffrey3","adventure works",45,1974,"Average",1974,48,"No","Mr. Geoffrey Patel"
24312,"Mr.","Austin","Martin",1974-05-21 00:00:00.000,"S","M","austin30@adventure-works.com",0,"Partial College","Professional","Y",60000,"Mr. Austin Martin","austin30","adventure works",45,1974,"Average",1974,48,"No","Mr. Austin Martin"
25047,"Mr.","Trevor","Long",1973-11-10 00:00:00.000,"M","M","trevor9@adventure-works.com",0,"Partial College","Professional","Y",60000,"Mr. Trevor Long","trevor9","adventure works",45,1973,"Average",1973,49,"No","Mr. Trevor Long"
25904,"Mr.","Ian","Collins",1953-11-15 00:00:00.000,"S","M","ian39@adventure-works.com",3,"High School","Professional","Y",60000,"Mr. Ian Collins","ian39","adventure works",65,1953,"Average",1953,69,"Yes","Mr. Ian Collins"
25963,"Mr.","Charles","Morris",1974-11-14 00:00:00.000,"S","M","charles66@adventure-works.com",0,"Partial College","Professional","Y",60000,"Mr. Charles Morris","charles66","adventure works",44,1974,"Average",1974,48,"No","Mr. Charles Morris"
25964,"Mr.","Christopher","Winston",1974-02-09 00:00:00.000,"S","M","christopher26@adventure-works.com",0,"Partial College","Professional","N",60000,"Mr. Christopher Winston","christopher26","adventure works",45,1974,"Average",1974,48,"No","Mr. Christopher Winston"
26528,"Mr.","Samuel","Garcia",1953-05-04 00:00:00.000,"S","M","samuel55@adventure-works.com",3,"High School","Professional","Y",60000,"Mr. Samuel Garcia","samuel55","adventure works",66,1953,"Average",1953,69,"Yes","Mr. Samuel Garcia"
26583,"Mr.","James","Patterson",1976-08-13 00:00:00.000,"S","M","james26@adventure-works.com",0,"Partial College","Professional","N",60000,"Mr. James Patterson","james26","adventure works",43,1976,"Average",1976,46,"No","Mr. James Patterson"
26584,"Mr.","Benjamin","Alexander",1976-02-24 00:00:00.000,"M","M","benjamin20@adventure-works.com",0,"Partial College","Professional","N",60000,"Mr. Benjamin Alexander","benjamin20","adventure works",43,1976,"Average",1976,46,"No","Mr. Benjamin Alexander"
27441,"Mr.","Jose","Ross",1953-05-03 00:00:00.000,"M","M","jose27@adventure-works.com",3,"High School","Professional","N",60000,"Mr. Jose Ross","jose27","adventure works",66,1953,"Average",1953,69,"Yes","Mr. Jose Ross"
27509,"Mr.","Zachary","Johnson",1976-06-18 00:00:00.000,"S","M","zachary31@adventure-works.com",0,"Partial College","Professional","N",60000,"Mr. Zachary Johnson","zachary31","adventure works",43,1976,"Average",1976,46,"No","Mr. Zachary Johnson"
27510,"Mr.","Cole","Bailey",1976-10-03 00:00:00.000,"S","M","cole16@adventure-works.com",0,"Partial College","Professional","N",60000,"Mr. Cole Bailey","cole16","adventure works",43,1976,"Average",1976,46,"No","Mr. Cole Bailey"
27526,"Mr.","Ramon","Ma",1974-12-10 00:00:00.000,"M","M","ramon14@adventure-works.com",0,"Partial College","Professional","Y",60000,"Mr. Ramon Ma","ramon14","adventure works",44,1974,"Average",1974,48,"No","Mr. Ramon Ma"
28143,"Mr.","Samuel","Gonzalez",1974-05-15 00:00:00.000,"S","M","samuel38@adventure-works.com",0,"Partial College","Professional","Y",60000,"Mr. Samuel Gonzalez","samuel38","adventure works",45,1974,"Average",1974,48,"No","Mr. Samuel Gonzalez"
28144,"Mr.","Noah","Phillips",1974-08-23 00:00:00.000,"S","M","noah33@adventure-works.com",0,"Partial College","Professional","Y",60000,"Mr. Noah Phillips","noah33","adventure works",45,1974,"Average",1974,48,"No","Mr. Noah Phillips"
28145,"Mr.","Brandon","Jones",1974-11-11 00:00:00.000,"S","M","brandon41@adventure-works.com",0,"Partial College","Professional","N",60000,"Mr. Brandon Jones","brandon41","adventure works",44,1974,"Average",1974,48,"No","Mr. Brandon Jones"
29034,"Mr.","Jonathan","Patterson",1953-01-15 00:00:00.000,"M","M","jonathan10@adventure-works.com",3,"High School","Professional","N",60000,"Mr. Jonathan Patterson","jonathan10","adventure works",66,1953,"Average",1953,69,"Yes","Mr. Jonathan Patterson"
29112,"Mr.","Edward","Powell",1976-06-24 00:00:00.000,"S","M","edward57@adventure-works.com",0,"Partial College","Professional","N",60000,"Mr. Edward Powell","edward57","adventure works",43,1976,"Average",1976,46,"No","Mr. Edward Powell"
11856,"Mr.","Seth","Hernandez",1963-08-17 00:00:00.000,"M","M","seth26@adventure-works.com",3,"Graduate Degree","Professional","Y",60000,"Mr. Seth Hernandez","seth26","adventure works",56,1963,"Average",1963,59,"Yes","Mr. Seth Hernandez"
13928,"Mr.","Nathaniel","Morris",1963-07-22 00:00:00.000,"M","M","nathaniel20@adventure-works.com",3,"Graduate Degree","Professional","Y",60000,"Mr. Nathaniel Morris","nathaniel20","adventure works",56,1963,"Average",1963,59,"Yes","Mr. Nathaniel Morris"
14619,"Mr.","Nathaniel","Sanders",1963-02-26 00:00:00.000,"M","M","nathaniel4@adventure-works.com",3,"Graduate Degree","Professional","Y",60000,"Mr. Nathaniel Sanders","nathaniel4","adventure works",56,1963,"Average",1963,59,"Yes","Mr. Nathaniel Sanders"
15538,"Mr.","Luis","Lal",1963-08-28 00:00:00.000,"S","M","luis29@adventure-works.com",3,"Graduate Degree","Professional","N",60000,"Mr. Luis Lal","luis29","adventure works",56,1963,"Average",1963,59,"Yes","Mr. Luis Lal"
18616,"Mr.","Spencer","Butler",1963-02-05 00:00:00.000,"S","M","spencer16@adventure-works.com",3,"Graduate Degree","Professional","Y",60000,"Mr. Spencer Butler","spencer16","adventure works",56,1963,"Average",1963,59,"Yes","Mr. Spencer Butler"
18617,"Mr.","Carlos","Lopez",1963-08-03 00:00:00.000,"S","M","carlos41@adventure-works.com",3,"Graduate Degree","Professional","N",60000,"Mr. Carlos Lopez","carlos41","adventure works",56,1963,"Average",1963,59,"Yes","Mr. Carlos Lopez"
19170,"Mr.","Luis","Campbell",1963-11-11 00:00:00.000,"S","M","luis39@adventure-works.com",3,"Graduate Degree","Professional","N",60000,"Mr. Luis Campbell","luis39","adventure works",55,1963,"Average",1963,59,"Yes","Mr. Luis Campbell"
19829,"Mr.","Lucas","Mitchell",1963-09-03 00:00:00.000,"S","M","lucas3@adventure-works.com",3,"Graduate Degree","Professional","N",60000,"Mr. Lucas Mitchell","lucas3","adventure works",56,1963,"Average",1963,59,"Yes","Mr. Lucas Mitchell"
23216,"Mr.","Kevin","Hall",1963-03-07 00:00:00.000,"S","M","kevin59@adventure-works.com",3,"Graduate Degree","Professional","N",60000,"Mr. Kevin Hall","kevin59","adventure works",56,1963,"Average",1963,59,"Yes","Mr. Kevin Hall"
23372,"Mr.","Jack","Diaz",1963-03-09 00:00:00.000,"M","M","jack22@adventure-works.com",3,"Graduate Degree","Professional","Y",60000,"Mr. Jack Diaz","jack22","adventure works",56,1963,"Average",1963,59,"Yes","Mr. Jack Diaz"
25077,"Mr.","Wyatt","Clark",1963-08-09 00:00:00.000,"M","M","wyatt20@adventure-works.com",3,"Graduate Degree","Professional","N",60000,"Mr. Wyatt Clark","wyatt20","adventure works",56,1963,"Average",1963,59,"Yes","Mr. Wyatt Clark"
25985,"Mr.","Justin","Harris",1963-05-27 00:00:00.000,"M","M","justin41@adventure-works.com",3,"Graduate Degree","Professional","N",60000,"Mr. Justin Harris","justin41","adventure works",56,1963,"Average",1963,59,"Yes","Mr. Justin Harris"
26608,"Mr.","Aaron","Nelson",1963-07-17 00:00:00.000,"S","M","aaron42@adventure-works.com",3,"Graduate Degree","Professional","N",60000,"Mr. Aaron Nelson","aaron42","adventure works",56,1963,"Average",1963,59,"Yes","Mr. Aaron Nelson"
29140,"Mr.","Richard","Ward",1963-11-28 00:00:00.000,"S","M","richard84@adventure-works.com",3,"Graduate Degree","Professional","Y",60000,"Mr. Richard Ward","richard84","adventure works",55,1963,"Average",1963,59,"Yes","Mr. Richard Ward"
11727,"Mr.","Benjamin","Taylor",1967-07-09 00:00:00.000,"S","M","benjamin43@adventure-works.com",0,"Graduate Degree","Professional","N",60000,"Mr. Benjamin Taylor","benjamin43","adventure works",52,1967,"Average",1967,55,"No","Mr. Benjamin Taylor"
11821,"Mr.","Austin","Johnson",1966-04-15 00:00:00.000,"M","M","austin40@adventure-works.com",0,"Graduate Degree","Professional","Y",60000,"Mr. Austin Johnson","austin40","adventure works",53,1966,"Average",1966,56,"No","Mr. Austin Johnson"
11839,"Mr.","Tyler","Brown",1965-07-25 00:00:00.000,"S","M","tyler9@adventure-works.com",0,"Graduate Degree","Professional","Y",60000,"Mr. Tyler Brown","tyler9","adventure works",54,1965,"Average",1965,57,"No","Mr. Tyler Brown"
11840,"Mr.","Julian","Patterson",1965-05-17 00:00:00.000,"M","M","julian12@adventure-works.com",0,"Graduate Degree","Professional","Y",60000,"Mr. Julian Patterson","julian12","adventure works",54,1965,"Average",1965,57,"No","Mr. Julian Patterson"
11873,"Mr.","Ryan","Zhang",1967-04-12 00:00:00.000,"M","M","ryan27@adventure-works.com",0,"Graduate Degree","Professional","N",60000,"Mr. Ryan Zhang","ryan27","adventure works",52,1967,"Average",1967,55,"No","Mr. Ryan Zhang"
12946,"Mr.","Seth","Allen",1965-12-04 00:00:00.000,"M","M","seth24@adventure-works.com",0,"Graduate Degree","Professional","Y",60000,"Mr. Seth Allen","seth24","adventure works",53,1965,"Average",1965,57,"No","Mr. Seth Allen"
12974,"Mr.","Marc","Gill",1967-02-28 00:00:00.000,"S","M","marc17@adventure-works.com",0,"Graduate Degree","Professional","Y",60000,"Mr. Marc Gill","marc17","adventure works",52,1967,"Average",1967,55,"No","Mr. Marc Gill"
12975,"Mr.","Marcus","Wilson",1967-04-18 00:00:00.000,"S","M","marcus7@adventure-works.com",0,"Graduate Degree","Professional","N",60000,"Mr. Marcus Wilson","marcus7","adventure works",52,1967,"Average",1967,55,"No","Mr. Marcus Wilson"
12976,"Mr.","Hunter","Thompson",1967-06-21 00:00:00.000,"S","M","hunter47@adventure-works.com",0,"Graduate Degree","Professional","N",60000,"Mr. Hunter Thompson","hunter47","adventure works",52,1967,"Average",1967,55,"No","Mr. Hunter Thompson"
13889,"Mr.","Robert","Martin",1966-08-10 00:00:00.000,"S","M","robert73@adventure-works.com",0,"Graduate Degree","Professional","Y",60000,"Mr. Robert Martin","robert73","adventure works",53,1966,"Average",1966,56,"No","Mr. Robert Martin"
13891,"Mr.","Aaron","Simmons",1966-12-07 00:00:00.000,"M","M","aaron14@adventure-works.com",0,"Graduate Degree","Professional","Y",60000,"Mr. Aaron Simmons","aaron14","adventure works",52,1966,"Average",1966,56,"No","Mr. Aaron Simmons"
13892,"Mr.","Spencer","Diaz",1966-11-25 00:00:00.000,"S","M","spencer24@adventure-works.com",0,"Graduate Degree","Professional","Y",60000,"Mr. Spencer Diaz","spencer24","adventure works",52,1966,"Average",1966,56,"No","Mr. Spencer Diaz"
13938,"Mr.","Alejandro","Cai",1967-08-07 00:00:00.000,"M","M","alejandro24@adventure-works.com",0,"Graduate Degree","Professional","N",60000,"Mr. Alejandro Cai","alejandro24","adventure works",52,1967,"Average",1967,55,"No","Mr. Alejandro Cai"
13939,"Mr.","Eduardo","Ramirez",1967-03-20 00:00:00.000,"S","M","eduardo75@adventure-works.com",0,"Graduate Degree","Professional","N",60000,"Mr. Eduardo Ramirez","eduardo75","adventure works",52,1967,"Average",1967,55,"No","Mr. Eduardo Ramirez"
14591,"Mr.","Charles","Harris",1966-04-08 00:00:00.000,"S","M","charles17@adventure-works.com",0,"Graduate Degree","Professional","Y",60000,"Mr. Charles Harris","charles17","adventure works",53,1966,"Average",1966,56,"No","Mr. Charles Harris"
14593,"Mr.","Jack","Washington",1966-01-13 00:00:00.000,"M","M","jack13@adventure-works.com",0,"Graduate Degree","Professional","Y",60000,"Mr. Jack Washington","jack13","adventure works",53,1966,"Average",1966,56,"No","Mr. Jack Washington"
14645,"Mr.","Isaac","Kelly",1967-02-21 00:00:00.000,"S","M","isaac2@adventure-works.com",0,"Graduate Degree","Professional","N",60000,"Mr. Isaac Kelly","isaac2","adventure works",52,1967,"Average",1967,55,"No","Mr. Isaac Kelly"
14646,"Mr.","Dylan","Garcia",1967-01-07 00:00:00.000,"S","M","dylan46@adventure-works.com",0,"Graduate Degree","Professional","N",60000,"Mr. Dylan Garcia","dylan46","adventure works",52,1967,"Average",1967,55,"No","Mr. Dylan Garcia"
14647,"Mr.","Sean","Howard",1967-06-11 00:00:00.000,"M","M","sean19@adventure-works.com",0,"Graduate Degree","Professional","N",60000,"Mr. Sean Howard","sean19","adventure works",52,1967,"Average",1967,55,"No","Mr. Sean Howard"
15506,"Mr.","Evan","Sanders",1966-03-27 00:00:00.000,"S","M","evan3@adventure-works.com",0,"Graduate Degree","Professional","Y",60000,"Mr. Evan Sanders","evan3","adventure works",53,1966,"Average",1966,56,"No","Mr. Evan Sanders"
15509,"Mr.","Zachary","Washington",1966-02-23 00:00:00.000,"M","M","zachary12@adventure-works.com",0,"Graduate Degree","Professional","Y",60000,"Mr. Zachary Washington","zachary12","adventure works",53,1966,"Average",1966,56,"No","Mr. Zachary Washington"
15522,"Mr.","Ethan","Russell",1965-09-07 00:00:00.000,"M","M","ethan16@adventure-works.com",0,"Graduate Degree","Professional","Y",60000,"Mr. Ethan Russell","ethan16","adventure works",54,1965,"Average",1965,57,"No","Mr. Ethan Russell"
15553,"Mr.","Ivan","Lopez",1967-06-11 00:00:00.000,"S","M","ivan13@adventure-works.com",0,"Graduate Degree","Professional","N",60000,"Mr. Ivan Lopez","ivan13","adventure works",52,1967,"Average",1967,55,"No","Mr. Ivan Lopez"
16106,"Mr.","Ian","Barnes",1965-03-21 00:00:00.000,"M","M","ian43@adventure-works.com",0,"Graduate Degree","Professional","Y",60000,"Mr. Ian Barnes","ian43","adventure works",54,1965,"Average",1965,57,"No","Mr. Ian Barnes"
16138,"Mr.","David","Butler",1967-02-09 00:00:00.000,"S","M","david47@adventure-works.com",0,"Graduate Degree","Professional","N",60000,"Mr. David Butler","david47","adventure works",52,1967,"Average",1967,55,"No","Mr. David Butler"
16977,"Mr.","Noah","Adams",1966-10-06 00:00:00.000,"S","M","noah41@adventure-works.com",0,"Graduate Degree","Professional","Y",60000,"Mr. Noah Adams","noah41","adventure works",53,1966,"Average",1966,56,"No","Mr. Noah Adams"
16978,"Mr.","Jeremy","Rivera",1966-04-04 00:00:00.000,"M","M","jeremy37@adventure-works.com",0,"Graduate Degree","Professional","Y",60000,"Mr. Jeremy Rivera","jeremy37","adventure works",53,1966,"Average",1966,56,"No","Mr. Jeremy Rivera"
16990,"Mr.","Zachary","Griffin",1965-07-21 00:00:00.000,"M","M","zachary19@adventure-works.com",0,"Graduate Degree","Professional","Y",60000,"Mr. Zachary Griffin","zachary19","adventure works",54,1965,"Average",1965,57,"No","Mr. Zachary Griffin"
17598,"Mr.","Cameron","Harris",1966-10-12 00:00:00.000,"M","M","cameron32@adventure-works.com",0,"Graduate Degree","Professional","Y",60000,"Mr. Cameron Harris","cameron32","adventure works",52,1966,"Average",1966,56,"No","Mr. Cameron Harris"
