CustomerKey,Name,MaritalStatus,Gender
14753,"Austin Foster","MARRIED","MALE"
14754,"Grant Pal","MARRIED","MALE"
14755,"Robert Davis","MARRIED","MALE"
14756,"Charles Reed","MARRIED","MALE"
14760,"Zachary Lewis","MARRIED","MALE"
14765,"Kevin Nelson","MARRIED","MALE"
14768,"Ian Kelly","MARRIED","MALE"
14770,"Melvin Andersen","MARRIED","MALE"
14773,"Noah Ross","MARRIED","MALE"
14776,"Ronald Arthur","MARRIED","MALE"
14786,"Tristan Jenkins","MARRIED","MALE"
14790,"Terry Tang","MARRIED","MALE"
14792,"Jerome Rubio","MARRIED","MALE"
14794,"Gilbert Becker","MARRIED","MALE"
14810,"Russell Anand","MARRIED","MALE"
14812,"Hunter Henderson","MARRIED","MALE"
14820,"Drew Bhat","MARRIED","MALE"
14821,"Maurice Raje","MARRIED","MALE"
14831,"Gilbert Xie","MARRIED","MALE"
14832,"Barry Rana","MARRIED","MALE"
14836,"Peter Chander","MARRIED","MALE"
14841,"Franklin Pal","MARRIED","MALE"
14853,"Derrick Diaz","MARRIED","MALE"
14858,"Louis Zhu","MARRIED","MALE"
14859,"Jarrod Weber","MARRIED","MALE"
14860,"Arturo Chande","MARRIED","MALE"
14872,"Fernando Clark","MARRIED","MALE"
14873,"Fernando Long","MARRIED","MALE"
14876,"Nathan Anderson","MARRIED","MALE"
14878,"Marcus Murphy","MARRIED","MALE"
14881,"Eric Griffin","MARRIED","MALE"
14889,"Drew Kumar","MARRIED","MALE"
14890,"Wyatt Adams","MARRIED","MALE"
14891,"Kyle Hayes","MARRIED","MALE"
14894,"James Baker","MARRIED","MALE"
14895,"Connor Hernandez","MARRIED","MALE"
14897,"Hunter Moore","MARRIED","MALE"
14899,"Rodney Dominguez","MARRIED","MALE"
14904,"Spencer Powell","MARRIED","MALE"
14905,"Ricardo Shen","MARRIED","MALE"
14906,"Robert Washington","MARRIED","MALE"
14909,"Benjamin Bryant","MARRIED","MALE"
14917,"Adrian Morgan","MARRIED","MALE"
14919,"Erik Torres","MARRIED","MALE"
14920,"Jason Hill","MARRIED","MALE"
14926,"Juan Rogers","MARRIED","MALE"
14928,"Roy Patel","MARRIED","MALE"
14929,"Peter Anand","MARRIED","MALE"
14931,"Andres Pal","MARRIED","MALE"
14932,"Pedro Fernandez","MARRIED","MALE"
14933,"Ronald Patel","MARRIED","MALE"
14939,"Cory Kapoor","MARRIED","MALE"
14948,"Damien Lal","MARRIED","MALE"
14949,"Steve Wu","MARRIED","MALE"
14955,"Jorge Xu","MARRIED","MALE"
14958,"Clayton Liang","MARRIED","MALE"
14962,"Justin Jai","MARRIED","MALE"
14964,"Damien Shen","MARRIED","MALE"
14965,"Edwin Zhou","MARRIED","MALE"
14968,"Troy Patel","MARRIED","MALE"
14970,"Bruce Chandra","MARRIED","MALE"
14975,"Dalton Scott","MARRIED","MALE"
14976,"Randy Hu","MARRIED","MALE"
14986,"Richard Martinez","MARRIED","MALE"
14992,"Dale Andersen","MARRIED","MALE"
14997,"Angel Cooper","MARRIED","MALE"
15008,"Blake Parker","MARRIED","MALE"
15010,"Cory Suri","MARRIED","MALE"
15014,"Warren Liu","MARRIED","MALE"
15015,"Randy Liu","MARRIED","MALE"
15021,"Lucas Moore","MARRIED","MALE"
15023,"Juan Watson","MARRIED","MALE"
15024,"Nathan Jones","MARRIED","MALE"
15027,"Tommy Jai","MARRIED","MALE"
15030,"Jeffery Zheng","MARRIED","MALE"
15031,"Darryl Lin","MARRIED","MALE"
15038,"Cedric Yang","MARRIED","MALE"
15040,"George Lopez","MARRIED","MALE"
15055,"Patrick Torres","MARRIED","MALE"
15058,"Julio Suarez","MARRIED","MALE"
15064,"Erik Rubio","MARRIED","MALE"
15079,"Jose Martin","MARRIED","MALE"
15082,"Kelvin Lal","MARRIED","MALE"
15089,"Martin Prasad","MARRIED","MALE"
15091,"Jermaine Madan","MARRIED","MALE"
15092,"Adrian Morris","MARRIED","MALE"
15093,"Johnny Moyer","MARRIED","MALE"
15096,"Gary Schare","MARRIED","MALE"
15102,"Allen Malhotra","MARRIED","MALE"
15103,"Jonathan Lopez","MARRIED","MALE"
15106,"Shannon Navarro","MARRIED","MALE"
15107,"Roy Saunders","MARRIED","MALE"
15113,"Robert Smith","MARRIED","MALE"
15118,"Nelson Ortega","MARRIED","MALE"
15119,"Johnny Tang","MARRIED","MALE"
15133,"Raul Rai","MARRIED","MALE"
15137,"Luke Foster","MARRIED","MALE"
15139,"Colin She","MARRIED","MALE"
15142,"Karl Nara","MARRIED","MALE"
15143,"Kelvin Wang","MARRIED","MALE"
15147,"Clarence Chen","MARRIED","MALE"
15148,"James West","MARRIED","MALE"
15151,"Karl Shen","MARRIED","MALE"
15154,"Joe Hernandez","MARRIED","MALE"
15156,"Dylan Foster","MARRIED","MALE"
15157,"Jordan Gonzalez","MARRIED","MALE"
15159,"Eric Washington","MARRIED","MALE"
15165,"Carl Anand","MARRIED","MALE"
15168,"Xavier Bell","MARRIED","MALE"
15169,"Zachary Miller","MARRIED","MALE"
15170,"Jermaine Martinez","MARRIED","MALE"
15178,"Drew Tang","MARRIED","MALE"
15185,"Jonathan Evans","MARRIED","MALE"
15197,"Elijah Kumar","MARRIED","MALE"
15199,"Joe Jordan","MARRIED","MALE"
15202,"Blake Bryant","MARRIED","MALE"
15203,"David Lewis","MARRIED","MALE"
15206,"Maurice Andersen","MARRIED","MALE"
15209,"Frank Romero","MARRIED","MALE"
15212,"Marcus Henderson","MARRIED","MALE"
15228,"Jermaine Raman","MARRIED","MALE"
15229,"Calvin Rai","MARRIED","MALE"
15237,"Devon Lal","MARRIED","MALE"
15238,"Jonathon Alonso","MARRIED","MALE"
15239,"Sergio Rodriguez","MARRIED","MALE"
15241,"Geoffrey Madan","MARRIED","MALE"
15242,"Neil Suarez","MARRIED","MALE"
15245,"Eduardo Ross","MARRIED","MALE"
15248,"Richard Harris","MARRIED","MALE"
15253,"Barry Suri","MARRIED","MALE"
15255,"Evan Collins","MARRIED","MALE"
15264,"Peter Goel","MARRIED","MALE"
15275,"Eric Collins","MARRIED","MALE"
15286,"Thomas Nelson","MARRIED","MALE"
15288,"Logan Perry","MARRIED","MALE"
15290,"Edward Thompson","MARRIED","MALE"
15293,"Mason Watson","MARRIED","MALE"
15294,"Michael Robinson","MARRIED","MALE"
15295,"Louis Shan","MARRIED","MALE"
15298,"Joe Chandra","MARRIED","MALE"
15299,"Charles Lopez","MARRIED","MALE"
15300,"Seth Butler","MARRIED","MALE"
15309,"Dylan Wilson","MARRIED","MALE"
15311,"Brandon Thompson","MARRIED","MALE"
15313,"Garrett Morris","MARRIED","MALE"
15320,"Eduardo Brooks","MARRIED","MALE"
15321,"Blake Phillips","MARRIED","MALE"
15322,"Evan Green","MARRIED","MALE"
15323,"Eduardo Wilson","MARRIED","MALE"
15325,"Elijah Hayes","MARRIED","MALE"
15326,"Todd Zheng","MARRIED","MALE"
15328,"Fernando Jackson","MARRIED","MALE"
15331,"Jacob Taylor","MARRIED","MALE"
15332,"Jason Sharma","MARRIED","MALE"
15336,"Marco Garcia","MARRIED","MALE"
15339,"Noah Zhang","MARRIED","MALE"
15343,"Carson Barnes","MARRIED","MALE"
15344,"Luke Russell","MARRIED","MALE"
15351,"Steve Lu","MARRIED","MALE"
15354,"Corey Kumar","MARRIED","MALE"
15357,"Craig Navarro","MARRIED","MALE"
15359,"Logan Yang","MARRIED","MALE"
15360,"Ryan Martin","MARRIED","MALE"
15363,"Justin Yang","MARRIED","MALE"
15369,"Connor Perez","MARRIED","MALE"
15371,"Cameron Bryant","MARRIED","MALE"
15372,"Miguel Alexander","MARRIED","MALE"
15378,"Devin Ward","MARRIED","MALE"
15380,"Nathan Robinson","MARRIED","MALE"
15383,"Charles Rivera","MARRIED","MALE"
15384,"Xavier Alan","MARRIED","MALE"
15387,"Miguel Rodriguez","MARRIED","MALE"
15390,"Jonathan Turner","MARRIED","MALE"
15397,"Karl Tang","MARRIED","MALE"
15398,"Jose Wang","MARRIED","MALE"
15400,"Samuel Roberts","MARRIED","MALE"
15402,"Connor Evans","MARRIED","MALE"
15403,"Jeremiah Ross","MARRIED","MALE"
15405,"Miguel Ross","MARRIED","MALE"
15409,"Eduardo Cooper","MARRIED","MALE"
15412,"Ryan Griffin","MARRIED","MALE"
15413,"Donald Prasad","MARRIED","MALE"
15414,"Isaac Richardson","MARRIED","MALE"
15416,"Edward Barnes","MARRIED","MALE"
15420,"Nathan Hernandez","MARRIED","MALE"
15428,"Richard Howard","MARRIED","MALE"
15429,"Aaron Li","MARRIED","MALE"
15430,"Alfredo Jiménez","MARRIED","MALE"
15431,"John Jackson","MARRIED","MALE"
15434,"Brent Zhou","MARRIED","MALE"
15438,"Arthur Rodriguez","MARRIED","MALE"
15439,"Mason Evans","MARRIED","MALE"
15440,"Jon Pal","MARRIED","MALE"
15442,"Alejandro Shen","MARRIED","MALE"
15443,"Francisco Patel","MARRIED","MALE"
15444,"Roy Fernandez","MARRIED","MALE"
15445,"Bob Lopez","MARRIED","MALE"
15448,"Omar She","MARRIED","MALE"
15449,"Cedric Yuan","MARRIED","MALE"
15450,"Marshall Black","MARRIED","MALE"
15454,"Ian Bennett","MARRIED","MALE"
15461,"Alberto Gutierrez","MARRIED","MALE"
15462,"Tony Chande","MARRIED","MALE"
15466,"Elijah Perez","MARRIED","MALE"
15467,"Caleb Shan","MARRIED","MALE"
15469,"Fernando Williams","MARRIED","MALE"
15474,"Cameron Lal","MARRIED","MALE"
15484,"Samuel Henderson","MARRIED","MALE"
15486,"Kevin Griffin","MARRIED","MALE"
15488,"Evan Richardson","MARRIED","MALE"
15493,"Eric Chen","MARRIED","MALE"
15495,"Craig Alonso","MARRIED","MALE"
15499,"Robert Thomas","MARRIED","MALE"
15500,"Keith Raji","MARRIED","MALE"
15501,"Justin Simmons","MARRIED","MALE"
15509,"Zachary Washington","MARRIED","MALE"
15510,"Ernest She","MARRIED","MALE"
15512,"Jose Hayes","MARRIED","MALE"
15515,"Carlos Wright","MARRIED","MALE"
15516,"Shaun Raje","MARRIED","MALE"
15518,"Richard Bryant","MARRIED","MALE"
15522,"Ethan Russell","MARRIED","MALE"
15524,"Dalton Stone","MARRIED","MALE"
15528,"Lucas Ramirez","MARRIED","MALE"
15529,"Jason Allen","MARRIED","MALE"
15531,"Calvin Raji","MARRIED","MALE"
15535,"Jordan Scott","MARRIED","MALE"
15544,"Thomas Brown","MARRIED","MALE"
15546,"Robert Jenkins","MARRIED","MALE"
15556,"Dylan Davis","MARRIED","MALE"
15557,"Nathaniel Murphy","MARRIED","MALE"
15559,"Devin Flores","MARRIED","MALE"
15563,"Luke Lopez","MARRIED","MALE"
15564,"Eduardo Hughes","MARRIED","MALE"
15566,"Aaron Foster","MARRIED","MALE"
15568,"Aaron Hayes","MARRIED","MALE"
15575,"Alvin Ye","MARRIED","MALE"
15580,"Ruben Raman","MARRIED","MALE"
15582,"Jeffery Cai","MARRIED","MALE"
15585,"Roy Garcia","MARRIED","MALE"
15586,"Victor Blanco","MARRIED","MALE"
15589,"Gilbert He","MARRIED","MALE"
15590,"Marshall Wu","MARRIED","MALE"
15595,"Andre Sanchez","MARRIED","MALE"
15597,"Terry Raji","MARRIED","MALE"
15600,"Josue Dominguez","MARRIED","MALE"
15603,"Philip Blanco","MARRIED","MALE"
15604,"Clifford Prasad","MARRIED","MALE"
15605,"Alan Yang","MARRIED","MALE"
15606,"Marco Prasad","MARRIED","MALE"
15618,"Gabriel Sharma","MARRIED","MALE"
15619,"Levi Subram","MARRIED","MALE"
15624,"Tyrone Rubio","MARRIED","MALE"
15625,"Clinton Alvarez","MARRIED","MALE"
15626,"Eduardo White","MARRIED","MALE"
15641,"Marco Sara","MARRIED","MALE"
15645,"Javier Gill","MARRIED","MALE"
15648,"Edgar Gonzalez","MARRIED","MALE"
15657,"Marcus Hayes","MARRIED","MALE"
15661,"Brandon Robinson","MARRIED","MALE"
15667,"Hector Ramos","MARRIED","MALE"
15668,"Erick Fernandez","MARRIED","MALE"
15670,"Sergio Sánchez","MARRIED","MALE"
15675,"Jay Alonso","MARRIED","MALE"
15679,"Robert Patterson","MARRIED","MALE"
15686,"Pedro Vazquez","MARRIED","MALE"
15687,"Jay Suri","MARRIED","MALE"
15688,"Chase Gray","MARRIED","MALE"
15691,"Julian Henderson","MARRIED","MALE"
15692,"Ryan Garcia","MARRIED","MALE"
15695,"Bruce Gomez","MARRIED","MALE"
15696,"Damien Sun","MARRIED","MALE"
15699,"Jonathon Hernandez","MARRIED","MALE"
15700,"Eugene Guo","MARRIED","MALE"
15705,"Gabriel Simmons","MARRIED","MALE"
15711,"Jeffery Liang","MARRIED","MALE"
15725,"Trevor Price","MARRIED","MALE"
15728,"Keith Sharma","MARRIED","MALE"
15730,"Philip Dominguez","MARRIED","MALE"
15739,"Garrett Rogers","MARRIED","MALE"
15740,"Johnny Kumar","MARRIED","MALE"
15745,"Julian Hayes","MARRIED","MALE"
15747,"Evan Nelson","MARRIED","MALE"
15748,"Austin Jenkins","MARRIED","MALE"
15752,"Bobby Rodriguez","MARRIED","MALE"
15755,"Connor Flores","MARRIED","MALE"
15758,"Arturo Andersen","MARRIED","MALE"
15760,"Richard James","MARRIED","MALE"
15763,"Xavier Young","MARRIED","MALE"
15765,"Gilbert Deng","MARRIED","MALE"
15772,"Christopher Anderson","MARRIED","MALE"
15773,"Dylan Jenkins","MARRIED","MALE"
15776,"Jesse Mitchell","MARRIED","MALE"
15779,"Jackson Hayes","MARRIED","MALE"
15781,"Blake Evans","MARRIED","MALE"
15783,"David Alexander","MARRIED","MALE"
15786,"Marshall Andersen","MARRIED","MALE"
15792,"Ernest Zhou","MARRIED","MALE"
15796,"Edward Hayes","MARRIED","MALE"
15797,"Isaac Cox","MARRIED","MALE"
15803,"Bradley Goel","MARRIED","MALE"
15806,"Devin Allen","MARRIED","MALE"
15809,"Christian Sharma","MARRIED","MALE"
15811,"Barbara Schultz","MARRIED","MALE"
15812,"Logan Allen","MARRIED","MALE"
15818,"Stanley Perez","MARRIED","MALE"
15820,"Chase Ward","MARRIED","MALE"
15822,"Damien Zhu","MARRIED","MALE"
15831,"Omar He","MARRIED","MALE"
15847,"Edward White","MARRIED","MALE"
15855,"Noah Jones","MARRIED","MALE"
15856,"Luis Gonzales","MARRIED","MALE"
15858,"Jonathan Parker","MARRIED","MALE"
15863,"Adam Scott","MARRIED","MALE"
15871,"Ryan Jai","MARRIED","MALE"
15874,"Samuel Martin","MARRIED","MALE"
15875,"Devin Morris","MARRIED","MALE"
15876,"Eduardo Turner","MARRIED","MALE"
15877,"Jordan Perez","MARRIED","MALE"
15878,"Kevin Flores","MARRIED","MALE"
15879,"Tyler Wilson","MARRIED","MALE"
15880,"Patrick Bailey","MARRIED","MALE"
15883,"Tristan Coleman","MARRIED","MALE"
15884,"Dakota Bradley","MARRIED","MALE"
15889,"Robert Wright","MARRIED","MALE"
15891,"Jordan Lopez","MARRIED","MALE"
15896,"Samuel Jones","MARRIED","MALE"
15898,"Isaiah Gonzalez","MARRIED","MALE"
15899,"Ian James","MARRIED","MALE"
15902,"Robert Diaz","MARRIED","MALE"
15907,"Steven Bailey","MARRIED","MALE"
15908,"David Wilson","MARRIED","MALE"
15910,"Caleb Hughes","MARRIED","MALE"
15913,"Antonio Hughes","MARRIED","MALE"
15916,"Brandon Walker","MARRIED","MALE"
15922,"Roger Kumar","MARRIED","MALE"
15924,"Omar Wang","MARRIED","MALE"
15925,"Stanley Subram","MARRIED","MALE"
15931,"Micah Xu","MARRIED","MALE"
15938,"Sean Collins","MARRIED","MALE"
15940,"Jack Bryant","MARRIED","MALE"
15942,"Lucas Rodriguez","MARRIED","MALE"
15943,"Richard Watson","MARRIED","MALE"
15944,"Damien Lu","MARRIED","MALE"
15952,"Evan Cooper","MARRIED","MALE"
15953,"Julio Moreno","MARRIED","MALE"
15954,"Marshall Deng","MARRIED","MALE"
15955,"Neil Ortega","MARRIED","MALE"
15956,"Ryan Li","MARRIED","MALE"
15959,"Logan Rodriguez","MARRIED","MALE"
15967,"Dakota Diaz","MARRIED","MALE"
15971,"Ryan Jenkins","MARRIED","MALE"
15973,"Christopher Garcia","MARRIED","MALE"
15974,"Marcus Green","MARRIED","MALE"
15978,"Xavier Walker","MARRIED","MALE"
15982,"Jose Evans","MARRIED","MALE"
15984,"Nathan Wright","MARRIED","MALE"
15985,"Devin Johnson","MARRIED","MALE"
15988,"Edward Moore","MARRIED","MALE"
15991,"David Taylor","MARRIED","MALE"
15993,"Spencer Coleman","MARRIED","MALE"
16001,"Ricardo Pal","MARRIED","MALE"
16004,"Joe Martinez","MARRIED","MALE"
16014,"Christopher Wilson","MARRIED","MALE"
16016,"Bradley She","MARRIED","MALE"
16017,"Jeremy Ramirez","MARRIED","MALE"
16020,"Thomas Diaz","MARRIED","MALE"
16024,"Isaac Hill","MARRIED","MALE"
16025,"Jorge Sun","MARRIED","MALE"
16026,"Byron Jiménez","MARRIED","MALE"
16028,"Cody Cooper","MARRIED","MALE"
16030,"Max Martin","MARRIED","MALE"
16031,"Ian Allen","MARRIED","MALE"
16032,"Colin Chavez","MARRIED","MALE"
16035,"Sebastian Morgan","MARRIED","MALE"
16038,"Roy Sai","MARRIED","MALE"
16039,"Steve Yang","MARRIED","MALE"
16040,"Casey Gill","MARRIED","MALE"
16050,"Reginald Moreno","MARRIED","MALE"
16051,"Leonard Xu","MARRIED","MALE"
16052,"Danny Gutierrez","MARRIED","MALE"
16053,"Frederick Perez","MARRIED","MALE"
16055,"Ryan Lee","MARRIED","MALE"
16059,"Jésus Carlson","MARRIED","MALE"
16060,"Antonio Griffin","MARRIED","MALE"
16061,"Miguel Butler","MARRIED","MALE"
16063,"Francisco Kapoor","MARRIED","MALE"
16066,"Alex Ramirez","MARRIED","MALE"
16072,"Caleb Evans","MARRIED","MALE"
16074,"Caleb Roberts","MARRIED","MALE"
16081,"Arturo Cai","MARRIED","MALE"
16085,"Trevor Gonzales","MARRIED","MALE"
16086,"Charles Watson","MARRIED","MALE"
16089,"Lucas Brooks","MARRIED","MALE"
16095,"Marcus Garcia","MARRIED","MALE"
16096,"Kenneth She","MARRIED","MALE"
16099,"Julian Jenkins","MARRIED","MALE"
16106,"Ian Barnes","MARRIED","MALE"
16110,"Brandon Long","MARRIED","MALE"
16114,"Gavin Ross","MARRIED","MALE"
16117,"Brad Lal","MARRIED","MALE"
16118,"James Wright","MARRIED","MALE"
16120,"Bryce Ramirez","MARRIED","MALE"
16122,"Jason Phillips","MARRIED","MALE"
16124,"Eduardo Murphy","MARRIED","MALE"
16140,"Seth Harris","MARRIED","MALE"
16144,"Patrick Kelly","MARRIED","MALE"
16147,"Nathan Griffin","MARRIED","MALE"
16153,"Eric Jai","MARRIED","MALE"
16156,"Javier Hernandez","MARRIED","MALE"
16167,"Devin Moore","MARRIED","MALE"
16171,"Bruce Ruiz","MARRIED","MALE"
16173,"Cory Rana","MARRIED","MALE"
16178,"Alfredo Carlson","MARRIED","MALE"
16182,"Louis Sun","MARRIED","MALE"
16196,"Kurt Raheem","MARRIED","MALE"
16214,"Brett Fernandez","MARRIED","MALE"
16215,"Thomas Turner","MARRIED","MALE"
16219,"Angel Sanders","MARRIED","MALE"
16221,"Darren Saunders","MARRIED","MALE"
16222,"Brandon Anderson","MARRIED","MALE"
16223,"Carlos Collins","MARRIED","MALE"
16224,"Jacob Martinez","MARRIED","MALE"
16225,"Wyatt Nelson","MARRIED","MALE"
16227,"Eric Lopez","MARRIED","MALE"
16228,"Rafael Zhu","MARRIED","MALE"
16229,"Wayne Chande","MARRIED","MALE"
16230,"Craig Blanco","MARRIED","MALE"
16232,"Chase Richardson","MARRIED","MALE"
16234,"Wyatt Martin","MARRIED","MALE"
16235,"Sebastian Morris","MARRIED","MALE"
16236,"Nicholas Martinez","MARRIED","MALE"
16239,"Gabriel Nelson","MARRIED","MALE"
16244,"Gregory Kumar","MARRIED","MALE"
16249,"Jesse Rivera","MARRIED","MALE"
16256,"Richard Collins","MARRIED","MALE"
16263,"Eduardo Robinson","MARRIED","MALE"
16267,"Edwin Chen","MARRIED","MALE"
16270,"Jerome Hernandez","MARRIED","MALE"
16274,"Ross Diaz","MARRIED","MALE"
16278,"Angel Turner","MARRIED","MALE"
16286,"Billy Torres","MARRIED","MALE"
16288,"Edwin Shen","MARRIED","MALE"
16293,"Sean Adams","MARRIED","MALE"
16294,"Steve Hu","MARRIED","MALE"
16311,"Carl Beck","MARRIED","MALE"
16324,"Juan Romero","MARRIED","MALE"
16333,"Caleb Hill","MARRIED","MALE"
16336,"Jonathan Wright","MARRIED","MALE"
16337,"Jose White","MARRIED","MALE"
16339,"Seth Davis","MARRIED","MALE"
16342,"Gregory Jai","MARRIED","MALE"
16343,"Joel Malhotra","MARRIED","MALE"
16345,"Francis Ramos","MARRIED","MALE"
16346,"Marc Navarro","MARRIED","MALE"
16347,"Raul Sharma","MARRIED","MALE"
16348,"Roy Raman","MARRIED","MALE"
16353,"Alejandro Xu","MARRIED","MALE"
16358,"Samuel Jai","MARRIED","MALE"
16360,"Justin Garcia","MARRIED","MALE"
16361,"Wyatt White","MARRIED","MALE"
16362,"Joshua Smith","MARRIED","MALE"
16371,"Caleb Diaz","MARRIED","MALE"
16374,"Edward Phillips","MARRIED","MALE"
16379,"Marc Jimenez","MARRIED","MALE"
16385,"James Perez","MARRIED","MALE"
16387,"Douglas Vance","MARRIED","MALE"
16388,"Jay Torres","MARRIED","MALE"
16393,"Xavier Edwards","MARRIED","MALE"
16397,"Andy Navarro","MARRIED","MALE"
16400,"Theodore Ramos","MARRIED","MALE"
16403,"Byron Suarez","MARRIED","MALE"
16404,"Raul Nara","MARRIED","MALE"
16406,"Dakota Henderson","MARRIED","MALE"
16408,"Arthur Madan","MARRIED","MALE"
16426,"Jorge Ye","MARRIED","MALE"
16433,"Mathew Dominguez","MARRIED","MALE"
16435,"Steven Cooper","MARRIED","MALE"
16441,"Jason Young","MARRIED","MALE"
16454,"Marco Suri","MARRIED","MALE"
16470,"Wesley Guo","MARRIED","MALE"
16474,"Jay Serrano","MARRIED","MALE"
16480,"Alan Zhou","MARRIED","MALE"
16483,"Warren Jai","MARRIED","MALE"
16484,"Dustin Lal","MARRIED","MALE"
16488,"Joel Rodriguez","MARRIED","MALE"
16489,"Frederick Garcia","MARRIED","MALE"
16492,"Theodore Sanz","MARRIED","MALE"
16503,"Christian Anderson","MARRIED","MALE"
16508,"Brent Zhu","MARRIED","MALE"
16510,"Brad Nara","MARRIED","MALE"
16511,"Joe Raman","MARRIED","MALE"
16515,"Troy Sai","MARRIED","MALE"
16516,"Melvin She","MARRIED","MALE"
16524,"Damien Huang","MARRIED","MALE"
16529,"Jonathon Gutierrez","MARRIED","MALE"
16540,"Theodore Browning","MARRIED","MALE"
16542,"Jésus Ortega","MARRIED","MALE"
16544,"Eduardo Morgan","MARRIED","MALE"
16546,"Terrance Jordan","MARRIED","MALE"
16547,"Jake Yang","MARRIED","MALE"
16548,"Darren Rubio","MARRIED","MALE"
16550,"Frederick Madan","MARRIED","MALE"
16552,"Joe Sanchez","MARRIED","MALE"
16555,"Mathew Vazquez","MARRIED","MALE"
16561,"Kurt Yuan","MARRIED","MALE"
16565,"Corey Anand","MARRIED","MALE"
16579,"Zachary Davis","MARRIED","MALE"
16582,"Frank Torres","MARRIED","MALE"
16583,"Justin Martinez","MARRIED","MALE"
16585,"Vincent Sun","MARRIED","MALE"
16586,"Leonard Chander","MARRIED","MALE"
16587,"Zachary Martinez","MARRIED","MALE"
16588,"Andre Martinez","MARRIED","MALE"
16589,"Martin Suri","MARRIED","MALE"
16590,"Shawn Deng","MARRIED","MALE"
16591,"Clarence He","MARRIED","MALE"
16594,"Andrew Jones","MARRIED","MALE"
16595,"Cameron Anderson","MARRIED","MALE"
16599,"Ramón Cai","MARRIED","MALE"
16604,"Roy Serrano","MARRIED","MALE"
16607,"Logan Gonzales","MARRIED","MALE"
16617,"Alvin Xie","MARRIED","MALE"
16620,"Cameron Thompson","MARRIED","MALE"
16625,"Grant Deng","MARRIED","MALE"
16630,"Jaime Sutton","MARRIED","MALE"
16635,"Erick Suri","MARRIED","MALE"
16636,"Danny Gomez","MARRIED","MALE"
16637,"Evan King","MARRIED","MALE"
16638,"Dennis Ye","MARRIED","MALE"
16640,"Colin Lal","MARRIED","MALE"
16644,"Leonard Goel","MARRIED","MALE"
16646,"Xavier Collins","MARRIED","MALE"
16656,"Ronnie Zhang","MARRIED","MALE"
16657,"Alvin She","MARRIED","MALE"
16674,"Ricardo Yuan","MARRIED","MALE"
16677,"Jack Hughes","MARRIED","MALE"
16678,"Ian Ramirez","MARRIED","MALE"
16680,"Carlos Edwards","MARRIED","MALE"
16684,"Joel Perez","MARRIED","MALE"
16689,"Rafael Shen","MARRIED","MALE"
16692,"Jay Diaz","MARRIED","MALE"
16693,"Ethan Coleman","MARRIED","MALE"
16695,"Dwayne Serrano","MARRIED","MALE"
16699,"Dominic Kapoor","MARRIED","MALE"
16709,"Roy Alvarez","MARRIED","MALE"
16711,"Jorge Zhao","MARRIED","MALE"
16713,"Tony Nara","MARRIED","MALE"
16714,"Dalton Nicholls","MARRIED","MALE"
16721,"Xavier Sanders","MARRIED","MALE"
16725,"Jacob Williams","MARRIED","MALE"
16726,"Miguel Wood","MARRIED","MALE"
16728,"Cole Morris","MARRIED","MALE"
16729,"Tommy Nara","MARRIED","MALE"
16733,"Douglas Srini","MARRIED","MALE"
16738,"Ramon Lu","MARRIED","MALE"
16739,"Cory Weber","MARRIED","MALE"
16740,"Elijah Li","MARRIED","MALE"
16741,"Alan Xu","MARRIED","MALE"
16742,"Mitchell Pal","MARRIED","MALE"
16750,"Seth Sanders","MARRIED","MALE"
16751,"Aaron Scott","MARRIED","MALE"
16756,"Richard Allen","MARRIED","MALE"
16758,"Justin Perry","MARRIED","MALE"
16762,"Franklin Ferrier","MARRIED","MALE"
16763,"Juan Suarez","MARRIED","MALE"
16764,"Thomas Davis","MARRIED","MALE"
16765,"Dalton White","MARRIED","MALE"
16767,"Rafael Liu","MARRIED","MALE"
16768,"Eduardo Barnes","MARRIED","MALE"
16769,"Tyler Walker","MARRIED","MALE"
16770,"Charles Rogers","MARRIED","MALE"
16771,"Ian Walker","MARRIED","MALE"
16773,"David Lal","MARRIED","MALE"
16776,"Dalton Lewis","MARRIED","MALE"
16777,"Cameron Simmons","MARRIED","MALE"
16780,"Carlos Bailey","MARRIED","MALE"
16781,"Dylan Chen","MARRIED","MALE"
16782,"Lucas Clark","MARRIED","MALE"
16785,"Christian Lee","MARRIED","MALE"
16786,"Lucas Reed","MARRIED","MALE"
16788,"Ronnie Gao","MARRIED","MALE"
16790,"Hunter Lopez","MARRIED","MALE"
16797,"Evan Reed","MARRIED","MALE"
16803,"Marcus Peterson","MARRIED","MALE"
16804,"Adam Zhang","MARRIED","MALE"
16806,"Louis Zhao","MARRIED","MALE"
16810,"Michael Rodriguez","MARRIED","MALE"
16811,"Luis Zhang","MARRIED","MALE"
16813,"Carson Diaz","MARRIED","MALE"
16815,"Jacob Brown","MARRIED","MALE"
16817,"Evan Peterson","MARRIED","MALE"
16819,"Dalton Cox","MARRIED","MALE"
16822,"Marshall Lin","MARRIED","MALE"
16824,"Randall Munoz","MARRIED","MALE"
16826,"Roberto Vazquez","MARRIED","MALE"
16827,"Jeffery Chen","MARRIED","MALE"
16828,"Logan Mitchell","MARRIED","MALE"
16829,"Wayne Lal","MARRIED","MALE"
16831,"Theodore Vazquez","MARRIED","MALE"
16833,"Richard Cooper","MARRIED","MALE"
16835,"Noah Nelson","MARRIED","MALE"
16836,"David Thomas","MARRIED","MALE"
16840,"Xavier Torres","MARRIED","MALE"
