customerkey,nome,sobrenome,nome_completo,genero,primeira_compra,Cidade
17454,"Edward","Perry","Edward Perry","Male",2020-09-03 00:00:00.000,"Burbank"
17602,"Dalton","Williams","Dalton Williams","Male",2020-08-08 00:00:00.000,"Burbank"
17667,"Jaime","Rai","Jaime Rai","Male",2020-08-15 00:00:00.000,"Burbank"
18385,"Miguel","Gonzalez","Miguel Gonzalez","Male",2021-01-14 00:00:00.000,"Burbank"
18454,"George","Perez","George Perez","Male",2020-01-29 00:00:00.000,"Burbank"
18770,"Aaron","Hernandez","Aaron Hernandez","Male",2020-08-22 00:00:00.000,"Burbank"
18913,"Jesse","Stewart","Jesse Stewart","Male",2020-10-05 00:00:00.000,"Burbank"
19162,"Peter","Raji","Peter Raji","Male",2020-04-30 00:00:00.000,"Burbank"
19670,"Erik","Gutierrez","Erik Gutierrez","Male",2020-03-13 00:00:00.000,"Burbank"
19851,"Louis","Pal","Louis Pal","Male",2020-06-02 00:00:00.000,"Burbank"
19895,"Ricky","Jimenez","Ricky Jimenez","Male",2021-01-14 00:00:00.000,"Burbank"
19990,"Peter","Rai","Peter Rai","Male",2020-11-11 00:00:00.000,"Burbank"
20298,"Edgar","Arun","Edgar Arun","Male",2021-01-26 00:00:00.000,"Burbank"
20387,"Jordan","Adams","Jordan Adams","Male",2020-07-06 00:00:00.000,"Burbank"
20442,"Jorge","Chen","Jorge Chen","Male",2020-05-15 00:00:00.000,"Burbank"
20503,"Tony","Jai","Tony Jai","Male",2020-04-17 00:00:00.000,"Burbank"
20784,"Eduardo","Walker","Eduardo Walker","Male",2021-01-23 00:00:00.000,"Burbank"
21140,"Byron","Diaz","Byron Diaz","Male",2020-05-22 00:00:00.000,"Burbank"
21157,"Robert","Perry","Robert Perry","Male",2020-06-09 00:00:00.000,"Burbank"
21246,"Samuel","Nelson","Samuel Nelson","Male",2020-09-17 00:00:00.000,"Burbank"
21343,"Colin","Zeng","Colin Zeng","Male",2020-08-30 00:00:00.000,"Burbank"
21588,"Theodore","Martin","Theodore Martin","Male",2020-11-10 00:00:00.000,"Burbank"
21593,"Marcus","Roberts","Marcus Roberts","Male",2020-11-06 00:00:00.000,"Burbank"
21648,"Ronnie","Sun","Ronnie Sun","Male",2020-02-13 00:00:00.000,"Burbank"
21720,"Raul","Jai","Raul Jai","Male",2020-02-20 00:00:00.000,"Burbank"
21730,"Noah","Campbell","Noah Campbell","Male",2020-12-04 00:00:00.000,"Burbank"
21736,"Thomas","Thompson","Thomas Thompson","Male",2020-11-16 00:00:00.000,"Burbank"
21806,"Kelvin","Xie","Kelvin Xie","Male",2020-09-11 00:00:00.000,"Burbank"
22134,"Leonard","Raji","Leonard Raji","Male",2020-09-25 00:00:00.000,"Burbank"
22162,"Brad","Yuan","Brad Yuan","Male",2020-06-05 00:00:00.000,"Burbank"
22229,"Wyatt","Perry","Wyatt Perry","Male",2020-12-04 00:00:00.000,"Burbank"
22768,"Aaron","Zhang","Aaron Zhang","Male",2020-04-19 00:00:00.000,"Burbank"
23170,"Aaron","Jai","Aaron Jai","Male",2020-09-03 00:00:00.000,"Burbank"
23238,"Thomas","Lee","Thomas Lee","Male",2020-07-08 00:00:00.000,"Burbank"
23301,"Noah","Anderson","Noah Anderson","Male",2020-12-16 00:00:00.000,"Burbank"
23492,"Jamie","Blanco","Jamie Blanco","Male",2020-11-14 00:00:00.000,"Burbank"
23499,"Spencer","Washington","Spencer Washington","Male",2020-11-20 00:00:00.000,"Burbank"
23788,"Michael","Smith","Michael Smith","Male",2020-08-22 00:00:00.000,"Burbank"
24356,"Wesley","Zhang","Wesley Zhang","Male",2020-12-22 00:00:00.000,"Burbank"
24520,"Joseph","Wilson","Joseph Wilson","Male",2020-06-28 00:00:00.000,"Burbank"
24982,"Devin","King","Devin King","Male",2020-04-28 00:00:00.000,"Burbank"
24987,"Kristopher","Chandra","Kristopher Chandra","Male",2020-11-12 00:00:00.000,"Burbank"
25154,"Clinton","Serrano","Clinton Serrano","Male",2020-12-23 00:00:00.000,"Burbank"
25164,"Isaac","Parker","Isaac Parker","Male",2020-05-18 00:00:00.000,"Burbank"
25350,"Alberto","Alonso","Alberto Alonso","Male",2020-09-12 00:00:00.000,"Burbank"
25860,"Justin","Thomas","Justin Thomas","Male",2020-09-26 00:00:00.000,"Burbank"
25889,"Reginald","Munoz","Reginald Munoz","Male",2018-03-12 00:00:00.000,"Burbank"
25894,"Steve","Zeng","Steve Zeng","Male",2020-07-26 00:00:00.000,"Burbank"
26017,"Derrick","Alonso","Derrick Alonso","Male",2020-02-03 00:00:00.000,"Burbank"
26057,"Barry","Subram","Barry Subram","Male",2018-11-21 00:00:00.000,"Burbank"
26096,"Kevin","Wright","Kevin Wright","Male",2018-12-22 00:00:00.000,"Burbank"
26554,"Michael","Garcia","Michael Garcia","Male",2020-11-01 00:00:00.000,"Burbank"
27040,"Paul","Singh","Paul Singh","Male",2020-02-02 00:00:00.000,"Burbank"
27210,"Hunter","Flores","Hunter Flores","Male",2020-04-14 00:00:00.000,"Burbank"
27385,"Jonathon","Ramos","Jonathon Ramos","Male",2020-09-16 00:00:00.000,"Burbank"
27459,"Kevin","Kumar","Kevin Kumar","Male",2019-12-18 00:00:00.000,"Burbank"
27564,"Kevin","Lal","Kevin Lal","Male",2020-05-26 00:00:00.000,"Burbank"
28029,"Seth","Price","Seth Price","Male",2020-08-24 00:00:00.000,"Burbank"
28131,"Todd","Zhu","Todd Zhu","Male",2018-03-04 00:00:00.000,"Burbank"
28145,"Brandon","Jones","Brandon Jones","Male",2018-03-02 00:00:00.000,"Burbank"
28172,"Charles","Moore","Charles Moore","Male",2018-03-03 00:00:00.000,"Burbank"
28185,"Eric","Alexander","Eric Alexander","Male",2018-03-06 00:00:00.000,"Burbank"
28585,"Julian","Russell","Julian Russell","Male",2020-08-19 00:00:00.000,"Burbank"
28612,"Gabriel","Roberts","Gabriel Roberts","Male",2020-06-13 00:00:00.000,"Burbank"
28676,"Alex","Bailey","Alex Bailey","Male",2018-05-21 00:00:00.000,"Burbank"
28804,"Wyatt","Allen","Wyatt Allen","Male",2018-06-04 00:00:00.000,"Burbank"
29008,"Andres","Luo","Andres Luo","Male",2018-06-23 00:00:00.000,"Burbank"
29018,"Drew","Luo","Drew Luo","Male",2020-11-19 00:00:00.000,"Burbank"
29089,"Noah","Henderson","Noah Henderson","Male",2020-04-07 00:00:00.000,"Burbank"
29111,"Dale","Anand","Dale Anand","Male",2018-06-09 00:00:00.000,"Burbank"
11022,"Ethan","Zhang","Ethan Zhang","Male",2020-01-20 00:00:00.000,"Bellingham"
11189,"Lawrence","Blanco","Lawrence Blanco","Male",2018-08-26 00:00:00.000,"Bellingham"
11236,"Jeremy","Butler","Jeremy Butler","Male",2020-10-03 00:00:00.000,"Bellingham"
11274,"Kyle","Foster","Kyle Foster","Male",2018-08-29 00:00:00.000,"Bellingham"
11722,"Julian","Hughes","Julian Hughes","Male",2020-07-30 00:00:00.000,"Bellingham"
11933,"Mathew","Rubio","Mathew Rubio","Male",2018-10-13 00:00:00.000,"Bellingham"
12063,"Xavier","Martinez","Xavier Martinez","Male",2020-09-10 00:00:00.000,"Bellingham"
12139,"Franklin","Yang","Franklin Yang","Male",2020-07-02 00:00:00.000,"Bellingham"
13053,"Vincent","Lu","Vincent Lu","Male",2020-03-07 00:00:00.000,"Bellingham"
13069,"Adam","Green","Adam Green","Male",2019-01-14 00:00:00.000,"Bellingham"
13395,"Gabriel","Li","Gabriel Li","Male",2020-07-18 00:00:00.000,"Bellingham"
13441,"Omar","Zhang","Omar Zhang","Male",2020-11-29 00:00:00.000,"Bellingham"
13462,"Jay","Sara","Jay Sara","Male",2019-04-18 00:00:00.000,"Bellingham"
13467,"Kristopher","Martinez","Kristopher Martinez","Male",2020-05-10 00:00:00.000,"Bellingham"
13654,"Shawn","Andersen","Shawn Andersen","Male",2020-07-08 00:00:00.000,"Bellingham"
13655,"Christopher","Walker","Christopher Walker","Male",2020-11-06 00:00:00.000,"Bellingham"
13730,"Walter","Suarez","Walter Suarez","Male",2019-05-30 00:00:00.000,"Bellingham"
14092,"Maurice","Nath","Maurice Nath","Male",2020-09-08 00:00:00.000,"Bellingham"
14266,"Cory","Patel","Cory Patel","Male",2020-02-27 00:00:00.000,"Bellingham"
14394,"Jacob","Rodriguez","Jacob Rodriguez","Male",2019-10-19 00:00:00.000,"Bellingham"
14405,"Dylan","Walker","Dylan Walker","Male",2020-09-21 00:00:00.000,"Bellingham"
14417,"Ernest","Lu","Ernest Lu","Male",2019-10-02 00:00:00.000,"Bellingham"
14569,"Kristopher","Rodriguez","Kristopher Rodriguez","Male",2020-10-22 00:00:00.000,"Bellingham"
14656,"Bryant","Fernandez","Bryant Fernandez","Male",2018-07-13 00:00:00.000,"Bellingham"
14737,"Dominic","Srini","Dominic Srini","Male",2018-08-24 00:00:00.000,"Bellingham"
14754,"Grant","Pal","Grant Pal","Male",2018-10-05 00:00:00.000,"Bellingham"
15745,"Julian","Hayes","Julian Hayes","Male",2020-08-30 00:00:00.000,"Bellingham"
15818,"Stanley","Perez","Stanley Perez","Male",2020-12-15 00:00:00.000,"Bellingham"
15860,"Joe","Moreno","Joe Moreno","Male",2019-10-01 00:00:00.000,"Bellingham"
16117,"Brad","Lal","Brad Lal","Male",2020-11-21 00:00:00.000,"Bellingham"
16214,"Brett","Fernandez","Brett Fernandez","Male",2020-03-31 00:00:00.000,"Bellingham"
16776,"Dalton","Lewis","Dalton Lewis","Male",2020-09-28 00:00:00.000,"Bellingham"
16954,"Fernando","Davis","Fernando Davis","Male",2021-01-12 00:00:00.000,"Bellingham"
17158,"Mitchell","Nara","Mitchell Nara","Male",2020-03-22 00:00:00.000,"Bellingham"
17341,"Andy","Alonso","Andy Alonso","Male",2020-09-04 00:00:00.000,"Bellingham"
17361,"Blake","Harris","Blake Harris","Male",2020-06-06 00:00:00.000,"Bellingham"
17430,"Edward","King","Edward King","Male",2020-05-22 00:00:00.000,"Bellingham"
17533,"Fernando","Baker","Fernando Baker","Male",2020-07-27 00:00:00.000,"Bellingham"
17534,"Robert","Griffin","Robert Griffin","Male",2020-09-07 00:00:00.000,"Bellingham"
17618,"Ramon","Liu","Ramon Liu","Male",2020-08-17 00:00:00.000,"Bellingham"
17679,"Joe","Mehta","Joe Mehta","Male",2020-10-19 00:00:00.000,"Bellingham"
17688,"Pedro","Subram","Pedro Subram","Male",2020-08-24 00:00:00.000,"Bellingham"
18757,"Frederick","Srini","Frederick Srini","Male",2020-02-08 00:00:00.000,"Bellingham"
19131,"Mason","Blue","Mason Blue","Male",2020-12-12 00:00:00.000,"Bellingham"
19412,"Jaime","Chander","Jaime Chander","Male",2020-05-19 00:00:00.000,"Bellingham"
19637,"Eduardo","Long","Eduardo Long","Male",2020-08-23 00:00:00.000,"Bellingham"
19738,"Henry","Martinez","Henry Martinez","Male",2020-07-31 00:00:00.000,"Bellingham"
19824,"Jordan","Perry","Jordan Perry","Male",2020-09-07 00:00:00.000,"Bellingham"
19885,"Isaac","Turner","Isaac Turner","Male",2020-12-29 00:00:00.000,"Bellingham"
19894,"Elijah","Sharma","Elijah Sharma","Male",2020-05-30 00:00:00.000,"Bellingham"
20272,"Seth","James","Seth James","Male",2020-09-24 00:00:00.000,"Bellingham"
20331,"Jeremy","Cox","Jeremy Cox","Male",2020-05-29 00:00:00.000,"Bellingham"
20332,"Danny","Navarro","Danny Navarro","Male",2020-09-11 00:00:00.000,"Bellingham"
20365,"Isaac","Scott","Isaac Scott","Male",2021-01-26 00:00:00.000,"Bellingham"
20487,"Alexander","White","Alexander White","Male",2020-05-01 00:00:00.000,"Bellingham"
20674,"Samuel","Butler","Samuel Butler","Male",2020-08-02 00:00:00.000,"Bellingham"
21319,"Zachary","Lee","Zachary Lee","Male",2020-11-28 00:00:00.000,"Bellingham"
21455,"Samuel","Shan","Samuel Shan","Male",2020-05-12 00:00:00.000,"Bellingham"
21603,"Seth","Barnes","Seth Barnes","Male",2020-02-03 00:00:00.000,"Bellingham"
21797,"Kelvin","Gao","Kelvin Gao","Male",2020-11-03 00:00:00.000,"Bellingham"
21905,"Pedro","Hernandez","Pedro Hernandez","Male",2020-07-18 00:00:00.000,"Bellingham"
22073,"Timothy","Sanders","Timothy Sanders","Male",2020-05-23 00:00:00.000,"Bellingham"
22096,"Bryce","Cooper","Bryce Cooper","Male",2020-05-03 00:00:00.000,"Bellingham"
22902,"Pedro","Madan","Pedro Madan","Male",2020-09-21 00:00:00.000,"Bellingham"
22984,"Cameron","Robinson","Cameron Robinson","Male",2020-12-20 00:00:00.000,"Bellingham"
22997,"Lucas","Williams","Lucas Williams","Male",2020-08-18 00:00:00.000,"Bellingham"
23002,"Arthur","Hernandez","Arthur Hernandez","Male",2020-04-12 00:00:00.000,"Bellingham"
23029,"Ian","Ross","Ian Ross","Male",2020-04-03 00:00:00.000,"Bellingham"
23064,"Alexander","Rodriguez","Alexander Rodriguez","Male",2020-04-11 00:00:00.000,"Bellingham"
23065,"Derek","Nath","Derek Nath","Male",2020-06-24 00:00:00.000,"Bellingham"
23088,"Wesley","Hu","Wesley Hu","Male",2020-02-08 00:00:00.000,"Bellingham"
23169,"Corey","Andersen","Corey Andersen","Male",2020-09-22 00:00:00.000,"Bellingham"
23181,"Evan","Evans","Evan Evans","Male",2020-07-19 00:00:00.000,"Bellingham"
23202,"Terrance","Chandra","Terrance Chandra","Male",2020-11-04 00:00:00.000,"Bellingham"
23264,"Warren","Hu","Warren Hu","Male",2020-07-21 00:00:00.000,"Bellingham"
23406,"Frederick","Sanchez","Frederick Sanchez","Male",2020-02-16 00:00:00.000,"Bellingham"
23675,"Emmanuel","Prasad","Emmanuel Prasad","Male",2020-09-19 00:00:00.000,"Bellingham"
23732,"Xavier","Wood","Xavier Wood","Male",2020-04-05 00:00:00.000,"Bellingham"
23887,"Mason","Carter","Mason Carter","Male",2020-12-03 00:00:00.000,"Bellingham"
24291,"Eduardo","Garcia","Eduardo Garcia","Male",2020-12-09 00:00:00.000,"Bellingham"
24752,"Cameron","Jackson","Cameron Jackson","Male",2020-05-22 00:00:00.000,"Bellingham"
24798,"Lawrence","Moreno","Lawrence Moreno","Male",2020-10-10 00:00:00.000,"Bellingham"
24800,"Eduardo","Young","Eduardo Young","Male",2020-10-15 00:00:00.000,"Bellingham"
25003,"Tristan","Russell","Tristan Russell","Male",2020-06-16 00:00:00.000,"Bellingham"
25063,"Dylan","Williams","Dylan Williams","Male",2020-12-05 00:00:00.000,"Bellingham"
25424,"Ian","Roberts","Ian Roberts","Male",2020-10-29 00:00:00.000,"Bellingham"
25851,"Seth","Washington","Seth Washington","Male",2020-12-04 00:00:00.000,"Bellingham"
25855,"Dylan","Diaz","Dylan Diaz","Male",2020-02-25 00:00:00.000,"Bellingham"
25903,"Marshall","Rai","Marshall Rai","Male",2018-04-10 00:00:00.000,"Bellingham"
26063,"Wesley","Lu","Wesley Lu","Male",2020-10-29 00:00:00.000,"Bellingham"
26078,"Alberto","Dominguez","Alberto Dominguez","Male",2020-02-24 00:00:00.000,"Bellingham"
26079,"Ryan","Robinson","Ryan Robinson","Male",2020-07-14 00:00:00.000,"Bellingham"
26092,"Devin","Morgan","Devin Morgan","Male",2020-12-15 00:00:00.000,"Bellingham"
26101,"Phillip","Smith","Phillip Smith","Male",2020-07-08 00:00:00.000,"Bellingham"
26266,"Brent","Gao","Brent Gao","Male",2020-05-23 00:00:00.000,"Bellingham"
26493,"Lawrence","Ramos","Lawrence Ramos","Male",2020-02-17 00:00:00.000,"Bellingham"
26687,"Marshall","Xu","Marshall Xu","Male",2020-07-02 00:00:00.000,"Bellingham"
26694,"Aaron","Hughes","Aaron Hughes","Male",2019-07-16 00:00:00.000,"Bellingham"
26733,"Benjamin","Smith","Benjamin Smith","Male",2020-10-22 00:00:00.000,"Bellingham"
26787,"Austin","Moore","Austin Moore","Male",2021-01-19 00:00:00.000,"Bellingham"
27033,"Ernest","Harrison","Ernest Harrison","Male",2020-05-27 00:00:00.000,"Bellingham"
27117,"Jermaine","Prasad","Jermaine Prasad","Male",2019-10-15 00:00:00.000,"Bellingham"
27608,"Hector","Hernandez","Hector Hernandez","Male",2020-11-04 00:00:00.000,"Bellingham"
27614,"Warren","Ye","Warren Ye","Male",2018-01-16 00:00:00.000,"Bellingham"
28093,"Brad","Kumar","Brad Kumar","Male",2020-09-20 00:00:00.000,"Bellingham"
28180,"Jerry","Chander","Jerry Chander","Male",2018-03-19 00:00:00.000,"Bellingham"
28572,"Jeffery","Ye","Jeffery Ye","Male",2020-05-08 00:00:00.000,"Bellingham"
28677,"Damien","Tang","Damien Tang","Male",2021-01-12 00:00:00.000,"Bellingham"
11196,"Alfredo","Romero","Alfredo Romero","Male",2020-03-03 00:00:00.000,"Beaverton"
11801,"Aaron","Sharma","Aaron Sharma","Male",2020-12-12 00:00:00.000,"Beaverton"
11838,"Justin","Rodriguez","Justin Rodriguez","Male",2020-05-31 00:00:00.000,"Beaverton"
11879,"Edgar","Sai","Edgar Sai","Male",2020-02-27 00:00:00.000,"Beaverton"
12091,"Eddie","Munoz","Eddie Munoz","Male",2020-02-05 00:00:00.000,"Beaverton"
12138,"Colin","Jai","Colin Jai","Male",2020-08-28 00:00:00.000,"Beaverton"
12204,"Bradley","Jai","Bradley Jai","Male",2020-01-28 00:00:00.000,"Beaverton"
13052,"Jared","Morris","Jared Morris","Male",2020-05-05 00:00:00.000,"Beaverton"
13211,"James","Jai","James Jai","Male",2021-01-19 00:00:00.000,"Beaverton"
13346,"Gregory","Chande","Gregory Chande","Male",2019-02-18 00:00:00.000,"Beaverton"
13392,"Hunter","Parker","Hunter Parker","Male",2020-11-09 00:00:00.000,"Beaverton"
13393,"Willie","Kumar","Willie Kumar","Male",2020-05-10 00:00:00.000,"Beaverton"
13394,"Matthew","Clark","Matthew Clark","Male",2020-05-12 00:00:00.000,"Beaverton"
13755,"Luke","Roberts","Luke Roberts","Male",2020-12-03 00:00:00.000,"Beaverton"
13849,"Preston","Rodriguez","Preston Rodriguez","Male",2019-07-08 00:00:00.000,"Beaverton"
13893,"Dalton","Carter","Dalton Carter","Male",2020-06-19 00:00:00.000,"Beaverton"
14000,"Terry","Sharma","Terry Sharma","Male",2020-07-27 00:00:00.000,"Beaverton"
14001,"Hunter","Hill","Hunter Hill","Male",2020-08-08 00:00:00.000,"Beaverton"
14076,"Justin","Ross","Justin Ross","Male",2020-05-03 00:00:00.000,"Beaverton"
14082,"Johnny","Jai","Johnny Jai","Male",2020-12-14 00:00:00.000,"Beaverton"
14296,"Benjamin","Russell","Benjamin Russell","Male",2020-05-28 00:00:00.000,"Beaverton"
14336,"Gabriel","Baker","Gabriel Baker","Male",2019-07-06 00:00:00.000,"Beaverton"
14362,"Roberto","Gill","Roberto Gill","Male",2019-08-12 00:00:00.000,"Beaverton"
14437,"Mitchell","Anand","Mitchell Anand","Male",2020-12-18 00:00:00.000,"Beaverton"
14638,"Blake","Scott","Blake Scott","Male",2020-12-18 00:00:00.000,"Beaverton"
14642,"Jeffery","Zeng","Jeffery Zeng","Male",2020-05-26 00:00:00.000,"Beaverton"
14736,"Jack","Roberts","Jack Roberts","Male",2020-03-01 00:00:00.000,"Beaverton"
14763,"George","Arun","George Arun","Male",2020-08-19 00:00:00.000,"Beaverton"
15364,"Aidan","Bryant","Aidan Bryant","Male",2019-04-11 00:00:00.000,"Beaverton"
15384,"Xavier","Alan","Xavier Alan","Male",2020-04-04 00:00:00.000,"Beaverton"
15510,"Ernest","She","Ernest She","Male",2020-08-22 00:00:00.000,"Beaverton"
15740,"Johnny","Kumar","Johnny Kumar","Male",2020-09-18 00:00:00.000,"Beaverton"
15882,"Maurice","Xie","Maurice Xie","Male",2019-09-28 00:00:00.000,"Beaverton"
16013,"Xavier","Williams","Xavier Williams","Male",2020-02-17 00:00:00.000,"Beaverton"
16072,"Caleb","Evans","Caleb Evans","Male",2020-10-12 00:00:00.000,"Beaverton"
16088,"Bryce","Sanders","Bryce Sanders","Male",2020-05-21 00:00:00.000,"Beaverton"
16134,"Roy","Hernandez","Roy Hernandez","Male",2020-04-26 00:00:00.000,"Beaverton"
16993,"Russell","Rai","Russell Rai","Male",2020-06-25 00:00:00.000,"Beaverton"
17136,"Glenn","Ye","Glenn Ye","Male",2020-11-06 00:00:00.000,"Beaverton"
17166,"Joshua","Several","Joshua Several","Male",2020-10-26 00:00:00.000,"Beaverton"
17273,"Jonathon","Torres","Jonathon Torres","Male",2020-12-10 00:00:00.000,"Beaverton"
17339,"Ian","Hayes","Ian Hayes","Male",2020-04-10 00:00:00.000,"Beaverton"
17383,"Craig","Ortega","Craig Ortega","Male",2020-09-17 00:00:00.000,"Beaverton"
17429,"Wyatt","Carter","Wyatt Carter","Male",2020-11-30 00:00:00.000,"Beaverton"
17677,"Lawrence","Hernandez","Lawrence Hernandez","Male",2020-07-31 00:00:00.000,"Beaverton"
18579,"William","Brown","William Brown","Male",2020-10-28 00:00:00.000,"Beaverton"
18809,"Jason","King","Jason King","Male",2020-04-01 00:00:00.000,"Beaverton"
18822,"Gregory","Ferrier","Gregory Ferrier","Male",2020-08-10 00:00:00.000,"Beaverton"
18843,"Luis","Perez","Luis Perez","Male",2020-11-20 00:00:00.000,"Beaverton"
18880,"Jarrod","Sanchez","Jarrod Sanchez","Male",2020-10-14 00:00:00.000,"Beaverton"
18910,"Marco","Perez","Marco Perez","Male",2020-11-11 00:00:00.000,"Beaverton"
18941,"Philip","Torres","Philip Torres","Male",2020-12-25 00:00:00.000,"Beaverton"
18977,"Jackson","Wang","Jackson Wang","Male",2020-12-06 00:00:00.000,"Beaverton"
19107,"Franklin","Liu","Franklin Liu","Male",2020-05-10 00:00:00.000,"Beaverton"
19148,"Cody","Ramirez","Cody Ramirez","Male",2020-12-14 00:00:00.000,"Beaverton"
19152,"Jonathan","Walker","Jonathan Walker","Male",2020-04-07 00:00:00.000,"Beaverton"
19168,"Nathan","Kumar","Nathan Kumar","Male",2020-02-03 00:00:00.000,"Beaverton"
19227,"Logan","Nelson","Logan Nelson","Male",2020-03-13 00:00:00.000,"Beaverton"
19816,"Lucas","Brown","Lucas Brown","Male",2020-09-11 00:00:00.000,"Beaverton"
20203,"Roy","Blanco","Roy Blanco","Male",2020-09-22 00:00:00.000,"Beaverton"
20205,"Bryce","Cox","Bryce Cox","Male",2020-06-12 00:00:00.000,"Beaverton"
20313,"Oscar","Bennett","Oscar Bennett","Male",2020-12-02 00:00:00.000,"Beaverton"
20356,"Louis","Lu","Louis Lu","Male",2020-12-15 00:00:00.000,"Beaverton"
20431,"Corey","Raje","Corey Raje","Male",2020-09-26 00:00:00.000,"Beaverton"
20469,"Manuel","Suri","Manuel Suri","Male",2020-12-17 00:00:00.000,"Beaverton"
20472,"Edward","Coleman","Edward Coleman","Male",2020-06-27 00:00:00.000,"Beaverton"
20473,"Mason","Rivera","Mason Rivera","Male",2021-01-26 00:00:00.000,"Beaverton"
20704,"Shane","Rodriguez","Shane Rodriguez","Male",2020-10-01 00:00:00.000,"Beaverton"
20782,"Alan","Ye","Alan Ye","Male",2020-09-10 00:00:00.000,"Beaverton"
21782,"Blake","Martin","Blake Martin","Male",2020-04-28 00:00:00.000,"Beaverton"
21900,"Robert","Jones","Robert Jones","Male",2020-06-02 00:00:00.000,"Beaverton"
22110,"Eduardo","King","Eduardo King","Male",2020-12-24 00:00:00.000,"Beaverton"
22742,"Nathan","Nelson","Nathan Nelson","Male",2020-03-04 00:00:00.000,"Beaverton"
23001,"Julio","Munoz","Julio Munoz","Male",2020-10-07 00:00:00.000,"Beaverton"
23124,"Cameron","Wang","Cameron Wang","Male",2021-01-13 00:00:00.000,"Beaverton"
23260,"Edwin","Goel","Edwin Goel","Male",2020-10-23 00:00:00.000,"Beaverton"
23333,"Steve","Sun","Steve Sun","Male",2020-07-12 00:00:00.000,"Beaverton"
23517,"Ronald","Martinez","Ronald Martinez","Male",2020-10-20 00:00:00.000,"Beaverton"
23555,"Andres","Chavez","Andres Chavez","Male",2020-03-25 00:00:00.000,"Beaverton"
23784,"Preston","Arun","Preston Arun","Male",2020-02-06 00:00:00.000,"Beaverton"
23847,"Chad","Sharma","Chad Sharma","Male",2020-11-02 00:00:00.000,"Beaverton"
23861,"Keith","Anand","Keith Anand","Male",2020-02-16 00:00:00.000,"Beaverton"
24320,"Joshua","White","Joshua White","Male",2020-08-10 00:00:00.000,"Beaverton"
25333,"Robert","Coleman","Robert Coleman","Male",2020-09-12 00:00:00.000,"Beaverton"
25421,"Marcus","Lewis","Marcus Lewis","Male",2020-07-15 00:00:00.000,"Beaverton"
25979,"Miguel","Edwards","Miguel Edwards","Male",2018-07-11 00:00:00.000,"Beaverton"
25988,"Victor","Muñoz","Victor Muñoz","Male",2020-08-22 00:00:00.000,"Beaverton"
26254,"Seth","Henderson","Seth Henderson","Male",2020-07-14 00:00:00.000,"Beaverton"
26323,"Dwayne","Ruiz","Dwayne Ruiz","Male",2020-11-16 00:00:00.000,"Beaverton"
26466,"Kevin","Turner","Kevin Turner","Male",2020-06-03 00:00:00.000,"Beaverton"
26487,"Vincent","Ma","Vincent Ma","Male",2019-04-16 00:00:00.000,"Beaverton"
26616,"Colin","Goel","Colin Goel","Male",2019-06-17 00:00:00.000,"Beaverton"
26717,"David","Simpson","David Simpson","Male",2019-07-07 00:00:00.000,"Beaverton"
27538,"José","Jackson","José Jackson","Male",2021-01-20 00:00:00.000,"Beaverton"
28030,"Jason","Gonzalez","Jason Gonzalez","Male",2018-02-10 00:00:00.000,"Beaverton"
28047,"Jay","Sanchez","Jay Sanchez","Male",2018-02-15 00:00:00.000,"Beaverton"
28174,"Marco","Subram","Marco Subram","Male",2021-01-15 00:00:00.000,"Beaverton"
28175,"Clifford","Subram","Clifford Subram","Male",2020-02-24 00:00:00.000,"Beaverton"
28179,"Billy","Alvarez","Billy Alvarez","Male",2018-03-07 00:00:00.000,"Beaverton"
28232,"Gavin","Russell","Gavin Russell","Male",2020-07-04 00:00:00.000,"Beaverton"
28256,"Colin","Beck","Colin Beck","Male",2020-05-27 00:00:00.000,"Beaverton"
28660,"Justin","Anderson","Justin Anderson","Male",2018-05-01 00:00:00.000,"Beaverton"
28991,"Timothy","Ward","Timothy Ward","Male",2020-03-29 00:00:00.000,"Beaverton"
29200,"Jackson","Collins","Jackson Collins","Male",2020-07-24 00:00:00.000,"Beaverton"
11175,"Luis","Wang","Luis Wang","Male",2018-08-28 00:00:00.000,"Beverly Hills"
11190,"Carson","Bryant","Carson Bryant","Male",2020-08-28 00:00:00.000,"Beverly Hills"
11326,"Rafael","Xie","Rafael Xie","Male",2018-09-15 00:00:00.000,"Beverly Hills"
11635,"Darrell","Chande","Darrell Chande","Male",2020-02-08 00:00:00.000,"Beverly Hills"
11672,"Chad","Jai","Chad Jai","Male",2020-07-25 00:00:00.000,"Beverly Hills"
11695,"Logan","Campbell","Logan Campbell","Male",2020-04-09 00:00:00.000,"Beverly Hills"
11805,"Richard","Green","Richard Green","Male",2020-04-23 00:00:00.000,"Beverly Hills"
11809,"Juan","Gray","Juan Gray","Male",2018-10-21 00:00:00.000,"Beverly Hills"
11816,"Joe","Torres","Joe Torres","Male",2018-10-02 00:00:00.000,"Beverly Hills"
11821,"Austin","Johnson","Austin Johnson","Male",2020-07-30 00:00:00.000,"Beverly Hills"
12070,"Luke","Ross","Luke Ross","Male",2020-11-27 00:00:00.000,"Beverly Hills"
12071,"Robert","Robinson","Robert Robinson","Male",2018-11-23 00:00:00.000,"Beverly Hills"
12093,"Levi","Chandra","Levi Chandra","Male",2020-11-05 00:00:00.000,"Beverly Hills"
12187,"Ruben","Subram","Ruben Subram","Male",2018-12-25 00:00:00.000,"Beverly Hills"
