EmployeeKey,Employee Last Name,Employee Name,Employee Email Address,Employee Department,Employee Gender,Employee Marital Status,Employee Title,Employee Phone,Employee Login ID,Current Flag,Salaried Flag,Employee Status,Employee Sales Territory Country,Employee Sales Territory Group,Employee Sales Territory Region,ParentEmployeeKey,Employee Manager Last Name,Employee Manager Name,Employee Base Rate,Employee Alternate Key,Employee Hire Date,Employee Pay Frequency,Employee Vacation Hours,Employee Row Start Date,Employee Row End Date
150,"Koch","Reed Koch","reed0@adventure-works.com","Production","M","M","Production Technician - WC30","678-555-0110","adventure-works\reed0","Current","Not Salaried","Active","NA","NA","NA",188,"Richins","Jack Richins",9.5,"259388196",2008-09-02 00:00:00.000,1,23,2008-09-02 00:00:00.000,
159,"Nayberg","Alex Nayberg","alex0@adventure-works.com","Production","M","M","Production Technician - WC45","819-555-0198","adventure-works\alex0","Current","Not Salaried","Active","NA","NA","NA",126,"Hay","Jeff Hay",10,"377784364",2008-09-08 00:00:00.000,1,77,2008-09-08 00:00:00.000,
161,"Heidepriem","Brandon Heidepriem","brandon0@adventure-works.com","Production","M","M","Production Technician - WC60","429-555-0137","adventure-works\brandon0","Current","Not Salaried","Active","NA","NA","NA",18,"Brown","Jo Brown",12.45,"999440576",2008-09-08 00:00:00.000,1,22,2008-09-08 00:00:00.000,
164,"Chen","John Chen","john2@adventure-works.com","Production","M","M","Production Technician - WC20","201-555-0163","adventure-works\john2","Current","Not Salaried","Active","NA","NA","NA",186,"McAskill-White","Katie McAskill-White",14,"305522471",2008-09-09 00:00:00.000,1,18,2008-09-09 00:00:00.000,
166,"Lugo","Jose Lugo","jose0@adventure-works.com","Production","M","M","Production Technician - WC60","587-555-0115","adventure-works\jose0","Current","Not Salaried","Active","NA","NA","NA",18,"Brown","Jo Brown",12.45,"788456780",2008-09-10 00:00:00.000,1,20,2008-09-10 00:00:00.000,
169,"Tejani","Sameer Tejani","sameer0@adventure-works.com","Production","M","M","Production Technician - WC50","990-555-0172","adventure-works\sameer0","Current","Not Salaried","Active","NA","NA","NA",76,"Loh","Kok-Ho Loh",11,"152085091",2008-09-11 00:00:00.000,1,4,2008-09-11 00:00:00.000,
173,"Hall","Don Hall","don0@adventure-works.com","Production","M","M","Production Technician - WC50","100-555-0174","adventure-works\don0","Current","Not Salaried","Active","NA","NA","NA",40,"Liu","Jinghao Liu",11,"222400012",2008-09-13 00:00:00.000,1,88,2008-09-13 00:00:00.000,
175,"Lawrence","David Lawrence","david7@adventure-works.com","Production","M","M","Production Technician - WC30","118-555-0177","adventure-works\david7","Current","Not Salaried","Active","NA","NA","NA",188,"Richins","Jack Richins",9.5,"860123571",2008-09-14 00:00:00.000,1,29,2008-09-14 00:00:00.000,
183,"Niswonger","Chad Niswonger","chad0@adventure-works.com","Production","M","M","Production Technician - WC50","559-555-0175","adventure-works\chad0","Current","Not Salaried","Active","NA","NA","NA",40,"Liu","Jinghao Liu",11,"599942664",2008-09-18 00:00:00.000,1,99,2008-09-18 00:00:00.000,
184,"Shabalin","Rostislav Shabalin","rostislav0@adventure-works.com","Production","M","M","Production Technician - WC30","751-555-0134","adventure-works\rostislav0","Current","Not Salaried","Active","NA","NA","NA",138,"Randall","Cynthia Randall",9.5,"993310268",2008-09-19 00:00:00.000,1,40,2008-09-19 00:00:00.000,
187,"King","Russell King","russell1@adventure-works.com","Production","M","M","Production Technician - WC30","517-555-0122","adventure-works\russell1","Current","Not Salaried","Active","NA","NA","NA",188,"Richins","Jack Richins",9.5,"551346974",2008-09-21 00:00:00.000,1,24,2008-09-21 00:00:00.000,
194,"Myer","Ken Myer","ken1@adventure-works.com","Production","M","M","Production Technician - WC40","949-555-0174","adventure-works\ken1","Current","Not Salaried","Active","NA","NA","NA",214,"Diaz","Brenda Diaz",15,"693168613",2008-09-24 00:00:00.000,1,51,2008-09-24 00:00:00.000,
198,"Michaels","Thomas Michaels","thomas0@adventure-works.com","Production","M","M","Production Technician - WC60","278-555-0118","adventure-works\thomas0","Current","Not Salaried","Active","NA","NA","NA",9,"Dobney","JoLynn Dobney",12.45,"500412746",2008-09-26 00:00:00.000,1,37,2008-09-26 00:00:00.000,
200,"Vanderhyde","Michael Vanderhyde","michael5@adventure-works.com","Production","M","M","Production Technician - WC30","296-555-0121","adventure-works\michael5","Current","Not Salaried","Active","NA","NA","NA",138,"Randall","Cynthia Randall",9.5,"878395493",2008-09-26 00:00:00.000,1,35,2008-09-26 00:00:00.000,
219,"Mares","Gabe Mares","gabe0@adventure-works.com","Production","M","M","Production Technician - WC40","310-555-0117","adventure-works\gabe0","Current","Not Salaried","Active","NA","NA","NA",214,"Diaz","Brenda Diaz",15,"440379437",2008-10-06 00:00:00.000,1,57,2008-10-06 00:00:00.000,
225,"Valdez","Sylvester Valdez","sylvester0@adventure-works.com","Production","M","M","Production Technician - WC20","492-555-0174","adventure-works\sylvester0","Current","Not Salaried","Active","NA","NA","NA",111,"Gubbels","Eric Gubbels",14,"701156975",2009-07-11 00:00:00.000,1,4,2009-07-11 00:00:00.000,
241,"Samarawickrama","Prasanna Samarawickrama","prasanna0@adventure-works.com","Production","M","M","Production Technician - WC20","129-555-0199","adventure-works\prasanna0","Current","Not Salaried","Active","NA","NA","NA",111,"Gubbels","Eric Gubbels",14,"339233463",2009-08-22 00:00:00.000,1,5,2009-08-22 00:00:00.000,
243,"Su","Min Su","min0@adventure-works.com","Production","M","M","Production Technician - WC20","590-555-0152","adventure-works\min0","Current","Not Salaried","Active","NA","NA","NA",111,"Gubbels","Eric Gubbels",14,"872923042",2009-08-24 00:00:00.000,1,1,2009-08-24 00:00:00.000,
244,"Brown","Eric Brown","eric1@adventure-works.com","Production","M","M","Production Technician - WC40","680-555-0118","adventure-works\eric1","Current","Not Salaried","Active","NA","NA","NA",53,"D'sa","Reuben D'sa",15,"697712387",2009-08-24 00:00:00.000,1,60,2009-08-24 00:00:00.000,
250,"Martinez","Frank Martinez","frank3@adventure-works.com","Production","M","M","Production Technician - WC40","203-555-0196","adventure-works\frank3","Current","Not Salaried","Active","NA","NA","NA",53,"D'sa","Reuben D'sa",15,"947029962",2009-09-05 00:00:00.000,1,66,2009-09-05 00:00:00.000,
252,"Hill","Christopher Hill","christopher0@adventure-works.com","Production","M","M","Production Technician - WC10","153-555-0166","adventure-works\christopher0","Current","Not Salaried","Active","NA","NA","NA",27,"Mu","Zheng Mu",13.45,"393421437",2009-09-08 00:00:00.000,1,91,2009-09-08 00:00:00.000,
253,"Cook","Patrick Cook","patrick1@adventure-works.com","Production","M","M","Production Technician - WC40","425-555-0117","adventure-works\patrick1","Current","Not Salaried","Active","NA","NA","NA",53,"D'sa","Reuben D'sa",15,"988315686",2009-09-12 00:00:00.000,1,61,2009-09-12 00:00:00.000,
259,"Reeves","Randy Reeves","randy0@adventure-works.com","Production","M","M","Production Technician - WC60","961-555-0122","adventure-works\randy0","Current","Not Salaried","Active","NA","NA","NA",20,"Campbell","John Campbell",12.45,"8066363",2009-09-23 00:00:00.000,1,29,2009-09-23 00:00:00.000,
266,"Vande Velde","Tom Vande Velde","tom0@adventure-works.com","Production","M","M","Production Technician - WC10","295-555-0161","adventure-works\tom0","Current","Not Salaried","Active","NA","NA","NA",66,"Petculescu","Cristian Petculescu",13.45,"826454897",2009-10-08 00:00:00.000,1,98,2009-10-08 00:00:00.000,
10,"Ellerbrock","Ruth Ellerbrock","ruth0@adventure-works.com","Production","F","M","Production Technician - WC10","145-555-0130","adventure-works\ruth0","Current","Not Salaried","Active","NA","NA","NA",189,"Hill","Andrew Hill",13.45,"690627818",2007-08-06 00:00:00.000,1,83,2007-08-06 00:00:00.000,
19,"Hartwig","Doris Hartwig","doris0@adventure-works.com","Production","F","M","Production Technician - WC10","328-555-0150","adventure-works\doris0","Current","Not Salaried","Active","NA","NA","NA",189,"Hill","Andrew Hill",13.45,"565090917",2007-10-09 00:00:00.000,1,86,2007-10-09 00:00:00.000,
21,"Glimp","Diane Glimp","diane0@adventure-works.com","Production","F","M","Production Technician - WC10","202-555-0151","adventure-works\diane0","Current","Not Salaried","Active","NA","NA","NA",189,"Hill","Andrew Hill",13.45,"9659517",2007-10-27 00:00:00.000,1,87,2007-10-27 00:00:00.000,
38,"Ciccu","Alice Ciccu","alice0@adventure-works.com","Production","F","M","Production Technician - WC50","333-555-0173","adventure-works\alice0","Current","Not Salaried","Active","NA","NA","NA",40,"Liu","Jinghao Liu",11,"113695504",2008-07-07 00:00:00.000,1,95,2008-07-07 00:00:00.000,
42,"McKay","Yvonne McKay","yvonne0@adventure-works.com","Production","F","M","Production Technician - WC45","286-555-0189","adventure-works\yvonne0","Current","Not Salaried","Active","NA","NA","NA",163,"Kim","Shane Kim",10,"713403643",2008-07-09 00:00:00.000,1,79,2008-07-09 00:00:00.000,
52,"Metters","Susan Metters","susan1@adventure-works.com","Production","F","S","Production Technician - WC30","639-555-0164","adventure-works\susan1","Current","Not Salaried","Active","NA","NA","NA",188,"Richins","Jack Richins",9.5,"351069889",2008-07-14 00:00:00.000,1,31,2008-07-14 00:00:00.000,
63,"Poland","Carole Poland","carole0@adventure-works.com","Production","F","M","Production Technician - WC30","688-555-0192","adventure-works\carole0","Current","Not Salaried","Active","NA","NA","NA",177,"Ray","Michael Ray",9.5,"138280935",2008-07-19 00:00:00.000,1,42,2008-07-19 00:00:00.000,
71,"Moschell","Linda Moschell","linda0@adventure-works.com","Production","F","M","Production Technician - WC50","612-555-0171","adventure-works\linda0","Current","Not Salaried","Active","NA","NA","NA",40,"Liu","Jinghao Liu",11,"54759846",2008-07-25 00:00:00.000,1,96,2008-07-25 00:00:00.000,
75,"Reátegui Alayo","Sandra Reátegui Alayo","sandra0@adventure-works.com","Production","F","M","Production Technician - WC30","896-555-0168","adventure-works\sandra0","Current","Not Salaried","Active","NA","NA","NA",138,"Randall","Cynthia Randall",9.5,"604664374",2008-07-26 00:00:00.000,1,37,2008-07-26 00:00:00.000,
82,"Laszlo","Rebecca Laszlo","rebecca0@adventure-works.com","Production","F","M","Production Technician - WC60","314-555-0113","adventure-works\rebecca0","Current","Not Salaried","Active","NA","NA","NA",18,"Brown","Jo Brown",12.45,"330211482",2008-07-29 00:00:00.000,1,23,2008-07-29 00:00:00.000,
86,"Anderson","Nancy Anderson","nancy0@adventure-works.com","Production","F","M","Production Technician - WC60","970-555-0118","adventure-works\nancy0","Current","Not Salaried","Active","NA","NA","NA",9,"Dobney","JoLynn Dobney",12.45,"693325305",2008-08-02 00:00:00.000,1,34,2008-08-02 00:00:00.000,
90,"Steele","Laura Steele","laura0@adventure-works.com","Production","F","S","Production Technician - WC45","777-555-0141","adventure-works\laura0","Current","Not Salaried","Active","NA","NA","NA",126,"Hay","Jeff Hay",10,"514829225",2008-08-03 00:00:00.000,1,75,2008-08-03 00:00:00.000,
91,"Shoop","Margie Shoop","margie0@adventure-works.com","Production","F","M","Production Technician - WC60","818-555-0128","adventure-works\margie0","Current","Not Salaried","Active","NA","NA","NA",18,"Brown","Jo Brown",12.45,"750246141",2008-08-04 00:00:00.000,1,18,2008-08-04 00:00:00.000,
93,"Nay","Lorraine Nay","lorraine0@adventure-works.com","Production","F","M","Production Technician - WC40","845-555-0184","adventure-works\lorraine0","Current","Not Salaried","Active","NA","NA","NA",214,"Diaz","Brenda Diaz",15,"19312190",2008-08-04 00:00:00.000,1,49,2008-08-04 00:00:00.000,
108,"Nartker","Paula Nartker","paula1@adventure-works.com","Production","F","M","Production Technician - WC40","476-555-0119","adventure-works\paula1","Current","Not Salaried","Active","NA","NA","NA",214,"Diaz","Brenda Diaz",15,"992874797",2008-08-12 00:00:00.000,1,54,2008-08-12 00:00:00.000,
115,"Esteves","Janeth Esteves","janeth0@adventure-works.com","Production","F","S","Production Technician - WC45","540-555-0191","adventure-works\janeth0","Current","Not Salaried","Active","NA","NA","NA",163,"Kim","Shane Kim",10,"187369436",2008-08-15 00:00:00.000,1,81,2008-08-15 00:00:00.000,
121,"Tibbott","Diane Tibbott","diane2@adventure-works.com","Production","F","S","Production Technician - WC50","361-555-0180","adventure-works\diane2","Current","Not Salaried","Active","NA","NA","NA",16,"Maxwell","Taylor Maxwell",11,"92096924",2008-08-18 00:00:00.000,1,8,2008-08-18 00:00:00.000,
123,"Barbariol","Angela Barbariol","angela0@adventure-works.com","Production","F","S","Production Technician - WC50","150-555-0194","adventure-works\angela0","Current","Not Salaried","Active","NA","NA","NA",40,"Liu","Jinghao Liu",11,"563680513",2008-08-20 00:00:00.000,1,92,2008-08-20 00:00:00.000,
128,"Decker","Barbara Decker","barbara0@adventure-works.com","Production","F","M","Production Technician - WC20","119-555-0192","adventure-works\barbara0","Current","Not Salaried","Active","NA","NA","NA",186,"McAskill-White","Katie McAskill-White",14,"969985265",2008-08-22 00:00:00.000,1,17,2008-08-22 00:00:00.000,
139,"Flood","Kathie Flood","kathie0@adventure-works.com","Production","F","M","Production Technician - WC45","446-555-0118","adventure-works\kathie0","Current","Not Salaried","Active","NA","NA","NA",201,"Kane","Lori Kane",10,"167554340",2008-08-27 00:00:00.000,1,87,2008-08-27 00:00:00.000,
140,"Simon","Britta Simon","britta0@adventure-works.com","Production","F","M","Production Technician - WC60","955-555-0169","adventure-works\britta0","Current","Not Salaried","Active","NA","NA","NA",18,"Brown","Jo Brown",12.45,"410742000",2008-08-29 00:00:00.000,1,14,2008-08-29 00:00:00.000,
151,"Randall","Linda Randall","linda1@adventure-works.com","Production","F","S","Production Technician - WC20","696-555-0157","adventure-works\linda1","Current","Not Salaried","Active","NA","NA","NA",147,"Li","Yuhong Li",14,"812797414",2008-09-03 00:00:00.000,1,12,2008-09-03 00:00:00.000,
155,"Smith","Samantha Smith","samantha0@adventure-works.com","Production","F","M","Production Technician - WC20","587-555-0114","adventure-works\samantha0","Current","Not Salaried","Active","NA","NA","NA",111,"Gubbels","Eric Gubbels",14,"25011600",2008-09-04 00:00:00.000,1,7,2008-09-04 00:00:00.000,
157,"Smith","Denise Smith","denise0@adventure-works.com","Production","F","M","Production Technician - WC50","869-555-0119","adventure-works\denise0","Current","Not Salaried","Active","NA","NA","NA",16,"Maxwell","Taylor Maxwell",11,"652535724",2008-09-05 00:00:00.000,1,9,2008-09-05 00:00:00.000,
171,"Philips","Carol Philips","carol0@adventure-works.com","Production","F","M","Production Technician - WC30","609-555-0153","adventure-works\carol0","Current","Not Salaried","Active","NA","NA","NA",177,"Ray","Michael Ray",9.5,"227319668",2008-09-12 00:00:00.000,1,45,2008-09-12 00:00:00.000,
179,"Mohan","Suchitra Mohan","suchitra0@adventure-works.com","Production","F","M","Production Technician - WC60","753-555-0129","adventure-works\suchitra0","Current","Not Salaried","Active","NA","NA","NA",18,"Brown","Jo Brown",12.45,"754372876",2008-09-16 00:00:00.000,1,15,2008-09-16 00:00:00.000,
185,"Newman","Belinda Newman","belinda0@adventure-works.com","Production","F","S","Production Technician - WC45","319-555-0126","adventure-works\belinda0","Current","Not Salaried","Active","NA","NA","NA",201,"Kane","Lori Kane",10,"20244403",2008-09-20 00:00:00.000,1,83,2008-09-20 00:00:00.000,
190,"Holliday","Nicole Holliday","nicole0@adventure-works.com","Production","F","M","Production Technician - WC40","508-555-0129","adventure-works\nicole0","Current","Not Salaried","Active","NA","NA","NA",89,"Hamilton","David Hamilton",15,"1300049",2008-09-22 00:00:00.000,1,67,2008-09-22 00:00:00.000,
193,"Sousa","Anibal Sousa","anibal0@adventure-works.com","Production","F","S","Production Technician - WC20","106-555-0120","adventure-works\anibal0","Current","Not Salaried","Active","NA","NA","NA",111,"Gubbels","Eric Gubbels",14,"63761469",2008-09-23 00:00:00.000,1,8,2008-09-23 00:00:00.000,
206,"Keyser","Elizabeth Keyser","elizabeth0@adventure-works.com","Production","F","M","Production Technician - WC50","318-555-0137","adventure-works\elizabeth0","Current","Not Salaried","Active","NA","NA","NA",76,"Loh","Kok-Ho Loh",11,"912141525",2008-09-30 00:00:00.000,1,5,2008-09-30 00:00:00.000,
209,"Netz","Merav Netz","merav0@adventure-works.com","Production","F","M","Production Technician - WC30","224-555-0187","adventure-works\merav0","Current","Not Salaried","Active","NA","NA","NA",177,"Ray","Michael Ray",9.5,"301435199",2008-10-01 00:00:00.000,1,46,2008-10-01 00:00:00.000,
211,"Lertpiriyasuwat","Kitti Lertpiriyasuwat","kitti0@adventure-works.com","Production","F","S","Production Technician - WC50","785-555-0132","adventure-works\kitti0","Current","Not Salaried","Active","NA","NA","NA",40,"Liu","Jinghao Liu",11,"211789056",2008-10-02 00:00:00.000,1,89,2008-10-02 00:00:00.000,
218,"Dyck","Shelley Dyck","shelley0@adventure-works.com","Production","F","S","Production Technician - WC20","991-555-0184","adventure-works\shelley0","Current","Not Salaried","Active","NA","NA","NA",147,"Li","Yuhong Li",14,"300946911",2008-10-05 00:00:00.000,1,14,2008-10-05 00:00:00.000,
228,"Stadick","Betsy Stadick","betsy0@adventure-works.com","Production","F","S","Production Technician - WC10","405-555-0171","adventure-works\betsy0","Current","Not Salaried","Active","NA","NA","NA",66,"Petculescu","Cristian Petculescu",13.45,"294148271",2009-07-18 00:00:00.000,1,99,2009-07-18 00:00:00.000,
231,"Baker","Mary Baker","mary1@adventure-works.com","Production","F","M","Production Technician - WC10","283-555-0185","adventure-works\mary1","Current","Not Salaried","Active","NA","NA","NA",27,"Mu","Zheng Mu",13.45,"717889520",2009-07-25 00:00:00.000,1,94,2009-07-25 00:00:00.000,
234,"Kearney","Bonnie Kearney","bonnie0@adventure-works.com","Production","F","M","Production Technician - WC10","264-555-0150","adventure-works\bonnie0","Current","Not Salaried","Active","NA","NA","NA",189,"Hill","Andrew Hill",13.45,"109272464",2009-08-01 00:00:00.000,1,89,2009-08-01 00:00:00.000,
238,"Zimmerman","Kimberly Zimmerman","kimberly0@adventure-works.com","Production","F","S","Production Technician - WC10","123-555-0167","adventure-works\kimberly0","Current","Not Salaried","Active","NA","NA","NA",66,"Petculescu","Cristian Petculescu",13.45,"390124815",2009-08-12 00:00:00.000,1,95,2009-08-12 00:00:00.000,
239,"Abercrombie","Kim Abercrombie","kim1@adventure-works.com","Production","F","M","Production Technician - WC60","208-555-0114","adventure-works\kim1","Current","Not Salaried","Active","NA","NA","NA",18,"Brown","Jo Brown",12.45,"6298838",2009-08-16 00:00:00.000,1,24,2009-08-16 00:00:00.000,
256,"Tiedt","Danielle Tiedt","danielle0@adventure-works.com","Production","F","S","Production Technician - WC10","500-555-0172","adventure-works\danielle0","Current","Not Salaried","Active","NA","NA","NA",66,"Petculescu","Cristian Petculescu",13.45,"82638150",2009-09-20 00:00:00.000,1,97,2009-09-20 00:00:00.000,
262,"Turner","Olinda Turner","olinda0@adventure-works.com","Production","F","S","Production Technician - WC20","306-555-0186","adventure-works\olinda0","Current","Not Salaried","Active","NA","NA","NA",111,"Gubbels","Eric Gubbels",14,"163347032",2009-10-02 00:00:00.000,1,3,2009-10-02 00:00:00.000,
9,"Dobney","JoLynn Dobney","jolynn0@adventure-works.com","Production","F","S","Production Supervisor - WC60","903-555-0145","adventure-works\jolynn0","Current","Not Salaried","Active","NA","NA","NA",23,"Krebs","Peter Krebs",25,"309738752",2007-07-26 00:00:00.000,2,82,2007-07-26 00:00:00.000,
16,"Maxwell","Taylor Maxwell","taylor0@adventure-works.com","Production","M","M","Production Supervisor - WC50","508-555-0165","adventure-works\taylor0","Current","Not Salaried","Active","NA","NA","NA",23,"Krebs","Peter Krebs",25,"233069302",2007-09-08 00:00:00.000,2,79,2007-09-08 00:00:00.000,
18,"Brown","Jo Brown","jo0@adventure-works.com","Production","F","S","Production Supervisor - WC60","632-555-0129","adventure-works\jo0","Current","Not Salaried","Active","NA","NA","NA",23,"Krebs","Peter Krebs",25,"446466105",2007-09-27 00:00:00.000,2,80,2007-09-27 00:00:00.000,
20,"Campbell","John Campbell","john0@adventure-works.com","Production","M","M","Production Supervisor - WC60","435-555-0113","adventure-works\john0","Current","Not Salaried","Active","NA","NA","NA",23,"Krebs","Peter Krebs",25,"494170342",2007-10-16 00:00:00.000,2,81,2007-10-16 00:00:00.000,
27,"Mu","Zheng Mu","zheng0@adventure-works.com","Production","M","S","Production Supervisor - WC10","113-555-0173","adventure-works\zheng0","Current","Not Salaried","Active","NA","NA","NA",23,"Krebs","Peter Krebs",25,"360868122",2008-07-03 00:00:00.000,2,66,2008-07-03 00:00:00.000,
40,"Liu","Jinghao Liu","jinghao0@adventure-works.com","Production","M","S","Production Supervisor - WC50","794-555-0159","adventure-works\jinghao0","Current","Not Salaried","Active","NA","NA","NA",23,"Krebs","Peter Krebs",25,"630184120",2008-07-08 00:00:00.000,2,77,2008-07-08 00:00:00.000,
53,"D'sa","Reuben D'sa","reuben0@adventure-works.com","Production","M","M","Production Supervisor - WC40","191-555-0112","adventure-works\reuben0","Current","Not Salaried","Active","NA","NA","NA",23,"Krebs","Peter Krebs",25,"370989364",2008-07-15 00:00:00.000,2,72,2008-07-15 00:00:00.000,
66,"Petculescu","Cristian Petculescu","cristian0@adventure-works.com","Production","M","M","Production Supervisor - WC10","434-555-0133","adventure-works\cristian0","Current","Not Salaried","Active","NA","NA","NA",23,"Krebs","Peter Krebs",25,"7201901",2008-07-22 00:00:00.000,2,67,2008-07-22 00:00:00.000,
76,"Loh","Kok-Ho Loh","kok-ho0@adventure-works.com","Production","M","S","Production Supervisor - WC50","999-555-0155","adventure-works\kok-ho0","Current","Not Salaried","Active","NA","NA","NA",23,"Krebs","Peter Krebs",25,"778552911",2008-07-27 00:00:00.000,2,78,2008-07-27 00:00:00.000,
89,"Hamilton","David Hamilton","david4@adventure-works.com","Production","M","S","Production Supervisor - WC40","986-555-0177","adventure-works\david4","Current","Not Salaried","Active","NA","NA","NA",23,"Krebs","Peter Krebs",25,"750905084",2008-08-03 00:00:00.000,2,73,2008-08-03 00:00:00.000,
111,"Gubbels","Eric Gubbels","eric0@adventure-works.com","Production","M","M","Production Supervisor - WC20","260-555-0119","adventure-works\eric0","Current","Not Salaried","Active","NA","NA","NA",23,"Krebs","Peter Krebs",25,"45615666",2008-08-14 00:00:00.000,2,40,2008-08-14 00:00:00.000,
126,"Hay","Jeff Hay","jeff0@adventure-works.com","Production","M","M","Production Supervisor - WC45","350-555-0167","adventure-works\jeff0","Current","Not Salaried","Active","NA","NA","NA",23,"Krebs","Peter Krebs",25,"712885347",2008-08-21 00:00:00.000,2,74,2008-08-21 00:00:00.000,
138,"Randall","Cynthia Randall","cynthia0@adventure-works.com","Production","F","S","Production Supervisor - WC30","352-555-0138","adventure-works\cynthia0","Current","Not Salaried","Active","NA","NA","NA",23,"Krebs","Peter Krebs",25,"386315192",2008-08-27 00:00:00.000,2,69,2008-08-27 00:00:00.000,
147,"Li","Yuhong Li","yuhong0@adventure-works.com","Production","M","M","Production Supervisor - WC20","965-555-0155","adventure-works\yuhong0","Current","Not Salaried","Active","NA","NA","NA",23,"Krebs","Peter Krebs",25,"319472946",2008-09-01 00:00:00.000,2,41,2008-09-01 00:00:00.000,
163,"Kim","Shane Kim","shane0@adventure-works.com","Production","M","S","Production Supervisor - WC45","810-555-0178","adventure-works\shane0","Current","Not Salaried","Active","NA","NA","NA",23,"Krebs","Peter Krebs",25,"551834634",2008-09-08 00:00:00.000,2,75,2008-09-08 00:00:00.000,
177,"Ray","Michael Ray","michael3@adventure-works.com","Production","M","S","Production Supervisor - WC30","156-555-0199","adventure-works\michael3","Current","Not Salaried","Active","NA","NA","NA",23,"Krebs","Peter Krebs",25,"578935259",2008-09-15 00:00:00.000,2,70,2008-09-15 00:00:00.000,
186,"McAskill-White","Katie McAskill-White","katie0@adventure-works.com","Production","F","S","Production Supervisor - WC20","809-555-0133","adventure-works\katie0","Current","Not Salaried","Active","NA","NA","NA",23,"Krebs","Peter Krebs",25,"862951447",2008-09-20 00:00:00.000,2,42,2008-09-20 00:00:00.000,
188,"Richins","Jack Richins","jack0@adventure-works.com","Production","M","S","Production Supervisor - WC30","552-555-0111","adventure-works\jack0","Current","Not Salaried","Active","NA","NA","NA",23,"Krebs","Peter Krebs",25,"60114406",2008-09-21 00:00:00.000,2,68,2008-09-21 00:00:00.000,
189,"Hill","Andrew Hill","andrew0@adventure-works.com","Production","M","S","Production Supervisor - WC10","908-555-0159","adventure-works\andrew0","Current","Not Salaried","Active","NA","NA","NA",23,"Krebs","Peter Krebs",25,"33237992",2008-09-22 00:00:00.000,2,65,2008-09-22 00:00:00.000,
201,"Kane","Lori Kane","lori0@adventure-works.com","Production","F","S","Production Supervisor - WC45","289-555-0196","adventure-works\lori0","Current","Not Salaried","Active","NA","NA","NA",23,"Krebs","Peter Krebs",25,"332349500",2008-09-26 00:00:00.000,2,76,2008-09-26 00:00:00.000,
214,"Diaz","Brenda Diaz","brenda0@adventure-works.com","Production","F","M","Production Supervisor - WC40","142-555-0139","adventure-works\brenda0","Current","Not Salaried","Active","NA","NA","NA",23,"Krebs","Peter Krebs",25,"634335025",2008-10-03 00:00:00.000,2,71,2008-10-03 00:00:00.000,
152,"Hamilton","James Hamilton","james1@adventure-works.com","Production","M","S","Vice President of Production","870-555-0122","adventure-works\james1","Current","Salaried","Active","NA","NA","NA",112,"Sánchez","Ken Sánchez",84.1346,"519899904",2008-09-03 00:00:00.000,2,64,2008-09-03 00:00:00.000,
36,"Eaton","Susan Eaton","susan0@adventure-works.com","Shipping and Receiving","F","S","Stocker","943-555-0196","adventure-works\susan0","Current","Not Salaried","Active","NA","NA","NA",87,"Ackerman","Pilar Ackerman",9,"586486572",2008-07-07 00:00:00.000,1,97,2008-07-07 00:00:00.000,
74,"Ralls","Kim Ralls","kim0@adventure-works.com","Shipping and Receiving","F","S","Stocker","309-555-0129","adventure-works\kim0","Current","Not Salaried","Active","NA","NA","NA",87,"Ackerman","Pilar Ackerman",9,"420776180",2008-07-26 00:00:00.000,1,98,2008-07-26 00:00:00.000,
199,"Bischoff","Jimmy Bischoff","jimmy0@adventure-works.com","Shipping and Receiving","M","M","Stocker","927-555-0168","adventure-works\jimmy0","Current","Not Salaried","Active","NA","NA","NA",87,"Ackerman","Pilar Ackerman",9,"652779496",2008-09-26 00:00:00.000,1,96,2008-09-26 00:00:00.000,
246,"Coleman","Pat Coleman","pat0@adventure-works.com","Facilities and Maintenance","M","S","Janitor","720-555-0158","adventure-works\pat0","Current","Not Salaried","Active","NA","NA","NA",51,"Kleinerman","Christian Kleinerman",9.25,"646304055",2009-08-27 00:00:00.000,1,89,2009-08-27 00:00:00.000,
255,"Penor","Lori Penor","lori1@adventure-works.com","Facilities and Maintenance","F","M","Janitor","295-555-0161","adventure-works\lori1","Current","Not Salaried","Active","NA","NA","NA",51,"Kleinerman","Christian Kleinerman",9.25,"879334904",2009-09-16 00:00:00.000,1,90,2009-09-16 00:00:00.000,
263,"Macrae","Stuart Macrae","stuart1@adventure-works.com","Facilities and Maintenance","M","M","Janitor","539-555-0149","adventure-works\stuart1","Current","Not Salaried","Active","NA","NA","NA",51,"Kleinerman","Christian Kleinerman",9.25,"28414965",2009-10-03 00:00:00.000,1,88,2009-10-03 00:00:00.000,
264,"Berry","Jo Berry","jo1@adventure-works.com","Facilities and Maintenance","F","M","Janitor","228-555-0159","adventure-works\jo1","Current","Not Salaried","Active","NA","NA","NA",51,"Kleinerman","Christian Kleinerman",9.25,"153479919",2009-10-05 00:00:00.000,1,91,2009-10-05 00:00:00.000,
2,"Brown","Kevin Brown","kevin0@adventure-works.com","Marketing","M","S","Marketing Assistant","150-555-0189","adventure-works\kevin0","Current","Not Salaried","Active","NA","NA","NA",7,"Bradley","David Bradley",13.4615,"253022876",2006-08-26 00:00:00.000,2,42,2006-08-26 00:00:00.000,
