customer_id,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Full Name
3477,"Female",90,1996-01-24 00:00:00.000,"Senior Developer","Financial Services","Affluent Customer","N","Yes",7,"Jaquelin Leek"
3503,"Female",53,1979-03-12 00:00:00.000,"Financial Advisor","Financial Services","Affluent Customer","N","Yes",10,"Tootsie Rafter"
3567,"Female",17,1980-09-14 00:00:00.000,"Nurse","Financial Services","Affluent Customer","N","Yes",14,"Eileen Ilchenko"
3685,"Male",86,1989-06-12 00:00:00.000,"Human Resources Manager","Financial Services","Affluent Customer","N","Yes",16,"Solomon Ruffles"
3792,"Female",81,1976-04-16 00:00:00.000,"VP Marketing","Financial Services","Affluent Customer","N","Yes",5,"Ingunna Loxston"
3838,"Female",59,1987-03-24 00:00:00.000,"Sales Associate","Financial Services","Affluent Customer","N","Yes",4,"Mil Clemitt"
3936,"Male",57,1960-05-04 00:00:00.000,"Paralegal","Financial Services","Affluent Customer","N","Yes",16,"Rodd Spare"
3958,"Male",8,1970-04-27 00:00:00.000,"Actuary","Financial Services","Affluent Customer","N","Yes",16,"Pincus Woodard"
32,"Female",17,1995-04-20 00:00:00.000,"Legal Assistant","Manufacturing","Affluent Customer","N","No",4,"Marion Vanichkin"
40,"Female",91,1981-10-27 00:00:00.000,"Payment Adjustment Coordinator","Manufacturing","Affluent Customer","N","No",14,"Tomasine Jerche"
102,"Male",51,1956-11-27 00:00:00.000,"Quality Control Specialist","Manufacturing","Affluent Customer","N","No",16,"Langsdon Tranfield"
166,"Male",54,1955-06-12 00:00:00.000,"Structural Analysis Engineer","Manufacturing","Affluent Customer","N","No",6,"Elston Oleszczak"
175,"Male",36,1975-11-28 00:00:00.000,"Quality Engineer","Manufacturing","Affluent Customer","N","No",5,"Templeton Hambrook"
287,"Female",41,1985-05-06 00:00:00.000,"Nuclear Power Engineer","Manufacturing","Affluent Customer","N","No",4,"Hannie Wodham"
315,"Female",67,1958-04-16 00:00:00.000,"Chief Design Engineer","Manufacturing","Affluent Customer","N","No",12,"Lisa Odlin"
419,"Female",34,1981-01-26 00:00:00.000,"VP Marketing","Manufacturing","Affluent Customer","N","No",17,"Chrissie Bernardini"
426,"Female",10,1972-06-02 00:00:00.000,"Nuclear Power Engineer","Manufacturing","Affluent Customer","N","No",8,"Emlyn Anstice"
475,"Male",0,1996-11-14 00:00:00.000,"Nuclear Power Engineer","Manufacturing","Affluent Customer","N","No",1,"Vernor No Last name"
536,"Female",64,1959-04-07 00:00:00.000,"Recruiting Manager","Manufacturing","Affluent Customer","N","No",16,"Jannelle Leist"
641,"Male",86,1974-11-21 00:00:00.000,"Accounting Assistant I","Manufacturing","Affluent Customer","N","No",3,"Foster Haysar"
646,"Female",3,1973-07-22 00:00:00.000,"Human Resources Manager","Manufacturing","Affluent Customer","N","No",13,"Rowena Parchment"
654,"Female",2,1993-05-19 00:00:00.000,"Administrative Officer","Manufacturing","Affluent Customer","N","No",5,"Noelani Andreuzzi"
657,"Male",66,1993-02-18 00:00:00.000,"Safety Technician II","Manufacturing","Affluent Customer","N","No",10,"Hoyt No Last name"
763,"Female",95,1987-11-05 00:00:00.000,"Computer Systems Analyst IV","Manufacturing","Affluent Customer","N","No",12,"Benita Cuffley"
775,"Male",66,1982-09-21 00:00:00.000,"Accounting Assistant IV","Manufacturing","Affluent Customer","N","No",4,"Nikita Kilby"
823,"Female",91,1990-02-17 00:00:00.000,"Internal Auditor","Manufacturing","Affluent Customer","N","No",9,"Stesha Morecombe"
830,"Male",58,1981-05-31 00:00:00.000,"VP Quality Control","Manufacturing","Affluent Customer","N","No",6,"Jayson Chilcott"
846,"Male",60,1954-03-25 00:00:00.000,"Geologist I","Manufacturing","Affluent Customer","N","No",17,"Alvan Rebichon"
905,"Female",41,1978-02-11 00:00:00.000,"Safety Technician II","Manufacturing","Affluent Customer","N","No",12,"Dorian Drinkel"
925,"Male",42,1978-08-07 00:00:00.000,"Accountant IV","Manufacturing","Affluent Customer","N","No",16,"Nicko Pembridge"
937,"Male",65,1985-11-15 00:00:00.000,"Human Resources Assistant IV","Manufacturing","Affluent Customer","N","No",15,"Nikolos McKyrrelly"
984,"Male",89,1954-03-25 00:00:00.000,"Programmer I","Manufacturing","Affluent Customer","N","No",16,"Luciano Weddup"
1056,"Male",96,1966-12-18 00:00:00.000,"Software Test Engineer IV","Manufacturing","Affluent Customer","N","No",6,"Kendricks Markel"
1102,"Female",16,1976-08-17 00:00:00.000,"Recruiting Manager","Manufacturing","Affluent Customer","N","No",15,"Stephana Puzey"
1205,"Male",38,1978-06-05 00:00:00.000,"Business Systems Development Analyst","Manufacturing","Affluent Customer","N","No",13,"Barton Baudts"
1245,"Male",34,1994-05-31 00:00:00.000,"Product Engineer","Manufacturing","Affluent Customer","N","No",1,"Erin Shawell"
1263,"Male",41,1973-06-16 00:00:00.000,"Nurse","Manufacturing","Affluent Customer","N","No",8,"Elliot Posselow"
1349,"Male",83,1997-05-07 00:00:00.000,"Electrical Engineer","Manufacturing","Affluent Customer","N","No",1,"Curran Gush"
1361,"Male",56,1964-12-12 00:00:00.000,"Professor","Manufacturing","Affluent Customer","N","No",19,"Gradeigh Saltmarshe"
1372,"Male",44,1980-07-02 00:00:00.000,"Computer Systems Analyst III","Manufacturing","Affluent Customer","N","No",17,"Rockie Wheldon"
1437,"Male",35,1974-09-12 00:00:00.000,"Electrical Engineer","Manufacturing","Affluent Customer","N","No",20,"Gearalt Challis"
1450,"Female",23,1964-01-24 00:00:00.000,"Statistician I","Manufacturing","Affluent Customer","N","No",6,"Floris Dunkerley"
1601,"Female",45,1993-02-11 00:00:00.000,"Desktop Support Technician","Manufacturing","Affluent Customer","N","No",1,"Nita McCarthy"
1634,"Female",20,1970-08-31 00:00:00.000,"Director of Sales","Manufacturing","Affluent Customer","N","No",12,"Jordana Beach"
1795,"Male",40,1977-09-21 00:00:00.000,"Internal Auditor","Manufacturing","Affluent Customer","N","No",7,"Wally Rebbeck"
1801,"Male",48,1976-12-23 00:00:00.000,"Legal Assistant","Manufacturing","Affluent Customer","N","No",21,"Bendix Olivella"
1828,"Female",65,1987-12-02 00:00:00.000,"Junior Executive","Manufacturing","Affluent Customer","N","No",14,"Leigha Bacchus"
1846,"Female",4,1978-12-18 00:00:00.000,"Senior Editor","Manufacturing","Affluent Customer","N","No",7,"Lorette Daspar"
1852,"Female",22,1978-01-21 00:00:00.000,"Research Associate","Manufacturing","Affluent Customer","N","No",18,"Darby Shailer"
1882,"Male",86,1964-05-05 00:00:00.000,"Account Executive","Manufacturing","Affluent Customer","N","No",10,"Justin Ragless"
1905,"Female",21,1953-09-17 00:00:00.000,"Help Desk Technician","Manufacturing","Affluent Customer","N","No",15,"Corabelle No Last name"
1933,"Male",72,1980-09-10 00:00:00.000,"Automation Specialist I","Manufacturing","Affluent Customer","N","No",18,"Ephraim Fulep"
1954,"Male",88,1967-11-29 00:00:00.000,"VP Sales","Manufacturing","Affluent Customer","N","No",5,"Greg Iacovo"
2051,"Female",8,1959-06-15 00:00:00.000,"Geological Engineer","Manufacturing","Affluent Customer","N","No",20,"Teresita Drinnan"
2095,"Female",69,1989-11-13 00:00:00.000,"Account Executive","Manufacturing","Affluent Customer","N","No",8,"Anette Guerreiro"
2113,"Female",91,1972-01-06 00:00:00.000,"Internal Auditor","Manufacturing","Affluent Customer","N","No",17,"Nita Bushell"
2123,"Female",36,1993-03-19 00:00:00.000,"Software Engineer II","Manufacturing","Affluent Customer","N","No",2,"Shirley Negal"
2134,"Male",16,2000-02-21 00:00:00.000,"Nurse","Manufacturing","Affluent Customer","N","No",2,"Crosby Ruoff"
2137,"Female",46,1971-06-22 00:00:00.000,"Chemical Engineer","Manufacturing","Affluent Customer","N","No",5,"Renie No Last name"
2165,"Male",16,,"Civil Engineer","Manufacturing","Affluent Customer","N","No",0,"Marlie Teesdale"
2170,"Male",27,1963-04-27 00:00:00.000,"Geological Engineer","Manufacturing","Affluent Customer","N","No",6,"Dewitt Laight"
2309,"Male",40,1985-01-13 00:00:00.000,"Accounting Assistant I","Manufacturing","Affluent Customer","N","No",14,"Herc McIlhone"
2320,"Female",14,1965-12-21 00:00:00.000,"Senior Developer","Manufacturing","Affluent Customer","N","No",16,"Kaylyn Throssell"
2356,"Female",58,1994-12-17 00:00:00.000,"Geological Engineer","Manufacturing","Affluent Customer","N","No",3,"Arluene Manchester"
2378,"Female",41,1994-04-25 00:00:00.000,"Research Assistant II","Manufacturing","Affluent Customer","N","No",1,"Aggi Farncombe"
2392,"Female",48,2001-01-11 00:00:00.000,"Marketing Assistant","Manufacturing","Affluent Customer","N","No",2,"Isadora Gronaller"
2412,"Female",77,1981-05-26 00:00:00.000,"Chemical Engineer","Manufacturing","Affluent Customer","N","No",8,"Tiffi Havercroft"
2440,"Female",17,1959-09-21 00:00:00.000,"Engineer II","Manufacturing","Affluent Customer","N","No",8,"Lethia Juanes"
2593,"Female",69,1973-07-26 00:00:00.000,"Nuclear Power Engineer","Manufacturing","Affluent Customer","N","No",19,"Sharona Yorkston"
2598,"Male",23,1980-03-26 00:00:00.000,"Senior Developer","Manufacturing","Affluent Customer","N","No",9,"Lindsay Maydway"
2715,"Male",27,1962-11-14 00:00:00.000,"Civil Engineer","Manufacturing","Affluent Customer","N","No",11,"Umberto Cappineer"
2819,"Male",63,1977-12-04 00:00:00.000,"Executive Secretary","Manufacturing","Affluent Customer","N","No",14,"Clyve Starmont"
2835,"Female",30,1997-07-01 00:00:00.000,"Environmental Specialist","Manufacturing","Affluent Customer","N","No",2,"Deloria No Last name"
2874,"Female",97,1977-12-28 00:00:00.000,"Nuclear Power Engineer","Manufacturing","Affluent Customer","N","No",18,"Delores Ashcroft"
2897,"Female",94,1962-04-14 00:00:00.000,"Assistant Professor","Manufacturing","Affluent Customer","N","No",5,"Kimbra Gerraty"
2944,"Male",45,1977-06-05 00:00:00.000,"Environmental Specialist","Manufacturing","Affluent Customer","N","No",7,"Kimball Scutter"
2978,"Male",96,1974-05-07 00:00:00.000,"Programmer IV","Manufacturing","Affluent Customer","N","No",10,"Erasmus Winckworth"
3030,"Female",68,1998-05-21 00:00:00.000,"Technical Writer","Manufacturing","Affluent Customer","N","No",3,"Flor Agnew"
3046,"Female",53,1964-06-07 00:00:00.000,"Programmer Analyst III","Manufacturing","Affluent Customer","N","No",18,"Shela Ridgers"
3054,"Female",94,1965-07-14 00:00:00.000,"Operator","Manufacturing","Affluent Customer","N","No",16,"Marieann Wickey"
3068,"Female",88,1990-12-07 00:00:00.000,"Automation Specialist I","Manufacturing","Affluent Customer","N","No",1,"Gill Branney"
3077,"Male",19,2000-08-11 00:00:00.000,"Information Systems Manager","Manufacturing","Affluent Customer","N","No",2,"Emelen Gillopp"
3209,"Female",10,1964-03-28 00:00:00.000,"Civil Engineer","Manufacturing","Affluent Customer","N","No",15,"Clarie Markushkin"
3220,"Male",53,1972-07-26 00:00:00.000,"Research Assistant IV","Manufacturing","Affluent Customer","N","No",11,"Hunt Linn"
3224,"Female",67,1996-03-12 00:00:00.000,"Automation Specialist III","Manufacturing","Affluent Customer","N","No",3,"Darell Mulqueeny"
3263,"Female",37,1981-08-21 00:00:00.000,"Business Systems Development Analyst","Manufacturing","Affluent Customer","N","No",5,"Quentin Forte"
3294,"Female",90,1986-06-26 00:00:00.000,"Director of Sales","Manufacturing","Affluent Customer","N","No",6,"Juditha Leidl"
3350,"Male",53,1975-05-29 00:00:00.000,"Analog Circuit Design manager","Manufacturing","Affluent Customer","N","No",6,"Tam Prestner"
3352,"Male",14,1994-12-28 00:00:00.000,"Human Resources Assistant IV","Manufacturing","Affluent Customer","N","No",1,"Fredek Lobley"
3357,"Male",25,1999-02-01 00:00:00.000,"Design Engineer","Manufacturing","Affluent Customer","N","No",4,"Georgie Henze"
3444,"Female",75,1977-12-25 00:00:00.000,"Nurse Practicioner","Manufacturing","Affluent Customer","N","No",7,"Kara-lynn Bims"
3641,"Male",78,1975-10-02 00:00:00.000,"Civil Engineer","Manufacturing","Affluent Customer","N","No",12,"Wolfie Hoyes"
3669,"Male",11,1977-06-18 00:00:00.000,"Design Engineer","Manufacturing","Affluent Customer","N","No",18,"Maynard Isaq"
3730,"Female",85,1960-02-18 00:00:00.000,"Junior Executive","Manufacturing","Affluent Customer","N","No",6,"Joann Clemson"
3737,"Female",86,1981-03-21 00:00:00.000,"Design Engineer","Manufacturing","Affluent Customer","N","No",8,"Elyssa De Witt"
3809,"Female",44,1955-09-08 00:00:00.000,"VP Quality Control","Manufacturing","Affluent Customer","N","No",11,"Angelita Itzcovichch"
3821,"Female",96,1988-03-27 00:00:00.000,"VP Marketing","Manufacturing","Affluent Customer","N","No",14,"Cassandra Cescotti"
3841,"Male",64,1990-01-24 00:00:00.000,"Desktop Support Technician","Manufacturing","Affluent Customer","N","No",10,"Barnebas Munro"
3869,"Female",58,1974-12-22 00:00:00.000,"Analog Circuit Design manager","Manufacturing","Affluent Customer","N","No",13,"Amalie Isabell"
3886,"Female",74,1996-03-26 00:00:00.000,"Recruiting Manager","Manufacturing","Affluent Customer","N","No",5,"Fidela Haresign"
3902,"Female",2,1961-02-11 00:00:00.000,"Payment Adjustment Coordinator","Manufacturing","Affluent Customer","N","No",9,"Angelia McPake"
3967,"Female",90,1978-04-18 00:00:00.000,"Senior Editor","Manufacturing","Affluent Customer","N","No",7,"Lillis Dobrowolski"
3994,"Female",5,1989-04-07 00:00:00.000,"Structural Analysis Engineer","Manufacturing","Affluent Customer","N","No",12,"Stephie Byars"
21,"Male",74,1980-09-20 00:00:00.000,"Safety Technician I","Manufacturing","Affluent Customer","N","Yes",16,"Mile Cammocke"
72,"Male",93,1972-02-13 00:00:00.000,"Administrative Officer","Manufacturing","Affluent Customer","N","Yes",16,"Sammy Cheese"
95,"Female",67,1960-12-25 00:00:00.000,"Software Engineer III","Manufacturing","Affluent Customer","N","Yes",8,"Nomi Mallinder"
116,"Male",49,1999-02-05 00:00:00.000,"Assistant Professor","Manufacturing","Affluent Customer","N","Yes",2,"Scottie Swiffen"
172,"Male",54,1988-09-12 00:00:00.000,"Editor","Manufacturing","Affluent Customer","N","Yes",6,"Hilton Carney"
257,"Female",70,1966-02-08 00:00:00.000,"Sales Associate","Manufacturing","Affluent Customer","N","Yes",19,"Marissa No Last name"
286,"Male",99,1989-08-01 00:00:00.000,"Accounting Assistant II","Manufacturing","Affluent Customer","N","Yes",11,"Kiley Canaan"
359,"Female",2,1958-11-28 00:00:00.000,"Legal Assistant","Manufacturing","Affluent Customer","N","Yes",6,"Dulcine Gauson"
399,"Male",26,1976-07-18 00:00:00.000,"Engineer III","Manufacturing","Affluent Customer","N","Yes",16,"Nickie Neissen"
432,"Male",83,1990-02-12 00:00:00.000,"Nuclear Power Engineer","Manufacturing","Affluent Customer","N","Yes",10,"Amby Pentin"
437,"Male",24,1976-08-14 00:00:00.000,"Systems Administrator III","Manufacturing","Affluent Customer","N","Yes",17,"Sayres Duthie"
456,"Male",47,1975-11-30 00:00:00.000,"Automation Specialist I","Manufacturing","Affluent Customer","N","Yes",17,"Randolph Redihalgh"
458,"Male",57,1969-04-21 00:00:00.000,"Account Representative IV","Manufacturing","Affluent Customer","N","Yes",18,"Osborn Pentony"
460,"Female",0,1986-01-23 00:00:00.000,"Electrical Engineer","Manufacturing","Affluent Customer","N","Yes",16,"Illa No Last name"
486,"Female",0,1955-12-30 00:00:00.000,"Technical Writer","Manufacturing","Affluent Customer","N","Yes",15,"Prudi Edon"
584,"Female",10,1995-09-15 00:00:00.000,"Tax Accountant","Manufacturing","Affluent Customer","N","Yes",19,"Fiona Clines"
618,"Male",17,1962-04-05 00:00:00.000,"Electrical Engineer","Manufacturing","Affluent Customer","N","Yes",18,"Lucho Mitie"
655,"Male",64,1974-11-25 00:00:00.000,"General Manager","Manufacturing","Affluent Customer","N","Yes",19,"Stuart Gebhardt"
658,"Male",38,1944-01-24 00:00:00.000,"Tax Accountant","Manufacturing","Affluent Customer","N","Yes",8,"Donn Bonnell"
744,"Male",54,1977-08-30 00:00:00.000,"Graphic Designer","Manufacturing","Affluent Customer","N","Yes",14,"Heinrik No Last name"
789,"Female",69,1978-04-28 00:00:00.000,"Geological Engineer","Manufacturing","Affluent Customer","N","Yes",14,"Gabrielle Giraudot"
819,"Male",7,1975-07-17 00:00:00.000,"Associate Professor","Manufacturing","Affluent Customer","N","Yes",5,"Temp Thebeau"
841,"Male",93,1966-09-22 00:00:00.000,"Marketing Manager","Manufacturing","Affluent Customer","N","Yes",8,"Hanan McGreay"
843,"Male",80,1989-09-05 00:00:00.000,"Developer II","Manufacturing","Affluent Customer","N","Yes",9,"Salomone Sleford"
914,"Male",73,1999-06-16 00:00:00.000,"Chemical Engineer","Manufacturing","Affluent Customer","N","Yes",2,"Marc Egleton"
931,"Female",59,1999-08-07 00:00:00.000,"Design Engineer","Manufacturing","Affluent Customer","N","Yes",1,"Katrina Sappson"
957,"Female",80,1994-08-20 00:00:00.000,"Automation Specialist I","Manufacturing","Affluent Customer","N","Yes",7,"Jamima Gannan"
967,"Female",44,1999-10-04 00:00:00.000,"Sales Associate","Manufacturing","Affluent Customer","N","Yes",1,"April Causon"
998,"Female",66,1965-12-13 00:00:00.000,"Speech Pathologist","Manufacturing","Affluent Customer","N","Yes",5,"Petunia Dufton"
1099,"Male",12,1975-01-13 00:00:00.000,"Tax Accountant","Manufacturing","Affluent Customer","N","Yes",11,"Jarrett Maffia"
1186,"Male",70,1977-05-28 00:00:00.000,"Help Desk Operator","Manufacturing","Affluent Customer","N","Yes",20,"Brantley Cecchi"
1204,"Female",12,1971-03-24 00:00:00.000,"Senior Developer","Manufacturing","Affluent Customer","N","Yes",16,"Trudy Huffy"
1229,"Male",38,2000-01-08 00:00:00.000,"GIS Technical Architect","Manufacturing","Affluent Customer","N","Yes",1,"Sebastian Trass"
1281,"Male",29,1968-07-07 00:00:00.000,"Administrative Assistant III","Manufacturing","Affluent Customer","N","Yes",16,"Leighton Zisneros"
1362,"Female",20,1973-02-20 00:00:00.000,"Account Executive","Manufacturing","Affluent Customer","N","Yes",15,"Giuditta Dearlove"
1381,"Male",79,1985-03-11 00:00:00.000,"Engineer IV","Manufacturing","Affluent Customer","N","Yes",15,"Ellary Ramsey"
1400,"Female",51,1982-05-23 00:00:00.000,"Senior Developer","Manufacturing","Affluent Customer","N","Yes",7,"Rikki Eytel"
1422,"Male",31,1972-03-13 00:00:00.000,"Nuclear Power Engineer","Manufacturing","Affluent Customer","N","Yes",16,"Georgy Rickwood"
1603,"Male",89,1988-11-20 00:00:00.000,"Quality Engineer","Manufacturing","Affluent Customer","N","Yes",20,"Osgood Emerine"
1642,"Male",97,1982-10-11 00:00:00.000,"Systems Administrator II","Manufacturing","Affluent Customer","N","Yes",3,"Nollie Matteoli"
1655,"Male",38,1983-02-15 00:00:00.000,"Electrical Engineer","Manufacturing","Affluent Customer","N","Yes",13,"Prinz Codman"
1664,"Male",11,1975-12-30 00:00:00.000,"Chemical Engineer","Manufacturing","Affluent Customer","N","Yes",9,"Karlis Alner"
1675,"Male",76,1955-08-14 00:00:00.000,"Engineer I","Manufacturing","Affluent Customer","N","Yes",14,"Luke Wombwell"
1682,"Female",93,1960-04-25 00:00:00.000,"Structural Engineer","Manufacturing","Affluent Customer","N","Yes",6,"Gerladina Cuddon"
1743,"Male",80,1981-07-25 00:00:00.000,"Director of Sales","Manufacturing","Affluent Customer","N","Yes",8,"Pall Creek"
1763,"Female",96,1994-10-30 00:00:00.000,"Automation Specialist I","Manufacturing","Affluent Customer","N","Yes",7,"Suzie Ornillos"
1767,"Female",28,1959-03-10 00:00:00.000,"Software Engineer IV","Manufacturing","Affluent Customer","N","Yes",19,"Cicely Millier"
1824,"Female",12,1959-10-12 00:00:00.000,"Safety Technician III","Manufacturing","Affluent Customer","N","Yes",5,"Robbie Yakubovics"
1857,"Male",57,1968-09-20 00:00:00.000,"Marketing Manager","Manufacturing","Affluent Customer","N","Yes",5,"Purcell Chinnery"
1873,"Male",49,1992-07-09 00:00:00.000,"General Manager","Manufacturing","Affluent Customer","N","Yes",4,"Raul Cabrer"
1898,"Female",67,1979-11-24 00:00:00.000,"Developer III","Manufacturing","Affluent Customer","N","Yes",12,"Katalin Mantz"
1927,"Female",11,1975-07-15 00:00:00.000,"Software Test Engineer I","Manufacturing","Affluent Customer","N","Yes",8,"Masha Bibbie"
1950,"Male",27,1963-10-07 00:00:00.000,"Web Developer II","Manufacturing","Affluent Customer","N","Yes",19,"Berne Fulkes"
1967,"Female",88,1985-11-19 00:00:00.000,"Chemical Engineer","Manufacturing","Affluent Customer","N","Yes",17,"Nomi No Last name"
2004,"Male",16,1963-06-12 00:00:00.000,"Nuclear Power Engineer","Manufacturing","Affluent Customer","N","Yes",10,"Brandy Showering"
2057,"Female",99,1959-10-04 00:00:00.000,"Accounting Assistant IV","Manufacturing","Affluent Customer","N","Yes",15,"Elianora Sally"
2194,"Female",79,1958-09-10 00:00:00.000,"Electrical Engineer","Manufacturing","Affluent Customer","N","Yes",11,"Johnette O'Fergus"
2212,"Female",22,1974-05-13 00:00:00.000,"Technical Writer","Manufacturing","Affluent Customer","N","Yes",20,"Adrianne Raoux"
2236,"Male",0,1968-04-16 00:00:00.000,"Data Coordiator","Manufacturing","Affluent Customer","N","Yes",13,"Arin Crickmoor"
2253,"Female",28,1959-02-08 00:00:00.000,"Office Assistant I","Manufacturing","Affluent Customer","N","Yes",13,"Gracie Kubacki"
2291,"Male",67,1971-04-13 00:00:00.000,"Accountant IV","Manufacturing","Affluent Customer","N","Yes",4,"Guido Meynell"
2297,"Female",16,1971-11-27 00:00:00.000,"Geological Engineer","Manufacturing","Affluent Customer","N","Yes",19,"Pauletta Taffee"
2432,"Female",67,1981-02-21 00:00:00.000,"Nuclear Power Engineer","Manufacturing","Affluent Customer","N","Yes",5,"Ebba Melhuish"
2467,"Female",71,1975-07-15 00:00:00.000,"Engineer III","Manufacturing","Affluent Customer","N","Yes",4,"Ynez Fawloe"
2477,"Male",25,1977-03-23 00:00:00.000,"Electrical Engineer","Manufacturing","Affluent Customer","N","Yes",10,"Barney Tilling"
2534,"Female",70,1965-06-21 00:00:00.000,"Research Associate","Manufacturing","Affluent Customer","N","Yes",12,"Estelle Lithgow"
2539,"Male",68,1967-04-22 00:00:00.000,"Nuclear Power Engineer","Manufacturing","Affluent Customer","N","Yes",12,"Tracie Ashdown"
2625,"Female",45,1972-03-16 00:00:00.000,"Research Assistant I","Manufacturing","Affluent Customer","N","Yes",8,"Kristal McRobbie"
2667,"Female",65,1958-07-17 00:00:00.000,"Product Engineer","Manufacturing","Affluent Customer","N","Yes",6,"Randene Brown"
2681,"Female",78,1974-09-15 00:00:00.000,"Programmer Analyst III","Manufacturing","Affluent Customer","N","Yes",18,"Liza LeEstut"
2699,"Male",93,1978-05-25 00:00:00.000,"Account Representative IV","Manufacturing","Affluent Customer","N","Yes",16,"Michal Woltering"
2702,"Female",34,1976-11-30 00:00:00.000,"Electrical Engineer","Manufacturing","Affluent Customer","N","Yes",11,"Saraann Gilliard"
2769,"Male",31,1978-09-10 00:00:00.000,"Product Engineer","Manufacturing","Affluent Customer","N","Yes",15,"Trevor Itschakov"
2820,"Male",44,1979-03-01 00:00:00.000,"Engineer I","Manufacturing","Affluent Customer","N","Yes",16,"Tristam Gutcher"
2825,"Female",28,1971-05-22 00:00:00.000,"Budget/Accounting Analyst IV","Manufacturing","Affluent Customer","N","Yes",19,"Tammara Twigley"
2892,"Male",59,1965-05-09 00:00:00.000,"Junior Executive","Manufacturing","Affluent Customer","N","Yes",7,"Paulie Wolffers"
2903,"Male",47,1977-09-20 00:00:00.000,"Operator","Manufacturing","Affluent Customer","N","Yes",9,"Avery Adamov"
2916,"Male",23,1969-08-03 00:00:00.000,"Product Engineer","Manufacturing","Affluent Customer","N","Yes",9,"Lauren Adolfson"
2922,"Male",34,1981-12-10 00:00:00.000,"Sales Associate","Manufacturing","Affluent Customer","N","Yes",10,"Wallache Tatlow"
2927,"Male",49,1960-09-08 00:00:00.000,"VP Sales","Manufacturing","Affluent Customer","N","Yes",14,"Yard Spellman"
2958,"Male",10,1975-11-23 00:00:00.000,"Health Coach II","Manufacturing","Affluent Customer","N","Yes",14,"Regan Botly"
3019,"Male",98,1986-02-02 00:00:00.000,"Community Outreach Specialist","Manufacturing","Affluent Customer","N","Yes",14,"Alonso Ceyssen"
3061,"Female",51,1991-03-18 00:00:00.000,"Office Assistant IV","Manufacturing","Affluent Customer","N","Yes",3,"Evie Bendtsen"
3089,"Male",27,2000-02-24 00:00:00.000,"Web Developer III","Manufacturing","Affluent Customer","N","Yes",2,"Wood Nathan"
3091,"Female",88,1995-08-13 00:00:00.000,"Payment Adjustment Coordinator","Manufacturing","Affluent Customer","N","Yes",3,"Guenevere Treffry"
3165,"Female",56,1975-05-18 00:00:00.000,"Business Systems Development Analyst","Manufacturing","Affluent Customer","N","Yes",10,"Vyky Coppen"
3184,"Female",2,1976-11-08 00:00:00.000,"Civil Engineer","Manufacturing","Affluent Customer","N","Yes",7,"Marlee Brundle"
3242,"Female",4,1958-03-07 00:00:00.000,"General Manager","Manufacturing","Affluent Customer","N","Yes",14,"Lib Schohier"
3299,"Female",27,1980-04-10 00:00:00.000,"Systems Administrator II","Manufacturing","Affluent Customer","N","Yes",12,"Sybille Ballsdon"
3358,"Male",30,1973-09-17 00:00:00.000,"Engineer I","Manufacturing","Affluent Customer","N","Yes",11,"Fairlie McGavin"
3387,"Female",19,1976-07-05 00:00:00.000,"General Manager","Manufacturing","Affluent Customer","N","Yes",15,"Shel Duke"
3424,"Female",39,1977-02-28 00:00:00.000,"Automation Specialist III","Manufacturing","Affluent Customer","N","Yes",11,"Vale Whittuck"
3461,"Male",28,1962-11-30 00:00:00.000,"Environmental Specialist","Manufacturing","Affluent Customer","N","Yes",17,"Nigel Izard"
3497,"Female",73,1986-05-03 00:00:00.000,"Administrative Assistant IV","Manufacturing","Affluent Customer","N","Yes",18,"Thia O'Day"
3534,"Female",92,1975-05-15 00:00:00.000,"Associate Professor","Manufacturing","Affluent Customer","N","Yes",3,"Kacie Stanbrooke"
3546,"Female",91,1983-09-29 00:00:00.000,"GIS Technical Architect","Manufacturing","Affluent Customer","N","Yes",9,"Hally Pollie"
3598,"Male",72,1994-12-17 00:00:00.000,"Computer Systems Analyst III","Manufacturing","Affluent Customer","N","Yes",5,"Penny McKirdy"
3623,"Male",56,1984-11-25 00:00:00.000,"Senior Quality Engineer","Manufacturing","Affluent Customer","N","Yes",15,"Oren Barwack"
3711,"Female",61,1961-05-04 00:00:00.000,"Associate Professor","Manufacturing","Affluent Customer","N","Yes",9,"Ellene Scinelli"
3750,"Male",78,1972-04-14 00:00:00.000,"Chemical Engineer","Manufacturing","Affluent Customer","N","Yes",6,"Yanaton Beacom"
3836,"Female",16,1995-01-25 00:00:00.000,"Electrical Engineer","Manufacturing","Affluent Customer","N","Yes",7,"Jolee Stearndale"
3969,"Female",93,1977-07-16 00:00:00.000,"Accountant II","Manufacturing","Affluent Customer","N","Yes",10,"Randee Penchen"
3992,"Male",99,1980-04-02 00:00:00.000,"Database Administrator IV","Manufacturing","Affluent Customer","N","Yes",18,"Germain Tireman"
101,"Male",83,1975-12-29 00:00:00.000,"Nurse Practicioner","Manufacturing","High Net Worth","N","No",11,"Goran Kwietek"
136,"Male",46,1973-05-26 00:00:00.000,"Senior Developer","Manufacturing","High Net Worth","N","Yes",7,"Mel Bennet"
179,"Male",23,1966-05-11 00:00:00.000,"Environmental Tech","Manufacturing","High Net Worth","N","Yes",6,"Esteban Sewill"
