Customer_ID,First_name,Last_name,Gender,Past_3_Years_Bike_Related_Purchases,DOB,Age,Job_title,Job_industry_category,Wealth_segment,Deceased_indicator,Owns_car,Tenure,Age_Group,Full_name
44,"Neron","Verick","Male",63,"18/10/1981",40,"Assistant Media Planner","Entertainment","Affluent Customer","N","Yes",17,"40-49","Neron Verick"
71,"Hoyt","Glavias","Male",30,"27/01/1985",37,"Research Associate","Argiculture","Affluent Customer","N","Yes",12,"30-39","Hoyt Glavias"
78,"Arch","Van der Kruis","Male",37,"12/03/1985",37,"Business Systems Development Analyst","Argiculture","Affluent Customer","N","No",8,"30-39","Arch Van der Kruis"
114,"Sunny","Swindells","Female",10,"23/10/1985",36,"Teacher","Entertainment","Affluent Customer","N","No",8,"30-39","Sunny Swindells"
134,"Merna","McCulloch","Female",34,"01/08/1997",24,"Legal Assistant","Telecommunications","Affluent Customer","N","Yes",5,"20-29","Merna McCulloch"
139,"Gar","","Male",1,"28/07/1964",57,"Operator","Telecommunications","Affluent Customer","N","No",4,"50-59","Gar "
180,"Trisha","Neasham","Female",16,"17/09/1971",50,"Web Designer III","Argiculture","Affluent Customer","N","No",14,"50-59","Trisha Neasham"
200,"Hube","Weald","Male",7,"04/02/1957",65,"Physical Therapy Assistant","Property","Affluent Customer","N","Yes",19,"60-69","Hube Weald"
202,"Audie","Pillinger","Female",38,"24/06/1963",58,"Librarian","Entertainment","Affluent Customer","N","Yes",16,"50-59","Audie Pillinger"
212,"Nanice","Ellse","Female",21,"19/11/2001",20,"Desktop Support Technician","IT","Affluent Customer","N","No",1,"20-29","Nanice Ellse"
242,"Taite","Droghan","Male",17,"20/03/1992",30,"Nurse","Property","Affluent Customer","N","No",8,"30-39","Taite Droghan"
343,"Nicole","Johananoff","Female",76,"14/08/1957",64,"Recruiter","Property","Affluent Customer","N","No",13,"60-69","Nicole Johananoff"
372,"Moina","Thumim","Female",19,"13/08/1987",34,"Graphic Designer","Property","Affluent Customer","N","Yes",4,"30-39","Moina Thumim"
389,"Dorene","Scrivner","Female",97,"27/04/1975",46,"Help Desk Operator","Entertainment","Affluent Customer","N","Yes",17,"40-49","Dorene Scrivner"
433,"Reinhard","Jubert","Male",94,"12/03/1964",58,"Statistician II","Property","Affluent Customer","N","No",15,"50-59","Reinhard Jubert"
446,"Marilee","Oosthout de Vree","Female",73,"02/07/1978",43,"Tax Accountant","IT","Affluent Customer","N","Yes",4,"40-49","Marilee Oosthout de Vree"
467,"Welbie","Rockliffe","Male",51,"02/01/1954",68,"Human Resources Assistant I","Property","Affluent Customer","N","No",15,"60-69","Welbie Rockliffe"
474,"Consolata","Clacson","Female",86,"15/01/1983",39,"Geologist IV","Entertainment","Affluent Customer","N","No",18,"30-39","Consolata Clacson"
491,"Andrea","Funcheon","Male",45,"20/02/1976",46,"Speech Pathologist","Property","Affluent Customer","N","Yes",19,"40-49","Andrea Funcheon"
553,"Charlean","Fantone","Female",62,"12/05/1979",42,"Senior Sales Associate","Argiculture","Affluent Customer","N","Yes",7,"40-49","Charlean Fantone"
591,"Sydney","Endacott","Male",16,"02/10/1974",47,"Business Systems Development Analyst","Entertainment","Affluent Customer","N","No",16,"40-49","Sydney Endacott"
596,"Sue","Chapelhow","Female",9,"20/10/1968",53,"Recruiter","Property","Affluent Customer","N","No",13,"50-59","Sue Chapelhow"
604,"Mella","Petrovsky","Female",72,"10/02/1998",24,"Help Desk Operator","IT","Affluent Customer","N","No",3,"20-29","Mella Petrovsky"
630,"D'arcy","Rowden","Male",90,"11/08/1986",35,"Statistician III","Property","Affluent Customer","N","Yes",17,"30-39","D'arcy Rowden"
663,"Massimo","Seymour","Male",27,"17/07/1997",24,"VP Sales","Property","Affluent Customer","N","Yes",3,"20-29","Massimo Seymour"
699,"Mirabella","Richter","Female",16,"04/08/1972",49,"Account Representative IV","IT","Affluent Customer","N","Yes",16,"40-49","Mirabella Richter"
768,"Alexia","Wolford","Female",5,"14/01/1974",48,"Web Developer IV","Argiculture","Affluent Customer","N","Yes",21,"40-49","Alexia Wolford"
911,"Marcellus","Shawcroft","Male",62,"13/10/1974",47,"Structural Analysis Engineer","Property","Affluent Customer","N","No",3,"40-49","Marcellus Shawcroft"
926,"Terrel","Matthisson","Male",18,"14/10/1965",56,"Professor","Telecommunications","Affluent Customer","N","No",10,"50-59","Terrel Matthisson"
943,"Holly","Gamett","Male",94,"17/09/1979",42,"Legal Assistant","Property","Affluent Customer","N","Yes",15,"40-49","Holly Gamett"
994,"Rhetta","Kupker","Female",62,"14/11/1977",44,"Librarian","Entertainment","Affluent Customer","N","Yes",5,"40-49","Rhetta Kupker"
1006,"Norbert","Gotcher","Male",15,"10/08/1977",44,"Quality Control Specialist","Telecommunications","Affluent Customer","N","Yes",19,"40-49","Norbert Gotcher"
1060,"Vanda","Boadby","Female",88,"23/11/1961",60,"Associate Professor","Argiculture","Affluent Customer","N","Yes",13,"60-69","Vanda Boadby"
1064,"Thornie","Andrusov","Male",3,"13/06/1977",44,"Librarian","Entertainment","Affluent Customer","N","Yes",8,"40-49","Thornie Andrusov"
1089,"Korney","Hess","Female",90,"17/09/1988",33,"Product Engineer","Property","Affluent Customer","N","No",12,"30-39","Korney Hess"
1090,"Lorettalorna","","Female",15,"15/07/1975",46,"Computer Systems Analyst II","Telecommunications","Affluent Customer","N","No",17,"40-49","Lorettalorna "
1125,"Raff","Everley","Male",25,"19/01/1990",32,"Software Test Engineer III","IT","Affluent Customer","N","No",9,"30-39","Raff Everley"
1160,"Trisha","Nisuis","Female",98,"08/04/1965",57,"Speech Pathologist","IT","Affluent Customer","N","No",10,"50-59","Trisha Nisuis"
1194,"Audry","Scurrey","Female",69,"25/03/1992",30,"Junior Executive","Telecommunications","Affluent Customer","N","No",3,"30-39","Audry Scurrey"
1212,"Cindy","Freeborn","Female",28,"24/10/1968",53,"Legal Assistant","Property","Affluent Customer","N","No",13,"50-59","Cindy Freeborn"
1216,"Frank","Vallerine","Female",15,"25/06/1959",62,"Software Test Engineer I","Telecommunications","Affluent Customer","N","Yes",10,"60-69","Frank Vallerine"
1227,"Carlina","Pencot","Female",63,"30/09/1989",32,"Software Engineer I","IT","Affluent Customer","N","Yes",12,"30-39","Carlina Pencot"
1232,"Stillmann","Wilfling","Male",83,"12/09/1959",62,"Help Desk Operator","Property","Affluent Customer","N","No",20,"60-69","Stillmann Wilfling"
1247,"Hildagarde","Eyrl","Female",15,"05/10/1960",61,"Geologist I","Entertainment","Affluent Customer","N","No",11,"60-69","Hildagarde Eyrl"
1257,"Prentiss","MacVicar","Male",40,"19/06/1972",49,"Assistant Professor","Property","Affluent Customer","N","Yes",9,"40-49","Prentiss MacVicar"
1267,"Leopold","Dainton","Male",39,"03/06/1979",42,"Safety Technician IV","Entertainment","Affluent Customer","N","Yes",19,"40-49","Leopold Dainton"
1282,"Garald","Pidler","Male",99,"15/11/1980",41,"Programmer Analyst III","Entertainment","Affluent Customer","N","Yes",14,"40-49","Garald Pidler"
1284,"Alexis","Aronov","Male",30,"28/01/1976",46,"Junior Executive","Entertainment","Affluent Customer","N","No",11,"40-49","Alexis Aronov"
1321,"Bree","Domenge","Female",29,"05/07/1994",27,"Editor","Argiculture","Affluent Customer","N","No",8,"20-29","Bree Domenge"
1327,"Sarita","Khosa","Female",57,"25/11/1995",26,"Director of Sales","Property","Affluent Customer","N","No",6,"20-29","Sarita Khosa"
1383,"Coriss","Casarino","Female",81,"29/10/1957",64,"Software Consultant","IT","Affluent Customer","N","No",8,"60-69","Coriss Casarino"
1418,"Valaria","Hugh","Female",80,"29/11/1976",45,"Senior Sales Associate","IT","Affluent Customer","N","Yes",21,"40-49","Valaria Hugh"
1435,"Derek","Podmore","Male",96,"27/04/1968",53,"Software Engineer II","Telecommunications","Affluent Customer","N","Yes",19,"50-59","Derek Podmore"
1445,"Bettine","Yoselevitch","Female",57,"29/03/1973",49,"Web Designer II","IT","Affluent Customer","N","No",18,"40-49","Bettine Yoselevitch"
1455,"Cleo","","Female",2,"26/07/1992",29,"Software Engineer I","Property","Affluent Customer","N","No",8,"20-29","Cleo "
1458,"Ashley","Behneke","Male",40,"22/10/1956",65,"Account Representative IV","Telecommunications","Affluent Customer","N","No",11,"60-69","Ashley Behneke"
1496,"Cordie","Disbrow","Female",22,"02/05/1998",23,"Human Resources Manager","IT","Affluent Customer","N","No",3,"20-29","Cordie Disbrow"
1504,"Coop","Corneck","Male",98,"03/01/1975",47,"Data Coordiator","Property","Affluent Customer","N","Yes",13,"40-49","Coop Corneck"
1516,"Ham","Pietrusiak","Male",6,"12/07/1967",54,"VP Sales","IT","Affluent Customer","N","No",19,"50-59","Ham Pietrusiak"
1517,"Murdoch","Twort","Male",90,"15/09/1987",34,"Operator","IT","Affluent Customer","N","No",12,"30-39","Murdoch Twort"
1518,"Dallon","Greatreax","Male",66,"02/01/1971",51,"Safety Technician IV","Property","Affluent Customer","N","No",18,"50-59","Dallon Greatreax"
1551,"Joell","Balfe","Female",37,"30/05/1975",46,"Computer Systems Analyst I","Entertainment","Affluent Customer","N","No",17,"40-49","Joell Balfe"
1587,"Kevan","Laminman","Male",17,"16/08/1986",35,"Software Test Engineer III","Entertainment","Affluent Customer","N","Yes",12,"30-39","Kevan Laminman"
1627,"Vladimir","Morphet","Male",44,"19/11/1961",60,"Librarian","Entertainment","Affluent Customer","N","No",16,"60-69","Vladimir Morphet"
1672,"Sharla","Creebo","Female",21,"27/04/1963",58,"Design Engineer","IT","Affluent Customer","N","Yes",9,"50-59","Sharla Creebo"
1716,"Lou","Yellep","Female",42,"30/01/1987",35,"Senior Developer","Telecommunications","Affluent Customer","N","No",5,"30-39","Lou Yellep"
1736,"Garrek","Rowbotham","Male",83,"10/05/1998",23,"Associate Professor","IT","Affluent Customer","N","No",4,"20-29","Garrek Rowbotham"
1737,"Benny","Jammet","Female",21,"06/09/1976",45,"Senior Developer","Property","Affluent Customer","N","Yes",13,"40-49","Benny Jammet"
1779,"Krishnah","Firmage","Male",55,"19/11/1996",25,"Information Systems Manager","Argiculture","Affluent Customer","N","No",5,"20-29","Krishnah Firmage"
1791,"Ninon","Van Der Hoog","Female",20,"25/12/1974",47,"Data Coordiator","IT","Affluent Customer","N","Yes",19,"40-49","Ninon Van Der Hoog"
1804,"Matelda","Kordas","Female",91,"28/03/1963",59,"Product Engineer","Property","Affluent Customer","N","No",4,"50-59","Matelda Kordas"
1820,"Yard","Teeney","Male",12,"02/04/1996",26,"Software Engineer II","IT","Affluent Customer","N","No",5,"20-29","Yard Teeney"
1841,"Nathanial","D'Ambrogi","Male",63,"22/10/1995",26,"Administrative Assistant III","Argiculture","Affluent Customer","N","No",2,"20-29","Nathanial D'Ambrogi"
1886,"Eugenie","Belcham","Female",35,"22/09/1978",43,"Nurse","IT","Affluent Customer","N","No",18,"40-49","Eugenie Belcham"
1887,"Kynthia","Purcer","Female",22,"22/06/1965",56,"Director of Sales","IT","Affluent Customer","N","Yes",8,"50-59","Kynthia Purcer"
1901,"Vail","Southernwood","Male",40,"22/08/1977",44,"Budget/Accounting Analyst I","Argiculture","Affluent Customer","N","No",8,"40-49","Vail Southernwood"
1909,"Drucill","Laurand","Female",32,"11/12/1984",37,"Research Assistant II","Argiculture","Affluent Customer","N","Yes",13,"30-39","Drucill Laurand"
1917,"Raquela","Schimpke","Female",7,"28/07/1973",48,"Senior Sales Associate","Argiculture","Affluent Customer","N","Yes",8,"40-49","Raquela Schimpke"
1932,"Sybila","Enefer","Female",98,"03/01/1977",45,"Librarian","Entertainment","Affluent Customer","N","Yes",3,"40-49","Sybila Enefer"
1947,"Gretta","Patrone","Female",66,"11/12/1963",58,"Geologist II","Telecommunications","Affluent Customer","N","Yes",18,"50-59","Gretta Patrone"
1957,"Gary","Eager","Male",1,"19/09/1977",44,"Accountant IV","Property","Affluent Customer","N","No",4,"40-49","Gary Eager"
1983,"Kimberlee","Soonhouse","Female",6,"10/03/1963",59,"Assistant Media Planner","Entertainment","Affluent Customer","N","Yes",18,"50-59","Kimberlee Soonhouse"
2020,"Portia","Proudlock","Female",50,"06/05/1971",50,"Biostatistician IV","Property","Affluent Customer","N","Yes",14,"50-59","Portia Proudlock"
2107,"Dre","Ferrillo","Female",2,"10/07/1992",29,"Biostatistician IV","IT","Affluent Customer","N","Yes",4,"20-29","Dre Ferrillo"
2111,"Ellis","Vokes","Male",98,"28/12/1973",48,"Speech Pathologist","Property","Affluent Customer","N","Yes",12,"40-49","Ellis Vokes"
2128,"Gregorius","Cockram","Male",31,"25/09/1976",45,"Data Coordiator","Property","Affluent Customer","N","Yes",16,"40-49","Gregorius Cockram"
2139,"Carolina","Brands","Female",87,"06/02/1982",40,"Accountant II","IT","Affluent Customer","N","Yes",7,"40-49","Carolina Brands"
2145,"Adrea","Quittonden","Female",44,"11/11/1959",62,"Librarian","Entertainment","Affluent Customer","N","Yes",19,"60-69","Adrea Quittonden"
2198,"Marijn","Arnoll","Male",1,"10/01/1998",24,"Editor","Property","Affluent Customer","N","Yes",1,"20-29","Marijn Arnoll"
2221,"Tye","Scottini","Male",80,"07/11/1995",26,"General Manager","Argiculture","Affluent Customer","N","No",7,"20-29","Tye Scottini"
2227,"Duff","Kemble","Male",45,"16/07/1976",45,"Systems Administrator I","Property","Affluent Customer","N","Yes",9,"40-49","Duff Kemble"
2329,"Donny","Stiven","Female",7,"19/12/1957",64,"Computer Systems Analyst II","IT","Affluent Customer","N","No",20,"60-69","Donny Stiven"
2339,"Damien","Haddeston","Male",3,"28/12/1958",63,"Web Designer II","Property","Affluent Customer","N","Yes",16,"60-69","Damien Haddeston"
2381,"Dulsea","Pladen","Female",91,"12/02/1973",49,"Programmer I","Argiculture","Affluent Customer","N","Yes",5,"40-49","Dulsea Pladen"
2451,"Upton","Orford","Male",33,"09/03/1973",49,"Editor","Argiculture","Affluent Customer","N","Yes",18,"40-49","Upton Orford"
2462,"Fletcher","Hutchens","Male",17,"05/07/1980",41,"Assistant Media Planner","Entertainment","Affluent Customer","N","No",21,"40-49","Fletcher Hutchens"
2487,"Elton","Piggford","Male",92,"13/01/1978",44,"Operator","IT","Affluent Customer","N","Yes",14,"40-49","Elton Piggford"
2495,"Gwenore","Suero","Female",89,"12/11/1953",68,"Assistant Professor","IT","Affluent Customer","N","No",17,"60-69","Gwenore Suero"
2497,"Gustav","Aaronsohn","Male",33,"05/04/1969",53,"Administrative Assistant IV","Property","Affluent Customer","N","No",12,"50-59","Gustav Aaronsohn"
2542,"Amanda","Leverington","Female",43,"11/03/1966",56,"Accounting Assistant I","Property","Affluent Customer","N","Yes",12,"50-59","Amanda Leverington"
2566,"Nani","Brilleman","Female",48,"29/10/1996",25,"Accountant II","Entertainment","Affluent Customer","N","Yes",6,"20-29","Nani Brilleman"
2626,"Gerome","Lawrenz","Male",42,"24/10/1998",23,"Account Coordinator","Property","Affluent Customer","N","Yes",4,"20-29","Gerome Lawrenz"
2628,"Giselbert","Gudyer","Male",29,"21/05/2001",20,"Assistant Media Planner","Entertainment","Affluent Customer","N","No",1,"20-29","Giselbert Gudyer"
2650,"Candice","Patriskson","Female",33,"20/08/1995",26,"Business Systems Development Analyst","IT","Affluent Customer","N","Yes",10,"20-29","Candice Patriskson"
2669,"Carrol","Jordin","Male",95,"18/02/1995",27,"Business Systems Development Analyst","Property","Affluent Customer","N","No",1,"20-29","Carrol Jordin"
2719,"Alleyn","Clear","Male",69,"24/08/1988",33,"Teacher","Telecommunications","Affluent Customer","N","Yes",6,"30-39","Alleyn Clear"
2725,"Sibylla","Langmuir","Female",20,"19/06/1965",56,"Senior Quality Engineer","Property","Affluent Customer","N","No",11,"50-59","Sibylla Langmuir"
2772,"Reynolds","Vreede","Male",15,"25/10/1954",67,"Quality Engineer","Property","Affluent Customer","N","Yes",13,"60-69","Reynolds Vreede"
2821,"Fairlie","Alasdair","Male",13,"23/01/1985",37,"Human Resources Assistant III","Property","Affluent Customer","N","No",11,"30-39","Fairlie Alasdair"
2824,"Lombard","Essame","Male",41,"11/06/1995",26,"Assistant Media Planner","Entertainment","Affluent Customer","N","No",7,"20-29","Lombard Essame"
2851,"Ulberto","Haking","Male",36,"17/12/1975",46,"Programmer IV","Entertainment","Affluent Customer","N","Yes",16,"40-49","Ulberto Haking"
2877,"Vaughan","Frank","Male",59,"01/11/1967",54,"Senior Sales Associate","Property","Affluent Customer","N","Yes",18,"50-59","Vaughan Frank"
2913,"Padraic","Bonnar","Male",44,"11/07/1955",66,"VP Quality Control","IT","Affluent Customer","N","Yes",14,"60-69","Padraic Bonnar"
2938,"Richardo","Cocher","Male",79,"21/02/2000",22,"Assistant Manager","Argiculture","Affluent Customer","N","No",2,"20-29","Richardo Cocher"
3005,"Rafaellle","Tantrum","Male",36,"05/01/1969",53,"Human Resources Manager","Property","Affluent Customer","N","Yes",8,"50-59","Rafaellle Tantrum"
3036,"Windy","Orehead","Female",24,"17/04/1977",45,"Business Systems Development Analyst","Property","Affluent Customer","N","Yes",11,"40-49","Windy Orehead"
3073,"Hernando","Farnham","Male",16,"12/04/1967",55,"Nurse","Telecommunications","Affluent Customer","N","No",17,"50-59","Hernando Farnham"
3102,"Paquito","Maitland","Male",37,"04/06/1990",31,"Assistant Manager","Property","Affluent Customer","N","No",2,"30-39","Paquito Maitland"
3110,"Fabien","Iacapucci","Male",14,"11/02/1994",28,"Community Outreach Specialist","IT","Affluent Customer","N","Yes",8,"20-29","Fabien Iacapucci"
3155,"Tiphani","Fritz","Female",88,"25/12/1976",45,"Office Assistant I","IT","Affluent Customer","N","Yes",21,"40-49","Tiphani Fritz"
3163,"Irvine","Mc Mechan","Male",38,"01/06/1968",53,"Environmental Specialist","Argiculture","Affluent Customer","N","No",19,"50-59","Irvine Mc Mechan"
3179,"Jarid","Redwood","Male",87,"04/11/1979",42,"Assistant Media Planner","Entertainment","Affluent Customer","N","Yes",17,"40-49","Jarid Redwood"
3235,"Leif","Woolfall","Male",88,"15/05/1965",56,"Business Systems Development Analyst","Property","Affluent Customer","N","Yes",12,"50-59","Leif Woolfall"
3303,"Ced","Cuell","Male",51,"02/02/1967",55,"Structural Engineer","Telecommunications","Affluent Customer","N","Yes",11,"50-59","Ced Cuell"
3310,"Bethany","Jarrell","Female",83,"29/10/1961",60,"VP Marketing","Property","Affluent Customer","N","Yes",12,"60-69","Bethany Jarrell"
3349,"Byram","Lamberts","Male",11,"22/01/1981",41,"Director of Sales","Argiculture","Affluent Customer","N","No",9,"40-49","Byram Lamberts"
3404,"Thomasine","McCloch","Female",2,"01/08/1973",48,"GIS Technical Architect","Property","Affluent Customer","N","No",22,"40-49","Thomasine McCloch"
3431,"York","Calbreath","Male",97,"10/08/1996",25,"Community Outreach Specialist","Property","Affluent Customer","N","No",5,"20-29","York Calbreath"
3575,"Kandace","Desesquelle","Female",82,"06/11/1973",48,"Administrative Assistant I","IT","Affluent Customer","N","Yes",13,"40-49","Kandace Desesquelle"
3597,"Giorgi","","Male",71,"16/06/1954",67,"Analog Circuit Design manager","Property","Affluent Customer","N","Yes",16,"60-69","Giorgi "
3630,"Jeni","Heymes","Female",16,"15/11/1978",43,"Tax Accountant","Property","Affluent Customer","N","Yes",8,"40-49","Jeni Heymes"
3675,"Samuele","Heller","Male",88,"17/12/1999",22,"Analog Circuit Design manager","Property","Affluent Customer","N","Yes",1,"20-29","Samuele Heller"
3688,"Fritz","Le Merchant","Male",87,"27/04/1994",27,"General Manager","IT","Affluent Customer","N","Yes",5,"20-29","Fritz Le Merchant"
3695,"Lem","Clamp","Male",33,"27/02/1978",44,"Account Coordinator","Entertainment","Affluent Customer","N","Yes",3,"40-49","Lem Clamp"
3703,"Kelvin","Oldford","Male",37,"18/06/1973",48,"Teacher","Property","Affluent Customer","N","No",9,"40-49","Kelvin Oldford"
3706,"Darby","Jellett","Male",20,"03/04/1966",56,"Assistant Professor","Argiculture","Affluent Customer","N","Yes",10,"50-59","Darby Jellett"
3728,"Chanda","Garmons","Female",27,"01/09/1986",35,"Technical Writer","Property","Affluent Customer","N","Yes",21,"30-39","Chanda Garmons"
3752,"Peta","Nunes Nabarro","Female",67,"15/09/1961",60,"Administrative Assistant I","Argiculture","Affluent Customer","N","Yes",16,"60-69","Peta Nunes Nabarro"
3805,"Margaret","McSperrin","Female",52,"16/08/1977",44,"Software Test Engineer II","Property","Affluent Customer","N","No",4,"40-49","Margaret McSperrin"
3831,"Kory","Mabson","Male",10,"09/06/1971",50,"Librarian","Entertainment","Affluent Customer","N","Yes",6,"50-59","Kory Mabson"
3856,"Shane","Haseldine","Female",74,"24/04/1992",30,"Accounting Assistant III","Property","Affluent Customer","N","No",7,"30-39","Shane Haseldine"
3894,"Burgess","Diaper","Male",70,"02/02/1982",40,"Health Coach II","IT","Affluent Customer","N","No",10,"40-49","Burgess Diaper"
3895,"Reginald","Struys","Male",18,"06/09/1994",27,"Business Systems Development Analyst","IT","Affluent Customer","N","Yes",2,"20-29","Reginald Struys"
3914,"Izabel","Roelofs","Female",79,"21/05/1988",33,"Assistant Manager","Entertainment","Affluent Customer","N","Yes",22,"30-39","Izabel Roelofs"
3944,"Urbain","Sinnock","Male",28,"04/05/1973",48,"Engineer III","IT","Affluent Customer","N","No",3,"40-49","Urbain Sinnock"
3975,"Dianemarie","Kidgell","Female",2,"11/08/1971",50,"Administrative Assistant I","Entertainment","Affluent Customer","N","No",18,"50-59","Dianemarie Kidgell"
3984,"Thadeus","Buxsey","Male",74,"16/02/1960",62,"Librarian","Entertainment","Affluent Customer","N","No",10,"60-69","Thadeus Buxsey"
3989,"Nicolas","Burdass","Male",75,"23/06/1999",22,"Environmental Specialist","Argiculture","Affluent Customer","N","Yes",1,"20-29","Nicolas Burdass"
164,"Aarika","Van Vuuren","Female",55,"07/08/1999",22,"Senior Editor","Retail","Affluent Customer","N","Yes",1,"20-29","Aarika Van Vuuren"
183,"Dannie","Hissie","Female",7,"05/08/1997",24,"Geologist III","Retail","Affluent Customer","N","No",3,"20-29","Dannie Hissie"
266,"Lelia","Garatty","Female",69,"19/07/1989",32,"Account Executive","Retail","Affluent Customer","N","No",18,"30-39","Lelia Garatty"
318,"Libbie","Castelin","Female",21,"19/05/1969",52,"Programmer III","Retail","Affluent Customer","N","Yes",18,"50-59","Libbie Castelin"
402,"Berne","Donegan","Male",9,"03/06/1977",44,"Desktop Support Technician","Retail","Affluent Customer","N","No",22,"40-49","Berne Donegan"
483,"Bertrand","Penkethman","Male",35,"02/05/1973",48,"Sales Representative","Retail","Affluent Customer","N","No",9,"40-49","Bertrand Penkethman"
500,"Lazar","Crathern","Male",19,"11/04/1992",30,"Recruiting Manager","Retail","Affluent Customer","N","Yes",10,"30-39","Lazar Crathern"
529,"Sandor","Tumber","Male",18,"21/07/1989",32,"Operator","Retail","Affluent Customer","N","Yes",10,"30-39","Sandor Tumber"
543,"Mikey","Rizzetti","Male",9,"03/08/1973",48,"Account Coordinator","Retail","Affluent Customer","N","Yes",17,"40-49","Mikey Rizzetti"
670,"Janifer","Pountain","Female",75,"09/11/1992",29,"Business Systems Development Analyst","Retail","Affluent Customer","N","No",8,"20-29","Janifer Pountain"
720,"Darrel","Canet","Male",67,"23/10/1931",90,"Recruiting Manager","Retail","Affluent Customer","N","No",6,"80+","Darrel Canet"
734,"Leicester","Fynes","Male",34,"06/07/1980",41,"Programmer III","Retail","Affluent Customer","N","No",11,"40-49","Leicester Fynes"
750,"Izaak","Gisborne","Male",42,"08/04/1995",27,"Analyst Programmer","Retail","Affluent Customer","N","Yes",7,"20-29","Izaak Gisborne"
783,"Rudd","Strangeways","Male",6,"25/07/1985",36,"Information Systems Manager","Retail","Affluent Customer","N","No",14,"30-39","Rudd Strangeways"
889,"Ezequiel","Coggeshall","Male",46,"19/02/1967",55,"Sales Representative","Retail","Affluent Customer","N","Yes",10,"50-59","Ezequiel Coggeshall"
1035,"Kara-lynn","Doddridge","Female",77,"02/11/1976",45,"Operator","Retail","Affluent Customer","N","Yes",5,"40-49","Kara-lynn Doddridge"
1058,"Gretel","Gionettitti","Female",37,"24/10/1987",34,"Research Assistant IV","Retail","Affluent Customer","N","Yes",4,"30-39","Gretel Gionettitti"
1084,"Serena","Jagson","Female",54,"18/05/1994",27,"Accounting Assistant I","Retail","Affluent Customer","N","No",8,"20-29","Serena Jagson"
1120,"Jacquelyn","Rowlinson","Female",87,"31/08/1980",41,"Web Developer IV","Retail","Affluent Customer","N","No",12,"40-49","Jacquelyn Rowlinson"
1366,"Zacharia","Rigler","Male",10,"30/06/1974",47,"Computer Systems Analyst IV","Retail","Affluent Customer","N","No",22,"40-49","Zacharia Rigler"
1475,"Aristotle","Jess","Male",41,"21/07/1985",36,"Recruiting Manager","Retail","Affluent Customer","N","Yes",7,"30-39","Aristotle Jess"
1554,"Land","Aarons","Male",83,"12/08/1994",27,"Assistant Manager","Retail","Affluent Customer","N","No",3,"20-29","Land Aarons"
1597,"Jeffry","Slowly","Male",93,"01/02/1977",45,"Nurse Practicioner","Retail","Affluent Customer","N","No",14,"40-49","Jeffry Slowly"
1660,"Justinian","Jekyll","Male",85,"16/03/1980",42,"Internal Auditor","Retail","Affluent Customer","N","No",15,"40-49","Justinian Jekyll"
1777,"Lucinda","Jerok","Female",47,"02/05/1994",27,"Sales Representative","Retail","Affluent Customer","N","No",1,"20-29","Lucinda Jerok"
1814,"Shawn","Platfoot","Female",33,"18/08/1988",33,"Web Designer IV","Retail","Affluent Customer","N","No",17,"30-39","Shawn Platfoot"
1827,"Stormie","Smyth","Female",92,"15/01/1978",44,"Sales Representative","Retail","Affluent Customer","N","Yes",18,"40-49","Stormie Smyth"
1889,"Dare","","Male",98,"07/07/1973",48,"Quality Control Specialist","Retail","Affluent Customer","N","No",11,"40-49","Dare "
2016,"Laraine","Merioth","Female",89,"19/11/1998",23,"Executive Secretary","Retail","Affluent Customer","N","Yes",1,"20-29","Laraine Merioth"
2028,"Cathy","Parmley","Female",25,"10/12/1976",45,"Director of Sales","Retail","Affluent Customer","N","Yes",18,"40-49","Cathy Parmley"
2040,"Gal","Scardafield","Male",25,"05/09/1969",52,"VP Sales","Retail","Affluent Customer","N","Yes",12,"50-59","Gal Scardafield"
2270,"Augustus","Edleston","Male",50,"28/09/1966",55,"Information Systems Manager","Retail","Affluent Customer","N","No",9,"50-59","Augustus Edleston"
2296,"Nathalia","Sanger","Female",16,"01/01/2002",20,"Geologist IV","Retail","Affluent Customer","N","No",1,"20-29","Nathalia Sanger"
2345,"Arden","Godard","Female",50,"15/07/1986",35,"Systems Administrator I","Retail","Affluent Customer","N","Yes",3,"30-39","Arden Godard"
2351,"Felicity","Beirne","Female",35,"15/03/1992",30,"Assistant Professor","Retail","Affluent Customer","N","Yes",10,"30-39","Felicity Beirne"
2375,"Alika","Milbourne","Female",21,"17/03/1987",35,"Sales Representative","Retail","Affluent Customer","N","No",8,"30-39","Alika Milbourne"
2396,"Elmira","Wildblood","Female",40,"02/08/1973",48,"Recruiter","Retail","Affluent Customer","N","Yes",7,"40-49","Elmira Wildblood"
2397,"Cassius","Birchenough","Male",33,"10/06/1985",36,"Analyst Programmer","Retail","Affluent Customer","N","Yes",4,"30-39","Cassius Birchenough"
2445,"Johnnie","Prujean","Male",46,"11/03/1976",46,"Quality Control Specialist","Retail","Affluent Customer","N","No",18,"40-49","Johnnie Prujean"
2450,"Jayson","Breheny","Male",64,"21/06/1974",47,"Structural Engineer","Retail","Affluent Customer","N","Yes",7,"40-49","Jayson Breheny"
2520,"Gabie","Skett","Male",71,"27/05/1974",47,"Accountant III","Retail","Affluent Customer","N","Yes",10,"40-49","Gabie Skett"
2612,"Bran","Sauven","Male",33,"30/04/1969",52,"Statistician I","Retail","Affluent Customer","N","No",18,"50-59","Bran Sauven"
