Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Postal Code,City,State,Country,Region,Market,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,Delivery Days,Year
2491,MX-2012-CK1276082-41165,2012-09-13 00:00:00.000,2012-09-13 00:00:00.000,Same Day,CK-1276082,Cyma Kinney,Corporate,,Guasave,Sinaloa,Mexico,Central America,LATAM,FUR-FU-6270,Furniture,Furnishings,"Tenex Photo Frame, Durable",39.096,2,0.4,-3.264000000000004,13.784,Critical,0,2012
29894,IN-2013-JP1546059-41555,2013-10-08 00:00:00.000,2013-10-12 00:00:00.000,Standard Class,JP-1546059,Jennifer Patt,Corporate,,Bandung,Jawa Barat,Indonesia,Southeastern Asia,Asia Pacific,OFF-FA-3022,Office Supplies,Fasteners,"Advantus Clamps, Metal",10.287300000000002,1,0.47,-4.082700000000002,1.76,Medium,4,2013
36746,US-2012-TA21385140-41163,2012-09-11 00:00:00.000,2012-09-18 00:00:00.000,Standard Class,TA-213851402,Tom Ashbrook,Home Office,66062.0,Olathe,Kansas,United States,Central US,USCA,TEC-AC-5855,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,57.400000000000006,5,0.0,10.905999999999992,3.84,Medium,7,2012
43826,EG-2013-LC693038-41559,2013-10-12 00:00:00.000,2013-10-14 00:00:00.000,Second Class,LC-693038,Linda Cazamias,Corporate,,Alexandria,Al Iskandariyah,Egypt,North Africa,Africa,TEC-AC-5134,Technology,Accessories,"Logitech Router, Bluetooth",1978.56,8,0.0,158.16,82.73,Medium,2,2013
46900,TU-2012-JS5940134-41023,2012-04-24 00:00:00.000,2012-04-26 00:00:00.000,First Class,JS-5940134,Joni Sundaresam,Home Office,,Esenyurt,Istanbul,Turkey,Western Asia,Asia Pacific,OFF-ST-4055,Office Supplies,Storage,"Eldon File Cart, Blue",50.784000000000006,1,0.6,-73.65600000000002,16.21,Critical,2,2012
9843,US-2012-EB1397555-41273,2012-12-30 00:00:00.000,2013-01-03 00:00:00.000,Standard Class,EB-1397555,Erica Bern,Corporate,,Tegucigalpa,Francisco Morazán,Honduras,Central America,LATAM,FUR-BO-5967,Furniture,Bookcases,"Sauder Library with Doors, Mobile",468.18,3,0.4,-124.85999999999996,6.1,Medium,4,2012
20903,IN-2012-PB192107-41158,2012-09-06 00:00:00.000,2012-09-08 00:00:00.000,First Class,PB-192107,Phillip Breyer,Corporate,,Geelong,Victoria,Australia,Oceania,Asia Pacific,OFF-BI-3257,Office Supplies,Binders,"Avery Binding Machine, Economy",131.868,3,0.1,5.778,26.95,High,2,2012
5536,US-2014-RP192705-41853,2014-08-02 00:00:00.000,2014-08-06 00:00:00.000,Standard Class,RP-192705,Rachel Payne,Corporate,,Buenos Aires,Buenos Aires,Argentina,South America,LATAM,OFF-PA-4176,Office Supplies,Paper,"Enermax Note Cards, Multicolor",65.28,5,0.4,-17.42000000000001,9.839,High,4,2014
49509,MO-2015-NK849086-42163,2015-06-08 00:00:00.000,2015-06-15 00:00:00.000,Standard Class,NK-849086,Neil Knudson,Home Office,,Casablanca,Grand Casablanca,Morocco,North Africa,Africa,OFF-BI-3293,Office Supplies,Binders,"Avery Index Tab, Clear",6.33,1,0.0,0.24,1.6,Low,7,2015
41117,CA-2013-AG10495140-41433,2013-06-08 00:00:00.000,2013-06-12 00:00:00.000,Standard Class,AG-104951408,Andrew Gjertsen,Corporate,33710.0,Saint Petersburg,Florida,United States,Southern US,USCA,OFF-PA-6519,Office Supplies,Paper,Xerox 1963,42.24,10,0.2,13.199999999999998,2.87,Medium,4,2013
26293,ID-2012-MZ1751559-40969,2012-03-01 00:00:00.000,2012-03-01 00:00:00.000,Same Day,MZ-1751559,Mary Zewe,Corporate,,Bekasi,Jawa Barat,Indonesia,Southeastern Asia,Asia Pacific,TEC-CO-3708,Technology,Copiers,"Canon Wireless Fax, Digital",1055.457,3,0.07,-34.08300000000001,27.16,Medium,0,2012
50232,IR-2015-JH618060-42196,2015-07-11 00:00:00.000,2015-07-15 00:00:00.000,Standard Class,JH-618060,Justin Hirsh,Consumer,,Kermanshah,Kermanshah,Iran,Southern Asia,Asia Pacific,OFF-BI-6403,Office Supplies,Binders,"Wilson Jones Index Tab, Durable",15.9,2,0.0,0.3,1.36,High,4,2015
38303,CA-2012-SP20860140-41257,2012-12-14 00:00:00.000,2012-12-20 00:00:00.000,Standard Class,SP-208601402,Sung Pak,Corporate,60623.0,Chicago,Illinois,United States,Central US,USCA,FUR-FU-3884,Furniture,Furnishings,Dana Swing-Arm Lamps,8.544,2,0.6,-7.475999999999998,1.8,Medium,6,2012
33871,CA-2012-RA19885140-41234,2012-11-21 00:00:00.000,2012-11-26 00:00:00.000,Standard Class,RA-198851408,Ruben Ausman,Corporate,31907.0,Columbus,Georgia,United States,Southern US,USCA,OFF-EN-4238,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,16.23,3,0.0,7.9527,2.58,High,5,2012
12886,ES-2014-BS1159045-41733,2014-04-04 00:00:00.000,2014-04-07 00:00:00.000,First Class,BS-1159045,Brendan Sweed,Corporate,,Thionville,Alsace-Champagne-Ardenne-Lorraine,France,Western Europe,Europe,OFF-PA-6623,Office Supplies,Paper,"Xerox Parchment Paper, Premium",39.78,3,0.0,12.689999999999998,13.66,Critical,3,2014
29164,IN-2015-AS1028527-42231,2015-08-15 00:00:00.000,2015-08-19 00:00:00.000,Standard Class,AS-1028527,Alejandro Savely,Corporate,,Guangzhou,Guangdong,China,Eastern Asia,Asia Pacific,TEC-PH-3145,Technology,Phones,"Apple Signal Booster, VoIP",957.18,7,0.0,191.31,55.35,Medium,4,2015
25066,IN-2012-LP17080144-41141,2012-08-20 00:00:00.000,2012-08-25 00:00:00.000,Standard Class,LP-17080144,Liz Pelletier,Consumer,,Ho Chi Minh City,Ho Chí Minh City,Vietnam,Southeastern Asia,Asia Pacific,FUR-CH-4524,Furniture,Chairs,"Harbour Creations Chairmat, Red",210.24000000000004,4,0.27,57.599999999999966,13.79,Medium,5,2012
4173,US-2012-PC1874536-41181,2012-09-29 00:00:00.000,2012-10-03 00:00:00.000,Second Class,PC-1874536,Pamela Coakley,Corporate,,San Pedro de Macorís,San Pedro de Macorís,Dominican Republic,Caribbean,LATAM,OFF-AP-4505,Office Supplies,Appliances,"Hamilton Beach Stove, Black",577.8880000000001,2,0.2,-93.912,81.806,Medium,4,2012
27122,IN-2014-KD1661527-41863,2014-08-12 00:00:00.000,2014-08-16 00:00:00.000,Standard Class,KD-1661527,Ken Dana,Corporate,,Rizhao,Shandong,China,Eastern Asia,Asia Pacific,OFF-FA-6185,Office Supplies,Fasteners,"Stockwell Clamps, Assorted Sizes",114.03,7,0.0,30.66,7.17,Medium,4,2014
1698,MX-2012-KH1669093-41199,2012-10-17 00:00:00.000,2012-10-22 00:00:00.000,Standard Class,KH-1669093,Kristen Hastings,Corporate,,León,León,Nicaragua,Central America,LATAM,OFF-ST-4056,Office Supplies,Storage,"Eldon File Cart, Industrial",682.08,8,0.0,224.96,48.004000000000005,Medium,5,2012
38596,CA-2012-JK15730140-41230,2012-11-17 00:00:00.000,2012-11-20 00:00:00.000,First Class,JK-157301402,Joe Kamberova,Consumer,60016.0,Des Plaines,Illinois,United States,Central US,USCA,FUR-FU-3884,Furniture,Furnishings,Dana Swing-Arm Lamps,8.544,2,0.6,-7.475999999999998,1.17,Medium,3,2012
