Customer ID,Title,First Name,Middle Name,Last Name,Suffix,Company Name,Email Address,Phone,Sales Rep,Index
30037,"Mr.","Jim","","Stewart","","Famous Bike Shop","jim5@adventure-works.com","226-555-0110","Garrett","797"
30047,"Mr.","Michael","","Sullivan","","Valley Bicycle Distributors","michael24@adventure-works.com","323-555-0113","Shu","804"
30050,"Mr.","Krishna","","Sunkammurali","","Metropolitan Bicycle Supply","krishna1@adventure-works.com","1 (11) 500 555-0177","Jae","806"
30051,"Mr.","Brad","","Sutton","","Honest Repair Service","brad0@adventure-works.com","688-555-0115","Pamela","807"
30094,"Mr.","Sairaj","","Uddin","","Quantity Discounts","sairaj1@adventure-works.com","767-555-0193","Linda","829"
30095,"Mr.","Sunil","","Uppal","","Swift Cycles","sunil0@adventure-works.com","184-555-0187","Jillian","830"
30102,"Mr.","Roger","","Van Houten","","Sports Store","roger2@adventure-works.com","1 (11) 500 555-0110","Jae","833"
30106,"Mr.","Michael","","Vanderhyde","","Solid Bike Parts","michael25@adventure-works.com","918-555-0141","Jillian","836"
30120,"Mr.","John","","Doe","","Adventure Works","john23@adventureworks.com","695-555-0158","Jillian","849"
11,"Ms.","Katherine","","Harding","","Sharp Bikes","katherine0@adventure-works.com","926-555-0159","José","9"
43,"Ms.","Elsa","","Leavitt","","Frugal Bike Shop","elsa0@adventure-works.com","482-555-0174","Shu","30"
52,"Ms.","Rebecca","","Laszlo","","Instruments and Parts Company","rebecca2@adventure-works.com","1 (11) 500 555-0155","Jae","34"
75,"Ms.","Aidan","","Delaney","","Paint Supply","aidan0@adventure-works.com","358-555-0188","Jillian","48"
102,"Ms.","Linda","","Leste","","National Manufacturing","linda7@adventure-works.com","493-555-0134","Garrett","66"
124,"Ms.","Yuhong","","Li","","Nearby Sporting Goods","yuhong1@adventure-works.com","1 (11) 500 555-0176","Jae","78"
138,"Ms.","Jane","","Clayton","","South Bike Company","jane1@adventure-works.com","206-555-0195","Garrett","88"
147,"Ms.","Alice","","Clark","","Local Hardware Factory","alice1@adventure-works.com","221-555-0141","Jillian","92"
169,"Ms.","Brenda","","Diaz","","Downtown Hotel","brenda2@adventure-works.com","147-555-0192","Shu","107"
172,"Ms.","Gabriele","","Dickmann","","Certified Sports Supply","gabriele0@adventure-works.com","835-555-0116","José","108"
196,"Ms.","Jolie","","Lenehan","","Exhibition Showroom","jolie0@adventure-works.com","1 (11) 500 555-0126","Jae","123"
203,"Ms.","Jean","","Jordan","","Separate Parts Corporation","jean3@adventure-works.com","207-555-0129","Shu","130"
223,"Ms.","Joyce","","Jarvis","","Paints and Solvents Company","joyce0@adventure-works.com","458-555-0179","Shu","143"
235,"Ms.","Mary","","Alexander","","Certified Bicycle Supply","mary7@adventure-works.com","344-555-0133","Pamela","148"
262,"Ms.","Beth","","Inghram","","General Industries","beth0@adventure-works.com","718-555-0152","José","166"
304,"Ms.","Linda","","Mitchell","","Essential Bike Works","linda9@adventure-works.com","1 (11) 500 555-0182","Jae","193"
318,"Ms.","Ann","","Beebe","","First-Rate Outlet","ann0@adventure-works.com","277-555-0169","Garrett","204"
361,"Ms.","Karan","","Khanna","","Fitness Supplies","karan1@adventure-works.com","390-555-0150","Pamela","230"
366,"Ms.","Teresa","","Atkinson","","Extended Bike Sales","teresa0@adventure-works.com","129-555-0110","Linda","235"
370,"Ms.","Elizabeth","","Keyser","","Acceptable Sales & Service","elizabeth2@adventure-works.com","656-555-0173","José","237"
380,"Ms.","Eva","","Corets","","First Department Stores","eva0@adventure-works.com","542-555-0164","David","243"
381,"Ms.","Julie","","Taft-Rider","","Bicycle Lines Distributors","julie1@adventure-works.com","145-555-0194","Jillian","244"
394,"Ms.","Bonnie","","Kearney","","Little Sports Center","bonnie1@adventure-works.com","1 (11) 500 555-0116","Jae","252"
416,"Ms.","Angela","","Barbariol","","Impromptu Trips","angela1@adventure-works.com","134-555-0182","David","266"
454,"Ms.","Gail","","Erickson","","Sleek Bikes","gail1@adventure-works.com","834-555-0132","Jillian","291"
479,"Ms.","Lori","","Kane","","General Supplies","lori2@adventure-works.com","765-555-0141","José","308"
498,"Ms.","Kelly","","Focht","","Quick Delivery Service","kelly0@adventure-works.com","272-555-0123","Garrett","320"
527,"Ms.","Diane","","Tibbott","","Fun Times Club","diane5@adventure-works.com","847-555-0184","Shu","336"
533,"Ms.","Yuping","","Tian","","Tenth Bike Store","yuping0@adventure-works.com","744-555-0123","José","340"
550,"Ms.","Raquel","","Mello","","Remote Bicycle Specialists","raquel0@adventure-works.com","723-555-0124","José","350"
559,"Ms.","Nkenge","","McLin","","Some Discount Store","nkenge0@adventure-works.com","158-555-0123","Pamela","354"
562,"Ms.","Yvonne","","McKay","","Practical Bike Supply Company","yvonne1@adventure-works.com","623-555-0144","Jillian","357"
564,"Ms.","Michelle","","Alexander","","Imported and Domestic Cycles","michelle0@adventure-works.com","115-555-0175","Linda","359"
578,"Ms.","Carolyn","","Farino","","The Bike Shop","carolyn0@adventure-works.com","957-555-0125","David","366"
579,"Ms.","Kim","","Abercrombie","","Riders Company","kim2@adventure-works.com","334-555-0137","Jillian","367"
596,"Ms.","Kathie","","Flood","","Coho Sports","kathie1@adventure-works.com","627-555-0192","David","377"
606,"Ms.","Helge","","Hoeing","","Little Bicycle Supply Shop","helge0@adventure-works.com","850-555-0198","Jillian","385"
617,"Ms.","Arlene","","Huff","","Tubeless Tire Company","arlene0@adventure-works.com","1 (11) 500 555-0146","Jae","391"
669,"Ms.","Patricia","","Doyle","","Racing Bike Outlet","patricia0@adventure-works.com","899-555-0134","David","421"
683,"Ms.","Linda","","Martin","","Oils and Fluids Warehouse","linda8@adventure-works.com","1 (11) 500 555-0137","Jae","430"
29486,"Ms.","Kim","","Abercrombie","","Riders Company","kim2@adventure-works.com","334-555-0137","Jillian","442"
29505,"Ms.","Michelle","","Alexander","","Imported and Domestic Cycles","michelle0@adventure-works.com","115-555-0175","Linda","452"
29525,"Ms.","Teresa","","Atkinson","","Extended Bike Sales","teresa0@adventure-works.com","129-555-0110","Linda","463"
29548,"Ms.","Ann","","Beebe","","First-Rate Outlet","ann0@adventure-works.com","277-555-0169","Garrett","477"
29663,"Ms.","Alice","","Clark","","Local Hardware Factory","alice1@adventure-works.com","221-555-0141","Jillian","551"
29666,"Ms.","Jane","","Clayton","","South Bike Company","jane1@adventure-works.com","206-555-0195","Garrett","552"
29683,"Ms.","Eva","","Corets","","First Department Stores","eva0@adventure-works.com","542-555-0164","David","560"
29702,"Ms.","Aidan","","Delaney","","Paint Supply","aidan0@adventure-works.com","358-555-0188","Jillian","571"
29710,"Ms.","Brenda","","Diaz","","Downtown Hotel","brenda2@adventure-works.com","147-555-0192","Shu","576"
29711,"Ms.","Gabriele","","Dickmann","","Certified Sports Supply","gabriele0@adventure-works.com","835-555-0116","José","577"
29719,"Ms.","Patricia","","Doyle","","Racing Bike Outlet","patricia0@adventure-works.com","899-555-0134","David","582"
29738,"Ms.","Gail","","Erickson","","Sleek Bikes","gail1@adventure-works.com","834-555-0132","Jillian","593"
29747,"Ms.","Carolyn","","Farino","","The Bike Shop","carolyn0@adventure-works.com","957-555-0125","David","600"
29753,"Ms.","Kathie","","Flood","","Coho Sports","kathie1@adventure-works.com","627-555-0192","David","603"
29755,"Ms.","Kelly","","Focht","","Quick Delivery Service","kelly0@adventure-works.com","272-555-0123","Garrett","604"
29813,"Ms.","Katherine","","Harding","","Sharp Bikes","katherine0@adventure-works.com","926-555-0159","José","644"
29848,"Ms.","Helge","","Hoeing","","Little Bicycle Supply Shop","helge0@adventure-works.com","850-555-0198","Jillian","662"
29860,"Ms.","Arlene","","Huff","","Tubeless Tire Company","arlene0@adventure-works.com","1 (11) 500 555-0146","Jae","672"
29864,"Ms.","Beth","","Inghram","","General Industries","beth0@adventure-works.com","718-555-0152","José","676"
29873,"Ms.","Mary","","Alexander","","Certified Bicycle Supply","mary7@adventure-works.com","344-555-0133","Pamela","684"
29877,"Ms.","Joyce","","Jarvis","","Paints and Solvents Company","joyce0@adventure-works.com","458-555-0179","Shu","687"
29889,"Ms.","Jean","","Jordan","","Separate Parts Corporation","jean3@adventure-works.com","207-555-0129","Shu","693"
29895,"Ms.","Lori","","Kane","","General Supplies","lori2@adventure-works.com","765-555-0141","José","698"
29905,"Ms.","Elizabeth","","Keyser","","Acceptable Sales & Service","elizabeth2@adventure-works.com","656-555-0173","José","706"
29907,"Ms.","Karan","","Khanna","","Fitness Supplies","karan1@adventure-works.com","390-555-0150","Pamela","708"
29932,"Ms.","Rebecca","","Laszlo","","Instruments and Parts Company","rebecca2@adventure-works.com","1 (11) 500 555-0155","Jae","727"
29935,"Ms.","Elsa","","Leavitt","","Frugal Bike Shop","elsa0@adventure-works.com","482-555-0174","Shu","729"
29941,"Ms.","Jolie","","Lenehan","","Exhibition Showroom","jolie0@adventure-works.com","1 (11) 500 555-0126","Jae","734"
29946,"Ms.","Linda","","Leste","","National Manufacturing","linda7@adventure-works.com","493-555-0134","Garrett","738"
29952,"Ms.","Yuhong","","Li","","Nearby Sporting Goods","yuhong1@adventure-works.com","1 (11) 500 555-0176","Jae","742"
29985,"Ms.","Linda","","Martin","","Oils and Fluids Warehouse","linda8@adventure-works.com","1 (11) 500 555-0137","Jae","762"
30003,"Ms.","Yvonne","","McKay","","Practical Bike Supply Company","yvonne1@adventure-works.com","623-555-0144","Jillian","772"
30004,"Ms.","Nkenge","","McLin","","Some Discount Store","nkenge0@adventure-works.com","158-555-0123","Pamela","773"
30007,"Ms.","Raquel","","Mello","","Remote Bicycle Specialists","raquel0@adventure-works.com","723-555-0124","José","775"
30025,"Ms.","Linda","","Mitchell","","Essential Bike Works","linda9@adventure-works.com","1 (11) 500 555-0182","Jae","786"
30055,"Ms.","Julie","","Taft-Rider","","Bicycle Lines Distributors","julie1@adventure-works.com","145-555-0194","Jillian","810"
30074,"Ms.","Yuping","","Tian","","Tenth Bike Store","yuping0@adventure-works.com","744-555-0123","José","821"
30076,"Ms.","Diane","","Tibbott","","Fun Times Club","diane5@adventure-works.com","847-555-0184","Shu","822"
30119,"Ms.","Joanna","","Doe","","Adventure Works","joanna23@adventureworks.com","695-555-0158","Jillian","848"
21,"","Jinghao","","Liu","","Chic Department Stores","jinghao1@adventure-works.com","928-555-0116","Jillian","15"
168,"Sr.","Luis","","Bonifaz","","Economy Bikes Company","luis0@adventure-works.com","688-555-0113","Linda","106"
311,"Sr.","Alvaro","","De Matos Miranda Filho","","Principal Bike Company","alvaro0@adventure-works.com","551-555-0155","Shu","199"
329,"","Andreas","","Berglund","","Unicycles, Bicycles, and Tricycles","andreas1@adventure-works.com","795-555-0116","Shu","211"
430,"Sr.","Gustavo","","Camargo","","Uttermost Bike Shop","gustavo1@adventure-works.com","1 (11) 500 555-0118","Jae","275"
443,"Sra.","Janaina Barreiro Gambaro","","Bueno","","Courteous Bicycle Specialists","janainabarreirogambaro0@adventure-works.com","476-555-0184","José","285"
466,"Sra.","Janeth","","Esteves","","Central Bicycle Specialists","janeth1@adventure-works.com","1 (11) 500 555-0136","Jae","298"
29573,"Sr.","Luis","","Bonifaz","","Economy Bikes Company","luis0@adventure-works.com","688-555-0113","Linda","493"
29603,"Sra.","Janaina Barreiro Gambaro","","Bueno","","Courteous Bicycle Specialists","janainabarreirogambaro0@adventure-works.com","476-555-0184","José","513"
29618,"Sr.","Gustavo","","Camargo","","Uttermost Bike Shop","gustavo1@adventure-works.com","1 (11) 500 555-0118","Jae","523"
29696,"Sr.","Alvaro","","De Matos Miranda Filho","","Principal Bike Company","alvaro0@adventure-works.com","551-555-0155","Shu","568"
29741,"Sra.","Janeth","","Esteves","","Central Bicycle Specialists","janeth1@adventure-works.com","1 (11) 500 555-0136","Jae","596"
29956,"","Jinghao","","Liu","","Chic Department Stores","jinghao1@adventure-works.com","928-555-0116","Jillian","746"
137,"","Gytis","M","Barzdukas","","Transportation Options","gytis0@adventure-works.com","257-555-0119","José","87"
202,"","A.","Francesca","Leonetti","","Two-Seater Bikes","a0@adventure-works.com","645-555-0193","Jillian","129"
29541,"","Gytis","M","Barzdukas","","Transportation Options","gytis0@adventure-works.com","257-555-0119","José","473"
29943,"","A.","Francesca","Leonetti","","Two-Seater Bikes","a0@adventure-works.com","645-555-0193","Jillian","736"
1,"Mr.","Orlando","N.","Gee","","A Bike Store","orlando0@adventure-works.com","245-555-0173","Pamela","1"
7,"Mr.","Dominic","P.","Gash","","Associated Bikes","dominic0@adventure-works.com","192-555-0173","Shu","7"
18,"Mr.","David","J.","Liu","","Catalog Store","david20@adventure-works.com","440-555-0132","Michael","12"
19,"Mr.","John","A.","Beaver","","Center Cycle Shop","john8@adventure-works.com","521-555-0195","Pamela","13"
25,"Mr.","Donald","L.","Blanton","","Coalition Bike Company","donald0@adventure-works.com","357-555-0161","Shu","19"
30,"Mr.","Todd","R.","Logan","","Cycle Merchants","todd0@adventure-works.com","783-555-0110","Garrett","22"
46,"Mr.","David","O","Lawrence","","Gear-Shift Bikes Limited","david19@adventure-works.com","653-555-0159","José","31"
60,"Mr.","Sean","J.","Lunt","","Main Bicycle Services","sean4@adventure-works.com","183-555-0111","Linda","40"
66,"Mr.","Alexander","J.","Deborde","","Neighborhood Store","alexander1@adventure-works.com","394-555-0176","Garrett","44"
74,"Mr.","Christopher","M.","Bright","","Parcel Express Delivery Service","christopher2@adventure-works.com","162-555-0166","David","47"
76,"Mr.","James","J.","Krow","","Out-of-the-Way Hotels","james11@adventure-works.com","265-555-0190","Jillian","49"
82,"Mr.","James","D.","Kramer","","Refined Department Stores","james10@adventure-works.com","814-555-0130","José","53"
83,"Mr.","Eric","J.","Brumfield","","Requisite Part Supply","eric3@adventure-works.com","644-555-0114","José","54"
100,"Mr.","Kirk","T","King","","Up-To-Date Sports","kirk2@adventure-works.com","979-555-0163","José","64"
101,"Mr.","William","J.","Conner","","Urban Sports Emporium","william1@adventure-works.com","383-555-0111","José","65"
109,"Mr.","Daniel","P.","Thompson","","Travel Sports","daniel2@adventure-works.com","247-555-0197","Pamela","68"
111,"Mr.","Scott","A.","Colvin","","Westside Cycle Store","scott1@adventure-works.com","119-555-0144","Jillian","70"
113,"Mr.","Donald","M.","Thompson","","Trendy Department Stores","donald1@adventure-works.com","273-555-0111","Shu","72"
114,"Mr.","John","L.","Colon","","Two Wheels Cycle Store","john14@adventure-works.com","397-555-0144","Linda","73"
115,"Mr.","George","Z.","Li","","Security Racks and Locks Wholesalers","george3@adventure-works.com","699-555-0183","Shu","74"
127,"Mr.","Joseph","M.","Lique","","Front Sporting Goods","joseph2@adventure-works.com","119-555-0195","Pamela","79"
130,"Mr.","Paulo","H.","Lisboa","","Elite Bikes","paulo0@adventure-works.com","380-555-0116","Jillian","82"
149,"Mr.","Cornelius","L.","Brandon","","Initial Bike Company","cornelius0@adventure-works.com","229-555-0114","Shu","94"
154,"Mr.","Carlton","M.","Carlisle","","Camping and Sports Store","carlton0@adventure-works.com","193-555-0116","José","97"
155,"Mr.","Joseph","N.","Castellucio","","Corner Bicycle Supply","joseph1@adventure-works.com","180-555-0114","José","98"
174,"Mr.","Michael","L.","Bohling","","Toy Manufacturing Inc","michael12@adventure-works.com","838-555-0147","Garrett","110"
181,"Mr.","Michael","J.","Lee","","Family Entertainment Center","michael18@adventure-works.com","396-555-0139","Pamela","113"
198,"Mr.","Payton","P.","Benson","","Field Trip Inc","payton0@adventure-works.com","528-555-0183","Michael","125"
209,"Mr.","Robert","E.","Jones","","Purple Bicycle Company","robert6@adventure-works.com","595-555-0131","José","134"
240,"Mr.","Jessie","E.","Valerio","","Wire Baskets and Parts","jessie0@adventure-works.com","103-555-0179","Linda","153"
241,"Mr.","Eric","A.","Jacobsen","","Vale Riding Supplies","eric5@adventure-works.com","703-555-0120","Shu","154"
244,"Mr.","Bronson","R.","Jacobs","","Retail Discount Store","bronson0@adventure-works.com","697-555-0131","José","155"
254,"Mr.","Robert","M.","Bernacchi","","Safe Cycles Shop","robert4@adventure-works.com","449-555-0176","David","160"
256,"Mr.","Richard","L.","Irwin","","Rental Bikes","richard4@adventure-works.com","367-555-0124","Jillian","162"
268,"Mr.","Richard","A.","Byham","","Channel Outlet","richard2@adventure-works.com","1 (11) 500 555-0138","Jae","169"
271,"Mr.","Jared","L.","Bustamante","","Alternative Vehicles","jared0@adventure-works.com","164-555-0147","Pamela","170"
272,"Mr.","Henry","L.","Campen","","Metro Cycle Shop","henry0@adventure-works.com","635-555-0126","David","171"
276,"Mr.","Michael John","R.","Troyer","","Thrifty Parts and Sales","michaeljohn0@adventure-works.com","308-555-0175","Linda","175"
280,"Mr.","Frances","J.","Giglio","","Standard Bikes","frances1@adventure-works.com","692-555-0136","José","177"
282,"Mr.","Billy","J.","Trent","","Quick Parts and Service","billy0@adventure-works.com","882-555-0115","Garrett","179"
288,"Mr.","Robert","L.","Barker","","Kickstand Sellers","robert3@adventure-works.com","241-555-0112","Michael","182"
291,"Mr.","Wayne","N.","Banack","","Grand Bicycle Stores","wayne0@adventure-works.com","640-555-0189","Jillian","185"
292,"Mr.","Michael","Greg","Blythe","","Grease and Oil Products Company","michael11@adventure-works.com","126-555-0172","Jillian","186"
294,"Mr.","Alberto","F.","Baltazar","","Flawless Bike Shop","alberto0@adventure-works.com","780-555-0114","Linda","188"
306,"Mr.","Stephen","M.","Ayers","","Work and Play Association","stephen1@adventure-works.com","818-555-0171","Michael","194"
317,"Mr.","Jacob","N.","Dean","","Finer Riding Supplies","jacob0@adventure-works.com","767-555-0151","José","203"
322,"Mr.","Matthew","J.","Miller","","Tachometers and Accessories","matthew5@adventure-works.com","1 (11) 500 555-0176","Jae","205"
328,"Mr.","Robert","R.","Vessa","","Totes & Baskets Company","robert13@adventure-works.com","560-555-0171","Jillian","210"
336,"Mr.","Brian","R","Goldstein","","Primary Bike Distributors","brian4@adventure-works.com","495-555-0161","Garrett","216"
340,"Mr.","Raja","D.","Venugopal","","Nearby Cycle Shop","raja0@adventure-works.com","1 (11) 500 555-0195","Jae","217"
346,"Mr.","Ranjit","Rudra","Varkey Chudukatil","","Great Bicycle Supply","ranjit1@adventure-works.com","810-555-0160","Jillian","221"
348,"Mr.","Oscar","L.","Alpuerto","","Bold Bike Accessories","oscar0@adventure-works.com","855-555-0174","Linda","223"
349,"Mr.","Gary","T","Vargas","","Exercise Center","gary6@adventure-works.com","112-555-0176","Shu","224"
352,"Mr.","Shane","S.","Kim","","Twelfth Bike Store","shane2@adventure-works.com","155-555-0149","José","225"
354,"Mr.","Maxwell","J.","Amland","","Serious Cycles","maxwell0@adventure-works.com","614-555-0134","Garrett","227"
377,"Mr.","Marlin","M.","Coriell","","Grand Sport Boutique","marlin0@adventure-works.com","941-555-0155","Michael","241"
384,"Mr.","Clarence","R.","Tatman","","Sparkling Paint and Finishes","clarence0@adventure-works.com","787-555-0128","Linda","247"
388,"Mr.","Victor","A.","Kelley","","Road Way Sales and Rental","victor0@adventure-works.com","112-555-0195","José","249"
390,"Mr.","Mike","M.","Taylor","","Plastic Parts Company","mike6@adventure-works.com","204-555-0189","Garrett","251"
399,"Mr.","Chad","J.","Tedford","","Big Cycle Mall","chad1@adventure-works.com","588-555-0128","Jillian","256"
401,"Mr.","Tom","H","Johnston","","Brightwork Company","tom1@adventure-works.com","883-555-0177","Shu","258"
406,"Mr.","Eddie","M.","Holmes","","The Commissary","eddie0@adventure-works.com","570-555-0199","José","261"
407,"Mr.","Robert","A.","Avalos","","Workout Emporium","robert2@adventure-works.com","665-555-0198","José","262"
418,"Mr.","Lee","J.","Chapla","","Good Bike Shop","lee0@adventure-works.com","223-555-0184","Jillian","268"
419,"Mr.","Darrell","M.","Banks","","Exertion Activities Club","darrell0@adventure-works.com","816-555-0118","Shu","269"
421,"Mr.","Forrest","J.","Chandler","","Fitness Cycling","forrest0@adventure-works.com","448-555-0179","Shu","271"
425,"Mr.","Stephen","Yuan","Jiang","","Bikes for Kids and Adults","stephen3@adventure-works.com","910-555-0116","José","273"
426,"Mr.","Dirk","J.","Bruno","","Custom Accessories Company","dirk0@adventure-works.com","817-555-0114","Garrett","274"
438,"Mr.","Cory","K.","Booth","","Remarkable Bike Store","cory0@adventure-works.com","121-555-0157","Linda","282"
455,"Mr.","James","R.","Tran","","Timely Shipping Service","james15@adventure-works.com","740-555-0159","Shu","292"
457,"Mr.","Mark","B","Erickson","","Retail Sporting Equipment","mark2@adventure-works.com","962-555-0112","Shu","294"
468,"Mr.","Paul","J.","Fulton","","Blue Bicycle Company","paul3@adventure-works.com","492-555-0146","Michael","299"
484,"Mr.","Gary","J.","Suess","","Downhill Bicycle Specialists","gary5@adventure-works.com","1 (11) 500 555-0199","Jae","310"
509,"Mr.","Robert","E.","Ahlering","","Fun Toys and Bikes","robert1@adventure-works.com","678-555-0175","Shu","327"
511,"Mr.","Abraham","L.","Swearengin","","Wheel Gallery","abraham0@adventure-works.com","926-555-0136","Shu","329"
516,"Mr.","Thomas","R.","Michaels","","Seats and Saddles Company","thomas2@adventure-works.com","162-555-0174","Garrett","332"
526,"Mr.","David","L.","Givens","","Finer Sales and Service","david15@adventure-works.com","605-555-0111","José","335"
534,"Mr.","Stephen","A.","Mew","","Recommended Bicycles","stephen4@adventure-works.com","399-555-0114","Garrett","341"
538,"Mr.","John","R.","Brooks","","Prosperous Tours","john12@adventure-works.com","1 (11) 500 555-0179","Jae","342"
542,"Mr.","Andrew","P.","Kobylinski","","Finer Parts Shop","andrew5@adventure-works.com","129-555-0185","David","344"
543,"Mr.","R. Morgan","L.","Mendoza","","Friendly Neighborhood Bikes","rmorgan0@adventure-works.com","963-555-0146","Jillian","345"
551,"Mr.","Samuel","N.","Agcaoili","","Vinyl and Plastic Goods Corporation","samuel0@adventure-works.com","554-555-0110","José","351"
560,"Mr.","Paul","L.","Alcorn","","Major Sport Suppliers","paul2@adventure-works.com","331-555-0162","David","355"
561,"Mr.","Marvin","N.","Allen","","Mountain Toy Store","marvin0@adventure-works.com","447-555-0110","Jillian","356"
563,"Mr.","Sean","P.","Jacobson","","Systematic Sales","sean2@adventure-works.com","555-555-0162","Shu","358"
568,"Mr.","Curtis","P.","Howard","","Economy Center","curtis0@adventure-works.com","555-555-0162","José","361"
569,"Mr.","Cecil","J.","Allison","","Designated Distributors","cecil0@adventure-works.com","699-555-0155","José","362"
570,"Mr.","Gregory","F.","Alderson","","Family's Favorite Bike Shop","gregory0@adventure-works.com","968-555-0153","Garrett","363"
577,"Mr.","George","M.","Huckaby","","Synthetic Materials Manufacturing","george1@adventure-works.com","851-555-0127","Pamela","365"
580,"Mr.","Joshua","J.","Huff","","Rural Sales and Service","joshua0@adventure-works.com","190-555-0186","Jillian","368"
588,"Mr.","Pat","A.","Chambers","","General Cycle Storehouse","pat1@adventure-works.com","127-555-0124","Garrett","374"
599,"Mr.","Raul","E.","Casts","","Westside Plaza","raul0@adventure-works.com","362-555-0162","Shu","380"
601,"Mr.","Vassar","J.","Stern","","Transport Bikes","vassar0@adventure-works.com","328-555-0123","Shu","382"
605,"Mr.","Matthew","J.","Cavallari","","Outstanding Cycles","matthew1@adventure-works.com","695-555-0161","David","384"
620,"Mr.","Matthew","M.","Hunter","","Tires and Tubes","matthew4@adventure-works.com","482-555-0188","Pamela","392"
622,"Mr.","Robert","B.","Stotka","","Gift and Toy Store","robert12@adventure-works.com","493-555-0185","Jillian","394"
626,"Mr.","Lawrence","E.","Hurkett","","Retail Sporting Goods","lawrence0@adventure-works.com","129-555-0185","Shu","398"
630,"Mr.","Andrew","R.","Hill","","Eastside Parts Shop","andrew4@adventure-works.com","194-555-0149","José","400"
631,"Mr.","Robert","P.","Lyeba","","Tandem Sales and Service","robert8@adventure-works.com","631-555-0155","Garrett","401"
645,"Mr.","Ronald","K.","Heymsfield","","Superior Hardware Distributors","ronald1@adventure-works.com","784-555-0120","David","407"
672,"Mr.","Gerald","M.","Drury","","Utilitarian Sporting Goods","gerald0@adventure-works.com","169-555-0178","Shu","424"
29494,"Mr.","Samuel","N.","Agcaoili","","Vinyl and Plastic Goods Corporation","samuel0@adventure-works.com","554-555-0110","José","446"
29496,"Mr.","Robert","E.","Ahlering","","Fun Toys and Bikes","robert1@adventure-works.com","678-555-0175","Shu","447"
29502,"Mr.","Paul","L.","Alcorn","","Major Sport Suppliers","paul2@adventure-works.com","331-555-0162","David","450"
29503,"Mr.","Gregory","F.","Alderson","","Family's Favorite Bike Shop","gregory0@adventure-works.com","968-555-0153","Garrett","451"
29506,"Mr.","Sean","P.","Jacobson","","Systematic Sales","sean2@adventure-works.com","555-555-0162","Shu","453"
29508,"Mr.","Marvin","N.","Allen","","Mountain Toy Store","marvin0@adventure-works.com","447-555-0110","Jillian","454"
29510,"Mr.","Cecil","J.","Allison","","Designated Distributors","cecil0@adventure-works.com","699-555-0155","José","455"
29511,"Mr.","Oscar","L.","Alpuerto","","Bold Bike Accessories","oscar0@adventure-works.com","855-555-0174","Linda","456"
29515,"Mr.","Maxwell","J.","Amland","","Serious Cycles","maxwell0@adventure-works.com","614-555-0134","Garrett","457"
29521,"Mr.","Tom","H","Johnston","","Brightwork Company","tom1@adventure-works.com","883-555-0177","Shu","459"
29527,"Mr.","Robert","A.","Avalos","","Workout Emporium","robert2@adventure-works.com","665-555-0198","José","464"
29528,"Mr.","Stephen","M.","Ayers","","Work and Play Association","stephen1@adventure-works.com","818-555-0171","Michael","465"
29531,"Mr.","Cory","K.","Booth","","Remarkable Bike Store","cory0@adventure-works.com","121-555-0157","Linda","467"
29535,"Mr.","Wayne","N.","Banack","","Grand Bicycle Stores","wayne0@adventure-works.com","640-555-0189","Jillian","470"
29536,"Mr.","Robert","L.","Barker","","Kickstand Sellers","robert3@adventure-works.com","241-555-0112","Michael","471"
29545,"Mr.","John","A.","Beaver","","Center Cycle Shop","john8@adventure-works.com","521-555-0195","Pamela","475"
29554,"Mr.","Payton","P.","Benson","","Field Trip Inc","payton0@adventure-works.com","528-555-0183","Michael","480"
29559,"Mr.","Robert","M.","Bernacchi","","Safe Cycles Shop","robert4@adventure-works.com","449-555-0176","David","483"
29568,"Mr.","Donald","L.","Blanton","","Coalition Bike Company","donald0@adventure-works.com","357-555-0161","Shu","489"
29570,"Mr.","Michael","Greg","Blythe","","Grease and Oil Products Company","michael11@adventure-works.com","126-555-0172","Jillian","491"
29579,"Mr.","Cornelius","L.","Brandon","","Initial Bike Company","cornelius0@adventure-works.com","229-555-0114","Shu","497"
29585,"Mr.","Christopher","M.","Bright","","Parcel Express Delivery Service","christopher2@adventure-works.com","162-555-0166","David","502"
29587,"Mr.","John","R.","Brooks","","Prosperous Tours","john12@adventure-works.com","1 (11) 500 555-0179","Jae","503"
29596,"Mr.","Eric","J.","Brumfield","","Requisite Part Supply","eric3@adventure-works.com","644-555-0114","José","508"
29601,"Mr.","Dirk","J.","Bruno","","Custom Accessories Company","dirk0@adventure-works.com","817-555-0114","Garrett","512"
29611,"Mr.","Jared","L.","Bustamante","","Alternative Vehicles","jared0@adventure-works.com","164-555-0147","Pamela","517"
29612,"Mr.","Richard","A.","Byham","","Channel Outlet","richard2@adventure-works.com","1 (11) 500 555-0138","Jae","518"
29622,"Mr.","Henry","L.","Campen","","Metro Cycle Shop","henry0@adventure-works.com","635-555-0126","David","525"
29629,"Mr.","Carlton","M.","Carlisle","","Camping and Sports Store","carlton0@adventure-works.com","193-555-0116","José","529"
29639,"Mr.","Joseph","N.","Castellucio","","Corner Bicycle Supply","joseph1@adventure-works.com","180-555-0114","José","536"
29641,"Mr.","Raul","E.","Casts","","Westside Plaza","raul0@adventure-works.com","362-555-0162","Shu","537"
29643,"Mr.","Matthew","J.","Cavallari","","Outstanding Cycles","matthew1@adventure-works.com","695-555-0161","David","538"
