Customer Name,Customer Email Address,Customer Gender,Customer City,Customer Sales Territory Country,Customer Sales Territory Group,Customer Sales Territory Region,Customer Key,Customer Alternate Key,Customer Title,Customer Street Address,Customer Date of Birth,Customer Commute Distance,Customer First Purchase Date,Customer Education,Customer Occupation,Customer House Owner Indicator,Customer Cars Owned,Customer Marital Status,Customer Children,Customer Phone Number,Customer Annual Income,Customer Country Code,Customer Country,Customer Postal Code,Customer State Province,Customer State Province Code,Customer City State
"Curtis Guo","curtis14@adventure-works.com","M","Beverly Hills","United States","North America","Southwest",16673,"AW00016673","","5870 Louisiana Dr.",1979-11-05 00:00:00.000,"1-2 Miles",2013-06-29 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Single",0,"985-555-0124",60000,"US","United States","90210","California","CA","Beverly Hills, CA"
"Alexis Robinson","alexis15@adventure-works.com","F","Los Angeles","United States","North America","Southwest",17507,"AW00017507","","2115 Whitehaven Dr.",1979-02-12 00:00:00.000,"5-10 Miles",2013-08-01 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",0,"497-555-0121",60000,"US","United States","90012","California","CA","Los Angeles, CA"
"Marcus Baker","marcus35@adventure-works.com","M","Burlingame","United States","North America","Southwest",17520,"AW00017520","","7323 Alan Drive",1985-08-30 00:00:00.000,"5-10 Miles",2013-10-09 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",0,"102-555-0169",60000,"US","United States","94010","California","CA","Burlingame, CA"
"Mariah Butler","mariah19@adventure-works.com","F","Burbank","United States","North America","Southwest",19805,"AW00019805","","9601 Rainier Dr",1985-08-02 00:00:00.000,"5-10 Miles",2013-06-23 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Single",0,"364-555-0160",60000,"US","United States","91502","California","CA","Burbank, CA"
"Nancy Perez","nancy24@adventure-works.com","F","Burlingame","United States","North America","Southwest",19806,"AW00019806","","9791 Harvard Court",1979-08-22 00:00:00.000,"5-10 Miles",2013-08-26 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",0,"737-555-0153",60000,"US","United States","94010","California","CA","Burlingame, CA"
"Adrian Cox","adrian12@adventure-works.com","M","Grossmont","United States","North America","Southwest",20443,"AW00020443","","9525 Canyon Way",1981-10-06 00:00:00.000,"1-2 Miles",2013-10-04 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Single",0,"111-555-0171",60000,"US","United States","91941","California","CA","Grossmont, CA"
"Rachel Walker","rachel26@adventure-works.com","F","Burlingame","United States","North America","Southwest",20449,"AW00020449","","2036 Bellwood Court",1981-10-05 00:00:00.000,"1-2 Miles",2013-07-10 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Single",0,"395-555-0116",60000,"US","United States","94010","California","CA","Burlingame, CA"
"Erick Subram","erick12@adventure-works.com","M","Burlingame","United States","North America","Southwest",20458,"AW00020458","","3744 Dalis Drive",1980-05-13 00:00:00.000,"5-10 Miles",2013-04-29 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",0,"567-555-0166",60000,"US","United States","94010","California","CA","Burlingame, CA"
"Ryan Butler","ryan17@adventure-works.com","M","Beverly Hills","United States","North America","Southwest",21416,"AW00021416","","4603 Brock Lane",1985-04-14 00:00:00.000,"1-2 Miles",2013-10-21 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Single",0,"746-555-0154",60000,"US","United States","90210","California","CA","Beverly Hills, CA"
"Gabrielle Torres","gabrielle13@adventure-works.com","F","Burbank","United States","North America","Southwest",21417,"AW00021417","","4108 Yukon Street",1980-01-01 00:00:00.000,"1-2 Miles",2013-10-21 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Single",0,"622-555-0128",60000,"US","United States","91502","California","CA","Burbank, CA"
"Carlos Richardson","carlos11@adventure-works.com","M","Lemon Grove","United States","North America","Southwest",22190,"AW00022190","","4150 Grant St.",1981-08-17 00:00:00.000,"1-2 Miles",2013-10-22 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Single",0,"599-555-0118",60000,"US","United States","91945","California","CA","Lemon Grove, CA"
"Stephanie Nicholls","stephanie56@adventure-works.com","F","Chula Vista","United States","North America","Southwest",23115,"AW00023115","","528 West Way",1982-01-14 00:00:00.000,"5-10 Miles",2013-03-02 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",0,"416-555-0113",60000,"US","United States","91910","California","CA","Chula Vista, CA"
"Carolyn Van","carolyn4@adventure-works.com","F","Beverly Hills","United States","North America","Southwest",23126,"AW00023126","","5012 Bayshore Rd.",1979-12-05 00:00:00.000,"1-2 Miles",2013-12-10 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Married",0,"357-555-0191",60000,"US","United States","90210","California","CA","Beverly Hills, CA"
"Eddie Gomez","eddie2@adventure-works.com","M","Bellflower","United States","North America","Southwest",23354,"AW00023354","","2898 Forest Way",1980-01-19 00:00:00.000,"5-10 Miles",2013-02-28 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",0,"614-555-0113",60000,"US","United States","90706","California","CA","Bellflower, CA"
"Lance Serrano","lance16@adventure-works.com","M","Berkeley","United States","North America","Southwest",23355,"AW00023355","","3754 San Ysidro Court",1980-01-15 00:00:00.000,"1-2 Miles",2013-08-07 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Single",0,"706-555-0151",60000,"US","United States","94704","California","CA","Berkeley, CA"
"Grace Ward","grace38@adventure-works.com","F","Burlingame","United States","North America","Southwest",23356,"AW00023356","","727 Pheasant Ct.",1980-03-09 00:00:00.000,"1-2 Miles",2013-08-07 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Single",0,"581-555-0175",60000,"US","United States","94010","California","CA","Burlingame, CA"
"Micah Yang","micah15@adventure-works.com","M","Burlingame","United States","North America","Southwest",23357,"AW00023357","","2, route de Marseille",1979-11-02 00:00:00.000,"5-10 Miles",2013-04-15 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",0,"406-555-0129",60000,"US","United States","94010","California","CA","Burlingame, CA"
"Victoria Cox","victoria37@adventure-works.com","F","Imperial Beach","United States","North America","Southwest",24297,"AW00024297","","1654 Bonari Court",1982-04-08 00:00:00.000,"5-10 Miles",2013-02-16 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",0,"772-555-0197",60000,"US","United States","91932","California","CA","Imperial Beach, CA"
"Robert Yang","robert39@adventure-works.com","M","Palo Alto","United States","North America","Southwest",24298,"AW00024298","","6589 Viewpoint Ct",1982-04-06 00:00:00.000,"5-10 Miles",2013-03-12 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",0,"132-555-0155",60000,"US","United States","94303","California","CA","Palo Alto, CA"
"Andrea Gray","andrea6@adventure-works.com","F","Downey","United States","North America","Southwest",24299,"AW00024299","","2394 Pepper Way",1981-12-01 00:00:00.000,"5-10 Miles",2013-03-14 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",0,"310-555-0113",60000,"US","United States","90241","California","CA","Downey, CA"
"Trevor Long","trevor9@adventure-works.com","M","Palo Alto","United States","North America","Southwest",25047,"AW00025047","","7957 Hermosa",1979-05-10 00:00:00.000,"5-10 Miles",2013-12-01 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",0,"616-555-0169",60000,"US","United States","94303","California","CA","Palo Alto, CA"
"Stephanie Washington","stephanie40@adventure-works.com","F","Woodland Hills","United States","North America","Southwest",25957,"AW00025957","","3556 Mt. Tri-state Court",1982-01-07 00:00:00.000,"1-2 Miles",2013-06-14 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Married",0,"418-555-0180",60000,"US","United States","91364","California","CA","Woodland Hills, CA"
"Katherine Hall","katherine96@adventure-works.com","F","Lemon Grove","United States","North America","Southwest",25959,"AW00025959","","8795 Cunha Ct.",1982-05-10 00:00:00.000,"1-2 Miles",2013-04-08 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Single",0,"370-555-0119",60000,"US","United States","91945","California","CA","Lemon Grove, CA"
"James Patterson","james26@adventure-works.com","M","Santa Monica","United States","North America","Southwest",26583,"AW00026583","","9640 Alderwood Lane",1982-02-10 00:00:00.000,"1-2 Miles",2013-07-15 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Single",0,"596-555-0114",60000,"US","United States","90401","California","CA","Santa Monica, CA"
"Cole Bailey","cole16@adventure-works.com","M","Burlingame","United States","North America","Southwest",27510,"AW00027510","","6253 Panorama Dr.",1982-04-02 00:00:00.000,"1-2 Miles",2013-10-27 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Single",0,"350-555-0145",60000,"US","United States","94010","California","CA","Burlingame, CA"
"Ramon Ma","ramon14@adventure-works.com","M","Beverly Hills","United States","North America","Southwest",27526,"AW00027526","","8565 Marie Drive",1980-06-08 00:00:00.000,"5-10 Miles",2013-03-22 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",0,"410-555-0133",60000,"US","United States","90210","California","CA","Beverly Hills, CA"
"Brandon Jones","brandon41@adventure-works.com","M","Burbank","United States","North America","Southwest",28145,"AW00028145","","7177 Danesta Dr.",1980-05-10 00:00:00.000,"1-2 Miles",2011-03-02 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Single",0,"881-555-0128",60000,"US","United States","91502","California","CA","Burbank, CA"
"Edward Powell","edward57@adventure-works.com","M","Bellflower","United States","North America","Southwest",29112,"AW00029112","","9797 Cobblestone Ct.",1981-12-22 00:00:00.000,"1-2 Miles",2013-05-11 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Single",0,"387-555-0144",60000,"US","United States","90706","California","CA","Bellflower, CA"
"Chloe Cox","chloe56@adventure-works.com","F","Burbank","United States","North America","Southwest",29126,"AW00029126","","2477 Macalven Drive",1980-03-25 00:00:00.000,"1-2 Miles",2011-06-01 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Single",0,"237-555-0112",60000,"US","United States","91502","California","CA","Burbank, CA"
"Marshall Chavez","marshall35@adventure-works.com","M","Colma","United States","North America","Southwest",11227,"AW00011227","","9022 Estudillo Street",1962-08-08 00:00:00.000,"10+ Miles",2011-08-03 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",2,"712-555-0116",60000,"US","United States","94014","California","CA","Colma, CA"
"Ashley Jones","ashley3@adventure-works.com","F","El Cajon","United States","North America","Southwest",11228,"AW00011228","","7681 Willow Pass Road",1956-10-16 00:00:00.000,"10+ Miles",2013-10-25 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"996-555-0169",60000,"US","United States","92020","California","CA","El Cajon, CA"
"Levi Chandra","levi1@adventure-works.com","M","Beverly Hills","United States","North America","Southwest",12093,"AW00012093","","5974 Sequoia Drive",1954-05-08 00:00:00.000,"2-5 Miles",2013-11-05 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"990-555-0126",60000,"US","United States","90210","California","CA","Beverly Hills, CA"
"Robert Wang","robert36@adventure-works.com","M","Beverly Hills","United States","North America","Southwest",13236,"AW00013236","","394 West Hook Road",1953-11-22 00:00:00.000,"10+ Miles",2013-10-20 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"641-555-0146",60000,"US","United States","90210","California","CA","Beverly Hills, CA"
"Michelle Murphy","michelle15@adventure-works.com","F","Beverly Hills","United States","North America","Southwest",13373,"AW00013373","","2104 Grading Way",1953-09-01 00:00:00.000,"10+ Miles",2013-03-31 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",2,"331-555-0144",60000,"US","United States","90210","California","CA","Beverly Hills, CA"
"Marco Martinez","marco18@adventure-works.com","M","Burlingame","United States","North America","Southwest",13374,"AW00013374","","3917 Fern Leaf Lane",1959-05-17 00:00:00.000,"2-5 Miles",2013-10-13 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Married",2,"143-555-0120",60000,"US","United States","94010","California","CA","Burlingame, CA"
"Jason Kumar","jason26@adventure-works.com","M","Colma","United States","North America","Southwest",13375,"AW00013375","","1974 Heritage Oaks",1953-10-09 00:00:00.000,"10+ Miles",2013-12-03 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"758-555-0180",60000,"US","United States","94014","California","CA","Colma, CA"
"Jerry Rai","jerry19@adventure-works.com","M","Concord","United States","North America","Southwest",13376,"AW00013376","","3576 Silver Cypress Ct.",1959-08-31 00:00:00.000,"2-5 Miles",2013-09-26 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"607-555-0170",60000,"US","United States","94519","California","CA","Concord, CA"
"Edward Young","edward47@adventure-works.com","M","Grossmont","United States","North America","Southwest",13399,"AW00013399","","9529 North Park Court",1956-09-17 00:00:00.000,"2-5 Miles",2013-11-08 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Married",2,"385-555-0122",60000,"US","United States","91941","California","CA","Grossmont, CA"
"Julia Thomas","julia33@adventure-works.com","F","Grossmont","United States","North America","Southwest",13400,"AW00013400","","9424 Athens Circle",1962-08-08 00:00:00.000,"2-5 Miles",2012-02-26 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Married",2,"142-555-0167",60000,"US","United States","91941","California","CA","Grossmont, CA"
"Angelica Russell","angelica19@adventure-works.com","F","Bellflower","United States","North America","Southwest",14403,"AW00014403","","8117 Golden Leaf Way",1954-09-16 00:00:00.000,"10+ Miles",2013-12-13 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",2,"785-555-0130",60000,"US","United States","90706","California","CA","Bellflower, CA"
"Rachel Patterson","rachel58@adventure-works.com","F","Chula Vista","United States","North America","Southwest",14413,"AW00014413","","6187 Barquentine Court",1956-08-14 00:00:00.000,"2-5 Miles",2012-10-22 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"220-555-0196",60000,"US","United States","91910","California","CA","Chula Vista, CA"
"Rachel Wilson","rachel9@adventure-works.com","F","Coronado","United States","North America","Southwest",14414,"AW00014414","","8577 Shakespeare Dr.",1957-03-13 00:00:00.000,"2-5 Miles",2012-10-14 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Married",2,"230-555-0193",60000,"US","United States","92118","California","CA","Coronado, CA"
"William Davis","william21@adventure-works.com","M","Long Beach","United States","North America","Southwest",14415,"AW00014415","","2477 Everett Court",1962-11-12 00:00:00.000,"2-5 Miles",2012-10-14 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"470-555-0162",60000,"US","United States","90802","California","CA","Long Beach, CA"
"Todd Zheng","todd18@adventure-works.com","M","Chula Vista","United States","North America","Southwest",15326,"AW00015326","","8885 Partridge Dr.",1959-09-14 00:00:00.000,"2-5 Miles",2013-08-13 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"701-555-0178",60000,"US","United States","91910","California","CA","Chula Vista, CA"
"Lacey Deng","lacey37@adventure-works.com","F","Concord","United States","North America","Southwest",15341,"AW00015341","","3257 Toyon Dr.",1957-05-11 00:00:00.000,"2-5 Miles",2012-04-16 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"495-555-0182",60000,"US","United States","94519","California","CA","Concord, CA"
"Ashlee Raji","ashlee5@adventure-works.com","F","Concord","United States","North America","Southwest",15342,"AW00015342","","6177 Arleda Lane",1956-10-18 00:00:00.000,"2-5 Miles",2012-04-15 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"440-555-0114",60000,"US","United States","94519","California","CA","Concord, CA"
"Carson Barnes","carson2@adventure-works.com","M","Lakewood","United States","North America","Southwest",15343,"AW00015343","","2741 Gainborough Dr.",1957-03-06 00:00:00.000,"10+ Miles",2012-03-31 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"714-555-0197",60000,"US","United States","90712","California","CA","Lakewood, CA"
"David Wilson","david65@adventure-works.com","M","Imperial Beach","United States","North America","Southwest",15908,"AW00015908","","3627 Creekside Drive",1973-09-12 00:00:00.000,"10+ Miles",2012-11-26 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"280-555-0123",60000,"US","United States","91932","California","CA","Imperial Beach, CA"
"Cassidy Ross","cassidy4@adventure-works.com","F","Lakewood","United States","North America","Southwest",15909,"AW00015909","","5339 Eagle Peak Avenue",1957-03-06 00:00:00.000,"10+ Miles",2012-11-21 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"612-555-0162",60000,"US","United States","90712","California","CA","Lakewood, CA"
"Alexa Richardson","alexa7@adventure-works.com","F","Imperial Beach","United States","North America","Southwest",16812,"AW00016812","","6948 Midway Ct",1962-09-09 00:00:00.000,"2-5 Miles",2013-02-16 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"764-555-0166",60000,"US","United States","91932","California","CA","Imperial Beach, CA"
"Carson Diaz","carson21@adventure-works.com","M","Lakewood","United States","North America","Southwest",16813,"AW00016813","","5050 Mt. Diablo St.",1956-10-11 00:00:00.000,"10+ Miles",2013-11-24 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"925-555-0122",60000,"US","United States","90712","California","CA","Lakewood, CA"
"Sarah Bennett","sarah26@adventure-works.com","F","Concord","United States","North America","Southwest",17145,"AW00017145","","9474 Rose Street",1964-10-09 00:00:00.000,"10+ Miles",2013-11-13 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",2,"996-555-0117",60000,"US","United States","94519","California","CA","Concord, CA"
"Emily Taylor","emily9@adventure-works.com","F","Burlingame","United States","North America","Southwest",17169,"AW00017169","","6725 Arata Way",1957-01-03 00:00:00.000,"10+ Miles",2013-03-19 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"226-555-0120",60000,"US","United States","94010","California","CA","Burlingame, CA"
"Jasmine James","jasmine36@adventure-works.com","F","Fremont","United States","North America","Southwest",17170,"AW00017170","","385 Joan Ave",1957-01-02 00:00:00.000,"10+ Miles",2013-04-14 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"494-555-0154",60000,"US","United States","94536","California","CA","Fremont, CA"
"Christy Nath","christy36@adventure-works.com","F","Colma","United States","North America","Southwest",18085,"AW00018085","","5288 Carletto Drive",1954-02-16 00:00:00.000,"2-5 Miles",2013-09-27 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Single",2,"980-555-0120",60000,"US","United States","94014","California","CA","Colma, CA"
"Jaclyn Zeng","jaclyn23@adventure-works.com","F","Concord","United States","North America","Southwest",18086,"AW00018086","","5665 Myrtle Drive",1954-04-07 00:00:00.000,"2-5 Miles",2013-09-11 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",2,"979-555-0180",60000,"US","United States","94519","California","CA","Concord, CA"
"Laura Liang","laura22@adventure-works.com","F","Burlingame","United States","North America","Southwest",18107,"AW00018107","","6828 Benedict Court",1956-10-09 00:00:00.000,"10+ Miles",2014-01-03 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"723-555-0141",60000,"US","United States","94010","California","CA","Burlingame, CA"
"Colin Gao","colin16@adventure-works.com","M","Colma","United States","North America","Southwest",18108,"AW00018108","","8085 Sunnyvale Avenue",1957-01-31 00:00:00.000,"2-5 Miles",2013-09-01 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"919-555-0167",60000,"US","United States","94014","California","CA","Colma, CA"
"Samuel Campbell","samuel37@adventure-works.com","M","La Jolla","United States","North America","Southwest",18109,"AW00018109","","3864 Roanoke Dr.",1956-08-26 00:00:00.000,"10+ Miles",2013-02-23 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",2,"737-555-0139",60000,"US","United States","92806","California","CA","La Jolla, CA"
"Austin Li","austin23@adventure-works.com","M","Long Beach","United States","North America","Southwest",18110,"AW00018110","","4982 Ultra Way",1962-05-20 00:00:00.000,"10+ Miles",2013-02-03 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"905-555-0149",60000,"US","United States","90802","California","CA","Long Beach, CA"
"Sierra Wright","sierra17@adventure-works.com","F","Colma","United States","North America","Southwest",19016,"AW00019016","","1005 Fremont Street",1957-04-25 00:00:00.000,"2-5 Miles",2013-12-14 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"485-555-0178",60000,"US","United States","94014","California","CA","Colma, CA"
"Zoe Brooks","zoe1@adventure-works.com","F","Colma","United States","North America","Southwest",19017,"AW00019017","","1567 W Lake Drive",1957-03-10 00:00:00.000,"10+ Miles",2013-11-05 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"678-555-0110",60000,"US","United States","94014","California","CA","Colma, CA"
"Nicole Gray","nicole41@adventure-works.com","F","Daly City","United States","North America","Southwest",19018,"AW00019018","","1314 Westover Dr.",1962-11-07 00:00:00.000,"10+ Miles",2013-07-04 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"667-555-0155",60000,"US","United States","94015","California","CA","Daly City, CA"
"Martin Patel","martin8@adventure-works.com","M","Chula Vista","United States","North America","Southwest",19866,"AW00019866","","5728 Benedict Ct.",1953-12-15 00:00:00.000,"10+ Miles",2013-09-28 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"995-555-0197",60000,"US","United States","91910","California","CA","Chula Vista, CA"
"Juan Sanchez","juan28@adventure-works.com","M","Chula Vista","United States","North America","Southwest",19867,"AW00019867","","1084 Meadow Glen Way",1954-06-19 00:00:00.000,"2-5 Miles",2013-04-29 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"890-555-0159",60000,"US","United States","91910","California","CA","Chula Vista, CA"
"Carson Washington","carson12@adventure-works.com","M","Glendale","United States","North America","Southwest",19888,"AW00019888","","3809 Lancelot Dr.",1956-07-02 00:00:00.000,"10+ Miles",2013-07-24 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",2,"518-555-0192",60000,"US","United States","91203","California","CA","Glendale, CA"
"Allison Hernandez","allison41@adventure-works.com","F","Downey","United States","North America","Southwest",20541,"AW00020541","","19 Fieldcrest Dr.",1957-03-01 00:00:00.000,"2-5 Miles",2013-07-07 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Married",2,"882-555-0115",60000,"US","United States","90241","California","CA","Downey, CA"
"Hailey Green","hailey54@adventure-works.com","F","Lincoln Acres","United States","North America","Southwest",20542,"AW00020542","","7315 W. Holly Drive",1956-11-04 00:00:00.000,"10+ Miles",2013-08-15 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"326-555-0172",60000,"US","United States","91950","California","CA","Lincoln Acres, CA"
"Nichole Rai","nichole17@adventure-works.com","F","Beverly Hills","United States","North America","Southwest",21496,"AW00021496","","1314 Westover Dr.",1962-11-07 00:00:00.000,"10+ Miles",2013-02-23 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"224-555-0191",60000,"US","United States","90210","California","CA","Beverly Hills, CA"
"Patrick Cox","patrick15@adventure-works.com","M","Chula Vista","United States","North America","Southwest",21497,"AW00021497","","2344 Ridgeview Dr.",1962-01-11 00:00:00.000,"10+ Miles",2013-12-08 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"762-555-0143",60000,"US","United States","91910","California","CA","Chula Vista, CA"
"Cameron Wilson","cameron47@adventure-works.com","M","Coronado","United States","North America","Southwest",21498,"AW00021498","","638 Shangri-la Rd.",1962-05-02 00:00:00.000,"10+ Miles",2013-11-14 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"510-555-0123",60000,"US","United States","92118","California","CA","Coronado, CA"
"Tabitha Rodriguez","tabitha16@adventure-works.com","F","Chula Vista","United States","North America","Southwest",21785,"AW00021785","","750 Cataline Avenue",1953-11-08 00:00:00.000,"2-5 Miles",2013-11-22 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Single",2,"686-555-0191",60000,"US","United States","91910","California","CA","Chula Vista, CA"
"Kelvin Xie","kelvin0@adventure-works.com","M","Burbank","United States","North America","Southwest",21806,"AW00021806","","2356 Shady Ln.",1956-08-02 00:00:00.000,"10+ Miles",2013-09-11 00:00:00.000,"Partial College","Professional","House Owner",2,"Single",2,"499-555-0116",60000,"US","United States","91502","California","CA","Burbank, CA"
"Amanda Campbell","amanda50@adventure-works.com","F","Colma","United States","North America","Southwest",21807,"AW00021807","","9716 Holiday Hills Drive",1957-05-01 00:00:00.000,"2-5 Miles",2013-11-13 00:00:00.000,"Partial College","Professional","Not House Owner",2,"Married",2,"100-555-0170",60000,"US","United States","94014","California","CA","Colma, CA"
"Amanda Green","amanda57@adventure-works.com","F","Downey","United States","North America","Southwest",21808,"AW00021808","","2870 Park Glenn",1956-08-19 00:00:00.000,"2-5 Miles",2013-11-01 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"115-555-0176",60000,"US","United States","90241","California","CA","Downey, CA"
"Sydney Thompson","sydney77@adventure-works.com","F","Lakewood","United States","North America","Southwest",21809,"AW00021809","","973 Marvello Lane",1968-03-30 00:00:00.000,"10+ Miles",2013-10-11 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"756-555-0119",60000,"US","United States","90712","California","CA","Lakewood, CA"
"Lance Ruiz","lance2@adventure-works.com","M","Berkeley","United States","North America","Southwest",22779,"AW00022779","","8609 Eagle Ct",1957-06-10 00:00:00.000,"10+ Miles",2014-01-14 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"674-555-0195",60000,"US","United States","94704","California","CA","Berkeley, CA"
"Jennifer Rogers","jennifer55@adventure-works.com","F","Long Beach","United States","North America","Southwest",22780,"AW00022780","","4023 Glen Court",1956-11-13 00:00:00.000,"2-5 Miles",2013-04-21 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"113-555-0147",60000,"US","United States","90802","California","CA","Long Beach, CA"
"Nelson Blanco","nelson14@adventure-works.com","M","Burlingame","United States","North America","Southwest",23718,"AW00023718","","3121 Spar Court",1959-09-23 00:00:00.000,"2-5 Miles",2013-10-18 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"752-555-0174",60000,"US","United States","94010","California","CA","Burlingame, CA"
"Elena Velez Amezaga","elena0@adventure-works.com","F","Beverly Hills","United States","North America","Southwest",23737,"AW00023737","","9613 Camino Royale",1956-09-10 00:00:00.000,"10+ Miles",2013-08-12 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"545-555-0171",60000,"US","United States","90210","California","CA","Beverly Hills, CA"
"Katrina Xu","katrina4@adventure-works.com","F","Coronado","United States","North America","Southwest",24668,"AW00024668","","1509 American Beauty Dr.",1953-08-19 00:00:00.000,"2-5 Miles",2013-07-30 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"424-555-0118",60000,"US","United States","92118","California","CA","Coronado, CA"
"Shannon Alonso","shannon29@adventure-works.com","M","Burlingame","United States","North America","Southwest",24683,"AW00024683","","9600 Sweeney Road",1962-05-15 00:00:00.000,"2-5 Miles",2013-07-06 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"838-555-0182",60000,"US","United States","94010","California","CA","Burlingame, CA"
"Charles Martin","charles18@adventure-works.com","M","Grossmont","United States","North America","Southwest",24684,"AW00024684","","6177 Arleda Lane",1956-10-18 00:00:00.000,"2-5 Miles",2013-07-01 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"305-555-0189",60000,"US","United States","91941","California","CA","Grossmont, CA"
"Jordan Kumar","jordan24@adventure-works.com","M","Lincoln Acres","United States","North America","Southwest",24685,"AW00024685","","4240 El Campo Ct",1956-11-30 00:00:00.000,"2-5 Miles",2013-07-23 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"993-555-0127",60000,"US","United States","91950","California","CA","Lincoln Acres, CA"
"Brittney Lin","brittney6@adventure-works.com","F","Burlingame","United States","North America","Southwest",24971,"AW00024971","","3682 Diablo View Road",1959-08-18 00:00:00.000,"10+ Miles",2013-10-31 00:00:00.000,"Partial College","Professional","House Owner",2,"Married",2,"149-555-0151",60000,"US","United States","94010","California","CA","Burlingame, CA"
