customer_id,customer_acct_num,first_name,last_name,customer_address,customer_city,customer_state_province,customer_postal_code,customer_country,birthdate,marital_status,yearly_income,gender,total_children,num_children_at_home,education,acct_open_date,member_card,occupation,homeowner
9170,75994717478,"Morgan","Cronin","8900 Escobar","West Covina","CA",41371,"USA",1921-09-09 00:00:00.000,"S","$30K - $50K","M",3,0,"High School Degree",1993-08-25 00:00:00.000,"Bronze","Skilled Manual","Y"
9240,76734224000,"Lorraine","Peterson","6738 Wallace Dr.","El Cajon","CA",81890,"USA",1921-10-06 00:00:00.000,"S","$30K - $50K","M",3,0,"High School Degree",1993-01-26 00:00:00.000,"Bronze","Skilled Manual","Y"
9360,77977739000,"Eric","Belleci","4681 Holiday Hills","Berkeley","CA",79816,"USA",1921-03-10 00:00:00.000,"S","$30K - $50K","M",4,0,"High School Degree",1993-07-08 00:00:00.000,"Bronze","Skilled Manual","Y"
9546,79830614300,"Mary Ann","Davis","9469 Mt. Hood Circle","Bellflower","CA",82937,"USA",1956-09-01 00:00:00.000,"S","$30K - $50K","M",3,0,"High School Degree",1992-03-13 00:00:00.000,"Bronze","Skilled Manual","Y"
9744,81880235100,"Kristy","Toevs","424 Yosemite Dr.","West Covina","CA",14148,"USA",1937-04-17 00:00:00.000,"S","$30K - $50K","M",3,0,"High School Degree",1990-04-05 00:00:00.000,"Bronze","Skilled Manual","Y"
9817,82583000659,"Ryan","Ward","3235 Mi Casa Court","San Jose","CA",61037,"USA",1957-07-21 00:00:00.000,"S","$30K - $50K","M",5,0,"High School Degree",1991-06-19 00:00:00.000,"Bronze","Skilled Manual","Y"
9979,84354690909,"Judy","Brescia","5714 Damascus Loop","Glendale","CA",76142,"USA",1918-06-01 00:00:00.000,"S","$30K - $50K","M",4,0,"High School Degree",1991-11-21 00:00:00.000,"Bronze","Skilled Manual","Y"
10023,84782819747,"Diana","Bellmire","8160 Clayburn Rd.","Daly City","CA",34931,"USA",1936-03-05 00:00:00.000,"S","$30K - $50K","F",4,0,"High School Degree",1992-04-20 00:00:00.000,"Bronze","Skilled Manual","Y"
10174,86218279004,"William","Shekell","8625 Woodcrest Drive","Burbank","CA",46640,"USA",1963-09-03 00:00:00.000,"S","$30K - $50K","M",5,0,"High School Degree",1992-02-22 00:00:00.000,"Bronze","Skilled Manual","Y"
10213,86730178594,"Shirley","Barnes","3504 Tosco Way","Lakewood","CA",27095,"USA",1960-12-28 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1994-10-16 00:00:00.000,"Bronze","Skilled Manual","Y"
12,87579237222,"Jewel","Creek","1792 Belmont Rd.","Chula Vista","CA",40520,"USA",1971-10-18 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1991-07-06 00:00:00.000,"Bronze","Skilled Manual","N"
49,87902239561,"Terri","Burke","9752 Jeanne Circle","Arcadia","CA",41297,"USA",1930-12-02 00:00:00.000,"S","$30K - $50K","F",4,0,"High School Degree",1992-04-20 00:00:00.000,"Bronze","Skilled Manual","N"
164,89288474917,"Kristine","Aldred","636 Vine Hill Way","Coronado","CA",85666,"USA",1947-02-22 00:00:00.000,"S","$30K - $50K","F",4,0,"High School Degree",1990-01-01 00:00:00.000,"Bronze","Skilled Manual","N"
251,90412417054,"Rachael","Wright","1356 Grove Way","La Mesa","CA",12255,"USA",1975-05-22 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1990-09-16 00:00:00.000,"Bronze","Skilled Manual","N"
356,91561319828,"Thomas","Armstrong","9130 San Ramon Road","Mill Valley","CA",89684,"USA",1926-06-23 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1993-05-10 00:00:00.000,"Bronze","Skilled Manual","N"
733,96604081988,"Wanda","Vernon","8031 Danesta Dr.","Grossmont","CA",72360,"USA",1919-11-26 00:00:00.000,"S","$30K - $50K","M",0,0,"High School Degree",1992-06-04 00:00:00.000,"Bronze","Skilled Manual","N"
734,96613957881,"Sharon","Lynn","4654 Blackridge Drive","Pomona","CA",69444,"USA",1970-08-03 00:00:00.000,"S","$30K - $50K","M",3,0,"High School Degree",1992-05-23 00:00:00.000,"Bronze","Skilled Manual","N"
834,97918031811,"Melvin","Carreras","3382 Greer Ave","Spring Valley","CA",27069,"USA",1917-10-20 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1991-05-24 00:00:00.000,"Bronze","Skilled Manual","N"
1006,10072162151,"Natalie","Barber","1706 Vallejo","Palo Alto","CA",31234,"USA",1969-03-07 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1990-04-10 00:00:00.000,"Bronze","Skilled Manual","N"
1127,10914445519,"Richard","Yoshimura","8809 Diablo View Road","Burbank","CA",61975,"USA",1973-05-10 00:00:00.000,"S","$30K - $50K","M",5,0,"High School Degree",1991-04-16 00:00:00.000,"Bronze","Skilled Manual","N"
1176,11278405189,"Robert","Difatta","3076 Monti Dr","Grossmont","CA",77346,"USA",1912-05-02 00:00:00.000,"S","$30K - $50K","F",2,0,"High School Degree",1991-07-18 00:00:00.000,"Bronze","Skilled Manual","N"
1208,11492204100,"Stephen","Green","3421 Gehringer Drive","Daly City","CA",69375,"USA",1974-07-20 00:00:00.000,"S","$30K - $50K","F",4,0,"High School Degree",1990-06-05 00:00:00.000,"Bronze","Skilled Manual","N"
1218,11585872200,"Tamar","Hubbard","3248 Birdhaven Court","Chula Vista","CA",68574,"USA",1961-11-19 00:00:00.000,"S","$30K - $50K","M",3,0,"High School Degree",1991-06-11 00:00:00.000,"Bronze","Skilled Manual","N"
1261,11832217000,"Carlos","Lopez","7870 Orwood Dr.","Grossmont","CA",23132,"USA",1966-03-26 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1993-05-20 00:00:00.000,"Bronze","Skilled Manual","N"
1274,11941420400,"Audrey","Topping","220 Rose Ann Ave.","West Covina","CA",32381,"USA",1911-05-10 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1991-08-25 00:00:00.000,"Bronze","Skilled Manual","N"
1331,12334841489,"Marsha","Perse","2061 Michele Drive","Newport Beach","CA",11304,"USA",1930-09-27 00:00:00.000,"S","$30K - $50K","F",4,0,"High School Degree",1994-11-13 00:00:00.000,"Bronze","Skilled Manual","N"
1342,12374500600,"Angela","Greves","7308 Star Tree Court","Burlingame","CA",99728,"USA",1954-06-15 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1992-09-22 00:00:00.000,"Bronze","Skilled Manual","N"
1463,13138474200,"Monta","Bahr","1874 Vallejo","Palo Alto","CA",94034,"USA",1964-02-04 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1991-10-20 00:00:00.000,"Bronze","Skilled Manual","N"
1521,13623541000,"Shirley","Colvin","9620 Laurel Drive","Novato","CA",57004,"USA",1944-07-10 00:00:00.000,"S","$30K - $50K","M",4,0,"High School Degree",1990-08-28 00:00:00.000,"Bronze","Skilled Manual","N"
1549,13814911200,"Bonnie","Afana","9089 San Jose Ave","Newport Beach","CA",65676,"USA",1911-03-18 00:00:00.000,"S","$30K - $50K","M",4,0,"High School Degree",1993-11-25 00:00:00.000,"Bronze","Skilled Manual","N"
1616,14176494479,"Kadija","Proctor","2466 Clearland Circle","Chula Vista","CA",74484,"USA",1952-03-10 00:00:00.000,"S","$30K - $50K","M",3,0,"High School Degree",1992-04-08 00:00:00.000,"Bronze","Skilled Manual","N"
1747,14973067641,"Joyce","Bentley","135 Grant Street","Imperial Beach","CA",85056,"USA",1921-07-03 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1991-08-18 00:00:00.000,"Bronze","Skilled Manual","N"
2146,17884122700,"William","Jones","9970 San Miguel Rd","Oakland","CA",95911,"USA",1937-02-09 00:00:00.000,"S","$30K - $50K","M",4,0,"High School Degree",1991-05-20 00:00:00.000,"Bronze","Skilled Manual","N"
2289,18984616994,"Lupe","Martin","3092 Gabriela","Glendale","CA",26229,"USA",1915-11-20 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1990-12-26 00:00:00.000,"Bronze","Skilled Manual","N"
2565,21038132309,"Dale","Ucti","5096 Flamingo Dr","Palo Alto","CA",11171,"USA",1951-03-08 00:00:00.000,"S","$30K - $50K","M",4,0,"High School Degree",1994-09-19 00:00:00.000,"Bronze","Skilled Manual","N"
2592,21204150300,"Gonzalo","Plant","3853 Wildcat Circle","Pomona","CA",85166,"USA",1942-07-03 00:00:00.000,"S","$30K - $50K","M",0,0,"High School Degree",1993-02-20 00:00:00.000,"Bronze","Skilled Manual","N"
2700,21913449800,"Morris","Caffano","2119 Little Dr","Lemon Grove","CA",42197,"USA",1966-10-24 00:00:00.000,"S","$30K - $50K","F",4,0,"High School Degree",1991-05-03 00:00:00.000,"Bronze","Skilled Manual","N"
2709,21965586500,"Gretel","Whitehead","5647 Larch Ct","Torrance","CA",58716,"USA",1957-05-25 00:00:00.000,"S","$30K - $50K","F",4,0,"High School Degree",1992-03-23 00:00:00.000,"Bronze","Skilled Manual","N"
2770,22412721514,"Heather","Bowles","2268 Cobblestone Ct","Downey","CA",83854,"USA",1950-09-07 00:00:00.000,"S","$30K - $50K","F",5,0,"High School Degree",1994-12-20 00:00:00.000,"Bronze","Skilled Manual","N"
2866,23165156245,"Jeff","Quinn","1434 El Dorado Way","Altadena","CA",16447,"USA",1968-11-02 00:00:00.000,"S","$30K - $50K","F",2,0,"High School Degree",1993-11-27 00:00:00.000,"Bronze","Skilled Manual","N"
3233,25825269222,"Ann","Breaux","4920 Orange St","Burbank","CA",71808,"USA",1956-04-27 00:00:00.000,"S","$30K - $50K","F",5,0,"High School Degree",1992-07-12 00:00:00.000,"Bronze","Skilled Manual","N"
3258,26007412672,"Jerry","Mercado","5699 Alpha Way","Altadena","CA",43015,"USA",1975-05-27 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1992-11-23 00:00:00.000,"Bronze","Skilled Manual","N"
3285,26199367642,"Christopher","Young","9214 Birch Park Rd","Bellflower","CA",18513,"USA",1937-02-14 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1991-09-16 00:00:00.000,"Bronze","Skilled Manual","N"
3605,28602052900,"John","Speaks","4058 First Ave","Daly City","CA",21951,"USA",1928-10-06 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1991-08-06 00:00:00.000,"Bronze","Skilled Manual","N"
3939,31285195350,"Judy","Wood","460 Almond Avve","Torrance","CA",64079,"USA",1968-08-22 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1993-01-17 00:00:00.000,"Bronze","Skilled Manual","N"
4013,31733253000,"Dolores","Carbajal","8066 Peach Place","Colma","CA",71197,"USA",1933-06-09 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1993-04-11 00:00:00.000,"Bronze","Skilled Manual","N"
4470,35193855200,"Leslie","Appelhans","2140 Ada Dr","Beverly Hills","CA",75733,"USA",1933-08-26 00:00:00.000,"S","$30K - $50K","F",2,0,"High School Degree",1991-03-15 00:00:00.000,"Bronze","Skilled Manual","N"
4523,35591229800,"Eugene","Rodriguez","2664 Escobar","Daly City","CA",53846,"USA",1930-05-02 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1994-02-20 00:00:00.000,"Bronze","Skilled Manual","N"
4578,36029003858,"Angela","Jackson","8720 Orth Larwin Ave","San Jose","CA",65183,"USA",1976-09-09 00:00:00.000,"S","$30K - $50K","F",2,0,"High School Degree",1991-09-07 00:00:00.000,"Bronze","Skilled Manual","N"
4599,36131657361,"Lillian","Smith","4488 Kirkwood Drive","Los Angeles","CA",21558,"USA",1961-08-11 00:00:00.000,"S","$30K - $50K","M",3,0,"High School Degree",1992-04-14 00:00:00.000,"Bronze","Skilled Manual","N"
4681,36718074100,"Bill","Heil","4730 Peterson Place","San Carlos","CA",60397,"USA",1926-04-17 00:00:00.000,"S","$30K - $50K","M",0,0,"High School Degree",1991-12-02 00:00:00.000,"Bronze","Skilled Manual","N"
4799,37687982320,"James","Barkoff","2405 Mission Drive","Burlingame","CA",75142,"USA",1966-09-15 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1992-04-25 00:00:00.000,"Bronze","Skilled Manual","N"
4880,38276652100,"Lydia","Herrman","2098 Caravelle Ct","Concord","CA",91609,"USA",1925-01-11 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1992-12-15 00:00:00.000,"Bronze","Skilled Manual","N"
4963,38882423600,"Marilynn","Williams","5265 Lorraine Ave.","National City","CA",10077,"USA",1939-11-24 00:00:00.000,"S","$30K - $50K","F",2,0,"High School Degree",1992-04-08 00:00:00.000,"Bronze","Skilled Manual","N"
5011,39291750200,"Allisa","Rose","7111 Atchinson Stage Ct","La Jolla","CA",91841,"USA",1939-10-14 00:00:00.000,"S","$30K - $50K","F",2,0,"High School Degree",1992-03-05 00:00:00.000,"Bronze","Skilled Manual","N"
5145,40284307003,"Coleman","Cano","4970 B Way","Berkeley","CA",38382,"USA",1942-05-03 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1993-09-26 00:00:00.000,"Bronze","Skilled Manual","N"
5149,40303415100,"Rosalina","Zancanaros","8041 Erie Dr.","Burlingame","CA",75649,"USA",1928-03-17 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1992-08-24 00:00:00.000,"Bronze","Skilled Manual","N"
5193,40662396600,"Joanne","Klein","5569 Rubiem Ct.","Fremont","CA",98988,"USA",1955-08-14 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1994-03-13 00:00:00.000,"Bronze","Skilled Manual","N"
5402,42199854850,"Ryan","Steeley","2141 Pepperridge Way","Grossmont","CA",47003,"USA",1946-08-13 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1994-11-02 00:00:00.000,"Bronze","Skilled Manual","N"
5442,42545382380,"Faye","Wilson","4334 Contra Costa Blvd.","Bellflower","CA",44172,"USA",1966-03-18 00:00:00.000,"S","$30K - $50K","F",4,0,"High School Degree",1992-09-23 00:00:00.000,"Bronze","Skilled Manual","N"
5717,44847221970,"Carla","Stiltner","6089 Santa Fe Dr.","Torrance","CA",43308,"USA",1947-01-08 00:00:00.000,"S","$30K - $50K","F",0,0,"High School Degree",1993-03-08 00:00:00.000,"Bronze","Skilled Manual","N"
5773,45254837274,"Howard","Yeates","8143 Petarct","Arcadia","CA",44793,"USA",1928-09-20 00:00:00.000,"S","$30K - $50K","M",4,0,"High School Degree",1993-10-24 00:00:00.000,"Bronze","Skilled Manual","N"
5793,45422840118,"Florence","Walls","6157 San Benito","Grossmont","CA",70436,"USA",1939-01-20 00:00:00.000,"S","$30K - $50K","M",4,0,"High School Degree",1994-06-14 00:00:00.000,"Bronze","Skilled Manual","N"
5870,46009637700,"Lucia","Snow","5180 Northridge Drive","Mill Valley","CA",12382,"USA",1928-11-21 00:00:00.000,"S","$30K - $50K","M",3,0,"High School Degree",1991-04-04 00:00:00.000,"Bronze","Skilled Manual","N"
6173,48754964470,"George","Jones","8782 Grenola Dr.","Mill Valley","CA",21700,"USA",1937-04-16 00:00:00.000,"S","$30K - $50K","M",4,0,"High School Degree",1992-11-14 00:00:00.000,"Bronze","Skilled Manual","N"
6219,49165750145,"Aaron","Keane","5328 Mitchelleanjen Ln.","Lemon Grove","CA",70639,"USA",1954-05-26 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1991-02-13 00:00:00.000,"Bronze","Skilled Manual","N"
6314,49839231400,"Louise","Weisser","8149 Olivera Road","El Cajon","CA",34015,"USA",1960-12-17 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1993-06-05 00:00:00.000,"Bronze","Skilled Manual","N"
6391,50549308657,"Jessica","Bruckner","9643 Willow Pass Road","Richmond","CA",30134,"USA",1938-09-26 00:00:00.000,"S","$30K - $50K","F",0,0,"High School Degree",1992-09-18 00:00:00.000,"Bronze","Skilled Manual","N"
6410,50701057300,"Matthew","Bengtson","6692 Lindell Dr","Oakland","CA",44925,"USA",1937-10-27 00:00:00.000,"S","$30K - $50K","M",3,0,"High School Degree",1992-04-03 00:00:00.000,"Bronze","Skilled Manual","N"
6439,50929844379,"R.","Gotfred","1490 Marina Hill Pkwy.","Downey","CA",39191,"USA",1921-04-25 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1990-01-22 00:00:00.000,"Bronze","Skilled Manual","N"
6494,51466908454,"Jill","Clifton","593 Chatworth","Downey","CA",32206,"USA",1976-10-07 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1992-10-25 00:00:00.000,"Bronze","Skilled Manual","N"
6501,51507940888,"Ruth","Johnson","3717 Via Cordona","Lemon Grove","CA",97767,"USA",1959-01-12 00:00:00.000,"S","$30K - $50K","F",5,0,"High School Degree",1992-05-26 00:00:00.000,"Bronze","Skilled Manual","N"
6553,51826780438,"Angelica","Murray","8796 Kentucky Dr.","El Cajon","CA",19380,"USA",1935-04-15 00:00:00.000,"S","$30K - $50K","M",4,0,"High School Degree",1992-02-04 00:00:00.000,"Bronze","Skilled Manual","N"
6772,53821898698,"Elmer","Purcell, Sr.","8476 Kingswood Circle","Spring Valley","CA",21070,"USA",1938-05-15 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1992-09-09 00:00:00.000,"Bronze","Skilled Manual","N"
6848,54486281900,"Donald","Barrier","923 Hill Drive","Oakland","CA",61013,"USA",1975-12-23 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1994-09-22 00:00:00.000,"Bronze","Skilled Manual","N"
7184,57248275876,"Nicole","Emanuele","1955 C Street","Santa Cruz","CA",88642,"USA",1916-02-12 00:00:00.000,"S","$30K - $50K","F",1,0,"High School Degree",1994-11-24 00:00:00.000,"Bronze","Skilled Manual","N"
7659,61265028715,"Margaret","Willich","5598 Mt. Palomar Pl.","Altadena","CA",64006,"USA",1953-04-03 00:00:00.000,"S","$30K - $50K","F",0,0,"High School Degree",1990-10-20 00:00:00.000,"Bronze","Skilled Manual","N"
7775,62254222000,"Margaret","Martucci","7976 Stonedale","Woodland Hills","CA",90497,"USA",1940-10-16 00:00:00.000,"S","$30K - $50K","M",4,0,"High School Degree",1990-01-01 00:00:00.000,"Bronze","Skilled Manual","N"
7885,63237203400,"Judith","Downey","2050 B Avenue I","Santa Cruz","CA",36774,"USA",1942-08-22 00:00:00.000,"S","$30K - $50K","M",3,0,"High School Degree",1993-08-17 00:00:00.000,"Bronze","Skilled Manual","N"
7950,63775533437,"Danny","Arteaga","9987 Roseann Dr.","San Jose","CA",23057,"USA",1918-05-27 00:00:00.000,"S","$30K - $50K","F",4,0,"High School Degree",1992-04-10 00:00:00.000,"Bronze","Skilled Manual","N"
8095,65197490500,"Martha","Carrier","2703 Freda Dr.","San Jose","CA",21643,"USA",1945-05-07 00:00:00.000,"S","$30K - $50K","M",3,0,"High School Degree",1992-11-17 00:00:00.000,"Bronze","Skilled Manual","N"
8354,67516533732,"James","New","8731 Overhill Rd.","Lincoln Acres","CA",15679,"USA",1917-07-07 00:00:00.000,"S","$30K - $50K","F",2,0,"High School Degree",1990-09-14 00:00:00.000,"Bronze","Skilled Manual","N"
8395,67926611304,"Patricia","Webb","89 Ancona Ct.","National City","CA",60759,"USA",1927-09-19 00:00:00.000,"S","$30K - $50K","M",2,0,"High School Degree",1991-07-17 00:00:00.000,"Bronze","Skilled Manual","N"
8513,69046337008,"Jesse","Borowsky","6795 Moccasin Ct.","San Jose","CA",41861,"USA",1932-02-20 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1993-07-18 00:00:00.000,"Bronze","Skilled Manual","N"
8542,69299988150,"Robert","Harberhern","6465 S. 97th Street","La Mesa","CA",97846,"USA",1927-01-20 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1991-05-26 00:00:00.000,"Bronze","Skilled Manual","N"
8654,70315563678,"Lorene","Sayre","1820 Payot Court","Novato","CA",31919,"USA",1919-01-27 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1993-09-23 00:00:00.000,"Bronze","Skilled Manual","N"
8700,70829839706,"Maria","Sylva","145 W. Watson Court","Lakewood","CA",18307,"USA",1961-03-12 00:00:00.000,"S","$30K - $50K","F",5,0,"High School Degree",1991-02-10 00:00:00.000,"Bronze","Skilled Manual","N"
8948,73474401200,"Guy","Cohn","3859 Zand","Lincoln Acres","CA",82810,"USA",1949-06-09 00:00:00.000,"S","$30K - $50K","M",5,0,"High School Degree",1991-06-08 00:00:00.000,"Bronze","Skilled Manual","N"
9068,74737946987,"Eric","Villes","5587 Stanley Dollar Dr.","Downey","CA",37496,"USA",1946-06-04 00:00:00.000,"S","$30K - $50K","M",0,0,"High School Degree",1991-11-06 00:00:00.000,"Bronze","Skilled Manual","N"
9075,74790818700,"Juanita","Zanzi","8964 Woodchuck Pl.","Burbank","CA",61146,"USA",1911-08-22 00:00:00.000,"S","$30K - $50K","M",0,0,"High School Degree",1991-03-05 00:00:00.000,"Bronze","Skilled Manual","N"
9087,74951686859,"Theresa","Wightman","9819 Anchor Court","Beverly Hills","CA",84009,"USA",1926-07-17 00:00:00.000,"S","$30K - $50K","F",5,0,"High School Degree",1994-08-04 00:00:00.000,"Bronze","Skilled Manual","N"
9133,75596774200,"Wendi","Hancock","9136 San Remo Ct.","El Cajon","CA",48212,"USA",1930-09-10 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1991-11-02 00:00:00.000,"Bronze","Skilled Manual","N"
9507,79421287800,"Hershel","Vincent","6046 Flamingo Drive","Woodland Hills","CA",49915,"USA",1940-09-01 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1993-11-21 00:00:00.000,"Bronze","Skilled Manual","N"
9547,79834551811,"Dianne","Parfit","9255 Westover Dr.","San Francisco","CA",85052,"USA",1974-12-27 00:00:00.000,"S","$30K - $50K","F",3,0,"High School Degree",1991-02-06 00:00:00.000,"Bronze","Skilled Manual","N"
9689,81441012620,"Bernadette","Cienfuegus","3607 Cloudview Dr.","Fremont","CA",74182,"USA",1953-10-07 00:00:00.000,"S","$30K - $50K","M",0,0,"High School Degree",1991-04-09 00:00:00.000,"Bronze","Skilled Manual","N"
9733,81782693862,"Ruth","Williams","6446 Kirkwood Dr.","Arcadia","CA",41752,"USA",1933-02-26 00:00:00.000,"S","$30K - $50K","M",4,0,"High School Degree",1990-11-18 00:00:00.000,"Bronze","Skilled Manual","N"
9779,82156953215,"Richard","Sosine","8927 Daylight Place","Lakewood","CA",77792,"USA",1943-08-24 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1991-04-18 00:00:00.000,"Bronze","Skilled Manual","N"
9903,83615817427,"Fred","Tato","2761 Willcrest Circle","Burbank","CA",59695,"USA",1933-06-22 00:00:00.000,"S","$30K - $50K","M",4,0,"High School Degree",1991-05-14 00:00:00.000,"Bronze","Skilled Manual","N"
9910,83667712807,"Shirley","Kuhns","6183 Pinecrest Rd.","Grossmont","CA",61002,"USA",1954-03-15 00:00:00.000,"S","$30K - $50K","M",4,0,"High School Degree",1991-03-10 00:00:00.000,"Bronze","Skilled Manual","N"
10163,86150526400,"Emyril","Vaughn","2131 Minert Rd.","San Jose","CA",32247,"USA",1943-04-11 00:00:00.000,"S","$30K - $50K","M",1,0,"High School Degree",1994-02-16 00:00:00.000,"Bronze","Skilled Manual","N"
38,87801286578,"Peggy","Petty","8684 Military East","Arcadia","CA",28043,"USA",1958-04-09 00:00:00.000,"S","$30K - $50K","M",1,0,"Partial College",1993-06-08 00:00:00.000,"Bronze","Management","N"
151,89130846858,"James","Sparacino","250 Geary Ct.","San Jose","CA",81339,"USA",1959-04-08 00:00:00.000,"M","$30K - $50K","F",3,0,"Partial College",1991-08-27 00:00:00.000,"Bronze","Management","Y"
193,89673307538,"Jeannette","Eldridge","7765 Sunsine Drive","Los Angeles","CA",11910,"USA",1942-04-07 00:00:00.000,"S","$30K - $50K","M",0,0,"Partial College",1991-12-03 00:00:00.000,"Bronze","Skilled Manual","Y"
329,91321036800,"Phyllis","Allen","7254 Buchanan Road","San Gabriel","CA",79447,"USA",1968-12-15 00:00:00.000,"S","$30K - $50K","F",2,0,"Partial College",1991-04-25 00:00:00.000,"Bronze","Manual","N"
396,92061052918,"Barbara","Sipsy","4996 Hillview Drive","National City","CA",27594,"USA",1973-04-12 00:00:00.000,"M","$30K - $50K","F",0,0,"Partial College",1993-07-22 00:00:00.000,"Bronze","Management","N"
501,93485048413,"Sue","Hofsetz","7226 Casa Real","La Jolla","CA",42977,"USA",1943-03-13 00:00:00.000,"S","$30K - $50K","F",1,0,"Partial College",1992-08-12 00:00:00.000,"Bronze","Professional","Y"
514,93681718707,"Lester","Bowman","1032 Buena Vista","San Jose","CA",97953,"USA",1956-03-11 00:00:00.000,"S","$30K - $50K","F",5,0,"Partial College",1992-10-05 00:00:00.000,"Bronze","Skilled Manual","Y"
581,94425151944,"Silvia","Walker","5678 Arlington Way","Imperial Beach","CA",89859,"USA",1933-05-11 00:00:00.000,"S","$30K - $50K","M",0,0,"Partial College",1993-02-20 00:00:00.000,"Bronze","Professional","N"
589,94524431228,"Gail","Westover","805 Willow Lane","Palo Alto","CA",2748,"USA",1958-10-13 00:00:00.000,"S","$30K - $50K","F",3,0,"Partial College",1991-07-10 00:00:00.000,"Bronze","Clerical","Y"
648,95366451740,"Joshua","Several","2012 Reisling Court","San Carlos","CA",70496,"USA",1979-03-01 00:00:00.000,"S","$30K - $50K","M",4,0,"Partial College",1991-09-05 00:00:00.000,"Bronze","Management","Y"
689,95929125547,"William","Sotelo","6323 Benedict Court","Lincoln Acres","CA",82248,"USA",1976-12-03 00:00:00.000,"S","$30K - $50K","M",4,0,"Partial College",1991-06-12 00:00:00.000,"Bronze","Clerical","N"
705,96115834100,"Kay","Kartz","480 C Kenwal Rd","Arcadia","CA",77828,"USA",1947-09-21 00:00:00.000,"S","$30K - $50K","F",2,0,"Partial College",1994-05-04 00:00:00.000,"Bronze","Manual","N"
765,97041056752,"Julie","Waggoner","5097 Waterfall Way","San Francisco","CA",11225,"USA",1921-08-07 00:00:00.000,"S","$30K - $50K","F",5,0,"Partial College",1991-09-12 00:00:00.000,"Bronze","Clerical","Y"
775,97150464057,"Robert","Lyeba","4416 Harvard Drive","Santa Cruz","CA",51809,"USA",1913-10-02 00:00:00.000,"S","$30K - $50K","M",5,0,"Partial College",1993-11-08 00:00:00.000,"Bronze","Clerical","Y"
823,97740979194,"Lillian","Heckman","3769 Loma Linda","Coronado","CA",28984,"USA",1962-10-10 00:00:00.000,"S","$30K - $50K","M",3,0,"Partial College",1991-04-16 00:00:00.000,"Bronze","Skilled Manual","N"
871,98407443761,"Ted","Lebaron","466 E St.","Colma","CA",63424,"USA",1949-12-02 00:00:00.000,"S","$30K - $50K","M",1,0,"Partial College",1991-07-17 00:00:00.000,"Bronze","Manual","N"
1037,10318903900,"Kerry","Price","1064 William Way","Woodland Hills","CA",12096,"USA",1926-12-22 00:00:00.000,"S","$30K - $50K","M",5,0,"Partial College",1991-01-17 00:00:00.000,"Bronze","Professional","N"
1215,11580743789,"Harold","Erickson","7306 Arnold Drive","Long Beach","CA",33422,"USA",1968-04-11 00:00:00.000,"S","$30K - $50K","M",1,0,"Partial College",1992-02-23 00:00:00.000,"Bronze","Professional","N"
1286,11993433833,"Lynn","Norris","174 Kim Court","Coronado","CA",60762,"USA",1916-11-06 00:00:00.000,"M","$30K - $50K","M",4,0,"Partial College",1992-08-18 00:00:00.000,"Bronze","Professional","Y"
1455,13087683900,"Maryann","Clark","419 River Ash Court","Lakewood","CA",86452,"USA",1927-10-21 00:00:00.000,"S","$30K - $50K","F",2,0,"Partial College",1994-02-18 00:00:00.000,"Bronze","Management","N"
