EmployeeKey,ParentEmployeeKey,EmployeeNationalIDAlternateKey,ParentEmployeeNationalIDAlternateKey,SalesTerritoryKey,Title,Hired,Birthday,LoginID,Phone,Marital Status,Emergency Contact,Emergency Phone,Salaried,Gender,Pay Frequency,Base Rate,Vacation Hours,Sick Leave Hours,Current,Sales Person,Department,Start Date,End Date,Status,Employee Name,Email
110,40,"342607223","",11,"Production Technician - WC50",2008-08-13 00:00:00.000,1977-12-05 00:00:00.000,"adventure-works\mindaugas0","637-555-0120","M","Mindaugas Krapauskas","637-555-0120",False,"M",1,11,97,68,True,False,"Production",2008-08-13 00:00:00.000,,"Current","Mindaugas Krapauskas","mailto://mindaugas0@adventure-works.com"
116,188,"364818297","",11,"Production Technician - WC30",2008-08-16 00:00:00.000,1986-05-24 00:00:00.000,"adventure-works\marc0","234-555-0169","M","Marc Ingle","234-555-0169",False,"M",1,9.5,22,31,True,False,"Production",2008-08-16 00:00:00.000,,"Current","Marc Ingle","mailto://marc0@adventure-works.com"
118,111,"886023130","",11,"Production Technician - WC20",2008-08-17 00:00:00.000,1990-06-04 00:00:00.000,"adventure-works\paul1","727-555-0112","M","Paul Singh","727-555-0112",False,"M",1,14,6,23,True,False,"Production",2008-08-17 00:00:00.000,,"Current","Paul Singh","mailto://paul1@adventure-works.com"
119,214,"749211824","",11,"Production Technician - WC40",2008-08-17 00:00:00.000,1987-04-06 00:00:00.000,"adventure-works\frank0","158-555-0191","M","Frank Lee","158-555-0191",False,"M",1,15,56,48,True,False,"Production",2008-08-17 00:00:00.000,,"Current","Frank Lee","mailto://frank0@adventure-works.com"
129,126,"539490372","",11,"Production Technician - WC45",2008-08-22 00:00:00.000,1988-07-16 00:00:00.000,"adventure-works\chris0","200-555-0112","M","Chris Preston","200-555-0112",False,"M",1,10,76,58,True,False,"Production",2008-08-22 00:00:00.000,,"Current","Chris Preston","mailto://chris0@adventure-works.com"
134,76,"153288994","",11,"Production Technician - WC50",2008-08-25 00:00:00.000,1971-03-30 00:00:00.000,"adventure-works\houman0","180-555-0136","M","Houman Pournasseh","180-555-0136",False,"M",1,11,3,21,True,False,"Production",2008-08-25 00:00:00.000,,"Current","Houman Pournasseh","mailto://houman0@adventure-works.com"
146,138,"764853868","",11,"Production Technician - WC30",2008-08-31 00:00:00.000,1983-05-20 00:00:00.000,"adventure-works\andy0","118-555-0110","M","Andy Ruth","118-555-0110",False,"M",1,9.5,39,39,True,False,"Production",2008-08-31 00:00:00.000,,"Current","Andy Ruth","mailto://andy0@adventure-works.com"
150,188,"259388196","",11,"Production Technician - WC30",2008-09-02 00:00:00.000,1988-08-08 00:00:00.000,"adventure-works\reed0","678-555-0110","M","Reed Koch","678-555-0110",False,"M",1,9.5,23,31,True,False,"Production",2008-09-02 00:00:00.000,,"Current","Reed Koch","mailto://reed0@adventure-works.com"
159,126,"377784364","",11,"Production Technician - WC45",2008-09-08 00:00:00.000,1989-11-11 00:00:00.000,"adventure-works\alex0","819-555-0198","M","Alex Nayberg","819-555-0198",False,"M",1,10,77,58,True,False,"Production",2008-09-08 00:00:00.000,,"Current","Alex Nayberg","mailto://alex0@adventure-works.com"
161,18,"999440576","",11,"Production Technician - WC60",2008-09-08 00:00:00.000,1976-08-10 00:00:00.000,"adventure-works\brandon0","429-555-0137","M","Brandon Heidepriem","429-555-0137",False,"M",1,12.45,22,31,True,False,"Production",2008-09-08 00:00:00.000,,"Current","Brandon Heidepriem","mailto://brandon0@adventure-works.com"
164,186,"305522471","",11,"Production Technician - WC20",2008-09-09 00:00:00.000,1985-11-03 00:00:00.000,"adventure-works\john2","201-555-0163","M","John Chen","201-555-0163",False,"M",1,14,18,29,True,False,"Production",2008-09-09 00:00:00.000,,"Current","John Chen","mailto://john2@adventure-works.com"
166,18,"788456780","",11,"Production Technician - WC60",2008-09-10 00:00:00.000,1984-02-29 00:00:00.000,"adventure-works\jose0","587-555-0115","M","Jose Lugo","587-555-0115",False,"M",1,12.45,20,30,True,False,"Production",2008-09-10 00:00:00.000,,"Current","Jose Lugo","mailto://jose0@adventure-works.com"
169,76,"152085091","",11,"Production Technician - WC50",2008-09-11 00:00:00.000,1978-01-24 00:00:00.000,"adventure-works\sameer0","990-555-0172","M","Sameer Tejani","990-555-0172",False,"M",1,11,4,22,True,False,"Production",2008-09-11 00:00:00.000,,"Current","Sameer Tejani","mailto://sameer0@adventure-works.com"
173,40,"222400012","",11,"Production Technician - WC50",2008-09-13 00:00:00.000,1971-01-11 00:00:00.000,"adventure-works\don0","100-555-0174","M","Don Hall","100-555-0174",False,"M",1,11,88,64,True,False,"Production",2008-09-13 00:00:00.000,,"Current","Don Hall","mailto://don0@adventure-works.com"
175,188,"860123571","",11,"Production Technician - WC30",2008-09-14 00:00:00.000,1985-04-23 00:00:00.000,"adventure-works\david7","118-555-0177","M","David Lawrence","118-555-0177",False,"M",1,9.5,29,34,True,False,"Production",2008-09-14 00:00:00.000,,"Current","David Lawrence","mailto://david7@adventure-works.com"
183,40,"599942664","",11,"Production Technician - WC50",2008-09-18 00:00:00.000,1990-03-04 00:00:00.000,"adventure-works\chad0","559-555-0175","M","Chad Niswonger","559-555-0175",False,"M",1,11,99,69,True,False,"Production",2008-09-18 00:00:00.000,,"Current","Chad Niswonger","mailto://chad0@adventure-works.com"
184,138,"993310268","",11,"Production Technician - WC30",2008-09-19 00:00:00.000,1977-04-13 00:00:00.000,"adventure-works\rostislav0","751-555-0134","M","Rostislav Shabalin","751-555-0134",False,"M",1,9.5,40,40,True,False,"Production",2008-09-19 00:00:00.000,,"Current","Rostislav Shabalin","mailto://rostislav0@adventure-works.com"
187,188,"551346974","",11,"Production Technician - WC30",2008-09-21 00:00:00.000,1981-09-11 00:00:00.000,"adventure-works\russell1","517-555-0122","M","Russell King","517-555-0122",False,"M",1,9.5,24,32,True,False,"Production",2008-09-21 00:00:00.000,,"Current","Russell King","mailto://russell1@adventure-works.com"
194,214,"693168613","",11,"Production Technician - WC40",2008-09-24 00:00:00.000,1980-12-26 00:00:00.000,"adventure-works\ken1","949-555-0174","M","Ken Myer","949-555-0174",False,"M",1,15,51,45,True,False,"Production",2008-09-24 00:00:00.000,,"Current","Ken Myer","mailto://ken1@adventure-works.com"
198,9,"500412746","",11,"Production Technician - WC60",2008-09-26 00:00:00.000,1985-08-10 00:00:00.000,"adventure-works\thomas0","278-555-0118","M","Thomas Michaels","278-555-0118",False,"M",1,12.45,37,38,True,False,"Production",2008-09-26 00:00:00.000,,"Current","Thomas Michaels","mailto://thomas0@adventure-works.com"
200,138,"878395493","",11,"Production Technician - WC30",2008-09-26 00:00:00.000,1982-04-18 00:00:00.000,"adventure-works\michael5","296-555-0121","M","Michael Vanderhyde","296-555-0121",False,"M",1,9.5,35,37,True,False,"Production",2008-09-26 00:00:00.000,,"Current","Michael Vanderhyde","mailto://michael5@adventure-works.com"
219,214,"440379437","",11,"Production Technician - WC40",2008-10-06 00:00:00.000,1987-12-09 00:00:00.000,"adventure-works\gabe0","310-555-0117","M","Gabe Mares","310-555-0117",False,"M",1,15,57,48,True,False,"Production",2008-10-06 00:00:00.000,,"Current","Gabe Mares","mailto://gabe0@adventure-works.com"
225,111,"701156975","",11,"Production Technician - WC20",2009-07-11 00:00:00.000,1970-06-12 00:00:00.000,"adventure-works\sylvester0","492-555-0174","M","Sylvester Valdez","492-555-0174",False,"M",1,14,4,22,True,False,"Production",2009-07-11 00:00:00.000,,"Current","Sylvester Valdez","mailto://sylvester0@adventure-works.com"
241,111,"339233463","",11,"Production Technician - WC20",2009-08-22 00:00:00.000,1952-11-28 00:00:00.000,"adventure-works\prasanna0","129-555-0199","M","Prasanna Samarawickrama","129-555-0199",False,"M",1,14,5,22,True,False,"Production",2009-08-22 00:00:00.000,,"Current","Prasanna Samarawickrama","mailto://prasanna0@adventure-works.com"
243,111,"872923042","",11,"Production Technician - WC20",2009-08-24 00:00:00.000,1974-04-10 00:00:00.000,"adventure-works\min0","590-555-0152","M","Min Su","590-555-0152",False,"M",1,14,1,20,True,False,"Production",2009-08-24 00:00:00.000,,"Current","Min Su","mailto://min0@adventure-works.com"
244,53,"697712387","",11,"Production Technician - WC40",2009-08-24 00:00:00.000,1942-07-08 00:00:00.000,"adventure-works\eric1","680-555-0118","M","Eric Brown","680-555-0118",False,"M",1,15,60,50,True,False,"Production",2009-08-24 00:00:00.000,,"Current","Eric Brown","mailto://eric1@adventure-works.com"
250,53,"947029962","",11,"Production Technician - WC40",2009-09-05 00:00:00.000,1951-10-01 00:00:00.000,"adventure-works\frank3","203-555-0196","M","Frank Martinez","203-555-0196",False,"M",1,15,66,53,True,False,"Production",2009-09-05 00:00:00.000,,"Current","Frank Martinez","mailto://frank3@adventure-works.com"
252,27,"393421437","",11,"Production Technician - WC10",2009-09-08 00:00:00.000,1986-05-01 00:00:00.000,"adventure-works\christopher0","153-555-0166","M","Christopher Hill","153-555-0166",False,"M",1,13.45,91,65,True,False,"Production",2009-09-08 00:00:00.000,,"Current","Christopher Hill","mailto://christopher0@adventure-works.com"
253,53,"988315686","",11,"Production Technician - WC40",2009-09-12 00:00:00.000,1973-07-23 00:00:00.000,"adventure-works\patrick1","425-555-0117","M","Patrick Cook","425-555-0117",False,"M",1,15,61,50,True,False,"Production",2009-09-12 00:00:00.000,,"Current","Patrick Cook","mailto://patrick1@adventure-works.com"
259,20,"8066363","",11,"Production Technician - WC60",2009-09-23 00:00:00.000,1969-11-26 00:00:00.000,"adventure-works\randy0","961-555-0122","M","Randy Reeves","961-555-0122",False,"M",1,12.45,29,34,True,False,"Production",2009-09-23 00:00:00.000,,"Current","Randy Reeves","mailto://randy0@adventure-works.com"
266,66,"826454897","",11,"Production Technician - WC10",2009-10-08 00:00:00.000,1986-05-01 00:00:00.000,"adventure-works\tom0","295-555-0161","M","Tom Vande Velde","295-555-0161",False,"M",1,13.45,98,69,True,False,"Production",2009-10-08 00:00:00.000,,"Current","Tom Vande Velde","mailto://tom0@adventure-works.com"
10,189,"690627818","",11,"Production Technician - WC10",2007-08-06 00:00:00.000,1956-01-03 00:00:00.000,"adventure-works\ruth0","145-555-0130","M","Ruth Ellerbrock","145-555-0130",False,"F",1,13.45,83,61,True,False,"Production",2007-08-06 00:00:00.000,,"Current","Ruth Ellerbrock","mailto://ruth0@adventure-works.com"
19,189,"565090917","",11,"Production Technician - WC10",2007-10-09 00:00:00.000,1955-11-03 00:00:00.000,"adventure-works\doris0","328-555-0150","M","Doris Hartwig","328-555-0150",False,"F",1,13.45,86,63,True,False,"Production",2007-10-09 00:00:00.000,,"Current","Doris Hartwig","mailto://doris0@adventure-works.com"
21,189,"9659517","",11,"Production Technician - WC10",2007-10-27 00:00:00.000,1955-10-28 00:00:00.000,"adventure-works\diane0","202-555-0151","M","Diane Glimp","202-555-0151",False,"F",1,13.45,87,63,True,False,"Production",2007-10-27 00:00:00.000,,"Current","Diane Glimp","mailto://diane0@adventure-works.com"
38,40,"113695504","",11,"Production Technician - WC50",2008-07-07 00:00:00.000,1977-08-26 00:00:00.000,"adventure-works\alice0","333-555-0173","M","Alice Ciccu","333-555-0173",False,"F",1,11,95,67,True,False,"Production",2008-07-07 00:00:00.000,,"Current","Alice Ciccu","mailto://alice0@adventure-works.com"
42,163,"713403643","",11,"Production Technician - WC45",2008-07-09 00:00:00.000,1988-11-13 00:00:00.000,"adventure-works\yvonne0","286-555-0189","M","Yvonne McKay","286-555-0189",False,"F",1,10,79,59,True,False,"Production",2008-07-09 00:00:00.000,,"Current","Yvonne McKay","mailto://yvonne0@adventure-works.com"
52,188,"351069889","",11,"Production Technician - WC30",2008-07-14 00:00:00.000,1982-10-31 00:00:00.000,"adventure-works\susan1","639-555-0164","S","Susan Metters","639-555-0164",False,"F",1,9.5,31,35,True,False,"Production",2008-07-14 00:00:00.000,,"Current","Susan Metters","mailto://susan1@adventure-works.com"
63,177,"138280935","",11,"Production Technician - WC30",2008-07-19 00:00:00.000,1983-05-19 00:00:00.000,"adventure-works\carole0","688-555-0192","M","Carole Poland","688-555-0192",False,"F",1,9.5,42,41,True,False,"Production",2008-07-19 00:00:00.000,,"Current","Carole Poland","mailto://carole0@adventure-works.com"
71,40,"54759846","",11,"Production Technician - WC50",2008-07-25 00:00:00.000,1987-02-14 00:00:00.000,"adventure-works\linda0","612-555-0171","M","Linda Moschell","612-555-0171",False,"F",1,11,96,68,True,False,"Production",2008-07-25 00:00:00.000,,"Current","Linda Moschell","mailto://linda0@adventure-works.com"
75,138,"604664374","",11,"Production Technician - WC30",2008-07-26 00:00:00.000,1975-06-05 00:00:00.000,"adventure-works\sandra0","896-555-0168","M","Sandra Reátegui Alayo","896-555-0168",False,"F",1,9.5,37,38,True,False,"Production",2008-07-26 00:00:00.000,,"Current","Sandra Reátegui Alayo","mailto://sandra0@adventure-works.com"
82,18,"330211482","",11,"Production Technician - WC60",2008-07-29 00:00:00.000,1988-02-04 00:00:00.000,"adventure-works\rebecca0","314-555-0113","M","Rebecca Laszlo","314-555-0113",False,"F",1,12.45,23,31,True,False,"Production",2008-07-29 00:00:00.000,,"Current","Rebecca Laszlo","mailto://rebecca0@adventure-works.com"
86,9,"693325305","",11,"Production Technician - WC60",2008-08-02 00:00:00.000,1988-06-19 00:00:00.000,"adventure-works\nancy0","970-555-0118","M","Nancy Anderson","970-555-0118",False,"F",1,12.45,34,37,True,False,"Production",2008-08-02 00:00:00.000,,"Current","Nancy Anderson","mailto://nancy0@adventure-works.com"
90,126,"514829225","",11,"Production Technician - WC45",2008-08-03 00:00:00.000,1980-07-25 00:00:00.000,"adventure-works\laura0","777-555-0141","S","Laura Steele","777-555-0141",False,"F",1,10,75,57,True,False,"Production",2008-08-03 00:00:00.000,,"Current","Laura Steele","mailto://laura0@adventure-works.com"
91,18,"750246141","",11,"Production Technician - WC60",2008-08-04 00:00:00.000,1985-12-18 00:00:00.000,"adventure-works\margie0","818-555-0128","M","Margie Shoop","818-555-0128",False,"F",1,12.45,18,29,True,False,"Production",2008-08-04 00:00:00.000,,"Current","Margie Shoop","mailto://margie0@adventure-works.com"
93,214,"19312190","",11,"Production Technician - WC40",2008-08-04 00:00:00.000,1988-06-26 00:00:00.000,"adventure-works\lorraine0","845-555-0184","M","Lorraine Nay","845-555-0184",False,"F",1,15,49,44,True,False,"Production",2008-08-04 00:00:00.000,,"Current","Lorraine Nay","mailto://lorraine0@adventure-works.com"
108,214,"992874797","",11,"Production Technician - WC40",2008-08-12 00:00:00.000,1986-09-10 00:00:00.000,"adventure-works\paula1","476-555-0119","M","Paula Nartker","476-555-0119",False,"F",1,15,54,47,True,False,"Production",2008-08-12 00:00:00.000,,"Current","Paula Nartker","mailto://paula1@adventure-works.com"
115,163,"187369436","",11,"Production Technician - WC45",2008-08-15 00:00:00.000,1972-02-22 00:00:00.000,"adventure-works\janeth0","540-555-0191","S","Janeth Esteves","540-555-0191",False,"F",1,10,81,60,True,False,"Production",2008-08-15 00:00:00.000,,"Current","Janeth Esteves","mailto://janeth0@adventure-works.com"
121,16,"92096924","",11,"Production Technician - WC50",2008-08-18 00:00:00.000,1989-03-09 00:00:00.000,"adventure-works\diane2","361-555-0180","S","Diane Tibbott","361-555-0180",False,"F",1,11,8,24,True,False,"Production",2008-08-18 00:00:00.000,,"Current","Diane Tibbott","mailto://diane2@adventure-works.com"
123,40,"563680513","",11,"Production Technician - WC50",2008-08-20 00:00:00.000,1990-12-29 00:00:00.000,"adventure-works\angela0","150-555-0194","S","Angela Barbariol","150-555-0194",False,"F",1,11,92,66,True,False,"Production",2008-08-20 00:00:00.000,,"Current","Angela Barbariol","mailto://angela0@adventure-works.com"
128,186,"969985265","",11,"Production Technician - WC20",2008-08-22 00:00:00.000,1984-07-29 00:00:00.000,"adventure-works\barbara0","119-555-0192","M","Barbara Decker","119-555-0192",False,"F",1,14,17,28,True,False,"Production",2008-08-22 00:00:00.000,,"Current","Barbara Decker","mailto://barbara0@adventure-works.com"
139,201,"167554340","",11,"Production Technician - WC45",2008-08-27 00:00:00.000,1990-06-01 00:00:00.000,"adventure-works\kathie0","446-555-0118","M","Kathie Flood","446-555-0118",False,"F",1,10,87,63,True,False,"Production",2008-08-27 00:00:00.000,,"Current","Kathie Flood","mailto://kathie0@adventure-works.com"
140,18,"410742000","",11,"Production Technician - WC60",2008-08-29 00:00:00.000,1989-04-28 00:00:00.000,"adventure-works\britta0","955-555-0169","M","Britta Simon","955-555-0169",False,"F",1,12.45,14,27,True,False,"Production",2008-08-29 00:00:00.000,,"Current","Britta Simon","mailto://britta0@adventure-works.com"
151,147,"812797414","",11,"Production Technician - WC20",2008-09-03 00:00:00.000,1977-05-05 00:00:00.000,"adventure-works\linda1","696-555-0157","S","Linda Randall","696-555-0157",False,"F",1,14,12,26,True,False,"Production",2008-09-03 00:00:00.000,,"Current","Linda Randall","mailto://linda1@adventure-works.com"
155,111,"25011600","",11,"Production Technician - WC20",2008-09-04 00:00:00.000,1987-06-22 00:00:00.000,"adventure-works\samantha0","587-555-0114","M","Samantha Smith","587-555-0114",False,"F",1,14,7,23,True,False,"Production",2008-09-04 00:00:00.000,,"Current","Samantha Smith","mailto://samantha0@adventure-works.com"
157,16,"652535724","",11,"Production Technician - WC50",2008-09-05 00:00:00.000,1988-02-04 00:00:00.000,"adventure-works\denise0","869-555-0119","M","Denise Smith","869-555-0119",False,"F",1,11,9,24,True,False,"Production",2008-09-05 00:00:00.000,,"Current","Denise Smith","mailto://denise0@adventure-works.com"
171,177,"227319668","",11,"Production Technician - WC30",2008-09-12 00:00:00.000,1988-05-17 00:00:00.000,"adventure-works\carol0","609-555-0153","M","Carol Philips","609-555-0153",False,"F",1,9.5,45,42,True,False,"Production",2008-09-12 00:00:00.000,,"Current","Carol Philips","mailto://carol0@adventure-works.com"
179,18,"754372876","",11,"Production Technician - WC60",2008-09-16 00:00:00.000,1987-01-08 00:00:00.000,"adventure-works\suchitra0","753-555-0129","M","Suchitra Mohan","753-555-0129",False,"F",1,12.45,15,27,True,False,"Production",2008-09-16 00:00:00.000,,"Current","Suchitra Mohan","mailto://suchitra0@adventure-works.com"
185,201,"20244403","",11,"Production Technician - WC45",2008-09-20 00:00:00.000,1974-10-15 00:00:00.000,"adventure-works\belinda0","319-555-0126","S","Belinda Newman","319-555-0126",False,"F",1,10,83,61,True,False,"Production",2008-09-20 00:00:00.000,,"Current","Belinda Newman","mailto://belinda0@adventure-works.com"
190,89,"1300049","",11,"Production Technician - WC40",2008-09-22 00:00:00.000,1985-11-07 00:00:00.000,"adventure-works\nicole0","508-555-0129","M","Nicole Holliday","508-555-0129",False,"F",1,15,67,53,True,False,"Production",2008-09-22 00:00:00.000,,"Current","Nicole Holliday","mailto://nicole0@adventure-works.com"
193,111,"63761469","",11,"Production Technician - WC20",2008-09-23 00:00:00.000,1974-04-05 00:00:00.000,"adventure-works\anibal0","106-555-0120","S","Anibal Sousa","106-555-0120",False,"F",1,14,8,24,True,False,"Production",2008-09-23 00:00:00.000,,"Current","Anibal Sousa","mailto://anibal0@adventure-works.com"
206,76,"912141525","",11,"Production Technician - WC50",2008-09-30 00:00:00.000,1989-08-25 00:00:00.000,"adventure-works\elizabeth0","318-555-0137","M","Elizabeth Keyser","318-555-0137",False,"F",1,11,5,22,True,False,"Production",2008-09-30 00:00:00.000,,"Current","Elizabeth Keyser","mailto://elizabeth0@adventure-works.com"
209,177,"301435199","",11,"Production Technician - WC30",2008-10-01 00:00:00.000,1982-12-11 00:00:00.000,"adventure-works\merav0","224-555-0187","M","Merav Netz","224-555-0187",False,"F",1,9.5,46,43,True,False,"Production",2008-10-01 00:00:00.000,,"Current","Merav Netz","mailto://merav0@adventure-works.com"
211,40,"211789056","",11,"Production Technician - WC50",2008-10-02 00:00:00.000,1987-01-04 00:00:00.000,"adventure-works\kitti0","785-555-0132","S","Kitti Lertpiriyasuwat","785-555-0132",False,"F",1,11,89,64,True,False,"Production",2008-10-02 00:00:00.000,,"Current","Kitti Lertpiriyasuwat","mailto://kitti0@adventure-works.com"
218,147,"300946911","",11,"Production Technician - WC20",2008-10-05 00:00:00.000,1986-07-08 00:00:00.000,"adventure-works\shelley0","991-555-0184","S","Shelley Dyck","991-555-0184",False,"F",1,14,14,27,True,False,"Production",2008-10-05 00:00:00.000,,"Current","Shelley Dyck","mailto://shelley0@adventure-works.com"
228,66,"294148271","",11,"Production Technician - WC10",2009-07-18 00:00:00.000,1942-07-17 00:00:00.000,"adventure-works\betsy0","405-555-0171","S","Betsy Stadick","405-555-0171",False,"F",1,13.45,99,69,True,False,"Production",2009-07-18 00:00:00.000,,"Current","Betsy Stadick","mailto://betsy0@adventure-works.com"
231,27,"717889520","",11,"Production Technician - WC10",2009-07-25 00:00:00.000,1986-04-19 00:00:00.000,"adventure-works\mary1","283-555-0185","M","Mary Baker","283-555-0185",False,"F",1,13.45,94,67,True,False,"Production",2009-07-25 00:00:00.000,,"Current","Mary Baker","mailto://mary1@adventure-works.com"
234,189,"109272464","",11,"Production Technician - WC10",2009-08-01 00:00:00.000,1986-04-10 00:00:00.000,"adventure-works\bonnie0","264-555-0150","M","Bonnie Kearney","264-555-0150",False,"F",1,13.45,89,64,True,False,"Production",2009-08-01 00:00:00.000,,"Current","Bonnie Kearney","mailto://bonnie0@adventure-works.com"
238,66,"390124815","",11,"Production Technician - WC10",2009-08-12 00:00:00.000,1986-04-13 00:00:00.000,"adventure-works\kimberly0","123-555-0167","S","Kimberly Zimmerman","123-555-0167",False,"F",1,13.45,95,67,True,False,"Production",2009-08-12 00:00:00.000,,"Current","Kimberly Zimmerman","mailto://kimberly0@adventure-works.com"
239,18,"6298838","",11,"Production Technician - WC60",2009-08-16 00:00:00.000,1942-07-14 00:00:00.000,"adventure-works\kim1","208-555-0114","M","Kim Abercrombie","208-555-0114",False,"F",1,12.45,24,32,True,False,"Production",2009-08-16 00:00:00.000,,"Current","Kim Abercrombie","mailto://kim1@adventure-works.com"
256,66,"82638150","",11,"Production Technician - WC10",2009-09-20 00:00:00.000,1986-04-07 00:00:00.000,"adventure-works\danielle0","500-555-0172","S","Danielle Tiedt","500-555-0172",False,"F",1,13.45,97,68,True,False,"Production",2009-09-20 00:00:00.000,,"Current","Danielle Tiedt","mailto://danielle0@adventure-works.com"
262,111,"163347032","",11,"Production Technician - WC20",2009-10-02 00:00:00.000,1969-11-02 00:00:00.000,"adventure-works\olinda0","306-555-0186","S","Olinda Turner","306-555-0186",False,"F",1,14,3,21,True,False,"Production",2009-10-02 00:00:00.000,,"Current","Olinda Turner","mailto://olinda0@adventure-works.com"
9,23,"309738752","",11,"Production Supervisor - WC60",2007-07-26 00:00:00.000,1955-08-16 00:00:00.000,"adventure-works\jolynn0","903-555-0145","S","JoLynn Dobney","903-555-0145",False,"F",2,25,82,61,True,False,"Production",2007-07-26 00:00:00.000,,"Current","JoLynn Dobney","mailto://jolynn0@adventure-works.com"
16,23,"233069302","",11,"Production Supervisor - WC50",2007-09-08 00:00:00.000,1955-10-31 00:00:00.000,"adventure-works\taylor0","508-555-0165","M","Taylor Maxwell","508-555-0165",False,"M",2,25,79,59,True,False,"Production",2007-09-08 00:00:00.000,,"Current","Taylor Maxwell","mailto://taylor0@adventure-works.com"
18,23,"446466105","",11,"Production Supervisor - WC60",2007-09-27 00:00:00.000,1956-05-08 00:00:00.000,"adventure-works\jo0","632-555-0129","S","Jo Brown","632-555-0129",False,"F",2,25,80,60,True,False,"Production",2007-09-27 00:00:00.000,,"Current","Jo Brown","mailto://jo0@adventure-works.com"
20,23,"494170342","",11,"Production Supervisor - WC60",2007-10-16 00:00:00.000,1956-03-07 00:00:00.000,"adventure-works\john0","435-555-0113","M","John Campbell","435-555-0113",False,"M",2,25,81,60,True,False,"Production",2007-10-16 00:00:00.000,,"Current","John Campbell","mailto://john0@adventure-works.com"
27,23,"360868122","",11,"Production Supervisor - WC10",2008-07-03 00:00:00.000,1983-05-26 00:00:00.000,"adventure-works\zheng0","113-555-0173","S","Zheng Mu","113-555-0173",False,"M",2,25,66,53,True,False,"Production",2008-07-03 00:00:00.000,,"Current","Zheng Mu","mailto://zheng0@adventure-works.com"
40,23,"630184120","",11,"Production Supervisor - WC50",2008-07-08 00:00:00.000,1988-09-05 00:00:00.000,"adventure-works\jinghao0","794-555-0159","S","Jinghao Liu","794-555-0159",False,"M",2,25,77,58,True,False,"Production",2008-07-08 00:00:00.000,,"Current","Jinghao Liu","mailto://jinghao0@adventure-works.com"
53,23,"370989364","",11,"Production Supervisor - WC40",2008-07-15 00:00:00.000,1987-03-27 00:00:00.000,"adventure-works\reuben0","191-555-0112","M","Reuben D'sa","191-555-0112",False,"M",2,25,72,56,True,False,"Production",2008-07-15 00:00:00.000,,"Current","Reuben D'sa","mailto://reuben0@adventure-works.com"
66,23,"7201901","",11,"Production Supervisor - WC10",2008-07-22 00:00:00.000,1983-11-10 00:00:00.000,"adventure-works\cristian0","434-555-0133","M","Cristian Petculescu","434-555-0133",False,"M",2,25,67,53,True,False,"Production",2008-07-22 00:00:00.000,,"Current","Cristian Petculescu","mailto://cristian0@adventure-works.com"
76,23,"778552911","",11,"Production Supervisor - WC50",2008-07-27 00:00:00.000,1979-11-27 00:00:00.000,"adventure-works\kok-ho0","999-555-0155","S","Kok-Ho Loh","999-555-0155",False,"M",2,25,78,59,True,False,"Production",2008-07-27 00:00:00.000,,"Current","Kok-Ho Loh","mailto://kok-ho0@adventure-works.com"
89,23,"750905084","",11,"Production Supervisor - WC40",2008-08-03 00:00:00.000,1983-01-30 00:00:00.000,"adventure-works\david4","986-555-0177","S","David Hamilton","986-555-0177",False,"M",2,25,73,56,True,False,"Production",2008-08-03 00:00:00.000,,"Current","David Hamilton","mailto://david4@adventure-works.com"
111,23,"45615666","",11,"Production Supervisor - WC20",2008-08-14 00:00:00.000,1984-08-19 00:00:00.000,"adventure-works\eric0","260-555-0119","M","Eric Gubbels","260-555-0119",False,"M",2,25,40,40,True,False,"Production",2008-08-14 00:00:00.000,,"Current","Eric Gubbels","mailto://eric0@adventure-works.com"
126,23,"712885347","",11,"Production Supervisor - WC45",2008-08-21 00:00:00.000,1976-08-15 00:00:00.000,"adventure-works\jeff0","350-555-0167","M","Jeff Hay","350-555-0167",False,"M",2,25,74,57,True,False,"Production",2008-08-21 00:00:00.000,,"Current","Jeff Hay","mailto://jeff0@adventure-works.com"
138,23,"386315192","",11,"Production Supervisor - WC30",2008-08-27 00:00:00.000,1981-03-18 00:00:00.000,"adventure-works\cynthia0","352-555-0138","S","Cynthia Randall","352-555-0138",False,"F",2,25,69,54,True,False,"Production",2008-08-27 00:00:00.000,,"Current","Cynthia Randall","mailto://cynthia0@adventure-works.com"
147,23,"319472946","",11,"Production Supervisor - WC20",2008-09-01 00:00:00.000,1976-11-04 00:00:00.000,"adventure-works\yuhong0","965-555-0155","M","Yuhong Li","965-555-0155",False,"M",2,25,41,40,True,False,"Production",2008-09-01 00:00:00.000,,"Current","Yuhong Li","mailto://yuhong0@adventure-works.com"
163,23,"551834634","",11,"Production Supervisor - WC45",2008-09-08 00:00:00.000,1989-12-22 00:00:00.000,"adventure-works\shane0","810-555-0178","S","Shane Kim","810-555-0178",False,"M",2,25,75,57,True,False,"Production",2008-09-08 00:00:00.000,,"Current","Shane Kim","mailto://shane0@adventure-works.com"
177,23,"578935259","",11,"Production Supervisor - WC30",2008-09-15 00:00:00.000,1988-08-29 00:00:00.000,"adventure-works\michael3","156-555-0199","S","Michael Ray","156-555-0199",False,"M",2,25,70,55,True,False,"Production",2008-09-15 00:00:00.000,,"Current","Michael Ray","mailto://michael3@adventure-works.com"
