CustomerID,Customer,Phone Number,CustomerID.1,Gender,Occupation,Date_of_birth,Source,Age,AgeGroup,Age (groups)
272,"Name 272","238-119-271",272,"M","Office",1968,"Advertisement",54,"mature","mature"
274,"Name 274","754-946-221",274,"F","Office",1989,"Friends",33,"young","young"
275,"Name 275","919-671-381",275,"M","Office",1989,"Advertisement",33,"young","young"
276,"Name 276","764-818-246",276,"M","Office",1970,"Internet",52,"mature","mature"
281,"Name 281","733-955-525",281,"M","Office",1985,"Internet",37,"young","young"
292,"Name 292","729-431-436",292,"F","Office",1985,"Internet",37,"young","young"
293,"Name 293","901-331-308",293,"F","Office",1974,"Internet",48,"mature","mature"
304,"Name 304","595-313-302",304,"M","Office",1976,"Radio",46,"mature","mature"
307,"Name 307","424-730-888",307,"F","Office",1975,"Internet",47,"mature","mature"
310,"Name 310","608-801-330",310,"F","Office",1978,"Friends",44,"young","young"
312,"Name 312","806-615-656",312,"F","Office",1988,"Friends",34,"young","young"
315,"Name 315","834-598-987",315,"F","Office",1960,"Internet",62,"old","old"
323,"Name 323","602-294-390",323,"M","Office",1965,"Other",57,"old","old"
327,"Name 327","570-344-647",327,"F","Office",1960,"Radio",62,"old","old"
331,"Name 331","692-708-685",331,"M","Office",1967,"Advertisement",55,"mature","mature"
333,"Name 333","252-556-364",333,"F","Office",1986,"Other",36,"young","young"
334,"Name 334","199-877-590",334,"F","Office",1991,"Friends",31,"young","young"
341,"Name 341","946-345-331",341,"M","Office",1971,"Advertisement",51,"mature","mature"
353,"Name 353","220-833-120",353,"F","Office",1992,"Other",30,"young","young"
363,"Name 363","829-973-818",363,"F","Office",1983,"Friends",39,"young","young"
365,"Name 365","511-607-304",365,"M","Office",1981,"Friends",41,"young","young"
380,"Name 380","163-509-144",380,"M","Office",1973,"Radio",49,"mature","mature"
388,"Name 388","303-730-512",388,"F","Office",1973,"Friends",49,"mature","mature"
392,"Name 392","614-723-940",392,"F","Office",1967,"Friends",55,"mature","mature"
396,"Name 396","282-598-154",396,"M","Office",1969,"Radio",53,"mature","mature"
398,"Name 398","977-453-933",398,"F","Office",1983,"Friends",39,"young","young"
401,"Name 401","560-842-925",401,"F","Office",1965,"Advertisement",57,"old","old"
408,"Name 408","451-219-439",408,"F","Office",1966,"Radio",56,"old","old"
418,"Name 418","954-637-927",418,"F","Office",1987,"Advertisement",35,"young","young"
429,"Name 429","174-315-128",429,"M","Office",1969,"Other",53,"mature","mature"
434,"Name 434","170-914-518",434,"F","Office",1982,"Internet",40,"young","young"
461,"Name 461","437-344-776",461,"F","Office",1973,"Radio",49,"mature","mature"
462,"Name 462","395-294-793",462,"F","Office",1977,"Advertisement",45,"young","young"
465,"Name 465","893-440-183",465,"M","Office",1976,"Radio",46,"mature","mature"
470,"Name 470","811-376-837",470,"F","Office",1985,"Internet",37,"young","young"
471,"Name 471","457-695-190",471,"F","Office",1983,"Internet",39,"young","young"
474,"Name 474","221-285-477",474,"M","Office",1981,"Other",41,"young","young"
475,"Name 475","483-460-647",475,"M","Office",1981,"Radio",41,"young","young"
477,"Name 477","202-964-660",477,"M","Office",1966,"Other",56,"old","old"
478,"Name 478","921-507-741",478,"F","Office",1965,"Internet",57,"old","old"
484,"Name 484","946-174-310",484,"F","Office",1987,"Internet",35,"young","young"
489,"Name 489","548-226-717",489,"M","Office",1961,"Friends",61,"old","old"
497,"Name 497","953-343-551",497,"F","Office",1987,"Radio",35,"young","young"
505,"Name 505","411-221-599",505,"M","Office",1966,"Internet",56,"old","old"
511,"Name 511","219-644-756",511,"M","Office",1977,"Other",45,"young","young"
514,"Name 514","590-187-987",514,"F","Office",1971,"Radio",51,"mature","mature"
516,"Name 516","856-557-671",516,"F","Office",1991,"Friends",31,"young","young"
519,"Name 519","407-679-529",519,"M","Office",1966,"Friends",56,"old","old"
524,"Name 524","880-658-532",524,"F","Office",1967,"Radio",55,"mature","mature"
531,"Name 531","311-921-300",531,"M","Office",1989,"Friends",33,"young","young"
532,"Name 532","374-701-833",532,"M","Office",1992,"Friends",30,"young","young"
533,"Name 533","624-309-334",533,"M","Office",1985,"Radio",37,"young","young"
540,"Name 540","256-853-395",540,"F","Office",1984,"Other",38,"young","young"
545,"Name 545","417-406-906",545,"F","Office",1977,"Other",45,"young","young"
547,"Name 547","381-798-250",547,"F","Office",1961,"Radio",61,"old","old"
551,"Name 551","608-501-807",551,"M","Office",1992,"Other",30,"young","young"
553,"Name 553","242-274-294",553,"F","Office",1972,"Other",50,"mature","mature"
555,"Name 555","948-633-927",555,"F","Office",1983,"Radio",39,"young","young"
562,"Name 562","780-936-756",562,"M","Office",1963,"Other",59,"old","old"
566,"Name 566","232-516-875",566,"M","Office",1962,"Radio",60,"old","old"
567,"Name 567","961-792-374",567,"M","Office",1983,"Internet",39,"young","young"
568,"Name 568","447-165-947",568,"M","Office",1988,"Advertisement",34,"young","young"
569,"Name 569","794-680-177",569,"M","Office",1983,"Advertisement",39,"young","young"
574,"Name 574","550-426-477",574,"M","Office",1970,"Advertisement",52,"mature","mature"
578,"Name 578","662-811-544",578,"F","Office",1963,"Internet",59,"old","old"
588,"Name 588","342-685-245",588,"F","Office",1989,"Advertisement",33,"young","young"
590,"Name 590","662-390-876",590,"M","Office",1986,"Other",36,"young","young"
593,"Name 593","403-681-101",593,"F","Office",1984,"Friends",38,"young","young"
595,"Name 595","356-782-180",595,"F","Office",1981,"Internet",41,"young","young"
609,"Name 609","680-512-969",609,"M","Office",1966,"Advertisement",56,"old","old"
612,"Name 612","360-613-884",612,"F","Office",1961,"Internet",61,"old","old"
614,"Name 614","521-249-782",614,"F","Office",1991,"Friends",31,"young","young"
616,"Name 616","774-778-854",616,"M","Office",1966,"Other",56,"old","old"
629,"Name 629","575-736-318",629,"F","Office",1975,"Friends",47,"mature","mature"
631,"Name 631","767-862-268",631,"M","Office",1983,"Internet",39,"young","young"
635,"Name 635","691-587-359",635,"M","Office",1985,"Other",37,"young","young"
640,"Name 640","814-839-428",640,"F","Office",1965,"Radio",57,"old","old"
642,"Name 642","898-400-432",642,"M","Office",1983,"Other",39,"young","young"
651,"Name 651","761-648-439",651,"M","Office",1977,"Radio",45,"young","young"
656,"Name 656","710-664-898",656,"M","Office",1985,"Other",37,"young","young"
660,"Name 660","660-148-802",660,"M","Office",1977,"Internet",45,"young","young"
663,"Name 663","875-423-208",663,"F","Office",1966,"Other",56,"old","old"
664,"Name 664","285-975-948",664,"M","Office",1980,"Advertisement",42,"young","young"
666,"Name 666","954-832-828",666,"M","Office",1972,"Internet",50,"mature","mature"
673,"Name 673","611-183-703",673,"F","Office",1979,"Other",43,"young","young"
678,"Name 678","596-506-871",678,"M","Office",1977,"Other",45,"young","young"
680,"Name 680","158-510-968",680,"M","Office",1963,"Advertisement",59,"old","old"
681,"Name 681","895-100-867",681,"F","Office",1964,"Friends",58,"old","old"
682,"Name 682","249-919-490",682,"M","Office",1974,"Advertisement",48,"mature","mature"
697,"Name 697","631-228-711",697,"F","Office",1973,"Other",49,"mature","mature"
699,"Name 699","252-830-111",699,"F","Office",1971,"Advertisement",51,"mature","mature"
701,"Name 701","878-466-938",701,"F","Office",1975,"Other",47,"mature","mature"
702,"Name 702","847-874-546",702,"M","Office",1990,"Friends",32,"young","young"
711,"Name 711","400-715-666",711,"F","Office",1974,"Other",48,"mature","mature"
712,"Name 712","968-476-770",712,"M","Office",1988,"Internet",34,"young","young"
714,"Name 714","549-669-542",714,"F","Office",1971,"Radio",51,"mature","mature"
721,"Name 721","525-401-983",721,"F","Office",1987,"Internet",35,"young","young"
724,"Name 724","538-598-899",724,"F","Office",1962,"Advertisement",60,"old","old"
728,"Name 728","458-725-232",728,"F","Office",1961,"Radio",61,"old","old"
733,"Name 733","674-829-525",733,"M","Office",1988,"Friends",34,"young","young"
735,"Name 735","260-618-334",735,"F","Office",1982,"Radio",40,"young","young"
740,"Name 740","297-905-138",740,"M","Office",1976,"Friends",46,"mature","mature"
741,"Name 741","459-875-940",741,"M","Office",1965,"Other",57,"old","old"
747,"Name 747","345-338-739",747,"M","Office",1970,"Other",52,"mature","mature"
754,"Name 754","369-680-520",754,"M","Office",1980,"Advertisement",42,"young","young"
759,"Name 759","652-409-934",759,"F","Office",1972,"Radio",50,"mature","mature"
763,"Name 763","600-827-376",763,"M","Office",1962,"Other",60,"old","old"
770,"Name 770","295-233-909",770,"F","Office",1972,"Other",50,"mature","mature"
778,"Name 778","934-863-936",778,"M","Office",1986,"Friends",36,"young","young"
784,"Name 784","789-287-871",784,"M","Office",1984,"Internet",38,"young","young"
786,"Name 786","539-335-818",786,"F","Office",1992,"Other",30,"young","young"
789,"Name 789","965-498-211",789,"F","Office",1975,"Other",47,"mature","mature"
797,"Name 797","881-983-488",797,"M","Office",1988,"Internet",34,"young","young"
799,"Name 799","576-278-565",799,"F","Office",1975,"Advertisement",47,"mature","mature"
811,"Name 811","625-576-541",811,"F","Office",1974,"Advertisement",48,"mature","mature"
812,"Name 812","726-536-843",812,"F","Office",1973,"Advertisement",49,"mature","mature"
820,"Name 820","400-593-196",820,"F","Office",1986,"Radio",36,"young","young"
821,"Name 821","300-806-719",821,"M","Office",1979,"Friends",43,"young","young"
826,"Name 826","616-110-449",826,"M","Office",1975,"Internet",47,"mature","mature"
828,"Name 828","399-606-457",828,"M","Office",1979,"Internet",43,"young","young"
830,"Name 830","564-865-179",830,"F","Office",1987,"Advertisement",35,"young","young"
833,"Name 833","460-243-507",833,"M","Office",1968,"Advertisement",54,"mature","mature"
839,"Name 839","948-638-837",839,"F","Office",1983,"Advertisement",39,"young","young"
845,"Name 845","651-867-848",845,"F","Office",1986,"Radio",36,"young","young"
846,"Name 846","600-488-204",846,"M","Office",1981,"Internet",41,"young","young"
847,"Name 847","323-349-490",847,"F","Office",1978,"Radio",44,"young","young"
848,"Name 848","151-926-717",848,"M","Office",1992,"Other",30,"young","young"
852,"Name 852","993-581-432",852,"M","Office",1971,"Radio",51,"mature","mature"
861,"Name 861","362-408-228",861,"M","Office",1978,"Other",44,"young","young"
870,"Name 870","393-683-923",870,"F","Office",1961,"Advertisement",61,"old","old"
873,"Name 873","222-380-397",873,"F","Office",1988,"Advertisement",34,"young","young"
876,"Name 876","490-189-497",876,"M","Office",1967,"Internet",55,"mature","mature"
877,"Name 877","832-154-140",877,"M","Office",1992,"Radio",30,"young","young"
880,"Name 880","889-653-539",880,"F","Office",1969,"Friends",53,"mature","mature"
883,"Name 883","440-954-365",883,"M","Office",1981,"Friends",41,"young","young"
885,"Name 885","196-113-778",885,"M","Office",1992,"Internet",30,"young","young"
887,"Name 887","614-393-622",887,"M","Office",1981,"Advertisement",41,"young","young"
893,"Name 893","778-960-345",893,"F","Office",1967,"Advertisement",55,"mature","mature"
896,"Name 896","976-962-552",896,"F","Office",1972,"Internet",50,"mature","mature"
906,"Name 906","529-850-164",906,"M","Office",1984,"Advertisement",38,"young","young"
908,"Name 908","252-464-974",908,"M","Office",1986,"Advertisement",36,"young","young"
909,"Name 909","550-974-146",909,"M","Office",1982,"Other",40,"young","young"
923,"Name 923","172-785-551",923,"M","Office",1990,"Other",32,"young","young"
925,"Name 925","658-668-140",925,"F","Office",1974,"Internet",48,"mature","mature"
926,"Name 926","927-967-218",926,"M","Office",1986,"Internet",36,"young","young"
930,"Name 930","382-207-801",930,"M","Office",1962,"Internet",60,"old","old"
939,"Name 939","814-751-511",939,"M","Office",1973,"Friends",49,"mature","mature"
962,"Name 962","848-595-628",962,"M","Office",1968,"Internet",54,"mature","mature"
965,"Name 965","254-214-310",965,"M","Office",1986,"Internet",36,"young","young"
969,"Name 969","148-189-855",969,"F","Office",1964,"Other",58,"old","old"
972,"Name 972","842-396-534",972,"M","Office",1990,"Radio",32,"young","young"
977,"Name 977","114-440-854",977,"F","Office",1963,"Other",59,"old","old"
986,"Name 986","254-156-553",986,"F","Office",1962,"Other",60,"old","old"
1003,"Name 1003","624-787-736",1003,"F","Office",1965,"Other",57,"old","old"
1008,"Name 1008","747-644-895",1008,"M","Office",1966,"Radio",56,"old","old"
1009,"Name 1009","695-682-766",1009,"F","Office",1983,"Friends",39,"young","young"
1015,"Name 1015","642-549-659",1015,"M","Office",1979,"Advertisement",43,"young","young"
1022,"Name 1022","361-197-325",1022,"M","Office",1971,"Internet",51,"mature","mature"
1024,"Name 1024","436-932-257",1024,"F","Office",1984,"Advertisement",38,"young","young"
1030,"Name 1030","902-225-828",1030,"M","Office",1972,"Internet",50,"mature","mature"
1039,"Name 1039","449-821-613",1039,"F","Office",1981,"Advertisement",41,"young","young"
1047,"Name 1047","276-810-681",1047,"F","Office",1969,"Internet",53,"mature","mature"
1054,"Name 1054","999-670-823",1054,"M","Office",1972,"Friends",50,"mature","mature"
1057,"Name 1057","121-710-769",1057,"F","Office",1977,"Friends",45,"young","young"
1064,"Name 1064","976-172-638",1064,"F","Office",1972,"Friends",50,"mature","mature"
1068,"Name 1068","777-984-630",1068,"F","Office",1976,"Other",46,"mature","mature"
1074,"Name 1074","745-686-964",1074,"F","Office",1973,"Other",49,"mature","mature"
1087,"Name 1087","899-354-269",1087,"M","Office",1982,"Friends",40,"young","young"
1090,"Name 1090","511-300-890",1090,"M","Office",1969,"Friends",53,"mature","mature"
1102,"Name 1102","286-296-771",1102,"F","Office",1970,"Advertisement",52,"mature","mature"
1103,"Name 1103","689-924-663",1103,"M","Office",1982,"Internet",40,"young","young"
1122,"Name 1122","935-307-446",1122,"F","Office",1975,"Other",47,"mature","mature"
1127,"Name 1127","815-891-662",1127,"F","Office",1964,"Other",58,"old","old"
1128,"Name 1128","957-676-909",1128,"F","Office",1978,"Internet",44,"young","young"
1130,"Name 1130","189-432-286",1130,"M","Office",1983,"Internet",39,"young","young"
1131,"Name 1131","450-213-634",1131,"F","Office",1983,"Internet",39,"young","young"
1133,"Name 1133","687-506-854",1133,"F","Office",1980,"Internet",42,"young","young"
1142,"Name 1142","841-612-453",1142,"M","Office",1969,"Internet",53,"mature","mature"
1143,"Name 1143","635-958-872",1143,"F","Office",1970,"Advertisement",52,"mature","mature"
1149,"Name 1149","247-459-514",1149,"M","Office",1967,"Advertisement",55,"mature","mature"
1153,"Name 1153","837-820-975",1153,"M","Office",1978,"Advertisement",44,"young","young"
1155,"Name 1155","387-313-746",1155,"M","Office",1978,"Other",44,"young","young"
1158,"Name 1158","570-717-730",1158,"M","Office",1964,"Internet",58,"old","old"
1161,"Name 1161","128-911-301",1161,"F","Office",1979,"Advertisement",43,"young","young"
1162,"Name 1162","440-374-753",1162,"F","Office",1980,"Other",42,"young","young"
1171,"Name 1171","715-177-530",1171,"M","Office",1969,"Radio",53,"mature","mature"
1181,"Name 1181","989-427-768",1181,"M","Office",1969,"Internet",53,"mature","mature"
1183,"Name 1183","481-124-554",1183,"F","Office",1986,"Radio",36,"young","young"
1189,"Name 1189","343-952-689",1189,"F","Office",1970,"Internet",52,"mature","mature"
1192,"Name 1192","673-295-621",1192,"M","Office",1977,"Advertisement",45,"young","young"
1198,"Name 1198","235-264-902",1198,"M","Office",1992,"Friends",30,"young","young"
1200,"Name 1200","297-234-252",1200,"M","Office",1984,"Advertisement",38,"young","young"
1204,"Name 1204","807-576-250",1204,"F","Office",1991,"Advertisement",31,"young","young"
1206,"Name 1206","517-472-731",1206,"M","Office",1980,"Friends",42,"young","young"
1208,"Name 1208","276-999-252",1208,"M","Office",1983,"Friends",39,"young","young"
1212,"Name 1212","133-545-772",1212,"F","Office",1968,"Advertisement",54,"mature","mature"
1219,"Name 1219","418-279-400",1219,"F","Office",1992,"Other",30,"young","young"
1238,"Name 1238","674-387-629",1238,"M","Office",1965,"Internet",57,"old","old"
1243,"Name 1243","737-883-280",1243,"M","Office",1991,"Radio",31,"young","young"
1251,"Name 1251","702-609-120",1251,"M","Office",1985,"Internet",37,"young","young"
1253,"Name 1253","729-242-801",1253,"F","Office",1991,"Radio",31,"young","young"
1258,"Name 1258","423-918-419",1258,"M","Office",1964,"Friends",58,"old","old"
1271,"Name 1271","707-555-627",1271,"F","Office",1976,"Other",46,"mature","mature"
14,"Name 14","289-745-754",14,"F","Student",1962,"Advertisement",60,"old","old"
16,"Name 16","430-254-571",16,"M","Student",1971,"Advertisement",51,"mature","mature"
18,"Name 18","216-714-625",18,"F","Student",1987,"Internet",35,"young","young"
20,"Name 20","427-123-332",20,"M","Student",1969,"Advertisement",53,"mature","mature"
22,"Name 22","463-669-788",22,"M","Student",1968,"Advertisement",54,"mature","mature"
30,"Name 30","671-178-246",30,"F","Student",1986,"Internet",36,"young","young"
36,"Name 36","878-676-931",36,"M","Student",1962,"Advertisement",60,"old","old"
38,"Name 38","171-243-570",38,"F","Student",1976,"Friends",46,"mature","mature"
40,"Name 40","980-823-227",40,"M","Student",1975,"Other",47,"mature","mature"
45,"Name 45","931-695-829",45,"M","Student",1980,"Internet",42,"young","young"
47,"Name 47","360-409-799",47,"F","Student",1967,"Internet",55,"mature","mature"
52,"Name 52","399-495-778",52,"M","Student",1987,"Other",35,"young","young"
54,"Name 54","382-489-725",54,"F","Student",1970,"Radio",52,"mature","mature"
63,"Name 63","735-279-968",63,"M","Student",1991,"Friends",31,"young","young"
70,"Name 70","837-427-401",70,"M","Student",1973,"Radio",49,"mature","mature"
85,"Name 85","168-363-891",85,"M","Student",1963,"Internet",59,"old","old"
92,"Name 92","640-770-657",92,"F","Student",1992,"Advertisement",30,"young","young"
101,"Name 101","494-751-920",101,"M","Student",1961,"Internet",61,"old","old"
104,"Name 104","626-398-830",104,"F","Student",1988,"Internet",34,"young","young"
116,"Name 116","795-803-133",116,"M","Student",1987,"Friends",35,"young","young"
124,"Name 124","944-280-361",124,"M","Student",1969,"Advertisement",53,"mature","mature"
127,"Name 127","796-355-685",127,"F","Student",1971,"Internet",51,"mature","mature"
135,"Name 135","197-295-839",135,"F","Student",1983,"Other",39,"young","young"
136,"Name 136","895-660-788",136,"F","Student",1973,"Advertisement",49,"mature","mature"
141,"Name 141","293-955-623",141,"F","Student",1963,"Friends",59,"old","old"
144,"Name 144","248-562-716",144,"M","Student",1978,"Friends",44,"young","young"
146,"Name 146","655-225-399",146,"F","Student",1990,"Friends",32,"young","young"
148,"Name 148","805-703-532",148,"M","Student",1973,"Friends",49,"mature","mature"
151,"Name 151","775-151-787",151,"M","Student",1980,"Other",42,"young","young"
154,"Name 154","220-192-405",154,"F","Student",1978,"Other",44,"young","young"
156,"Name 156","741-495-269",156,"F","Student",1988,"Friends",34,"young","young"
171,"Name 171","885-516-304",171,"M","Student",1965,"Advertisement",57,"old","old"
177,"Name 177","808-794-981",177,"F","Student",1966,"Friends",56,"old","old"
188,"Name 188","524-904-337",188,"F","Student",1992,"Other",30,"young","young"
190,"Name 190","602-777-377",190,"F","Student",1986,"Radio",36,"young","young"
197,"Name 197","123-196-121",197,"F","Student",1978,"Other",44,"young","young"
203,"Name 203","716-951-171",203,"F","Student",1980,"Other",42,"young","young"
205,"Name 205","101-822-612",205,"M","Student",1976,"Other",46,"mature","mature"
214,"Name 214","995-409-423",214,"F","Student",1962,"Internet",60,"old","old"
216,"Name 216","298-923-358",216,"F","Student",1981,"Radio",41,"young","young"
220,"Name 220","114-495-151",220,"F","Student",1979,"Radio",43,"young","young"
229,"Name 229","292-588-175",229,"F","Student",1976,"Other",46,"mature","mature"
235,"Name 235","656-266-116",235,"F","Student",1964,"Advertisement",58,"old","old"
237,"Name 237","226-355-651",237,"M","Student",1981,"Advertisement",41,"young","young"
243,"Name 243","313-567-651",243,"M","Student",1989,"Advertisement",33,"young","young"
246,"Name 246","246-545-971",246,"F","Student",1963,"Radio",59,"old","old"
250,"Name 250","172-668-655",250,"M","Student",1968,"Advertisement",54,"mature","mature"
262,"Name 262","519-845-190",262,"F","Student",1982,"Friends",40,"young","young"
277,"Name 277","355-301-619",277,"F","Student",1971,"Friends",51,"mature","mature"
279,"Name 279","463-886-820",279,"F","Student",1963,"Friends",59,"old","old"
280,"Name 280","920-791-859",280,"M","Student",1987,"Advertisement",35,"young","young"
285,"Name 285","224-949-840",285,"M","Student",1965,"Friends",57,"old","old"
290,"Name 290","294-213-462",290,"F","Student",1982,"Friends",40,"young","young"
297,"Name 297","625-320-197",297,"F","Student",1977,"Friends",45,"young","young"
298,"Name 298","496-666-697",298,"M","Student",1968,"Radio",54,"mature","mature"
301,"Name 301","161-188-781",301,"M","Student",1977,"Radio",45,"young","young"
302,"Name 302","802-564-398",302,"M","Student",1976,"Friends",46,"mature","mature"
303,"Name 303","786-212-490",303,"M","Student",1971,"Other",51,"mature","mature"
306,"Name 306","775-548-825",306,"M","Student",1980,"Internet",42,"young","young"
311,"Name 311","268-119-239",311,"F","Student",1971,"Advertisement",51,"mature","mature"
318,"Name 318","960-314-711",318,"M","Student",1976,"Radio",46,"mature","mature"
320,"Name 320","278-716-845",320,"M","Student",1984,"Advertisement",38,"young","young"
329,"Name 329","573-975-909",329,"M","Student",1983,"Radio",39,"young","young"
330,"Name 330","783-949-681",330,"M","Student",1963,"Other",59,"old","old"
332,"Name 332","886-320-535",332,"M","Student",1964,"Friends",58,"old","old"
335,"Name 335","196-827-791",335,"M","Student",1970,"Friends",52,"mature","mature"
339,"Name 339","195-410-222",339,"F","Student",1969,"Other",53,"mature","mature"
342,"Name 342","566-847-645",342,"F","Student",1970,"Advertisement",52,"mature","mature"
343,"Name 343","686-555-841",343,"M","Student",1960,"Radio",62,"old","old"
345,"Name 345","820-951-512",345,"F","Student",1978,"Internet",44,"young","young"
348,"Name 348","289-177-276",348,"M","Student",1966,"Other",56,"old","old"
349,"Name 349","382-584-713",349,"M","Student",1991,"Radio",31,"young","young"
350,"Name 350","781-427-650",350,"M","Student",1969,"Advertisement",53,"mature","mature"
352,"Name 352","769-852-826",352,"M","Student",1978,"Other",44,"young","young"
358,"Name 358","153-708-516",358,"F","Student",1988,"Radio",34,"young","young"
364,"Name 364","822-933-360",364,"F","Student",1961,"Friends",61,"old","old"
366,"Name 366","976-543-359",366,"M","Student",1990,"Other",32,"young","young"
367,"Name 367","814-558-489",367,"F","Student",1970,"Radio",52,"mature","mature"
370,"Name 370","510-897-638",370,"M","Student",1979,"Radio",43,"young","young"
384,"Name 384","503-572-218",384,"M","Student",1966,"Friends",56,"old","old"
397,"Name 397","427-145-622",397,"M","Student",1976,"Radio",46,"mature","mature"
403,"Name 403","207-225-955",403,"M","Student",1978,"Other",44,"young","young"
404,"Name 404","257-605-418",404,"F","Student",1978,"Other",44,"young","young"
405,"Name 405","916-403-353",405,"F","Student",1963,"Friends",59,"old","old"
415,"Name 415","959-119-792",415,"M","Student",1989,"Friends",33,"young","young"
416,"Name 416","632-796-369",416,"F","Student",1986,"Other",36,"young","young"
420,"Name 420","307-654-757",420,"M","Student",1990,"Internet",32,"young","young"
424,"Name 424","198-377-193",424,"F","Student",1992,"Advertisement",30,"young","young"
428,"Name 428","971-481-791",428,"M","Student",1971,"Radio",51,"mature","mature"
438,"Name 438","276-436-754",438,"F","Student",1971,"Internet",51,"mature","mature"
439,"Name 439","138-880-122",439,"F","Student",1971,"Other",51,"mature","mature"
446,"Name 446","713-619-462",446,"F","Student",1975,"Advertisement",47,"mature","mature"
451,"Name 451","812-617-323",451,"M","Student",1987,"Friends",35,"young","young"
456,"Name 456","115-457-381",456,"F","Student",1992,"Other",30,"young","young"
460,"Name 460","284-912-726",460,"M","Student",1980,"Radio",42,"young","young"
464,"Name 464","716-590-775",464,"M","Student",1972,"Advertisement",50,"mature","mature"
480,"Name 480","160-192-345",480,"M","Student",1977,"Advertisement",45,"young","young"
481,"Name 481","631-811-629",481,"F","Student",1963,"Friends",59,"old","old"
482,"Name 482","887-105-336",482,"F","Student",1961,"Friends",61,"old","old"
487,"Name 487","411-385-413",487,"M","Student",1967,"Advertisement",55,"mature","mature"
490,"Name 490","484-453-465",490,"M","Student",1960,"Radio",62,"old","old"
491,"Name 491","996-513-634",491,"M","Student",1976,"Other",46,"mature","mature"
493,"Name 493","682-353-374",493,"F","Student",1981,"Advertisement",41,"young","young"
494,"Name 494","164-850-992",494,"F","Student",1974,"Other",48,"mature","mature"
496,"Name 496","785-937-615",496,"M","Student",1980,"Advertisement",42,"young","young"
502,"Name 502","704-333-731",502,"M","Student",1978,"Radio",44,"young","young"
503,"Name 503","717-920-102",503,"M","Student",1983,"Advertisement",39,"young","young"
506,"Name 506","936-610-231",506,"M","Student",1982,"Friends",40,"young","young"
512,"Name 512","991-393-770",512,"M","Student",1975,"Internet",47,"mature","mature"
517,"Name 517","492-102-162",517,"F","Student",1964,"Radio",58,"old","old"
518,"Name 518","442-711-391",518,"F","Student",1979,"Internet",43,"young","young"
527,"Name 527","655-714-471",527,"M","Student",1963,"Radio",59,"old","old"
530,"Name 530","913-580-870",530,"M","Student",1968,"Friends",54,"mature","mature"
534,"Name 534","237-746-556",534,"M","Student",1969,"Other",53,"mature","mature"
535,"Name 535","373-416-959",535,"M","Student",1975,"Friends",47,"mature","mature"
556,"Name 556","810-892-830",556,"M","Student",1975,"Advertisement",47,"mature","mature"
561,"Name 561","298-435-774",561,"F","Student",1978,"Other",44,"young","young"
571,"Name 571","788-771-560",571,"F","Student",1963,"Radio",59,"old","old"
572,"Name 572","844-160-571",572,"F","Student",1976,"Advertisement",46,"mature","mature"
575,"Name 575","912-941-263",575,"M","Student",1987,"Radio",35,"young","young"
579,"Name 579","583-676-890",579,"M","Student",1987,"Advertisement",35,"young","young"
581,"Name 581","611-324-733",581,"F","Student",1983,"Radio",39,"young","young"
584,"Name 584","353-512-815",584,"F","Student",1960,"Friends",62,"old","old"
592,"Name 592","196-292-898",592,"F","Student",1972,"Friends",50,"mature","mature"
597,"Name 597","560-978-327",597,"M","Student",1987,"Internet",35,"young","young"
600,"Name 600","597-557-588",600,"F","Student",1967,"Friends",55,"mature","mature"
604,"Name 604","881-397-896",604,"M","Student",1966,"Friends",56,"old","old"
619,"Name 619","823-103-830",619,"M","Student",1984,"Friends",38,"young","young"
621,"Name 621","176-665-356",621,"F","Student",1974,"Internet",48,"mature","mature"
637,"Name 637","266-105-744",637,"M","Student",1963,"Other",59,"old","old"
643,"Name 643","777-331-894",643,"F","Student",1980,"Radio",42,"young","young"
644,"Name 644","339-432-834",644,"M","Student",1960,"Advertisement",62,"old","old"
646,"Name 646","713-681-191",646,"F","Student",1980,"Other",42,"young","young"
648,"Name 648","503-225-233",648,"M","Student",1979,"Other",43,"young","young"
649,"Name 649","457-962-449",649,"M","Student",1986,"Other",36,"young","young"
652,"Name 652","639-729-863",652,"M","Student",1987,"Other",35,"young","young"
654,"Name 654","149-952-439",654,"F","Student",1967,"Other",55,"mature","mature"
655,"Name 655","127-703-334",655,"M","Student",1974,"Radio",48,"mature","mature"
657,"Name 657","214-537-115",657,"M","Student",1987,"Radio",35,"young","young"
669,"Name 669","909-786-462",669,"F","Student",1984,"Other",38,"young","young"
672,"Name 672","578-552-836",672,"F","Student",1987,"Radio",35,"young","young"
676,"Name 676","926-911-869",676,"F","Student",1984,"Other",38,"young","young"
677,"Name 677","111-743-624",677,"M","Student",1981,"Radio",41,"young","young"
679,"Name 679","385-195-469",679,"F","Student",1970,"Advertisement",52,"mature","mature"
684,"Name 684","529-662-470",684,"M","Student",1991,"Advertisement",31,"young","young"
685,"Name 685","831-892-382",685,"M","Student",1982,"Internet",40,"young","young"
690,"Name 690","857-346-268",690,"M","Student",1964,"Advertisement",58,"old","old"
692,"Name 692","617-486-688",692,"F","Student",1991,"Other",31,"young","young"
695,"Name 695","831-219-508",695,"F","Student",1960,"Friends",62,"old","old"
707,"Name 707","626-381-887",707,"F","Student",1964,"Friends",58,"old","old"
715,"Name 715","261-398-954",715,"F","Student",1983,"Advertisement",39,"young","young"
719,"Name 719","218-867-920",719,"F","Student",1990,"Internet",32,"young","young"
