CustomerKey,First Name,Last Name,Full Name,Gender,DateFirstPurchase,CustomerCity
17273,"Jonathon","Torres","Jonathon Torres","MALE",2020-12-10 00:00:00.000,"Beaverton"
17339,"Ian","Hayes","Ian Hayes","MALE",2020-04-10 00:00:00.000,"Beaverton"
17383,"Craig","Ortega","Craig Ortega","MALE",2020-09-17 00:00:00.000,"Beaverton"
17429,"Wyatt","Carter","Wyatt Carter","MALE",2020-11-30 00:00:00.000,"Beaverton"
17677,"Lawrence","Hernandez","Lawrence Hernandez","MALE",2020-07-31 00:00:00.000,"Beaverton"
18579,"William","Brown","William Brown","MALE",2020-10-28 00:00:00.000,"Beaverton"
18809,"Jason","King","Jason King","MALE",2020-04-01 00:00:00.000,"Beaverton"
18822,"Gregory","Ferrier","Gregory Ferrier","MALE",2020-08-10 00:00:00.000,"Beaverton"
18843,"Luis","Perez","Luis Perez","MALE",2020-11-20 00:00:00.000,"Beaverton"
18880,"Jarrod","Sanchez","Jarrod Sanchez","MALE",2020-10-14 00:00:00.000,"Beaverton"
18910,"Marco","Perez","Marco Perez","MALE",2020-11-11 00:00:00.000,"Beaverton"
18941,"Philip","Torres","Philip Torres","MALE",2020-12-25 00:00:00.000,"Beaverton"
18977,"Jackson","Wang","Jackson Wang","MALE",2020-12-06 00:00:00.000,"Beaverton"
19107,"Franklin","Liu","Franklin Liu","MALE",2020-05-10 00:00:00.000,"Beaverton"
19148,"Cody","Ramirez","Cody Ramirez","MALE",2020-12-14 00:00:00.000,"Beaverton"
19152,"Jonathan","Walker","Jonathan Walker","MALE",2020-04-07 00:00:00.000,"Beaverton"
19168,"Nathan","Kumar","Nathan Kumar","MALE",2020-02-03 00:00:00.000,"Beaverton"
19227,"Logan","Nelson","Logan Nelson","MALE",2020-03-13 00:00:00.000,"Beaverton"
19816,"Lucas","Brown","Lucas Brown","MALE",2020-09-11 00:00:00.000,"Beaverton"
20203,"Roy","Blanco","Roy Blanco","MALE",2020-09-22 00:00:00.000,"Beaverton"
20205,"Bryce","Cox","Bryce Cox","MALE",2020-06-12 00:00:00.000,"Beaverton"
20313,"Oscar","Bennett","Oscar Bennett","MALE",2020-12-02 00:00:00.000,"Beaverton"
20356,"Louis","Lu","Louis Lu","MALE",2020-12-15 00:00:00.000,"Beaverton"
20431,"Corey","Raje","Corey Raje","MALE",2020-09-26 00:00:00.000,"Beaverton"
20469,"Manuel","Suri","Manuel Suri","MALE",2020-12-17 00:00:00.000,"Beaverton"
20472,"Edward","Coleman","Edward Coleman","MALE",2020-06-27 00:00:00.000,"Beaverton"
20473,"Mason","Rivera","Mason Rivera","MALE",2021-01-26 00:00:00.000,"Beaverton"
20704,"Shane","Rodriguez","Shane Rodriguez","MALE",2020-10-01 00:00:00.000,"Beaverton"
20782,"Alan","Ye","Alan Ye","MALE",2020-09-10 00:00:00.000,"Beaverton"
21782,"Blake","Martin","Blake Martin","MALE",2020-04-28 00:00:00.000,"Beaverton"
21900,"Robert","Jones","Robert Jones","MALE",2020-06-02 00:00:00.000,"Beaverton"
22110,"Eduardo","King","Eduardo King","MALE",2020-12-24 00:00:00.000,"Beaverton"
22742,"Nathan","Nelson","Nathan Nelson","MALE",2020-03-04 00:00:00.000,"Beaverton"
23001,"Julio","Munoz","Julio Munoz","MALE",2020-10-07 00:00:00.000,"Beaverton"
23124,"Cameron","Wang","Cameron Wang","MALE",2021-01-13 00:00:00.000,"Beaverton"
23260,"Edwin","Goel","Edwin Goel","MALE",2020-10-23 00:00:00.000,"Beaverton"
23333,"Steve","Sun","Steve Sun","MALE",2020-07-12 00:00:00.000,"Beaverton"
23517,"Ronald","Martinez","Ronald Martinez","MALE",2020-10-20 00:00:00.000,"Beaverton"
23555,"Andres","Chavez","Andres Chavez","MALE",2020-03-25 00:00:00.000,"Beaverton"
23784,"Preston","Arun","Preston Arun","MALE",2020-02-06 00:00:00.000,"Beaverton"
23847,"Chad","Sharma","Chad Sharma","MALE",2020-11-02 00:00:00.000,"Beaverton"
23861,"Keith","Anand","Keith Anand","MALE",2020-02-16 00:00:00.000,"Beaverton"
24320,"Joshua","White","Joshua White","MALE",2020-08-10 00:00:00.000,"Beaverton"
25333,"Robert","Coleman","Robert Coleman","MALE",2020-09-12 00:00:00.000,"Beaverton"
25421,"Marcus","Lewis","Marcus Lewis","MALE",2020-07-15 00:00:00.000,"Beaverton"
25979,"Miguel","Edwards","Miguel Edwards","MALE",2018-07-11 00:00:00.000,"Beaverton"
25988,"Victor","Muñoz","Victor Muñoz","MALE",2020-08-22 00:00:00.000,"Beaverton"
26254,"Seth","Henderson","Seth Henderson","MALE",2020-07-14 00:00:00.000,"Beaverton"
26323,"Dwayne","Ruiz","Dwayne Ruiz","MALE",2020-11-16 00:00:00.000,"Beaverton"
26466,"Kevin","Turner","Kevin Turner","MALE",2020-06-03 00:00:00.000,"Beaverton"
26487,"Vincent","Ma","Vincent Ma","MALE",2019-04-16 00:00:00.000,"Beaverton"
26616,"Colin","Goel","Colin Goel","MALE",2019-06-17 00:00:00.000,"Beaverton"
26717,"David","Simpson","David Simpson","MALE",2019-07-07 00:00:00.000,"Beaverton"
27538,"José","Jackson","José Jackson","MALE",2021-01-20 00:00:00.000,"Beaverton"
28030,"Jason","Gonzalez","Jason Gonzalez","MALE",2018-02-10 00:00:00.000,"Beaverton"
28047,"Jay","Sanchez","Jay Sanchez","MALE",2018-02-15 00:00:00.000,"Beaverton"
28174,"Marco","Subram","Marco Subram","MALE",2021-01-15 00:00:00.000,"Beaverton"
28175,"Clifford","Subram","Clifford Subram","MALE",2020-02-24 00:00:00.000,"Beaverton"
28179,"Billy","Alvarez","Billy Alvarez","MALE",2018-03-07 00:00:00.000,"Beaverton"
28232,"Gavin","Russell","Gavin Russell","MALE",2020-07-04 00:00:00.000,"Beaverton"
28256,"Colin","Beck","Colin Beck","MALE",2020-05-27 00:00:00.000,"Beaverton"
28660,"Justin","Anderson","Justin Anderson","MALE",2018-05-01 00:00:00.000,"Beaverton"
28991,"Timothy","Ward","Timothy Ward","MALE",2020-03-29 00:00:00.000,"Beaverton"
29200,"Jackson","Collins","Jackson Collins","MALE",2020-07-24 00:00:00.000,"Beaverton"
11175,"Luis","Wang","Luis Wang","MALE",2018-08-28 00:00:00.000,"Beverly Hills"
11190,"Carson","Bryant","Carson Bryant","MALE",2020-08-28 00:00:00.000,"Beverly Hills"
11326,"Rafael","Xie","Rafael Xie","MALE",2018-09-15 00:00:00.000,"Beverly Hills"
11635,"Darrell","Chande","Darrell Chande","MALE",2020-02-08 00:00:00.000,"Beverly Hills"
11672,"Chad","Jai","Chad Jai","MALE",2020-07-25 00:00:00.000,"Beverly Hills"
11695,"Logan","Campbell","Logan Campbell","MALE",2020-04-09 00:00:00.000,"Beverly Hills"
11805,"Richard","Green","Richard Green","MALE",2020-04-23 00:00:00.000,"Beverly Hills"
11809,"Juan","Gray","Juan Gray","MALE",2018-10-21 00:00:00.000,"Beverly Hills"
11816,"Joe","Torres","Joe Torres","MALE",2018-10-02 00:00:00.000,"Beverly Hills"
11821,"Austin","Johnson","Austin Johnson","MALE",2020-07-30 00:00:00.000,"Beverly Hills"
12070,"Luke","Ross","Luke Ross","MALE",2020-11-27 00:00:00.000,"Beverly Hills"
12071,"Robert","Robinson","Robert Robinson","MALE",2018-11-23 00:00:00.000,"Beverly Hills"
12093,"Levi","Chandra","Levi Chandra","MALE",2020-11-05 00:00:00.000,"Beverly Hills"
12187,"Ruben","Subram","Ruben Subram","MALE",2018-12-25 00:00:00.000,"Beverly Hills"
12756,"Antonio","Butler","Antonio Butler","MALE",2018-12-18 00:00:00.000,"Beverly Hills"
12878,"Gilbert","Sun","Gilbert Sun","MALE",2020-02-23 00:00:00.000,"Beverly Hills"
12924,"Devon","Chande","Devon Chande","MALE",2020-11-01 00:00:00.000,"Beverly Hills"
12966,"Dennis","Zhu","Dennis Zhu","MALE",2020-07-05 00:00:00.000,"Beverly Hills"
13170,"Sebastian","Reed","Sebastian Reed","MALE",2020-03-28 00:00:00.000,"Beverly Hills"
13236,"Robert","Wang","Robert Wang","MALE",2020-10-20 00:00:00.000,"Beverly Hills"
13296,"Seth","Anderson","Seth Anderson","MALE",2020-03-27 00:00:00.000,"Beverly Hills"
13326,"Bob","Fernandez","Bob Fernandez","MALE",2019-02-04 00:00:00.000,"Beverly Hills"
13415,"Marcus","Rogers","Marcus Rogers","MALE",2020-05-26 00:00:00.000,"Beverly Hills"
13850,"Anthony","Thompson","Anthony Thompson","MALE",2020-06-03 00:00:00.000,"Beverly Hills"
14269,"Tony","She","Tony She","MALE",2020-09-23 00:00:00.000,"Beverly Hills"
14501,"Ruben","Prasad","Ruben Prasad","MALE",2017-12-29 00:00:00.000,"Beverly Hills"
14505,"Alex","Edwards","Alex Edwards","MALE",2020-02-14 00:00:00.000,"Beverly Hills"
14612,"Ernest","Zhang","Ernest Zhang","MALE",2020-12-04 00:00:00.000,"Beverly Hills"
14652,"Russell","Luo","Russell Luo","MALE",2018-06-22 00:00:00.000,"Beverly Hills"
14752,"Seth","Turner","Seth Turner","MALE",2018-10-28 00:00:00.000,"Beverly Hills"
15016,"Daniel","Clark","Daniel Clark","MALE",2018-12-05 00:00:00.000,"Beverly Hills"
15295,"Louis","Shan","Louis Shan","MALE",2020-06-12 00:00:00.000,"Beverly Hills"
15414,"Isaac","Richardson","Isaac Richardson","MALE",2020-02-09 00:00:00.000,"Beverly Hills"
15474,"Cameron","Lal","Cameron Lal","MALE",2019-06-20 00:00:00.000,"Beverly Hills"
15970,"Samuel","Thompson","Samuel Thompson","MALE",2020-05-28 00:00:00.000,"Beverly Hills"
15982,"Jose","Evans","Jose Evans","MALE",2020-10-01 00:00:00.000,"Beverly Hills"
16122,"Jason","Phillips","Jason Phillips","MALE",2020-10-06 00:00:00.000,"Beverly Hills"
16673,"Curtis","Guo","Curtis Guo","MALE",2020-06-29 00:00:00.000,"Beverly Hills"
16917,"Brett","Subram","Brett Subram","MALE",2020-12-09 00:00:00.000,"Beverly Hills"
17417,"Lee","Munoz","Lee Munoz","MALE",2020-11-23 00:00:00.000,"Beverly Hills"
17532,"Nathan","Patterson","Nathan Patterson","MALE",2020-07-09 00:00:00.000,"Beverly Hills"
17576,"Albert","Vazquez","Albert Vazquez","MALE",2020-08-16 00:00:00.000,"Beverly Hills"
17609,"Charles","Davis","Charles Davis","MALE",2020-08-01 00:00:00.000,"Beverly Hills"
17674,"Kevin","Wang","Kevin Wang","MALE",2020-09-18 00:00:00.000,"Beverly Hills"
17869,"Henry","Mehta","Henry Mehta","MALE",2020-09-06 00:00:00.000,"Beverly Hills"
18066,"Steve","He","Steve He","MALE",2020-11-12 00:00:00.000,"Beverly Hills"
18095,"Thomas","Campbell","Thomas Campbell","MALE",2020-02-05 00:00:00.000,"Beverly Hills"
18235,"Vincent","Guo","Vincent Guo","MALE",2020-08-31 00:00:00.000,"Beverly Hills"
18417,"Jonathan","Roberts","Jonathan Roberts","MALE",2020-08-03 00:00:00.000,"Beverly Hills"
18646,"Blake","Adams","Blake Adams","MALE",2020-11-16 00:00:00.000,"Beverly Hills"
18656,"Charles","Clark","Charles Clark","MALE",2020-09-04 00:00:00.000,"Beverly Hills"
18673,"James","Green","James Green","MALE",2020-07-10 00:00:00.000,"Beverly Hills"
18862,"Luke","Zhang","Luke Zhang","MALE",2020-12-04 00:00:00.000,"Beverly Hills"
18876,"Luke","Chen","Luke Chen","MALE",2020-12-15 00:00:00.000,"Beverly Hills"
19203,"Darren","Navarro","Darren Navarro","MALE",2020-09-18 00:00:00.000,"Beverly Hills"
19234,"Micah","Zheng","Micah Zheng","MALE",2020-12-11 00:00:00.000,"Beverly Hills"
19397,"Terry","Shen","Terry Shen","MALE",2020-09-07 00:00:00.000,"Beverly Hills"
19692,"Aaron","Edwards","Aaron Edwards","MALE",2020-06-02 00:00:00.000,"Beverly Hills"
19730,"Ricardo","Black","Ricardo Black","MALE",2020-07-09 00:00:00.000,"Beverly Hills"
20003,"Dalton","Gonzalez","Dalton Gonzalez","MALE",2020-12-15 00:00:00.000,"Beverly Hills"
20083,"Terry","Kumar","Terry Kumar","MALE",2020-11-04 00:00:00.000,"Beverly Hills"
20676,"Carlos","Parker","Carlos Parker","MALE",2020-04-13 00:00:00.000,"Beverly Hills"
21286,"Luke","Roy","Luke Roy","MALE",2020-11-15 00:00:00.000,"Beverly Hills"
21416,"Ryan","Butler","Ryan Butler","MALE",2020-10-21 00:00:00.000,"Beverly Hills"
21457,"Jamie","Serrano","Jamie Serrano","MALE",2020-09-27 00:00:00.000,"Beverly Hills"
22023,"Rafael","Chen","Rafael Chen","MALE",2020-03-20 00:00:00.000,"Beverly Hills"
22047,"David","Gonzales","David Gonzales","MALE",2020-09-20 00:00:00.000,"Beverly Hills"
22068,"Sean","James","Sean James","MALE",2020-04-12 00:00:00.000,"Beverly Hills"
22248,"Gary","Ramos","Gary Ramos","MALE",2020-12-01 00:00:00.000,"Beverly Hills"
23076,"Adrian","Brooks","Adrian Brooks","MALE",2020-12-25 00:00:00.000,"Beverly Hills"
23159,"Dalton","Phillips","Dalton Phillips","MALE",2020-09-24 00:00:00.000,"Beverly Hills"
23247,"Alexander","Garcia","Alexander Garcia","MALE",2020-11-11 00:00:00.000,"Beverly Hills"
23297,"Tyrone","Gomez","Tyrone Gomez","MALE",2020-09-03 00:00:00.000,"Beverly Hills"
23481,"Dustin","Xu","Dustin Xu","MALE",2020-06-25 00:00:00.000,"Beverly Hills"
23549,"George","Sai","George Sai","MALE",2020-05-29 00:00:00.000,"Beverly Hills"
24357,"Eric","Baker","Eric Baker","MALE",2020-05-13 00:00:00.000,"Beverly Hills"
24411,"Johnathan","Sanchez","Johnathan Sanchez","MALE",2020-03-22 00:00:00.000,"Beverly Hills"
24426,"Jordan","Russell","Jordan Russell","MALE",2020-10-21 00:00:00.000,"Beverly Hills"
24747,"Dakota","Powell","Dakota Powell","MALE",2021-01-13 00:00:00.000,"Beverly Hills"
24996,"Dylan","Miller","Dylan Miller","MALE",2020-10-31 00:00:00.000,"Beverly Hills"
25205,"John","Jones","John Jones","MALE",2020-10-31 00:00:00.000,"Beverly Hills"
25427,"Omar","Zeng","Omar Zeng","MALE",2020-06-08 00:00:00.000,"Beverly Hills"
25951,"Anthony","Anderson","Anthony Anderson","MALE",2018-06-12 00:00:00.000,"Beverly Hills"
26193,"Luis","Edwards","Luis Edwards","MALE",2021-01-02 00:00:00.000,"Beverly Hills"
26245,"Devin","Murphy","Devin Murphy","MALE",2019-01-27 00:00:00.000,"Beverly Hills"
26251,"Cedric","Huang","Cedric Huang","MALE",2020-12-12 00:00:00.000,"Beverly Hills"
26346,"Emmanuel","Suri","Emmanuel Suri","MALE",2020-06-23 00:00:00.000,"Beverly Hills"
26489,"Jordan","Collins","Jordan Collins","MALE",2020-02-02 00:00:00.000,"Beverly Hills"
26500,"Billy","Ruiz","Billy Ruiz","MALE",2020-09-07 00:00:00.000,"Beverly Hills"
26574,"Jordan","Allen","Jordan Allen","MALE",2020-11-10 00:00:00.000,"Beverly Hills"
26608,"Aaron","Nelson","Aaron Nelson","MALE",2019-06-24 00:00:00.000,"Beverly Hills"
26697,"Manuel","Arun","Manuel Arun","MALE",2020-05-02 00:00:00.000,"Beverly Hills"
26704,"Frank","Alvarez","Frank Alvarez","MALE",2020-11-12 00:00:00.000,"Beverly Hills"
27526,"Ramon","Ma","Ramon Ma","MALE",2020-03-22 00:00:00.000,"Beverly Hills"
28007,"Clayton","Ye","Clayton Ye","MALE",2020-08-15 00:00:00.000,"Beverly Hills"
28053,"Jared","Howard","Jared Howard","MALE",2020-04-15 00:00:00.000,"Beverly Hills"
28251,"Joe","Rubio","Joe Rubio","MALE",2020-06-14 00:00:00.000,"Beverly Hills"
28271,"Sean","Gonzalez","Sean Gonzalez","MALE",2018-04-07 00:00:00.000,"Beverly Hills"
28344,"Alvin","Zhu","Alvin Zhu","MALE",2020-04-05 00:00:00.000,"Beverly Hills"
28773,"Gerald","Malhotra","Gerald Malhotra","MALE",2020-06-25 00:00:00.000,"Beverly Hills"
28796,"Cameron","Coleman","Cameron Coleman","MALE",2020-04-02 00:00:00.000,"Beverly Hills"
29153,"Pedro","Arun","Pedro Arun","MALE",2020-05-14 00:00:00.000,"Beverly Hills"
29263,"Nathan","Li","Nathan Li","MALE",2020-11-28 00:00:00.000,"Beverly Hills"
29285,"Thomas","Adams","Thomas Adams","MALE",2018-08-10 00:00:00.000,"Beverly Hills"
11298,"Jon","Luo","Jon Luo","MALE",2018-09-12 00:00:00.000,"Chula Vista"
11305,"Sean","Evans","Sean Evans","MALE",2020-03-25 00:00:00.000,"Chula Vista"
11648,"Kevin","Scott","Kevin Scott","MALE",2020-08-28 00:00:00.000,"Chula Vista"
11790,"Timothy","Gonzalez","Timothy Gonzalez","MALE",2020-03-11 00:00:00.000,"Chula Vista"
12069,"Garrett","Kelly","Garrett Kelly","MALE",2018-10-30 00:00:00.000,"Chula Vista"
12793,"Jessie","Guo","Jessie Guo","MALE",2020-02-19 00:00:00.000,"Chula Vista"
12904,"Thomas","Jai","Thomas Jai","MALE",2018-12-22 00:00:00.000,"Chula Vista"
12974,"Marc","Gill","Marc Gill","MALE",2021-01-15 00:00:00.000,"Chula Vista"
13058,"Ramon","Huang","Ramon Huang","MALE",2019-01-17 00:00:00.000,"Chula Vista"
13186,"Marcus","Sanders","Marcus Sanders","MALE",2020-05-09 00:00:00.000,"Chula Vista"
13207,"Kenneth","Rai","Kenneth Rai","MALE",2020-10-06 00:00:00.000,"Chula Vista"
13227,"Alexander","Wilson","Alexander Wilson","MALE",2020-04-14 00:00:00.000,"Chula Vista"
13240,"Blake","Foster","Blake Foster","MALE",2020-08-31 00:00:00.000,"Chula Vista"
13278,"Jorge","Hu","Jorge Hu","MALE",2019-02-26 00:00:00.000,"Chula Vista"
13297,"Arthur","Rubio","Arthur Rubio","MALE",2020-07-26 00:00:00.000,"Chula Vista"
13329,"Jake","Wang","Jake Wang","MALE",2019-02-11 00:00:00.000,"Chula Vista"
13481,"Hunter","Hernandez","Hunter Hernandez","MALE",2021-01-10 00:00:00.000,"Chula Vista"
13485,"Thomas","Allen","Thomas Allen","MALE",2020-02-15 00:00:00.000,"Chula Vista"
13715,"Eduardo","Sanchez","Eduardo Sanchez","MALE",2019-06-23 00:00:00.000,"Chula Vista"
13854,"Kyle","Parker","Kyle Parker","MALE",2019-07-24 00:00:00.000,"Chula Vista"
13876,"Sebastian","Murphy","Sebastian Murphy","MALE",2020-07-11 00:00:00.000,"Chula Vista"
15191,"Andres","Kumar","Andres Kumar","MALE",2019-01-08 00:00:00.000,"Chula Vista"
15288,"Logan","Perry","Logan Perry","MALE",2019-01-30 00:00:00.000,"Chula Vista"
15326,"Todd","Zheng","Todd Zheng","MALE",2020-08-13 00:00:00.000,"Chula Vista"
15387,"Miguel","Rodriguez","Miguel Rodriguez","MALE",2020-11-25 00:00:00.000,"Chula Vista"
15417,"Alvin","Lu","Alvin Lu","MALE",2019-06-09 00:00:00.000,"Chula Vista"
15495,"Craig","Alonso","Craig Alonso","MALE",2020-12-29 00:00:00.000,"Chula Vista"
15516,"Shaun","Raje","Shaun Raje","MALE",2020-07-03 00:00:00.000,"Chula Vista"
15532,"Marshall","Jai","Marshall Jai","MALE",2019-08-27 00:00:00.000,"Chula Vista"
15747,"Evan","Nelson","Evan Nelson","MALE",2020-09-05 00:00:00.000,"Chula Vista"
15986,"Dalton","Sanchez","Dalton Sanchez","MALE",2019-12-05 00:00:00.000,"Chula Vista"
16838,"Jonathan","Griffin","Jonathan Griffin","MALE",2020-09-30 00:00:00.000,"Chula Vista"
16880,"Edgar","Patel","Edgar Patel","MALE",2020-10-24 00:00:00.000,"Chula Vista"
16992,"Lucas","Watson","Lucas Watson","MALE",2020-03-31 00:00:00.000,"Chula Vista"
17033,"Carson","Long","Carson Long","MALE",2020-04-13 00:00:00.000,"Chula Vista"
17592,"Bryan","Sanders","Bryan Sanders","MALE",2020-11-23 00:00:00.000,"Chula Vista"
18076,"Andre","Mehta","Andre Mehta","MALE",2020-10-29 00:00:00.000,"Chula Vista"
18352,"Noah","Thomas","Noah Thomas","MALE",2020-11-09 00:00:00.000,"Chula Vista"
18520,"Rafael","Huang","Rafael Huang","MALE",2020-04-16 00:00:00.000,"Chula Vista"
18807,"Spencer","Bennett","Spencer Bennett","MALE",2020-03-27 00:00:00.000,"Chula Vista"
19218,"Nathaniel","Brooks","Nathaniel Brooks","MALE",2020-03-11 00:00:00.000,"Chula Vista"
19401,"Kyle","Hernandez","Kyle Hernandez","MALE",2020-02-22 00:00:00.000,"Chula Vista"
19634,"Gregory","Nath","Gregory Nath","MALE",2020-09-19 00:00:00.000,"Chula Vista"
19639,"Victor","Gill","Victor Gill","MALE",2020-02-14 00:00:00.000,"Chula Vista"
19739,"Lucas","Perry","Lucas Perry","MALE",2020-08-23 00:00:00.000,"Chula Vista"
19756,"Nicolas","Yuan","Nicolas Yuan","MALE",2020-08-14 00:00:00.000,"Chula Vista"
19866,"Martin","Patel","Martin Patel","MALE",2020-09-28 00:00:00.000,"Chula Vista"
19867,"Juan","Sanchez","Juan Sanchez","MALE",2020-04-29 00:00:00.000,"Chula Vista"
19877,"Steve","Zheng","Steve Zheng","MALE",2020-09-03 00:00:00.000,"Chula Vista"
19991,"Jacob","Thomas","Jacob Thomas","MALE",2020-11-15 00:00:00.000,"Chula Vista"
20475,"Blake","Martinez","Blake Martinez","MALE",2020-06-10 00:00:00.000,"Chula Vista"
20698,"Darren","Chandra","Darren Chandra","MALE",2020-05-27 00:00:00.000,"Chula Vista"
21164,"Troy","Raman","Troy Raman","MALE",2020-08-07 00:00:00.000,"Chula Vista"
21497,"Patrick","Cox","Patrick Cox","MALE",2020-12-08 00:00:00.000,"Chula Vista"
21705,"Warren","Sharma","Warren Sharma","MALE",2020-12-05 00:00:00.000,"Chula Vista"
22084,"Francis","Gomez","Francis Gomez","MALE",2020-10-08 00:00:00.000,"Chula Vista"
22256,"Edwin","Lu","Edwin Lu","MALE",2020-06-01 00:00:00.000,"Chula Vista"
23068,"Ryan","Shan","Ryan Shan","MALE",2020-11-11 00:00:00.000,"Chula Vista"
23139,"Christian","Yang","Christian Yang","MALE",2020-06-06 00:00:00.000,"Chula Vista"
23254,"Jack","Gonzalez","Jack Gonzalez","MALE",2020-02-23 00:00:00.000,"Chula Vista"
23383,"Caleb","Allen","Caleb Allen","MALE",2020-09-05 00:00:00.000,"Chula Vista"
23840,"Mason","Ward","Mason Ward","MALE",2020-11-22 00:00:00.000,"Chula Vista"
24286,"Kelvin","Goel","Kelvin Goel","MALE",2020-12-18 00:00:00.000,"Chula Vista"
24287,"John","Martinez","John Martinez","MALE",2020-12-15 00:00:00.000,"Chula Vista"
24406,"Reginald","Vazquez","Reginald Vazquez","MALE",2020-12-20 00:00:00.000,"Chula Vista"
24443,"Edgar","Suri","Edgar Suri","MALE",2021-01-06 00:00:00.000,"Chula Vista"
24486,"Rafael","Zeng","Rafael Zeng","MALE",2020-02-01 00:00:00.000,"Chula Vista"
24618,"Brett","Gonzalez","Brett Gonzalez","MALE",2020-06-13 00:00:00.000,"Chula Vista"
24761,"Lawrence","Rubio","Lawrence Rubio","MALE",2020-08-27 00:00:00.000,"Chula Vista"
24783,"Barry","Raman","Barry Raman","MALE",2020-09-17 00:00:00.000,"Chula Vista"
24812,"Johnathan","Sai","Johnathan Sai","MALE",2020-06-03 00:00:00.000,"Chula Vista"
24925,"Erick","Perez","Erick Perez","MALE",2020-12-15 00:00:00.000,"Chula Vista"
24955,"Donald","Perez","Donald Perez","MALE",2020-07-07 00:00:00.000,"Chula Vista"
24999,"Shaun","Jai","Shaun Jai","MALE",2020-09-18 00:00:00.000,"Chula Vista"
25024,"Brad","Pritchett","Brad Pritchett","MALE",2020-08-11 00:00:00.000,"Chula Vista"
25068,"Robert","Shan","Robert Shan","MALE",2020-10-13 00:00:00.000,"Chula Vista"
25148,"Ryan","Simmons","Ryan Simmons","MALE",2020-02-28 00:00:00.000,"Chula Vista"
25257,"Harold","Sanchez","Harold Sanchez","MALE",2020-07-06 00:00:00.000,"Chula Vista"
25426,"Tristan","Foster","Tristan Foster","MALE",2020-06-10 00:00:00.000,"Chula Vista"
25839,"Connor","Powell","Connor Powell","MALE",2020-02-05 00:00:00.000,"Chula Vista"
25856,"Benjamin","Sharma","Benjamin Sharma","MALE",2020-12-16 00:00:00.000,"Chula Vista"
26117,"Samuel","Wright","Samuel Wright","MALE",2020-05-23 00:00:00.000,"Chula Vista"
26120,"Miguel","Lewis","Miguel Lewis","MALE",2019-01-24 00:00:00.000,"Chula Vista"
26326,"Trevor","Washington","Trevor Washington","MALE",2019-03-12 00:00:00.000,"Chula Vista"
26813,"Xavier","Diaz","Xavier Diaz","MALE",2020-11-04 00:00:00.000,"Chula Vista"
27018,"Blake","Price","Blake Price","MALE",2020-08-13 00:00:00.000,"Chula Vista"
27081,"Jason","Ross","Jason Ross","MALE",2019-09-10 00:00:00.000,"Chula Vista"
27204,"Devin","Hall","Devin Hall","MALE",2020-07-27 00:00:00.000,"Chula Vista"
27432,"Craig","Ruiz","Craig Ruiz","MALE",2020-11-12 00:00:00.000,"Chula Vista"
27460,"Grant","Goel","Grant Goel","MALE",2019-12-17 00:00:00.000,"Chula Vista"
27521,"Gabriel","Foster","Gabriel Foster","MALE",2019-12-26 00:00:00.000,"Chula Vista"
27579,"Bruce","Suarez","Bruce Suarez","MALE",2020-10-18 00:00:00.000,"Chula Vista"
27619,"Joseph","Lee","Joseph Lee","MALE",2020-07-11 00:00:00.000,"Chula Vista"
27630,"Xavier","Coleman","Xavier Coleman","MALE",2020-05-19 00:00:00.000,"Chula Vista"
27680,"Benjamin","Foster","Benjamin Foster","MALE",2020-04-07 00:00:00.000,"Chula Vista"
28089,"Xavier","Campbell","Xavier Campbell","MALE",2020-09-12 00:00:00.000,"Chula Vista"
28997,"Hector","Carlson","Hector Carlson","MALE",2018-06-03 00:00:00.000,"Chula Vista"
29168,"Derrick","Romero","Derrick Romero","MALE",2018-07-21 00:00:00.000,"Chula Vista"
29177,"Frank","Martin","Frank Martin","MALE",2020-04-28 00:00:00.000,"Chula Vista"
29219,"Darren","Arun","Darren Arun","MALE",2021-01-21 00:00:00.000,"Chula Vista"
29227,"Levi","Patel","Levi Patel","MALE",2020-11-12 00:00:00.000,"Chula Vista"
29244,"Eric","Ross","Eric Ross","MALE",2021-01-06 00:00:00.000,"Chula Vista"
11024,"Russell","Xie","Russell Xie","MALE",2020-06-27 00:00:00.000,"Concord"
11160,"Maurice","Tang","Maurice Tang","MALE",2020-02-21 00:00:00.000,"Concord"
11329,"Andy","Alvarez","Andy Alvarez","MALE",2018-09-25 00:00:00.000,"Concord"
11499,"Pedro","Vance","Pedro Vance","MALE",2020-04-06 00:00:00.000,"Concord"
11539,"Justin","Washington","Justin Washington","MALE",2018-09-23 00:00:00.000,"Concord"
11945,"Dennis","Huang","Dennis Huang","MALE",2018-10-29 00:00:00.000,"Concord"
12146,"Xavier","Thomas","Xavier Thomas","MALE",2020-06-29 00:00:00.000,"Concord"
12411,"Kevin","Alexander","Kevin Alexander","MALE",2020-06-30 00:00:00.000,"Concord"
12429,"Melvin","Black","Melvin Black","MALE",2020-03-05 00:00:00.000,"Concord"
13017,"Xavier","Alexander","Xavier Alexander","MALE",2020-08-19 00:00:00.000,"Concord"
13060,"Eugene","Zhu","Eugene Zhu","MALE",2019-01-04 00:00:00.000,"Concord"
13167,"Mario","Tang","Mario Tang","MALE",2020-11-06 00:00:00.000,"Concord"
13219,"Rafael","Shan","Rafael Shan","MALE",2020-10-05 00:00:00.000,"Concord"
