CustomerKey,FirstName,LastName,FullName,BirthDate,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,DateFirstPurchase,CommuteDistance
15671,"Lawrence","Torres","Torres, Lawrence",1969-05-27 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",0,1,"869 Welle Road",2016-03-01 00:00:00.000,"0-1 Miles"
15672,"Kelvin","Nara","Nara, Kelvin",1969-01-19 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",1,1,"Pappelallee 667",2016-12-26 00:00:00.000,"2-5 Miles"
15673,"Jon","Goel","Goel, Jon",1969-06-08 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",0,1,"71, avenue de la Gare",2016-04-12 00:00:00.000,"0-1 Miles"
16556,"Angelica","Butler","Butler, Angelica",1970-01-06 00:00:00.000,"S","F",20000,0,0,"Partial College","Manual",0,1,"Heidestieg Straße 8664",2016-06-23 00:00:00.000,"0-1 Miles"
16557,"Derek","Chander","Chander, Derek",1970-04-17 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",1,1,"80, avenue des Champs-Elysées",2016-03-27 00:00:00.000,"2-5 Miles"
16558,"Preston","Sara","Sara, Preston",1970-04-17 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",0,1,"Waldstr 21",2016-03-25 00:00:00.000,"2-5 Miles"
16564,"Susan","Wu","Wu, Susan",1969-08-07 00:00:00.000,"S","F",20000,0,0,"Partial College","Manual",1,1,"5097 Waterfall Way",2016-05-22 00:00:00.000,"2-5 Miles"
17757,"Seth","Hayes","Hayes, Seth",1970-03-17 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",1,1,"423 Banbury Loop",2016-10-03 00:00:00.000,"2-5 Miles"
17758,"Linda","Gill","Gill, Linda",1970-06-23 00:00:00.000,"M","F",20000,0,0,"Partial College","Manual",0,1,"Auf Der Steige 100",2016-07-27 00:00:00.000,"1-2 Miles"
17759,"Kristopher","Sanchez","Sanchez, Kristopher",1970-09-18 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",0,1,"487bis, boulevard du Montparnasse",2016-06-13 00:00:00.000,"2-5 Miles"
17760,"Diana","Romero","Romero, Diana",1970-01-16 00:00:00.000,"S","F",20000,0,0,"Partial College","Manual",0,1,"71 Tobi Drive",2016-10-18 00:00:00.000,"2-5 Miles"
17763,"Jacquelyn","Martin","Martin, Jacquelyn",1969-08-15 00:00:00.000,"S","F",20000,0,0,"Partial College","Manual",0,1,"4689 Deerwood Court",2016-05-16 00:00:00.000,"2-5 Miles"
17954,"Shelby","Torres","Torres, Shelby",1970-01-17 00:00:00.000,"S","F",20000,0,0,"Partial College","Manual",0,1,"96, avenue de l´Europe",2016-05-21 00:00:00.000,"0-1 Miles"
17955,"Ronnie","Zhao","Zhao, Ronnie",1970-11-02 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",1,1,"Wolfgangstraße 62",2016-11-17 00:00:00.000,"2-5 Miles"
17961,"Meghan","Blanco","Blanco, Meghan",1969-11-14 00:00:00.000,"S","F",20000,0,0,"Partial College","Manual",0,1,"7182 Olive Hill",2016-11-07 00:00:00.000,"0-1 Miles"
19296,"Jake","Zheng","Zheng, Jake",1969-01-04 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",0,1,"33, rue du Puits Dixme",2015-06-16 00:00:00.000,"2-5 Miles"
19422,"Paula","Gutierrez","Gutierrez, Paula",1970-11-19 00:00:00.000,"S","F",20000,0,0,"Partial College","Manual",0,1,"Reiherweg 5944",2014-07-30 00:00:00.000,"2-5 Miles"
19423,"Maria","Price","Price, Maria",1970-08-07 00:00:00.000,"S","F",20000,0,0,"Partial College","Manual",0,1,"951, rue Villedo",2015-10-20 00:00:00.000,"2-5 Miles"
19431,"Bonnie","She","She, Bonnie",1969-08-19 00:00:00.000,"S","F",20000,0,0,"Partial College","Manual",0,1,"78, rue de l´Esplanade",2016-09-25 00:00:00.000,"2-5 Miles"
19432,"Armando","Dominguez","Dominguez, Armando",1969-09-13 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",0,1,"Rehstr 6446",2014-08-02 00:00:00.000,"1-2 Miles"
20849,"Faith","Washington","Washington, Faith",1970-01-24 00:00:00.000,"S","F",20000,0,0,"Partial College","Manual",1,1,"5626 Mt. View Drive",2016-10-05 00:00:00.000,"2-5 Miles"
20850,"Lance","Navarro","Navarro, Lance",1970-09-14 00:00:00.000,"M","M",20000,0,0,"Partial College","Manual",0,1,"5686 N Sweetbriar Court",2015-04-12 00:00:00.000,"1-2 Miles"
20851,"Frank","Sanz","Sanz, Frank",1970-05-07 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",0,1,"5117 Oak Creek Ct.",2015-04-20 00:00:00.000,"2-5 Miles"
20856,"Tiffany","Hu","Hu, Tiffany",1969-07-10 00:00:00.000,"S","F",20000,0,0,"Partial College","Manual",0,1,"1870 Blue Ridge Dr.",2015-05-25 00:00:00.000,"2-5 Miles"
20857,"Jerry","Becker","Becker, Jerry",1969-10-19 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",0,1,"242, rue de Cambrai",2016-09-14 00:00:00.000,"2-5 Miles"
21026,"Clifford","Fernandez","Fernandez, Clifford",1970-03-21 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",1,1,"5278 Tanager Court",2016-05-05 00:00:00.000,"2-5 Miles"
21027,"Luke","Nelson","Nelson, Luke",1970-03-24 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",0,1,"5760 Glenhaven Ave S.",2015-09-12 00:00:00.000,"1-2 Miles"
21028,"Joe","Suri","Suri, Joe",1970-10-23 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",1,1,"5615 Detroit Ave.",2016-09-21 00:00:00.000,"2-5 Miles"
21032,"Brendan","Shan","Shan, Brendan",1969-10-16 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",1,1,"Hauptstr 2929",2016-11-15 00:00:00.000,"2-5 Miles"
22433,"Miguel","Hill","Hill, Miguel",1970-08-15 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",0,1,"934 Acardia Pl",2016-09-02 00:00:00.000,"2-5 Miles"
22434,"Billy","Schmidt","Schmidt, Billy",1970-09-01 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",0,1,"6797 Almondtree Circle",2016-10-20 00:00:00.000,"0-1 Miles"
22438,"Casey","Jiménez","Jiménez, Casey",1969-06-10 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",0,1,"2, rue de la Cavalerie",2016-06-07 00:00:00.000,"2-5 Miles"
22604,"Wyatt","Simmons","Simmons, Wyatt",1970-09-08 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",1,1,"143 Pecan Pl.",2016-12-14 00:00:00.000,"2-5 Miles"
22605,"Derrick","Schmidt","Schmidt, Derrick",1970-03-05 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",0,1,"6084 Norris Court",2016-12-14 00:00:00.000,"1-2 Miles"
22606,"Alfredo","Hernandez","Hernandez, Alfredo",1970-03-17 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",1,1,"Karl Liebknecht str 299",2016-05-07 00:00:00.000,"2-5 Miles"
22607,"Whitney","Gonzalez","Gonzalez, Whitney",1970-03-04 00:00:00.000,"S","F",20000,0,0,"Partial College","Manual",0,1,"Heidestieg Straße 2664",2016-06-15 00:00:00.000,"1-2 Miles"
22612,"Franklin","Huang","Huang, Franklin",1969-06-14 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",0,1,"3355, rue de Longchamp",2016-08-08 00:00:00.000,"2-5 Miles"
22613,"Dale","Luo","Luo, Dale",1969-06-20 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",0,1,"3913 Euclid Ave.",2016-01-14 00:00:00.000,"2-5 Miles"
24028,"Adam","Hayes","Hayes, Adam",1970-12-07 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",0,1,"376, rue de Terre Neuve",2016-12-25 00:00:00.000,"2-5 Miles"
24029,"Haley","Howard","Howard, Haley",1970-06-06 00:00:00.000,"S","F",20000,0,0,"Partial College","Manual",1,1,"75, quai de Grenelle",2016-12-03 00:00:00.000,"2-5 Miles"
24030,"Deb","Wagner","Wagner, Deb",1970-03-16 00:00:00.000,"S","F",20000,0,0,"Partial College","Manual",0,1,"1310 Mitchelleanjen Ln.",2016-06-28 00:00:00.000,"0-1 Miles"
24031,"Tammy","Suri","Suri, Tammy",1970-04-25 00:00:00.000,"M","F",20000,0,0,"Partial College","Manual",0,1,"4601 San Ramon Road",2016-06-04 00:00:00.000,"1-2 Miles"
24036,"Jay","Vazquez","Vazquez, Jay",1969-12-27 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",0,1,"Hüttenstr 6114",2016-09-23 00:00:00.000,"2-5 Miles"
24037,"Ramon","Guo","Guo, Ramon",1969-10-17 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",0,1,"1020, quai de Grenelle",2016-12-29 00:00:00.000,"2-5 Miles"
24197,"Whitney","Mehta","Mehta, Whitney",1970-03-20 00:00:00.000,"S","F",20000,0,0,"Partial College","Manual",0,1,"5826 Norman Avenue",2016-09-29 00:00:00.000,"2-5 Miles"
24202,"Tamara","Black","Black, Tamara",1969-10-20 00:00:00.000,"S","F",20000,0,0,"Partial College","Manual",0,1,"215 Denkinger Court",2016-09-01 00:00:00.000,"0-1 Miles"
25590,"Naomi","Gill","Gill, Naomi",1970-09-24 00:00:00.000,"S","F",20000,0,0,"Partial College","Manual",0,1,"Charlottenstr 272",2016-12-14 00:00:00.000,"2-5 Miles"
25591,"Preston","Ray","Ray, Preston",1970-04-22 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",1,1,"Wertheimer Straße 822",2016-12-27 00:00:00.000,"2-5 Miles"
25745,"Mayra","Arun","Arun, Mayra",1969-06-10 00:00:00.000,"S","F",20000,0,0,"Partial College","Manual",0,1,"Kampstr 590",2016-07-29 00:00:00.000,"2-5 Miles"
25746,"Lindsay","Simpson","Simpson, Lindsay",1969-04-26 00:00:00.000,"S","F",20000,0,0,"Partial College","Manual",1,1,"4817 Gibrix Drive",2016-03-26 00:00:00.000,"2-5 Miles"
25747,"Marshall","Xu","Xu, Marshall",1969-07-21 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",0,1,"2760 Vista Way",2016-03-15 00:00:00.000,"2-5 Miles"
26945,"Katelyn","Hill","Hill, Katelyn",1970-07-13 00:00:00.000,"S","F",20000,0,0,"Partial College","Manual",0,1,"33, allée des Princes",2016-06-01 00:00:00.000,"0-1 Miles"
26946,"Andre","Madan","Madan, Andre",1970-06-08 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",1,1,"Hochstr 7736",2016-06-06 00:00:00.000,"2-5 Miles"
26947,"Suzanne","Ma","Ma, Suzanne",1970-11-10 00:00:00.000,"S","F",20000,0,0,"Partial College","Manual",0,1,"1005 Matterhorn Ct.",2016-06-05 00:00:00.000,"2-5 Miles"
26948,"Abby","Garcia","Garcia, Abby",1970-06-21 00:00:00.000,"S","F",20000,0,0,"Partial College","Manual",0,1,"Wasserstr 43222",2016-06-11 00:00:00.000,"2-5 Miles"
26949,"Lindsey","Chander","Chander, Lindsey",1970-02-25 00:00:00.000,"S","F",20000,0,0,"Partial College","Manual",0,1,"5407 Oakgrove",2016-07-27 00:00:00.000,"2-5 Miles"
26956,"Kristin","Pal","Pal, Kristin",1969-10-02 00:00:00.000,"S","F",20000,0,0,"Partial College","Manual",0,1,"1644 Via Media",2016-07-06 00:00:00.000,"2-5 Miles"
27121,"Teresa","Rubio","Rubio, Teresa",1969-02-05 00:00:00.000,"S","F",20000,0,0,"Partial College","Manual",0,1,"2253 Bel Air Dr.",2016-07-15 00:00:00.000,"2-5 Miles"
27122,"Ernest","Liang","Liang, Ernest",1969-07-04 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",0,1,"11, quai de l´ Iton",2016-08-13 00:00:00.000,"2-5 Miles"
27907,"Michael","Taylor","Taylor, Michael",1970-04-17 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",0,1,"Rt. 470 Box A",2016-10-26 00:00:00.000,"2-5 Miles"
27908,"Adriana","Sanchez","Sanchez, Adriana",1970-11-05 00:00:00.000,"S","F",20000,0,0,"Partial College","Manual",0,1,"Knaackstr 956",2016-05-29 00:00:00.000,"0-1 Miles"
27909,"Mayra","Randall","Randall, Mayra",1970-11-13 00:00:00.000,"S","F",20000,0,0,"Partial College","Manual",0,1,"8079 Precipice Drive",2016-10-12 00:00:00.000,"2-5 Miles"
28511,"Chase","Rivera","Rivera, Chase",1970-03-17 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",0,1,"2696 Estudillo St.",2016-12-23 00:00:00.000,"2-5 Miles"
28512,"Dwayne","Alonso","Alonso, Dwayne",1970-11-12 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",0,1,"6, rue des Vendangeurs",2015-02-24 00:00:00.000,"2-5 Miles"
28513,"Molly","Fernandez","Fernandez, Molly",1970-07-24 00:00:00.000,"M","F",20000,0,0,"Partial College","Manual",0,1,"Kulmer Straße 2242",2016-08-29 00:00:00.000,"1-2 Miles"
28517,"Troy","Gonzalez","Gonzalez, Troy",1969-07-26 00:00:00.000,"S","M",20000,0,0,"Partial College","Manual",0,1,"2942 Marina Road",2016-12-30 00:00:00.000,"2-5 Miles"
28698,"Kristina","Madan","Madan, Kristina",1969-04-22 00:00:00.000,"S","F",20000,0,0,"Partial College","Manual",1,1,"Wasserstr 22",2016-10-08 00:00:00.000,"2-5 Miles"
11356,"Terrence","Carson","Carson, Terrence",1980-05-27 00:00:00.000,"S","M",10000,0,0,"Partial College","Manual",0,1,"6613 Thornhill Place",2014-05-10 00:00:00.000,"2-5 Miles"
11357,"Ramon","Ye","Ye, Ramon",1979-03-23 00:00:00.000,"S","M",10000,0,0,"Partial College","Manual",0,1,"3245 Vista Oak Dr.",2014-06-19 00:00:00.000,"2-5 Miles"
11358,"Cynthia","Malhotra","Malhotra, Cynthia",1978-11-11 00:00:00.000,"S","F",10000,0,0,"Partial College","Manual",0,1,"6757 Pamplona Ct.",2014-06-29 00:00:00.000,"0-1 Miles"
11359,"Jarrod","Prasad","Prasad, Jarrod",1978-09-04 00:00:00.000,"S","M",10000,0,0,"Partial College","Manual",0,1,"7657 H St.",2014-06-14 00:00:00.000,"0-1 Miles"
11360,"Tyrone","Serrano","Serrano, Tyrone",1978-08-02 00:00:00.000,"S","M",10000,0,0,"Partial College","Manual",1,1,"3767 View Dr.",2014-06-28 00:00:00.000,"2-5 Miles"
12240,"Clayton","Sharma","Sharma, Clayton",1980-12-04 00:00:00.000,"S","M",10000,0,0,"Partial College","Manual",0,1,"9429 Geraldine Dr",2014-12-30 00:00:00.000,"2-5 Miles"
12241,"Kristine","Sandberg","Sandberg, Kristine",1979-11-06 00:00:00.000,"S","F",10000,0,0,"Partial College","Manual",0,1,"6141 Race Road",2014-12-18 00:00:00.000,"0-1 Miles"
12242,"Gilbert","Liang","Liang, Gilbert",1979-02-04 00:00:00.000,"S","M",10000,0,0,"Partial College","Manual",0,1,"4882 Darlene Drive",2014-12-18 00:00:00.000,"2-5 Miles"
12243,"Kristy","Rubio","Rubio, Kristy",1980-05-18 00:00:00.000,"S","F",10000,0,0,"Partial College","Manual",0,1,"1527 St. John Lane",2014-12-26 00:00:00.000,"2-5 Miles"
12245,"Francisco","Gonzalez","Gonzalez, Francisco",1978-11-26 00:00:00.000,"S","M",10000,0,0,"Partial College","Manual",1,1,"626 Redlands Way",2014-12-14 00:00:00.000,"2-5 Miles"
12570,"Casey","Munoz","Munoz, Casey",1980-05-16 00:00:00.000,"S","M",10000,0,0,"Partial College","Manual",0,1,"9324 Youngsdale Drive",2015-01-05 00:00:00.000,"0-1 Miles"
12571,"Jennifer","Green","Green, Jennifer",1980-05-19 00:00:00.000,"M","F",10000,0,0,"Partial College","Manual",0,1,"4070 Lacorso Drive",2015-01-01 00:00:00.000,"0-1 Miles"
12572,"Alisha","Chander","Chander, Alisha",1980-05-27 00:00:00.000,"S","F",10000,0,0,"Partial College","Manual",0,1,"422 Quartermaster",2015-01-25 00:00:00.000,"2-5 Miles"
12573,"Grant","Rai","Rai, Grant",1980-02-23 00:00:00.000,"S","M",10000,0,0,"Partial College","Manual",0,1,"820 Dobrich Circle",2015-01-11 00:00:00.000,"0-1 Miles"
12574,"Derek","Raje","Raje, Derek",1980-02-11 00:00:00.000,"S","M",10000,0,0,"Partial College","Manual",0,1,"2742 Cincerto Circle",2015-01-18 00:00:00.000,"0-1 Miles"
12575,"Jaclyn","Shen","Shen, Jaclyn",1979-09-12 00:00:00.000,"S","F",10000,0,0,"Partial College","Manual",0,1,"6131 Orangewood Court",2015-01-18 00:00:00.000,"0-1 Miles"
12576,"Walter","Dominguez","Dominguez, Walter",1979-03-14 00:00:00.000,"S","M",10000,0,0,"Partial College","Manual",0,1,"3578 Courthouse Drive",2015-01-07 00:00:00.000,"2-5 Miles"
12577,"Francis","Sanz","Sanz, Francis",1979-08-20 00:00:00.000,"S","M",10000,0,0,"Partial College","Manual",1,1,"3492 Broadway Street",2015-02-18 00:00:00.000,"2-5 Miles"
12578,"Gavin","Perry","Perry, Gavin",1980-02-28 00:00:00.000,"S","M",10000,0,0,"Partial College","Manual",0,1,"5869 Sierra Ridge",2015-02-17 00:00:00.000,"0-1 Miles"
12579,"Lydia","Sanchez","Sanchez, Lydia",1978-09-10 00:00:00.000,"S","F",10000,0,0,"Partial College","Manual",1,1,"480 W. Holly Drive",2015-02-18 00:00:00.000,"2-5 Miles"
12580,"Cedric","She","She, Cedric",1978-09-08 00:00:00.000,"S","M",10000,0,0,"Partial College","Manual",1,1,"4634 St. Paul Way",2015-02-17 00:00:00.000,"2-5 Miles"
12581,"Kristina","Fernandez","Fernandez, Kristina",1978-03-11 00:00:00.000,"S","F",10000,0,0,"Partial College","Manual",0,1,"2595 Worth Ct.",2015-02-28 00:00:00.000,"0-1 Miles"
13518,"Brendan","Goldstein","Goldstein, Brendan",1979-07-15 00:00:00.000,"S","M",10000,0,0,"Partial College","Manual",0,1,"9294 Virgina Hills Drive",2015-06-19 00:00:00.000,"0-1 Miles"
13519,"Lucas","Foster","Foster, Lucas",1978-10-03 00:00:00.000,"S","M",10000,0,0,"Partial College","Manual",1,1,"8831 Versailles Pl.",2015-06-28 00:00:00.000,"2-5 Miles"
13520,"Carol","Nelson","Nelson, Carol",1978-02-08 00:00:00.000,"S","F",10000,0,0,"Partial College","Manual",1,1,"2023 Wood Ranch Circle",2015-06-19 00:00:00.000,"2-5 Miles"
13521,"Sandra","Lu","Lu, Sandra",1978-01-25 00:00:00.000,"S","F",10000,0,0,"Partial College","Manual",1,1,"4946 Abbey Court",2015-06-24 00:00:00.000,"2-5 Miles"
14123,"Erick","Mehta","Mehta, Erick",1979-12-11 00:00:00.000,"M","M",10000,0,0,"Partial College","Manual",1,1,"2338 Mozden Lane",2016-03-22 00:00:00.000,"2-5 Miles"
14124,"Justin","Li","Li, Justin",1980-09-11 00:00:00.000,"M","M",10000,0,0,"Partial College","Manual",0,1,"1901 Missing Canyon Court",2016-04-30 00:00:00.000,"0-1 Miles"
14125,"Shane","Gonzalez","Gonzalez, Shane",1978-05-19 00:00:00.000,"S","M",10000,0,0,"Partial College","Manual",1,1,"9293 Mt. Washington Way",2015-08-21 00:00:00.000,"2-5 Miles"
14126,"Andy","Dominguez","Dominguez, Andy",1978-10-13 00:00:00.000,"M","M",10000,0,0,"Partial College","Manual",0,1,"369 Roslyn Drive",2016-02-29 00:00:00.000,"1-2 Miles"
14557,"Mathew","Sanz","Sanz, Mathew",1980-09-22 00:00:00.000,"M","M",10000,0,0,"Partial College","Manual",1,1,"6350 Lakeview Pl.",2016-02-02 00:00:00.000,"2-5 Miles"
15028,"Tabitha","Alvarez","Alvarez, Tabitha",1980-03-10 00:00:00.000,"S","F",10000,0,0,"Partial College","Manual",0,1,"151 Buchanan Ct",2015-10-25 00:00:00.000,"0-1 Miles"
15029,"Alejandro","Ye","Ye, Alejandro",1979-06-04 00:00:00.000,"S","M",10000,0,0,"Partial College","Manual",1,1,"5572 Running Springs Road",2015-10-08 00:00:00.000,"2-5 Miles"
15464,"Kristi","Blanco","Blanco, Kristi",1980-04-04 00:00:00.000,"M","F",10000,0,0,"Partial College","Manual",0,1,"6027 Lisa Ann Street",2016-09-09 00:00:00.000,"0-1 Miles"
15465,"Jacquelyn","Navarro","Navarro, Jacquelyn",1980-09-03 00:00:00.000,"M","F",10000,0,0,"Partial College","Manual",0,1,"8589 Shady Ln.",2016-03-03 00:00:00.000,"0-1 Miles"
15639,"Melanie","Coleman","Coleman, Melanie",1980-03-02 00:00:00.000,"M","F",10000,0,0,"Partial College","Manual",0,1,"8446 Wheel Ave.",2016-04-08 00:00:00.000,"0-1 Miles"
15640,"Gary","Gomez","Gomez, Gary",1980-04-16 00:00:00.000,"S","M",10000,0,0,"Partial College","Manual",1,1,"4744 Mary Dr.",2016-02-01 00:00:00.000,"1-2 Miles"
15641,"Marco","Sara","Sara, Marco",1978-05-04 00:00:00.000,"M","M",10000,0,0,"Partial College","Manual",1,1,"2756 Eastgate Ave.",2016-04-24 00:00:00.000,"2-5 Miles"
16514,"Manuel","Fernandez","Fernandez, Manuel",1980-01-11 00:00:00.000,"S","M",10000,0,0,"Partial College","Manual",1,1,"251 Ravenwood Dr.",2014-01-13 00:00:00.000,"1-2 Miles"
16515,"Troy","Sai","Sai, Troy",1980-02-04 00:00:00.000,"M","M",10000,0,0,"Partial College","Manual",0,1,"458 Union St",2014-01-20 00:00:00.000,"0-1 Miles"
17724,"Sheila","Blanco","Blanco, Sheila",1980-04-21 00:00:00.000,"M","F",10000,0,0,"Partial College","Manual",1,1,"5010 C Mt. Hood Circle",2016-08-12 00:00:00.000,"2-5 Miles"
17725,"Daniel","Martinez","Martinez, Daniel",1980-11-03 00:00:00.000,"S","M",10000,0,0,"Partial College","Manual",1,1,"6631 Highland Dr.",2014-04-20 00:00:00.000,"1-2 Miles"
17726,"Caroline","Griffin","Griffin, Caroline",1980-09-20 00:00:00.000,"S","F",10000,0,0,"Partial College","Manual",1,1,"5126 La Corte Bonita",2014-04-30 00:00:00.000,"1-2 Miles"
17727,"Monique","Gill","Gill, Monique",1979-11-03 00:00:00.000,"M","F",10000,0,0,"Partial College","Manual",1,1,"9068 Quiet Place Drive",2016-04-07 00:00:00.000,"2-5 Miles"
17728,"Maria","Perry","Perry, Maria",1978-05-12 00:00:00.000,"S","F",10000,0,0,"Partial College","Manual",0,1,"9697 Sunshine",2014-04-02 00:00:00.000,"0-1 Miles"
17729,"Edgar","Garcia","Garcia, Edgar",1978-02-24 00:00:00.000,"M","M",10000,0,0,"Partial College","Manual",0,1,"757 Eureka Lane",2016-04-04 00:00:00.000,"0-1 Miles"
17730,"Bridget","Tang","Tang, Bridget",1978-10-03 00:00:00.000,"S","F",10000,0,0,"Partial College","Manual",1,1,"8831 Versailles Pl.",2014-04-12 00:00:00.000,"2-5 Miles"
17731,"Tracy","Sharma","Sharma, Tracy",1978-05-04 00:00:00.000,"M","F",10000,0,0,"Partial College","Manual",0,1,"2909 Woodland Dr.",2016-12-07 00:00:00.000,"1-2 Miles"
17904,"Gina","Torres","Torres, Gina",1980-04-15 00:00:00.000,"S","F",10000,0,0,"Partial College","Manual",0,1,"3841 Silver Oaks Place",2014-04-03 00:00:00.000,"0-1 Miles"
17905,"Calvin","Yuan","Yuan, Calvin",1980-07-20 00:00:00.000,"M","M",10000,0,0,"Partial College","Manual",1,1,"8577 La Vista Avenue",2016-11-12 00:00:00.000,"2-5 Miles"
17906,"Jonathon","Vazquez","Vazquez, Jonathon",1979-02-09 00:00:00.000,"M","M",10000,0,0,"Partial College","Manual",1,1,"9003 C St.",2016-12-06 00:00:00.000,"2-5 Miles"
17907,"Priscilla","Luo","Luo, Priscilla",1978-11-25 00:00:00.000,"M","F",10000,0,0,"Partial College","Manual",1,1,"9950 Corte Vallencia",2016-10-09 00:00:00.000,"2-5 Miles"
17908,"Warren","Yang","Yang, Warren",1978-01-13 00:00:00.000,"M","M",10000,0,0,"Partial College","Manual",1,1,"5502 Sun View Terr.",2016-03-12 00:00:00.000,"2-5 Miles"
19264,"Kristopher","Gonzalez","Gonzalez, Kristopher",1980-09-21 00:00:00.000,"S","M",10000,0,0,"Partial College","Manual",0,1,"9574 Bancroft Road",2014-08-11 00:00:00.000,"0-1 Miles"
19265,"Dale","Raji","Raji, Dale",1979-02-23 00:00:00.000,"M","M",10000,0,0,"Partial College","Manual",0,1,"1315 Union St",2016-11-28 00:00:00.000,"0-1 Miles"
19266,"Grant","Xu","Xu, Grant",1979-10-06 00:00:00.000,"M","M",10000,0,0,"Partial College","Manual",0,1,"8643 B Way",2016-05-26 00:00:00.000,"0-1 Miles"
19267,"Marshall","Raje","Raje, Marshall",1979-02-06 00:00:00.000,"M","M",10000,0,0,"Partial College","Manual",1,1,"3101 South Villa Way",2016-12-17 00:00:00.000,"2-5 Miles"
19268,"Alyssa","Ward","Ward, Alyssa",1978-11-11 00:00:00.000,"M","F",10000,0,0,"Partial College","Manual",0,1,"5312 Riverwood Circle",,"0-1 Miles"
20151,"Jamie","Guo","Guo, Jamie",1980-10-06 00:00:00.000,"M","F",10000,0,0,"Partial College","Manual",1,1,"5636 Barcelona",2014-10-03 00:00:00.000,"2-5 Miles"
20152,"Rafael","She","She, Rafael",1980-07-08 00:00:00.000,"M","M",10000,0,0,"Partial College","Manual",1,1,"5931 San Carlos",2014-10-15 00:00:00.000,"2-5 Miles"
20153,"Diane","Sanz","Sanz, Diane",1979-05-25 00:00:00.000,"M","F",10000,0,0,"Partial College","Manual",0,1,"5033 N. 8th St.",2016-07-31 00:00:00.000,"0-1 Miles"
20154,"Raul","Luo","Luo, Raul",1978-10-03 00:00:00.000,"S","M",10000,0,0,"Partial College","Manual",0,1,"6253 Panorama Dr.",2014-10-06 00:00:00.000,"0-1 Miles"
20155,"Jay","Fernandez","Fernandez, Jay",1977-10-07 00:00:00.000,"M","M",10000,0,0,"Partial College","Manual",1,1,"6589 Viewpoint Ct",2016-06-30 00:00:00.000,"2-5 Miles"
20812,"Preston","Prasad","Prasad, Preston",1980-02-17 00:00:00.000,"S","M",10000,0,0,"Partial College","Manual",0,1,"4222 San Jose Dr.",2014-12-10 00:00:00.000,"0-1 Miles"
20813,"Michael","Rothkugel","Rothkugel, Michael",1979-04-12 00:00:00.000,"M","M",10000,0,0,"Partial College","Manual",1,1,"3552 Mildred Ln.",,"2-5 Miles"
20814,"Margaret","Lu","Lu, Margaret",1979-04-01 00:00:00.000,"S","F",10000,0,0,"Partial College","Manual",1,1,"4554 Bates Court",2014-12-19 00:00:00.000,"1-2 Miles"
20815,"Tracy","Andersen","Andersen, Tracy",1979-02-05 00:00:00.000,"S","F",10000,0,0,"Partial College","Manual",1,1,"5157 Maywood Lane",2014-12-21 00:00:00.000,"2-5 Miles"
20817,"Geoffrey","Rodriguez","Rodriguez, Geoffrey",1978-04-07 00:00:00.000,"S","M",10000,0,0,"Partial College","Manual",0,1,"2036 Bellwood Court",2014-12-08 00:00:00.000,"0-1 Miles"
20983,"Meredith","Vance","Vance, Meredith",1980-12-23 00:00:00.000,"S","F",10000,0,0,"Partial College","Manual",0,1,"2037 Bellwood Dr",2014-12-17 00:00:00.000,"0-1 Miles"
20984,"Sabrina","Rubio","Rubio, Sabrina",1980-05-12 00:00:00.000,"M","F",10000,0,0,"Partial College","Manual",0,1,"6068 Campbell Ave",2014-12-09 00:00:00.000,"0-1 Miles"
