CustomerKey,Name,Birth Date,Marital Status,Gender,Yearly Income,Total Children,Children At Home,Education,Occupation,Continent,City,State,Address Line 1,Customer Type,CountryRegion
11337,"Moreno, Frank",1966-11-04 00:00:00.000,"M","M",60000,0,0,"Graduate Degree","Skilled Manual","North America","Burlingame","California","3332 Green Valley Road","Person","United States"
11370,"Deng, Louis",1959-05-05 00:00:00.000,"M","M",60000,4,0,"Graduate Degree","Skilled Manual","North America","Burlingame","California","7745 Relis Valley Road","Person","United States"
11371,"Patterson, Carol",1959-05-11 00:00:00.000,"S","F",60000,4,0,"Graduate Degree","Skilled Manual","North America","Lakewood","California","3974 Diver Way","Person","United States"
12020,"Garcia, Emma",1971-04-14 00:00:00.000,"M","F",60000,1,0,"Graduate Degree","Skilled Manual","North America","Oakland","California","7259 Brock Lane","Person","United States"
12248,"Garcia, Alexander",1966-05-21 00:00:00.000,"S","M",60000,0,0,"Graduate Degree","Skilled Manual","North America","Beverly Hills","California","4914 Clayton Rd.","Person","United States"
12289,"Evans, Eduardo",1959-03-11 00:00:00.000,"S","M",60000,4,0,"Graduate Degree","Skilled Manual","North America","Oakland","California","4236 Malibu Place","Person","United States"
12294,"Peterson, Kaylee",1959-03-16 00:00:00.000,"S","F",60000,4,0,"Graduate Degree","Skilled Manual","North America","Woodland Hills","California","7597 Orchard View Ave","Person","United States"
12296,"Torres, Jaime",1959-08-16 00:00:00.000,"S","F",60000,4,0,"Graduate Degree","Skilled Manual","North America","Bellflower","California","8213 Driving Dr","Person","United States"
13771,"Wright, Isaac",1973-11-13 00:00:00.000,"M","M",60000,1,0,"Graduate Degree","Skilled Manual","North America","Torrance","California","2842 Inverness Drive","Person","United States"
13783,"Morris, Nicole",1972-02-07 00:00:00.000,"M","F",60000,1,0,"Graduate Degree","Skilled Manual","North America","Beverly Hills","California","7040 Isabel Dr.","Person","United States"
13784,"Raman, Barry",1972-08-04 00:00:00.000,"M","M",60000,1,0,"Graduate Degree","Skilled Manual","North America","Chula Vista","California","9808 Deerfield Dr.","Person","United States"
15291,"Chen, Noah",1973-07-02 00:00:00.000,"S","M",60000,1,0,"Graduate Degree","Skilled Manual","North America","West Covina","California","2577 Dover Way","Person","United States"
15301,"Ortega, Audrey",1972-04-15 00:00:00.000,"S","F",60000,1,0,"Graduate Degree","Skilled Manual","North America","Bellflower","California","7581 Whiteaben Drive","Person","United States"
16068,"Rodriguez, Jennifer",1973-04-11 00:00:00.000,"S","F",60000,1,0,"Graduate Degree","Skilled Manual","North America","Spring Valley","California","6005 Hackamore Lane","Person","United States"
16069,"Kelly, Jade",1973-02-06 00:00:00.000,"S","F",60000,1,0,"Graduate Degree","Skilled Manual","North America","Torrance","California","4735 E St.","Person","United States"
16070,"Perez, Gabriella",1973-04-16 00:00:00.000,"M","F",60000,1,0,"Graduate Degree","Skilled Manual","North America","Torrance","California","1045 Lolita Drive","Person","United States"
16077,"Russell, Dakota",1971-09-22 00:00:00.000,"M","M",60000,1,0,"Graduate Degree","Skilled Manual","North America","Grossmont","California","1134 Concord Pl.","Person","United States"
16078,"Henderson, Robert",1972-09-03 00:00:00.000,"S","M",60000,1,0,"Graduate Degree","Skilled Manual","North America","Burlingame","California","2617 St. George Dr","Person","United States"
16258,"Sara, Rebekah",1972-03-19 00:00:00.000,"S","F",60000,1,0,"Graduate Degree","Skilled Manual","North America","Chula Vista","California","4951 Carlos Dr.","Person","United States"
17650,"Martinez, Nathan",1972-10-12 00:00:00.000,"S","M",60000,1,0,"Graduate Degree","Skilled Manual","North America","Burlingame","California","423 East 33rd Street","Person","United States"
17805,"Allen, Wyatt",1972-12-13 00:00:00.000,"S","M",60000,0,0,"Graduate Degree","Skilled Manual","North America","Burbank","California","2912 Guadalupe Dr.","Person","United States"
17806,"Bennett, Marissa",1972-08-20 00:00:00.000,"M","F",60000,0,0,"Graduate Degree","Skilled Manual","North America","Mill Valley","California","5370 Adobe Drive","Person","United States"
1192,"Washington, Melissa",1954-04-10 00:00:00.000,"M","F",60000,2,0,"Partial High School","Skilled Manual","North America","West Covina","California","4091 Silver Oaks Place","Person","United States"
2476,"Allen, Charles",1954-05-05 00:00:00.000,"M","M",60000,2,0,"Partial High School","Skilled Manual","North America","Redwood City","California","4635 Woodside Court","Person","United States"
2477,"Hall, Timothy",1954-08-21 00:00:00.000,"M","M",60000,2,0,"Partial High School","Skilled Manual","North America","Santa Cruz","California","9334 Carpetta Circle","Person","United States"
3488,"Hall, Seth",1954-10-06 00:00:00.000,"M","M",60000,2,0,"Partial High School","Skilled Manual","North America","San Carlos","California","1330 Guadalupe Dr.","Person","United States"
4401,"Roberts, Samuel",1954-09-19 00:00:00.000,"M","M",60000,2,0,"Partial High School","Skilled Manual","North America","Mill Valley","California","1262 West Rd.","Person","United States"
4402,"Hughes, Rachel",1954-08-16 00:00:00.000,"S","F",60000,2,0,"Partial High School","Skilled Manual","North America","Lemon Grove","California","5974 N St.","Person","United States"
4404,"Ross, Jeremiah",1954-09-06 00:00:00.000,"M","M",60000,2,0,"Partial High School","Skilled Manual","North America","Coronado","California","6034 Thunderbird Dr.","Person","United States"
4987,"Sanchez, Dalton",1954-09-11 00:00:00.000,"S","M",60000,2,0,"Partial High School","Skilled Manual","North America","Chula Vista","California","5530 Melrose Pl.","Person","United States"
5888,"Rivera, Cody",1954-08-11 00:00:00.000,"M","M",60000,2,0,"Partial High School","Skilled Manual","North America","Lemon Grove","California","8001 Pinetree Court","Person","United States"
5889,"Hughes, Arianna",1954-02-18 00:00:00.000,"S","F",60000,3,0,"Partial High School","Skilled Manual","North America","El Cajon","California","3788 Linden Lane","Person","United States"
5890,"Rodriguez, Daniel",1954-09-06 00:00:00.000,"S","M",60000,3,0,"Partial High School","Skilled Manual","North America","Torrance","California","1371 Vancouver Way","Person","United States"
7857,"Green, Thomas",1954-03-15 00:00:00.000,"M","M",60000,2,0,"Partial High School","Skilled Manual","North America","Palo Alto","California","4135 Kaywood Drive","Person","United States"
7859,"Parker, Miguel",1954-05-05 00:00:00.000,"S","M",60000,2,0,"Partial High School","Skilled Manual","North America","Lincoln Acres","California","5980 Icicle Circle","Person","United States"
8717,"Martin, Logan",1954-04-26 00:00:00.000,"S","M",60000,3,0,"Partial High School","Skilled Manual","North America","San Gabriel","California","6114 Hobby Court","Person","United States"
9372,"Bryant, Grace",1954-02-17 00:00:00.000,"M","F",60000,2,0,"Partial High School","Skilled Manual","North America","San Carlos","California","467 Moccasin Ct.","Person","United States"
9375,"Adams, Fernando",1954-06-15 00:00:00.000,"M","M",60000,2,0,"Partial High School","Skilled Manual","North America","Fremont","California","4787 R St.","Person","United States"
10330,"Brown, Wyatt",1954-01-02 00:00:00.000,"M","M",60000,2,0,"Partial High School","Skilled Manual","North America","Redwood City","California","7820 Bird Drive","Person","United States"
10331,"Clark, Isabella",1954-10-04 00:00:00.000,"S","F",60000,2,0,"Partial High School","Skilled Manual","North America","Redwood City","California","5073 Clymer Ct.","Person","United States"
11112,"King, Gabriella",1954-11-10 00:00:00.000,"M","F",60000,2,0,"Partial High School","Skilled Manual","North America","Concord","California","3939 Northridge Ct.","Person","United States"
13433,"Reed, Dalton",1954-06-13 00:00:00.000,"M","M",60000,2,0,"Partial High School","Skilled Manual","North America","San Carlos","California","6306 Manila Ave.","Person","United States"
14199,"Ramirez, Michelle",1954-05-09 00:00:00.000,"M","F",60000,2,0,"Partial High School","Skilled Manual","North America","Novato","California","6508 Cedar Street","Person","United States"
16667,"Garcia, Alyssa",1954-07-26 00:00:00.000,"M","F",60000,3,0,"Partial High School","Skilled Manual","North America","Fremont","California","5975 Grove Way","Person","United States"
17294,"Cox, Shelby",1954-02-15 00:00:00.000,"S","F",60000,2,0,"Partial High School","Skilled Manual","North America","Santa Monica","California","4943 Lightwood Drive","Person","United States"
17295,"Jenkins, Alexis",1954-08-04 00:00:00.000,"S","F",60000,2,0,"Partial High School","Skilled Manual","North America","Long Beach","California","3763 Rosemarie Pl.","Person","United States"
704,"Baker, Kaylee",1968-06-24 00:00:00.000,"S","F",60000,0,0,"Bachelors","Professional","North America","La Jolla","California","4668 Chilpancingo Park","Person","United States"
705,"Hernandez, Evan",1968-06-01 00:00:00.000,"S","M",60000,0,0,"Bachelors","Professional","North America","Santa Cruz","California","6337 Margo Drive","Person","United States"
744,"Kelly, Chase",1958-03-16 00:00:00.000,"M","M",60000,1,0,"Bachelors","Professional","North America","Spring Valley","California","5940 Dleta Road","Person","United States"
745,"Campbell, Stephanie",1958-09-07 00:00:00.000,"M","F",60000,1,0,"Bachelors","Professional","North America","Spring Valley","California","6339 E. 108th Street","Person","United States"
854,"Jones, Grace",1968-11-18 00:00:00.000,"S","F",60000,0,0,"Bachelors","Professional","North America","Concord","California","8866 Alpha Way","Person","United States"
875,"Bell, Adrian",1967-03-10 00:00:00.000,"S","M",60000,0,0,"Bachelors","Professional","North America","Woodland Hills","California","302 Briarcliff Ct.","Person","United States"
888,"White, Joseph",1958-04-05 00:00:00.000,"M","M",60000,1,0,"Bachelors","Professional","North America","Coronado","California","8656 Lakespring Place","Person","United States"
963,"Roberts, Alexandra",1976-11-28 00:00:00.000,"S","F",60000,0,0,"Partial College","Professional","North America","Bellflower","California","9024 Grant Street","Person","United States"
975,"Sun, Randy",1974-02-07 00:00:00.000,"S","M",60000,0,0,"Partial College","Professional","North America","Berkeley","California","8540 Ravenwood Dr.","Person","United States"
1953,"Hughes, Jennifer",1968-12-15 00:00:00.000,"S","F",60000,0,0,"Bachelors","Professional","North America","Lemon Grove","California","9067 Argonne Drive","Person","United States"
1984,"Carter, Gabriella",1958-12-21 00:00:00.000,"M","F",60000,1,0,"Bachelors","Professional","North America","Imperial Beach","California","6854 Muir Road","Person","United States"
2074,"Lopez, Sydney",1976-01-12 00:00:00.000,"M","F",60000,0,0,"Partial College","Professional","North America","Santa Cruz","California","3782 Fox Way","Person","United States"
2075,"Hughes, Grace",1976-09-12 00:00:00.000,"M","F",60000,0,0,"Partial College","Professional","North America","Spring Valley","California","6835 Lynwood Drive","Person","United States"
2924,"Howard, Steven",1968-03-25 00:00:00.000,"S","M",60000,0,0,"Bachelors","Professional","North America","Grossmont","California","1546 Cinnabar St.","Person","United States"
2925,"Hall, Hannah",1968-03-13 00:00:00.000,"S","F",60000,0,0,"Bachelors","Professional","North America","San Diego","California","1562 Petarct","Person","United States"
2926,"Barnes, Wyatt",1963-10-12 00:00:00.000,"S","M",60000,0,0,"Bachelors","Professional","North America","Redwood City","California","1211 Sherry Circle","Person","United States"
2928,"Gonzales, Gabriel",1963-12-08 00:00:00.000,"S","M",60000,0,0,"Bachelors","Professional","North America","Bellflower","California","220 N Ridgewood Drive","Person","United States"
3038,"Sara, Lydia",1974-04-22 00:00:00.000,"M","F",60000,0,0,"Partial College","Professional","North America","Berkeley","California","5613 East Narrows Drive","Person","United States"
3286,"Hughes, Taylor",1974-12-04 00:00:00.000,"S","F",60000,0,0,"Partial College","Professional","North America","Burlingame","California","1398 Yorba Linda","Person","United States"
3615,"Bryant, Dylan",1968-02-11 00:00:00.000,"S","M",60000,0,0,"Bachelors","Professional","North America","Colma","California","4645 Mehaffey Way","Person","United States"
3616,"Dominguez, Audrey",1968-07-13 00:00:00.000,"S","F",60000,0,0,"Bachelors","Professional","North America","Concord","California","5124 Palmer Rd.","Person","United States"
3617,"Sandberg, Emma",1968-02-15 00:00:00.000,"S","F",60000,0,0,"Bachelors","Professional","North America","Concord","California","1190 Hill Top Rd.","Person","United States"
3660,"Harris, Zachary",1958-01-20 00:00:00.000,"M","M",60000,1,0,"Bachelors","Professional","North America","Oakland","California","9351 Terra Calitina","Person","United States"
3663,"Ross, Jack",1958-05-09 00:00:00.000,"M","M",60000,1,0,"Bachelors","Professional","North America","Downey","California","1463 El Verano","Person","United States"
4191,"Watson, Katherine",1974-08-19 00:00:00.000,"S","F",60000,0,0,"Partial College","Professional","North America","Burlingame","California","7047 Poncho St","Person","United States"
5151,"Thompson, Nicole",1958-02-13 00:00:00.000,"M","F",60000,1,0,"Bachelors","Professional","North America","La Jolla","California","6907 Mepham Dr.","Person","United States"
5656,"Taylor, Destiny",1976-03-26 00:00:00.000,"M","F",60000,0,0,"Partial College","Professional","North America","Lakewood","California","4210 Concord Blvd.","Person","United States"
5674,"Guo, Curtis",1974-05-08 00:00:00.000,"S","M",60000,0,0,"Partial College","Professional","North America","Beverly Hills","California","5870 Louisiana Dr.","Person","United States"
6040,"Watson, Ariana",1958-04-16 00:00:00.000,"M","F",60000,1,0,"Bachelors","Professional","North America","Long Beach","California","2468 Alexander Pl","Person","United States"
6508,"Robinson, Alexis",1973-08-15 00:00:00.000,"M","F",60000,0,0,"Partial College","Professional","North America","Los Angeles","California","2115 Whitehaven Dr.","Person","United States"
6521,"Baker, Marcus",1974-09-03 00:00:00.000,"S","M",60000,0,0,"Partial College","Professional","North America","Burlingame","California","7323 Alan Drive","Person","United States"
8546,"Watson, Garrett",1958-10-22 00:00:00.000,"S","M",60000,1,0,"Bachelors","Professional","North America","National City","California","5087 Valle Vista Avenue","Person","United States"
8548,"Patterson, Lauren",1958-02-15 00:00:00.000,"M","F",60000,1,0,"Bachelors","Professional","North America","Imperial Beach","California","6097 Mt. Mckinley Ct.","Person","United States"
8549,"Howard, Kaitlyn",1958-10-18 00:00:00.000,"M","F",60000,1,0,"Bachelors","Professional","North America","Berkeley","California","2313 Santa Cruz Drive","Person","United States"
8551,"Perez, Lucas",1958-10-10 00:00:00.000,"M","M",60000,1,0,"Bachelors","Professional","North America","El Cajon","California","9309 Silver Oak Pl","Person","United States"
8806,"Butler, Mariah",1974-08-06 00:00:00.000,"S","F",60000,0,0,"Partial College","Professional","North America","Burbank","California","9601 Rainier Dr","Person","United States"
8807,"Perez, Nancy",1974-02-22 00:00:00.000,"S","F",60000,0,0,"Partial College","Professional","North America","Burlingame","California","9791 Harvard Court","Person","United States"
9208,"Bailey, Angel",1958-04-25 00:00:00.000,"M","M",60000,1,0,"Bachelors","Professional","North America","La Jolla","California","9440 Newell Ave.","Person","United States"
9444,"Cox, Adrian",1976-04-08 00:00:00.000,"S","M",60000,0,0,"Partial College","Professional","North America","Grossmont","California","9525 Canyon Way","Person","United States"
9450,"Walker, Rachel",1976-04-07 00:00:00.000,"S","F",60000,0,0,"Partial College","Professional","North America","Burlingame","California","2036 Bellwood Court","Person","United States"
9459,"Subram, Erick",1974-11-14 00:00:00.000,"M","M",60000,0,0,"Partial College","Professional","North America","Burlingame","California","3744 Dalis Drive","Person","United States"
10163,"Sanchez, Brooke",1958-11-21 00:00:00.000,"S","F",60000,1,0,"Bachelors","Professional","North America","Lakewood","California","1728 Village Oaks Dr.","Person","United States"
10417,"Butler, Ryan",1974-04-18 00:00:00.000,"S","M",60000,0,0,"Partial College","Professional","North America","Beverly Hills","California","4603 Brock Lane","Person","United States"
10418,"Torres, Gabrielle",1974-07-04 00:00:00.000,"S","F",60000,0,0,"Partial College","Professional","North America","Burbank","California","4108 Yukon Street","Person","United States"
11191,"Richardson, Carlos",1976-02-18 00:00:00.000,"S","M",60000,0,0,"Partial College","Professional","North America","Lemon Grove","California","4150 Grant St.","Person","United States"
11899,"Washington, Melanie",1958-03-02 00:00:00.000,"M","F",60000,1,0,"Bachelors","Professional","North America","El Cajon","California","1739 Glenhaven Ave","Person","United States"
11900,"Carter, Charles",1958-05-21 00:00:00.000,"M","M",60000,1,0,"Bachelors","Professional","North America","El Cajon","California","149 Valley Blvd.","Person","United States"
12116,"Nicholls, Stephanie",1976-07-17 00:00:00.000,"S","F",60000,0,0,"Partial College","Professional","North America","Chula Vista","California","528 West Way","Person","United States"
12127,"Van, Carolyn",1974-06-07 00:00:00.000,"M","F",60000,0,0,"Partial College","Professional","North America","Beverly Hills","California","5012 Bayshore Rd.","Person","United States"
12355,"Gomez, Eddie",1974-07-22 00:00:00.000,"S","M",60000,0,0,"Partial College","Professional","North America","Bellflower","California","2898 Forest Way","Person","United States"
12356,"Serrano, Lance",1974-07-18 00:00:00.000,"S","M",60000,0,0,"Partial College","Professional","North America","Berkeley","California","3754 San Ysidro Court","Person","United States"
12357,"Ward, Grace",1974-09-10 00:00:00.000,"S","F",60000,0,0,"Partial College","Professional","North America","Burlingame","California","727 Pheasant Ct.","Person","United States"
12358,"Yang, Micah",1974-05-05 00:00:00.000,"S","M",60000,0,0,"Partial College","Professional","North America","Burlingame","California","2, route de Marseille","Person","United States"
13298,"Cox, Victoria",1976-10-09 00:00:00.000,"M","F",60000,0,0,"Partial College","Professional","North America","Imperial Beach","California","1654 Bonari Court","Person","United States"
13299,"Yang, Robert",1976-10-07 00:00:00.000,"M","M",60000,0,0,"Partial College","Professional","North America","Palo Alto","California","6589 Viewpoint Ct","Person","United States"
13300,"Gray, Andrea",1976-06-03 00:00:00.000,"S","F",60000,0,0,"Partial College","Professional","North America","Downey","California","2394 Pepper Way","Person","United States"
13359,"Green, Kevin",1958-02-08 00:00:00.000,"M","M",60000,1,0,"Bachelors","Professional","North America","San Gabriel","California","9475 Bellwood Dr.","Person","United States"
13360,"Shan, Zachary",1958-08-05 00:00:00.000,"S","M",60000,1,0,"Bachelors","Professional","North America","West Covina","California","7305 Humphrey Drive","Person","United States"
14048,"Long, Trevor",1973-11-10 00:00:00.000,"M","M",60000,0,0,"Partial College","Professional","North America","Palo Alto","California","7957 Hermosa","Person","United States"
14958,"Washington, Stephanie",1976-07-10 00:00:00.000,"M","F",60000,0,0,"Partial College","Professional","North America","Woodland Hills","California","3556 Mt. Tri-state Court","Person","United States"
14960,"Hall, Katherine",1976-11-10 00:00:00.000,"S","F",60000,0,0,"Partial College","Professional","North America","Lemon Grove","California","8795 Cunha Ct.","Person","United States"
15015,"Torres, Olivia",1958-06-21 00:00:00.000,"S","F",60000,1,0,"Bachelors","Professional","North America","Palo Alto","California","5754 Glenhaven Ave","Person","United States"
15016,"Chow, Gabriel",1958-04-22 00:00:00.000,"M","M",60000,1,0,"Bachelors","Professional","North America","La Jolla","California","8042 StandingView Dr.","Person","United States"
15017,"King, Fernando",1958-05-09 00:00:00.000,"S","M",60000,1,0,"Bachelors","Professional","North America","Berkeley","California","942 Brook Street","Person","United States"
15584,"Patterson, James",1976-08-13 00:00:00.000,"S","M",60000,0,0,"Partial College","Professional","North America","Santa Monica","California","9640 Alderwood Lane","Person","United States"
15646,"Richardson, Morgan",1958-08-22 00:00:00.000,"S","F",60000,1,0,"Bachelors","Professional","North America","Concord","California","8736 E. 62nd Street","Person","United States"
15647,"Perry, Jordyn",1958-10-22 00:00:00.000,"S","F",60000,1,0,"Bachelors","Professional","North America","Oakland","California","6788 Edward Ave","Person","United States"
15648,"Simmons, Jasmine",1958-03-28 00:00:00.000,"S","F",60000,1,0,"Bachelors","Professional","North America","Santa Cruz","California","7214 Peachwillow","Person","United States"
16511,"Bailey, Cole",1976-10-03 00:00:00.000,"S","M",60000,0,0,"Partial College","Professional","North America","Burlingame","California","6253 Panorama Dr.","Person","United States"
16527,"Ma, Ramon",1974-12-10 00:00:00.000,"M","M",60000,0,0,"Partial College","Professional","North America","Beverly Hills","California","8565 Marie Drive","Person","United States"
16579,"Carter, Courtney",1958-11-08 00:00:00.000,"M","F",60000,1,0,"Bachelors","Professional","North America","Lakewood","California","6681 Golf Club Rd.","Person","United States"
17146,"Jones, Brandon",1974-11-11 00:00:00.000,"S","M",60000,0,0,"Partial College","Professional","North America","Burbank","California","7177 Danesta Dr.","Person","United States"
17200,"Jones, Alyssa",1958-05-10 00:00:00.000,"S","F",60000,1,0,"Bachelors","Professional","North America","San Francisco","California","9682 Morello Court","Person","United States"
17201,"Henderson, Morgan",1958-03-10 00:00:00.000,"M","F",60000,1,0,"Bachelors","Professional","North America","Santa Monica","California","8354 Ponderosa Drive","Person","United States"
18113,"Powell, Edward",1976-06-24 00:00:00.000,"S","M",60000,0,0,"Partial College","Professional","North America","Bellflower","California","9797 Cobblestone Ct.","Person","United States"
18127,"Cox, Chloe",1974-09-26 00:00:00.000,"S","F",60000,0,0,"Partial College","Professional","North America","Burbank","California","2477 Macalven Drive","Person","United States"
18142,"Wang, Suzanne",1962-07-17 00:00:00.000,"S","F",60000,1,0,"Bachelors","Professional","North America","Berkeley","California","9819 Anchor Court","Person","United States"
18143,"Smith, Ashley",1962-05-24 00:00:00.000,"M","F",60000,1,0,"Bachelors","Professional","North America","Burlingame","California","6613 Benton St.","Person","United States"
18144,"Jenkins, Grace",1962-03-16 00:00:00.000,"S","F",60000,1,0,"Bachelors","Professional","North America","Lakewood","California","3284 Bynum Way","Person","United States"
18171,"Adams, Alexandra",1958-10-16 00:00:00.000,"S","F",60000,1,0,"Bachelors","Professional","North America","Burlingame","California","3215 Polson Court","Person","United States"
976,"Garcia, Destiny",1974-10-04 00:00:00.000,"S","F",60000,0,0,"High School","Professional","North America","Chula Vista","California","1993 South Villa Way","Person","United States"
4192,"Kumar, Andres",1974-08-19 00:00:00.000,"S","M",60000,0,0,"High School","Professional","North America","Chula Vista","California","7047 Poncho St","Person","United States"
6522,"Jenkins, Destiny",1974-06-24 00:00:00.000,"M","F",60000,0,0,"High School","Professional","North America","Chula Vista","California","8246 Via Del Sol","Person","United States"
7503,"Madan, Pamela",1974-10-04 00:00:00.000,"M","F",60000,0,0,"High School","Professional","North America","Chula Vista","California","8494 Rollingwood Dr.","Person","United States"
9460,"Barnes, Maria",1974-10-07 00:00:00.000,"M","F",60000,0,0,"High School","Professional","North America","Chula Vista","California","9056 Mount Dr","Person","United States"
12128,"Hughes, Haley",1974-09-09 00:00:00.000,"M","F",60000,0,0,"High School","Professional","North America","Burlingame","California","95 RiverRock Dr.","Person","United States"
12359,"Alvarez, Alberto",1974-04-11 00:00:00.000,"M","M",60000,0,0,"High School","Professional","North America","Colma","California","3545 RiverRock Dr.","Person","United States"
86,"Johnson, Emily",1957-07-19 00:00:00.000,"S","F",60000,2,0,"High School","Professional","North America","Newport Beach","California","7926 Stephanie Way","Person","United States"
981,"Richardson, Kimberly",1957-12-18 00:00:00.000,"S","F",60000,2,0,"High School","Professional","North America","Santa Monica","California","7629 Bonanza","Person","United States"
983,"Foster, Alexandra",1957-04-04 00:00:00.000,"S","F",60000,2,0,"High School","Professional","North America","San Diego","California","6754 Pampered Ct.","Person","United States"
1176,"Powell, Luke",1955-09-13 00:00:00.000,"S","M",60000,2,0,"High School","Professional","North America","Santa Cruz","California","4591 Camino Peral","Person","United States"
2095,"Diaz, Antonio",1957-03-23 00:00:00.000,"M","M",60000,2,0,"High School","Professional","North America","Woodland Hills","California","6373 Berrellesa St.","Person","United States"
2098,"Hughes, Dalton",1957-05-14 00:00:00.000,"M","M",60000,2,0,"High School","Professional","North America","Colma","California","6457 Appalachian Dr.","Person","United States"
2303,"Torres, Cole",1955-08-18 00:00:00.000,"S","M",60000,2,0,"High School","Professional","North America","Oakland","California","6625 First Ave.","Person","United States"
2318,"Long, Jeremiah",1954-09-09 00:00:00.000,"S","M",60000,2,0,"High School","Professional","North America","Los Angeles","California","3298 Rock Creek Way","Person","United States"
2460,"Foster, Devin",1955-07-17 00:00:00.000,"M","M",60000,2,0,"High School","Professional","North America","San Diego","California","4703 Westbury Dr.","Person","United States"
3294,"Campbell, Kyle",1957-02-15 00:00:00.000,"M","M",60000,2,0,"High School","Professional","North America","Daly City","California","6300 Colfax Street","Person","United States"
3295,"Gray, Steven",1957-11-22 00:00:00.000,"M","M",60000,2,0,"High School","Professional","North America","El Cajon","California","4880 Viewpoint Ct.","Person","United States"
3296,"Thomas, Hannah",1957-07-14 00:00:00.000,"S","F",60000,2,0,"High School","Professional","North America","West Covina","California","1737 Thomas Ave.","Person","United States"
3475,"Murphy, Jacqueline",1955-09-21 00:00:00.000,"M","F",60000,2,0,"High School","Professional","North America","Oakland","California","9118 McNutt Ave","Person","United States"
4199,"Watson, Lauren",1957-10-02 00:00:00.000,"M","F",60000,2,0,"High School","Professional","North America","Downey","California","3067 Maya","Person","United States"
4777,"Mitchell, Jesse",1957-09-13 00:00:00.000,"M","M",60000,2,0,"High School","Professional","North America","Newport Beach","California","6469 Apple Drive","Person","United States"
6437,"Ramirez, Evan",1955-07-08 00:00:00.000,"M","M",60000,2,0,"High School","Professional","North America","San Carlos","California","5260 Marina Village Pkwy.","Person","United States"
6438,"Baker, Natalie",1955-06-19 00:00:00.000,"M","F",60000,2,0,"High School","Professional","North America","Berkeley","California","8005 Pacheco St.","Person","United States"
6533,"Patterson, Nathan",1956-05-25 00:00:00.000,"M","M",60000,2,0,"High School","Professional","North America","Beverly Hills","California","1984 Vista Way","Person","United States"
7410,"Washington, Olivia",1955-09-12 00:00:00.000,"M","F",60000,2,0,"High School","Professional","North America","Bellflower","California","7214 Elliott Dr","Person","United States"
7411,"Davis, Joshua",1955-11-21 00:00:00.000,"M","M",60000,2,0,"High School","Professional","North America","Imperial Beach","California","3385 Crestview Drive","Person","United States"
7425,"Williams, Samuel",1954-07-12 00:00:00.000,"S","M",60000,2,0,"High School","Professional","North America","Fremont","California","2656 Brook Way","Person","United States"
7426,"Brooks, Garrett",1954-09-14 00:00:00.000,"M","M",60000,2,0,"High School","Professional","North America","El Cajon","California","635 Chickpea Ct.","Person","United States"
7506,"Scott, Carol",1957-11-04 00:00:00.000,"M","F",60000,2,0,"High School","Professional","North America","San Francisco","California","1837 North Main St.","Person","United States"
7508,"Baker, Edward",1957-07-13 00:00:00.000,"M","M",60000,2,0,"High School","Professional","North America","San Francisco","California","7439 Laguna Niguel","Person","United States"
7510,"Foster, Xavier",1956-04-16 00:00:00.000,"M","M",60000,2,0,"High School","Professional","North America","Palo Alto","California","9458 Flame Drive","Person","United States"
7511,"Washington, Samuel",1956-02-26 00:00:00.000,"S","M",60000,2,0,"High School","Professional","North America","West Covina","California","6290 Chinquapin Court","Person","United States"
7834,"Baker, Morgan",1955-03-03 00:00:00.000,"M","F",60000,2,0,"High School","Professional","North America","Lakewood","California","3560 River Rock Lane","Person","United States"
7836,"Coleman, Isabelle",1955-04-14 00:00:00.000,"S","F",60000,2,0,"High School","Professional","North America","El Cajon","California","2421 Norse Drive","Person","United States"
7946,"Cox, Marcus",1956-06-23 00:00:00.000,"M","M",60000,2,0,"High School","Professional","North America","Lemon Grove","California","6535 Gilardy Dr.","Person","United States"
7947,"Simmons, Brandon",1956-08-08 00:00:00.000,"M","M",60000,2,0,"High School","Professional","North America","Colma","California","9183 J Ave","Person","United States"
8703,"Diaz, Edward",1955-10-02 00:00:00.000,"M","M",60000,2,0,"High School","Professional","North America","San Gabriel","California","9369 Alovera Road","Person","United States"
8704,"Baker, Katelyn",1955-10-02 00:00:00.000,"M","F",60000,2,0,"High School","Professional","North America","Beverly Hills","California","9714 Stroer Lane","Person","United States"
8811,"Long, Oscar",1957-10-15 00:00:00.000,"S","M",60000,2,0,"High School","Professional","North America","Santa Monica","California","950 Norman Ave.","Person","United States"
8819,"Anderson, Brianna",1956-01-18 00:00:00.000,"M","F",60000,2,0,"High School","Professional","North America","Grossmont","California","917 Mark Twain Dr.","Person","United States"
8820,"Brown, Andrew",1956-05-12 00:00:00.000,"M","M",60000,2,0,"High School","Professional","North America","National City","California","4350 Mota Dr.","Person","United States"
8821,"Coleman, Alexandra",1956-03-03 00:00:00.000,"M","F",60000,2,0,"High School","Professional","North America","Lincoln Acres","California","3469 Fish Ct.","Person","United States"
9350,"Harris, Nicole",1955-12-12 00:00:00.000,"M","F",60000,2,0,"High School","Professional","North America","Novato","California","8789 Valley Oak Plaza","Person","United States"
9464,"Bryant, Jasmine",1957-08-26 00:00:00.000,"M","F",60000,2,0,"High School","Professional","North America","Daly City","California","8028 39th Avenue","Person","United States"
