CustomerKey,GeographyKey,CustomerAlternateKey,Title,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,SpanishEducation,FrenchEducation,EnglishOccupation,SpanishOccupation,FrenchOccupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance
25914,637,"AW00025914","NULL","Seth","NULL","Hughes",0,1983-09-29 00:00:00.000,"M","NULL","M","seth59@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien",1,1,"5043 Minert Rd.","NULL","703-555-0128",2013-08-27 00:00:00.000,"5-10 Miles"
27466,648,"AW00027466","NULL","Abigail","NULL","Murphy",0,1983-09-09 00:00:00.000,"S","NULL","F","abigail10@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien",0,1,"2899 Cimarron Drive","NULL","386-555-0151",2013-06-09 00:00:00.000,"1-2 Miles"
28093,609,"AW00028093","NULL","Brad","NULL","Kumar",0,1983-08-26 00:00:00.000,"M","NULL","M","brad7@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien",0,1,"3487 Hill Dr.","NULL","526-555-0171",2013-09-20 00:00:00.000,"1-2 Miles"
28094,542,"AW00028094","NULL","Melanie","NULL","Peterson",0,1984-05-25 00:00:00.000,"M","NULL","F","melanie30@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual","Obrero especializado","Technicien",1,1,"1113 Ready Road","NULL","254-555-0148",2013-02-21 00:00:00.000,"5-10 Miles"
11266,632,"AW00011266","NULL","Taylor","NULL","Howard",0,1969-11-02 00:00:00.000,"S","NULL","F","taylor14@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",0,1,"7396 Stratton Circle","NULL","162-555-0131",2011-09-10 00:00:00.000,"5-10 Miles"
11278,614,"AW00011278","NULL","Jonathan","NULL","Phillips",0,1969-02-16 00:00:00.000,"S","NULL","M","jonathan35@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",0,1,"8772 Rock Creek Way","NULL","967-555-0176",2011-09-16 00:00:00.000,"10+ Miles"
11280,626,"AW00011280","NULL","Robert","NULL","Collins",0,1969-02-17 00:00:00.000,"M","NULL","M","robert45@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",1,1,"5271 Sierra Road","NULL","966-555-0171",2013-07-01 00:00:00.000,"10+ Miles"
12160,536,"AW00012160","NULL","Jaclyn","NULL","Zhang",0,1969-05-23 00:00:00.000,"S","NULL","F","jaclyn0@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",1,1,"4364 Viera Avenue","NULL","819-555-0110",2011-11-18 00:00:00.000,"5-10 Miles"
13286,545,"AW00013286","NULL","Hannah","NULL","Rodriguez",0,1974-10-06 00:00:00.000,"S","NULL","F","hannah18@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",0,1,"1309 C St.","NULL","152-555-0118",2012-02-10 00:00:00.000,"10+ Miles"
13436,618,"AW00013436","NULL","Gail","NULL","Griffin",0,1968-07-03 00:00:00.000,"S","NULL","F","gail7@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",1,1,"5871 Detroit Ave.","NULL","450-555-0171",2012-03-12 00:00:00.000,"5-10 Miles"
18224,627,"AW00018224","NULL","Vanessa","NULL","Perry",0,1970-04-09 00:00:00.000,"S","NULL","F","vanessa8@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",0,1,"4553 Morello Ave","NULL","684-555-0129",2013-11-05 00:00:00.000,"5-10 Miles"
18383,627,"AW00018383","NULL","Natalie","NULL","Torres",0,1974-06-03 00:00:00.000,"S","NULL","F","natalie16@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",1,1,"8713 Book Street","NULL","739-555-0114",2013-08-02 00:00:00.000,"5-10 Miles"
18814,616,"AW00018814","NULL","Evan","NULL","Adams",0,1980-01-10 00:00:00.000,"S","NULL","M","evan39@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",0,1,"4428 Jones Rd.","NULL","766-555-0180",2013-07-10 00:00:00.000,"10+ Miles"
18815,626,"AW00018815","NULL","Abigail","NULL","Rogers",0,1968-12-13 00:00:00.000,"M","NULL","F","abigail5@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",0,1,"8585 Los Gatos Ct.","NULL","329-555-0186",2013-09-20 00:00:00.000,"10+ Miles"
18816,546,"AW00018816","NULL","Taylor","NULL","Smith",0,1968-12-12 00:00:00.000,"S","NULL","F","taylor47@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",1,1,"319 Dale Pl.","NULL","753-555-0165",2013-02-28 00:00:00.000,"10+ Miles"
19684,631,"AW00019684","NULL","Alexandra","NULL","Lee",0,1975-08-31 00:00:00.000,"S","NULL","F","alexandra86@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",0,1,"7942 C Mt. Hood","NULL","788-555-0170",2013-03-23 00:00:00.000,"10+ Miles"
20322,627,"AW00020322","NULL","Rachel","NULL","Wood",0,1968-10-15 00:00:00.000,"S","NULL","F","rachel49@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",1,1,"4877 Zona Rosa","NULL","462-555-0195",2013-12-25 00:00:00.000,"10+ Miles"
21285,539,"AW00021285","NULL","Mackenzie","NULL","Rivera",0,1969-04-13 00:00:00.000,"M","NULL","F","mackenzie15@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",0,1,"5302 Argonne Drive","NULL","514-555-0118",2013-05-16 00:00:00.000,"10+ Miles"
23020,623,"AW00023020","NULL","Hannah","NULL","Jones",0,1968-10-19 00:00:00.000,"M","NULL","F","hannah4@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",1,1,"282 Iowa Drive","NULL","418-555-0133",2014-01-04 00:00:00.000,"10+ Miles"
23466,631,"AW00023466","NULL","Alyssa","NULL","Miller",0,1969-11-12 00:00:00.000,"S","NULL","F","alyssa5@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",1,1,"7333 Landana St.","NULL","982-555-0157",2013-01-31 00:00:00.000,"5-10 Miles"
23467,633,"AW00023467","NULL","Nicole","NULL","Bennett",0,1969-09-03 00:00:00.000,"S","NULL","F","nicole49@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",0,1,"6441 Via Santa Fe","NULL","164-555-0145",2014-01-18 00:00:00.000,"10+ Miles"
23477,627,"AW00023477","NULL","Marcus","NULL","Phillips",0,1974-09-10 00:00:00.000,"M","NULL","M","marcus43@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",1,1,"2451 Vista Del Sol","NULL","278-555-0140",2013-11-29 00:00:00.000,"10+ Miles"
27617,631,"AW00027617","NULL","Morgan","NULL","Phillips",0,1980-07-18 00:00:00.000,"S","NULL","F","morgan4@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",0,1,"9191 Camelback Ct.","NULL","179-555-0167",2011-01-12 00:00:00.000,"5-10 Miles"
28240,633,"AW00028240","NULL","Eduardo","NULL","Clark",0,1970-01-11 00:00:00.000,"M","NULL","M","eduardo18@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",0,1,"6979 Harvard Drive","NULL","441-555-0118",2011-04-13 00:00:00.000,"2-5 Miles"
29233,631,"AW00029233","NULL","Caitlin","NULL","Sanders",0,1969-02-21 00:00:00.000,"S","NULL","F","caitlin3@adventure-works.com",90000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre",1,1,"6820 Willow Pass Dr","NULL","506-555-0115",2013-10-23 00:00:00.000,"10+ Miles"
11356,6,"AW00011356","NULL","Terrence","NULL","Carson",0,1985-11-24 00:00:00.000,"S","NULL","M","terrence15@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"6613 Thornhill Place","NULL","1 (11) 500 555-0189",2011-05-10 00:00:00.000,"2-5 Miles"
11357,21,"AW00011357","NULL","Ramon","NULL","Ye",0,1984-09-19 00:00:00.000,"S","NULL","M","ramon9@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"3245 Vista Oak Dr.","NULL","1 (11) 500 555-0143",2011-06-18 00:00:00.000,"2-5 Miles"
11358,2,"AW00011358","NULL","Cynthia","NULL","Malhotra",0,1984-05-10 00:00:00.000,"S","NULL","F","cynthia9@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"6757 Pamplona Ct.","NULL","1 (11) 500 555-0187",2011-06-28 00:00:00.000,"0-1 Miles"
11359,7,"AW00011359","NULL","Jarrod","NULL","Prasad",0,1984-03-03 00:00:00.000,"S","NULL","M","jarrod9@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"7657 H St.","NULL","1 (11) 500 555-0154",2011-06-13 00:00:00.000,"0-1 Miles"
11360,26,"AW00011360","NULL","Tyrone","NULL","Serrano",0,1984-01-30 00:00:00.000,"S","NULL","M","tyrone15@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",1,1,"3767 View Dr.","NULL","1 (11) 500 555-0176",2011-06-27 00:00:00.000,"2-5 Miles"
12241,19,"AW00012241","NULL","Kristine","NULL","Sandberg",0,1985-05-05 00:00:00.000,"S","NULL","F","kristine21@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"6141 Race Road","NULL","1 (11) 500 555-0182",2011-12-16 00:00:00.000,"0-1 Miles"
12242,29,"AW00012242","NULL","Gilbert","NULL","Liang",0,1984-08-03 00:00:00.000,"S","NULL","M","gilbert14@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"4882 Darlene Drive","NULL","1 (11) 500 555-0195",2011-12-16 00:00:00.000,"2-5 Miles"
12243,34,"AW00012243","NULL","Kristy","NULL","Rubio",0,1985-11-15 00:00:00.000,"S","NULL","F","kristy19@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"1527 St. John Lane","NULL","1 (11) 500 555-0180",2011-12-24 00:00:00.000,"2-5 Miles"
12275,125,"AW00012275","NULL","Adriana","NULL","Madan",0,1981-06-07 00:00:00.000,"S","NULL","F","adriana8@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",1,1,"Herzogstr 3998","NULL","1 (11) 500 555-0126",2012-07-15 00:00:00.000,"2-5 Miles"
12571,2,"AW00012571","NULL","Jennifer","NULL","Green",0,1985-11-16 00:00:00.000,"M","NULL","F","jennifer17@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"4070 Lacorso Drive","NULL","1 (11) 500 555-0139",2011-12-29 00:00:00.000,"0-1 Miles"
12572,29,"AW00012572","NULL","Alisha","NULL","Chander",0,1985-11-24 00:00:00.000,"S","NULL","F","alisha40@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"422 Quartermaster","NULL","1 (11) 500 555-0176",2012-01-22 00:00:00.000,"2-5 Miles"
12574,15,"AW00012574","NULL","Derek","NULL","Raje",0,1985-08-10 00:00:00.000,"S","NULL","M","derek12@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"2742 Cincerto Circle","NULL","1 (11) 500 555-0112",2012-01-15 00:00:00.000,"0-1 Miles"
12576,35,"AW00012576","NULL","Walter","NULL","Dominguez",0,1984-09-10 00:00:00.000,"S","NULL","M","walter6@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"3578 Courthouse Drive","NULL","1 (11) 500 555-0148",2012-01-04 00:00:00.000,"2-5 Miles"
12577,5,"AW00012577","NULL","Francis","NULL","Sanz",0,1985-02-16 00:00:00.000,"S","NULL","M","francis18@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",1,1,"3492 Broadway Street","NULL","1 (11) 500 555-0149",2012-02-15 00:00:00.000,"2-5 Miles"
12611,273,"AW00012611","NULL","Manuel","NULL","Sara",0,1981-04-07 00:00:00.000,"S","NULL","M","manuel9@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",1,1,"878 Rancho View Drive","NULL","1 (11) 500 555-0113",2013-07-01 00:00:00.000,"2-5 Miles"
12616,134,"AW00012616","NULL","Kelsey","NULL","Tang",0,1980-10-08 00:00:00.000,"S","NULL","F","kelsey3@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"Heiderplatz 948","NULL","1 (11) 500 555-0160",2013-05-20 00:00:00.000,"0-1 Miles"
13518,28,"AW00013518","NULL","Brendan","NULL","Goldstein",0,1985-01-11 00:00:00.000,"S","NULL","M","brendan17@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"9294 Virgina Hills Drive","NULL","1 (11) 500 555-0144",2012-06-17 00:00:00.000,"0-1 Miles"
13519,35,"AW00013519","NULL","Lucas","NULL","Foster",0,1984-04-01 00:00:00.000,"S","NULL","M","lucas64@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",1,1,"8831 Versailles Pl.","NULL","1 (11) 500 555-0176",2012-06-26 00:00:00.000,"2-5 Miles"
13520,32,"AW00013520","NULL","Carol","NULL","Nelson",0,1983-08-08 00:00:00.000,"S","NULL","F","carol13@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",1,1,"2023 Wood Ranch Circle","NULL","1 (11) 500 555-0176",2012-06-17 00:00:00.000,"2-5 Miles"
13550,208,"AW00013550","NULL","Joe","NULL","Malhotra",0,1974-11-29 00:00:00.000,"S","NULL","M","joe9@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"88, avenue de l´ Union Centrale","NULL","1 (11) 500 555-0169",2013-03-21 00:00:00.000,"2-5 Miles"
14124,4,"AW00014124","NULL","Justin","NULL","Li",0,1986-03-11 00:00:00.000,"M","NULL","M","justin23@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"1901 Missing Canyon Court","NULL","1 (11) 500 555-0113",2013-04-28 00:00:00.000,"0-1 Miles"
14152,190,"AW00014152","NULL","Luke","NULL","Turner",0,1975-09-07 00:00:00.000,"S","NULL","M","luke36@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"1, rue de Maubeuge","NULL","1 (11) 500 555-0117",2013-07-25 00:00:00.000,"2-5 Miles"
14153,120,"AW00014153","NULL","Dylan","NULL","Lewis",0,1976-05-13 00:00:00.000,"S","NULL","M","dylan51@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"Zeiter Weg 9922","NULL","1 (11) 500 555-0177",2013-05-11 00:00:00.000,"2-5 Miles"
15028,40,"AW00015028","NULL","Tabitha","NULL","Alvarez",0,1985-09-07 00:00:00.000,"S","NULL","F","tabitha24@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"151 Buchanan Ct","NULL","1 (11) 500 555-0164",2012-10-22 00:00:00.000,"0-1 Miles"
15068,160,"AW00015068","NULL","Jessica","NULL","Barnes",0,1981-02-13 00:00:00.000,"S","NULL","F","jessica27@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"Am Gallberg 2667","NULL","1 (11) 500 555-0123",2013-05-05 00:00:00.000,"2-5 Miles"
15076,162,"AW00015076","NULL","Sheila","NULL","Ramos",0,1974-12-18 00:00:00.000,"M","NULL","F","sheila16@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"Winterfeldtstr 4442","NULL","1 (11) 500 555-0116",2013-12-18 00:00:00.000,"1-2 Miles"
15464,22,"AW00015464","NULL","Kristi","NULL","Blanco",0,1985-10-02 00:00:00.000,"M","NULL","F","kristi11@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"6027 Lisa Ann Street","NULL","1 (11) 500 555-0142",2013-09-06 00:00:00.000,"0-1 Miles"
15465,34,"AW00015465","NULL","Jacquelyn","NULL","Navarro",0,1986-03-03 00:00:00.000,"M","NULL","F","jacquelyn10@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"8589 Shady Ln.","NULL","1 (11) 500 555-0132",2013-03-02 00:00:00.000,"0-1 Miles"
15640,21,"AW00015640","NULL","Gary","NULL","Gomez",0,1985-10-14 00:00:00.000,"S","NULL","M","gary11@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",1,1,"4744 Mary Dr.","NULL","1 (11) 500 555-0117",2013-01-28 00:00:00.000,"1-2 Miles"
15671,268,"AW00015671","NULL","Lawrence","NULL","Torres",0,1974-11-24 00:00:00.000,"S","NULL","M","lawrence10@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"869 Welle Road","NULL","1 (11) 500 555-0149",2013-02-28 00:00:00.000,"0-1 Miles"
15673,209,"AW00015673","NULL","Jon","NULL","Goel",0,1980-06-04 00:00:00.000,"S","NULL","M","jon16@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"71, avenue de la Gare","NULL","1 (11) 500 555-0169",2013-04-10 00:00:00.000,"0-1 Miles"
16515,31,"AW00016515","NULL","Troy","NULL","Sai",0,1985-08-03 00:00:00.000,"M","NULL","M","troy6@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"458 Union St","NULL","1 (11) 500 555-0126",2011-01-17 00:00:00.000,"0-1 Miles"
16556,162,"AW00016556","NULL","Angelica","NULL","Butler",0,1975-07-06 00:00:00.000,"S","NULL","F","angelica14@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"Heidestieg Straße 8664","NULL","1 (11) 500 555-0121",2013-06-21 00:00:00.000,"0-1 Miles"
16557,197,"AW00016557","NULL","Derek","NULL","Chander",0,1981-04-13 00:00:00.000,"S","NULL","M","derek14@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",1,1,"80, avenue des Champs-Elysées","NULL","1 (11) 500 555-0190",2013-03-26 00:00:00.000,"2-5 Miles"
16558,177,"AW00016558","NULL","Preston","NULL","Sara",0,1981-04-13 00:00:00.000,"S","NULL","M","preston9@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"Waldstr 21","NULL","1 (11) 500 555-0115",2013-03-24 00:00:00.000,"2-5 Miles"
17726,36,"AW00017726","NULL","Caroline","NULL","Griffin",0,1986-03-20 00:00:00.000,"S","NULL","F","caroline22@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",1,1,"5126 La Corte Bonita","NULL","1 (11) 500 555-0117",2011-04-29 00:00:00.000,"1-2 Miles"
17730,34,"AW00017730","NULL","Bridget","NULL","Tang",0,1984-04-01 00:00:00.000,"S","NULL","F","bridget5@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",1,1,"8831 Versailles Pl.","NULL","1 (11) 500 555-0198",2011-04-11 00:00:00.000,"2-5 Miles"
17731,10,"AW00017731","NULL","Tracy","NULL","Sharma",0,1983-11-01 00:00:00.000,"M","NULL","F","tracy8@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"2909 Woodland Dr.","NULL","1 (11) 500 555-0162",2013-12-05 00:00:00.000,"1-2 Miles"
17758,128,"AW00017758","NULL","Linda","NULL","Gill",0,1975-12-21 00:00:00.000,"M","NULL","F","linda29@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"Auf Der Steige 100","NULL","1 (11) 500 555-0111",2013-07-26 00:00:00.000,"1-2 Miles"
17760,237,"AW00017760","NULL","Diana","NULL","Romero",0,1981-01-12 00:00:00.000,"S","NULL","F","diana8@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"71 Tobi Drive","NULL","1 (11) 500 555-0115",2013-10-16 00:00:00.000,"2-5 Miles"
17904,39,"AW00017904","NULL","Gina","NULL","Torres",0,1985-10-13 00:00:00.000,"S","NULL","F","gina12@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"3841 Silver Oaks Place","NULL","1 (11) 500 555-0146",2011-04-02 00:00:00.000,"0-1 Miles"
17905,11,"AW00017905","NULL","Calvin","NULL","Yuan",0,1986-01-17 00:00:00.000,"M","NULL","M","calvin7@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",1,1,"8577 La Vista Avenue","NULL","1 (11) 500 555-0151",2013-11-09 00:00:00.000,"2-5 Miles"
17906,24,"AW00017906","NULL","Jonathon","NULL","Vazquez",0,1984-08-08 00:00:00.000,"M","NULL","M","jonathon11@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",1,1,"9003 C St.","NULL","1 (11) 500 555-0112",2013-12-04 00:00:00.000,"2-5 Miles"
17955,175,"AW00017955","NULL","Ronnie","NULL","Zhao",0,1976-05-01 00:00:00.000,"S","NULL","M","ronnie8@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",1,1,"Wolfgangstraße 62","NULL","1 (11) 500 555-0180",2013-11-14 00:00:00.000,"2-5 Miles"
17961,258,"AW00017961","NULL","Meghan","NULL","Blanco",0,1975-05-14 00:00:00.000,"S","NULL","F","meghan15@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"7182 Olive Hill","NULL","1 (11) 500 555-0156",2013-11-04 00:00:00.000,"0-1 Miles"
19265,20,"AW00019265","NULL","Dale","NULL","Raji",0,1984-08-22 00:00:00.000,"M","NULL","M","dale19@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"1315 Union St","NULL","1 (11) 500 555-0117",2013-11-25 00:00:00.000,"0-1 Miles"
19296,198,"AW00019296","NULL","Jake","NULL","Zheng",0,1974-07-04 00:00:00.000,"S","NULL","M","jake17@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"33, rue du Puits Dixme","NULL","1 (11) 500 555-0145",2012-06-14 00:00:00.000,"2-5 Miles"
19423,184,"AW00019423","NULL","Maria","NULL","Price",0,1976-02-04 00:00:00.000,"S","NULL","F","maria23@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"951, rue Villedo","NULL","1 (11) 500 555-0164",2012-10-17 00:00:00.000,"2-5 Miles"
19431,220,"AW00019431","NULL","Bonnie","NULL","She",0,1975-02-16 00:00:00.000,"S","NULL","F","bonnie5@adventure-works.com",20000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"78, rue de l´Esplanade","NULL","1 (11) 500 555-0162",2013-09-22 00:00:00.000,"2-5 Miles"
20151,33,"AW00020151","NULL","Jamie","NULL","Guo",0,1986-04-05 00:00:00.000,"M","NULL","F","jamie21@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",1,1,"5636 Barcelona","NULL","1 (11) 500 555-0135",2011-10-01 00:00:00.000,"2-5 Miles"
20155,6,"AW00020155","NULL","Jay","NULL","Fernandez",0,1983-04-06 00:00:00.000,"M","NULL","M","jay22@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",1,1,"6589 Viewpoint Ct","NULL","1 (11) 500 555-0176",2013-06-29 00:00:00.000,"2-5 Miles"
20815,13,"AW00020815","NULL","Tracy","NULL","Andersen",0,1984-08-04 00:00:00.000,"S","NULL","F","tracy12@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",1,1,"5157 Maywood Lane","NULL","1 (11) 500 555-0148",2011-12-19 00:00:00.000,"2-5 Miles"
20817,33,"AW00020817","NULL","Geoffrey","NULL","Rodriguez",0,1983-10-05 00:00:00.000,"S","NULL","M","geoffrey17@adventure-works.com",10000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Manual","Obrero","Ouvrier",0,1,"2036 Bellwood Court","NULL","1 (11) 500 555-0191",2011-12-06 00:00:00.000,"0-1 Miles"
