customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,Age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Custom
134,"Merna","McCulloch","Female",34,1997-08-01 00:00:00.000,"24.50030196","Legal Assistant","Telecommunications","Affluent Customer","N","Yes",5,"25 below"
164,"Aarika","Van Vuuren","Female",55,1999-08-07 00:00:00.000,"22.4838636","Senior Editor","Retail","Affluent Customer","N","Yes",1,"25 below"
202,"Audie","Pillinger","Female",38,1963-06-24 00:00:00.000,"58.62906908","Librarian","Entertainment","Affluent Customer","N","Yes",16,"55 above"
248,"Inger","Eskell","Female",76,1978-04-15 00:00:00.000,"43.809891","Clinical Specialist","Health","Affluent Customer","N","Yes",12,"36 to 45"
251,"Mala","","Female",88,1977-12-24 00:00:00.000,"44.11674032","VP Sales","Financial Services","Affluent Customer","N","Yes",10,"36 to 45"
257,"Marissa","","Female",70,1966-02-08 00:00:00.000,"55.9989321","Sales Associate","Manufacturing","Affluent Customer","N","Yes",19,"55 above"
292,"Gelya","Gerant","Female",42,1961-11-24 00:00:00.000,"60.209891","VP Product Management","n/a","Affluent Customer","N","Yes",9,"55 above"
318,"Libbie","Castelin","Female",21,1969-05-19 00:00:00.000,"52.72221977","Programmer III","Retail","Affluent Customer","N","Yes",18,"46 to 55"
325,"Anthia","Ghilardini","Female",98,1971-09-26 00:00:00.000,"50.36605538","Computer Systems Analyst I","Financial Services","Affluent Customer","N","Yes",17,"46 to 55"
333,"Debbi","Doohey","Female",25,1965-06-20 00:00:00.000,"56.63728826","Sales Associate","Financial Services","Affluent Customer","N","Yes",8,"55 above"
334,"Fredi","Iannuzzelli","Female",71,1999-05-20 00:00:00.000,"22.70030196","Financial Advisor","Financial Services","Affluent Customer","N","Yes",3,"25 below"
359,"Dulcine","Gauson","Female",2,1958-11-28 00:00:00.000,"63.20167182","Legal Assistant","Manufacturing","Affluent Customer","N","Yes",6,"55 above"
372,"Moina","Thumim","Female",19,1987-08-13 00:00:00.000,"34.47564442","Graphic Designer","Property","Affluent Customer","N","Yes",4,"26 to 35"
389,"Dorene","Scrivner","Female",97,1975-04-27 00:00:00.000,"46.77975401","Help Desk Operator","Entertainment","Affluent Customer","N","Yes",17,"46 to 55"
397,"Nerissa","Foote","Female",86,1981-09-02 00:00:00.000,"40.42358963","Paralegal","Financial Services","Affluent Customer","N","Yes",5,"36 to 45"
415,"Conchita","Jeans","Female",20,1955-05-31 00:00:00.000,"66.70030196","Senior Financial Analyst","Financial Services","Affluent Customer","N","Yes",18,"55 above"
446,"Marilee","Oosthout de Vree","Female",73,1978-07-02 00:00:00.000,"43.59619237","Tax Accountant","IT","Affluent Customer","N","Yes",4,"36 to 45"
460,"Illa","","Female",0,1986-01-23 00:00:00.000,"36.02906908","Electrical Engineer","Manufacturing","Affluent Customer","N","Yes",16,"36 to 45"
465,"Alina","Wilsey","Female",54,1976-03-27 00:00:00.000,"45.86194579","Developer III","Financial Services","Affluent Customer","N","Yes",14,"46 to 55"
478,"Darcey","Harberer","Female",65,1961-01-21 00:00:00.000,"61.05098689","Chief Design Engineer","n/a","Affluent Customer","N","Yes",5,"55 above"
486,"Prudi","Edon","Female",0,1955-12-30 00:00:00.000,"66.11674032","Technical Writer","Manufacturing","Affluent Customer","N","Yes",15,"55 above"
496,"Korry","Cosgrove","Female",25,1976-01-28 00:00:00.000,"46.02358963","Engineer II","Financial Services","Affluent Customer","N","Yes",11,"46 to 55"
520,"Jazmin","Neumann","Female",66,1964-08-09 00:00:00.000,"57.50030196","VP Quality Control","Financial Services","Affluent Customer","N","Yes",15,"55 above"
523,"Elberta","Tixall","Female",44,1974-11-24 00:00:00.000,"47.20167182","Senior Financial Analyst","Financial Services","Affluent Customer","N","Yes",16,"46 to 55"
553,"Charlean","Fantone","Female",62,1979-05-12 00:00:00.000,"42.7359184","Senior Sales Associate","Argiculture","Affluent Customer","N","Yes",7,"36 to 45"
584,"Fiona","Clines","Female",10,1995-09-15 00:00:00.000,"26.37975401","Tax Accountant","Manufacturing","Affluent Customer","N","Yes",19,"26 to 35"
699,"Mirabella","Richter","Female",16,1972-08-04 00:00:00.000,"49.50852114","Account Representative IV","IT","Affluent Customer","N","Yes",16,"46 to 55"
721,"Harmonia","Cornock","Female",84,1993-08-09 00:00:00.000,"28.48112388","Account Representative III","n/a","Affluent Customer","N","Yes",1,"26 to 35"
768,"Alexia","Wolford","Female",5,1974-01-14 00:00:00.000,"48.06194579","Web Developer IV","Argiculture","Affluent Customer","N","Yes",21,"46 to 55"
789,"Gabrielle","Giraudot","Female",69,1978-04-28 00:00:00.000,"43.77427456","Geological Engineer","Manufacturing","Affluent Customer","N","Yes",14,"36 to 45"
824,"Fleurette","Whardley","Female",97,1977-02-27 00:00:00.000,"44.93865812","Financial Advisor","Financial Services","Affluent Customer","N","Yes",12,"36 to 45"
851,"Cammi","Tesmond","Female",19,1987-12-30 00:00:00.000,"34.09482251","Project Manager","n/a","Affluent Customer","N","Yes",2,"26 to 35"
852,"Andie","Bonney","Female",37,2000-11-04 00:00:00.000,"21.23728826","Compensation Analyst","Financial Services","Affluent Customer","N","Yes",2,"25 below"
859,"Devinne","Tommeo","Female",53,1978-08-02 00:00:00.000,"43.51126086","Geologist I","Financial Services","Affluent Customer","N","Yes",7,"36 to 45"
899,"Teodora","Lawling","Female",42,1963-08-05 00:00:00.000,"58.51400059","Business Systems Development Analyst","Health","Affluent Customer","N","Yes",12,"55 above"
931,"Katrina","Sappson","Female",59,1999-08-07 00:00:00.000,"22.4838636","Design Engineer","Manufacturing","Affluent Customer","N","Yes",1,"25 below"
952,"Marina","Andresen","Female",34,1971-06-13 00:00:00.000,"50.65372662","VP Sales","Financial Services","Affluent Customer","N","Yes",6,"46 to 55"
957,"Jamima","Gannan","Female",80,1994-08-20 00:00:00.000,"27.45098689","Automation Specialist I","Manufacturing","Affluent Customer","N","Yes",7,"26 to 35"
959,"Katharina","Jennins","Female",3,1986-10-26 00:00:00.000,"35.2729047","Staff Scientist","n/a","Affluent Customer","N","Yes",21,"36 to 45"
967,"April","Causon","Female",44,1999-10-04 00:00:00.000,"22.32495949","Sales Associate","Manufacturing","Affluent Customer","N","Yes",1,"25 below"
994,"Rhetta","Kupker","Female",62,1977-11-14 00:00:00.000,"44.22632936","Librarian","Entertainment","Affluent Customer","N","Yes",5,"36 to 45"
998,"Petunia","Dufton","Female",66,1965-12-13 00:00:00.000,"56.15509648","Speech Pathologist","Manufacturing","Affluent Customer","N","Yes",5,"55 above"
1022,"Suzann","Wilks","Female",56,1990-03-04 00:00:00.000,"31.91674032","Assistant Manager","Financial Services","Affluent Customer","N","Yes",14,"26 to 35"
1035,"Kara-lynn","Doddridge","Female",77,1976-11-02 00:00:00.000,"45.25920607","Operator","Retail","Affluent Customer","N","Yes",5,"46 to 55"
1058,"Gretel","Gionettitti","Female",37,1987-10-24 00:00:00.000,"34.27838415","Research Assistant IV","Retail","Affluent Customer","N","Yes",4,"26 to 35"
1060,"Vanda","Boadby","Female",88,1961-11-23 00:00:00.000,"60.21263073","Associate Professor","Argiculture","Affluent Customer","N","Yes",13,"55 above"
1073,"Elbertina","Donne","Female",77,1980-02-25 00:00:00.000,"41.94413758","Associate Professor","n/a","Affluent Customer","N","Yes",7,"36 to 45"
1132,"Coriss","Darkott","Female",99,1985-08-01 00:00:00.000,"36.50852114","Actuary","Financial Services","Affluent Customer","N","Yes",9,"36 to 45"
1149,"Ki","Odo","Female",29,1967-09-30 00:00:00.000,"54.35783621","Developer III","n/a","Affluent Customer","N","Yes",14,"46 to 55"
1171,"Ilise","Solloway","Female",32,1971-08-15 00:00:00.000,"50.48112388","Human Resources Manager","n/a","Affluent Customer","N","Yes",8,"46 to 55"
1176,"Celia","Dockerty","Female",7,1976-01-16 00:00:00.000,"46.05646634","Software Engineer IV","n/a","Affluent Customer","N","Yes",7,"46 to 55"
1177,"Bobbette","Pozzi","Female",47,1953-08-31 00:00:00.000,"68.44824716","Food Chemist","Health","Affluent Customer","N","Yes",6,"55 above"
1188,"Sally","Cominoli","Female",14,1984-02-23 00:00:00.000,"37.9468773","Statistician IV","n/a","Affluent Customer","N","Yes",4,"36 to 45"
1190,"Sib","Gilby","Female",67,1968-09-07 00:00:00.000,"53.41811018","Assistant Professor","Financial Services","Affluent Customer","N","Yes",10,"46 to 55"
1204,"Trudy","Huffy","Female",12,1971-03-24 00:00:00.000,"50.87564442","Senior Developer","Manufacturing","Affluent Customer","N","Yes",16,"46 to 55"
1216,"Frank","Vallerine","Female",15,1959-06-25 00:00:00.000,"62.62906908","Software Test Engineer I","Telecommunications","Affluent Customer","N","Yes",10,"55 above"
1227,"Carlina","Pencot","Female",63,1989-09-30 00:00:00.000,"32.34139785","Software Engineer I","IT","Affluent Customer","N","Yes",12,"26 to 35"
1241,"Lolly","Junkison","Female",23,1986-03-22 00:00:00.000,"35.87016497","Pharmacist","Health","Affluent Customer","N","Yes",11,"36 to 45"
1248,"Genia","Bartel","Female",31,1963-12-18 00:00:00.000,"58.14413758","General Manager","n/a","Affluent Customer","N","Yes",7,"55 above"
1288,"Abra","Cuardall","Female",51,1979-10-07 00:00:00.000,"42.33043895","Desktop Support Technician","Financial Services","Affluent Customer","N","Yes",18,"36 to 45"
1296,"Essy","Vondrak","Female",61,1989-03-11 00:00:00.000,"32.89756223","Paralegal","Financial Services","Affluent Customer","N","Yes",9,"26 to 35"
1300,"Sisely","Strelitzer","Female",0,1991-03-10 00:00:00.000,"30.90030196","Physical Therapy Assistant","Financial Services","Affluent Customer","N","Yes",9,"26 to 35"
1302,"Ericka","Eggers","Female",29,1998-05-03 00:00:00.000,"23.7468773","Biostatistician I","Financial Services","Affluent Customer","N","Yes",2,"25 below"
1362,"Giuditta","Dearlove","Female",20,1973-02-20 00:00:00.000,"48.96057593","Account Executive","Manufacturing","Affluent Customer","N","Yes",15,"46 to 55"
1400,"Rikki","Eytel","Female",51,1982-05-23 00:00:00.000,"39.70304169","Senior Developer","Manufacturing","Affluent Customer","N","Yes",7,"36 to 45"
1418,"Valaria","Hugh","Female",80,1976-11-29 00:00:00.000,"45.18523347","Senior Sales Associate","IT","Affluent Customer","N","Yes",21,"46 to 55"
1457,"Leonore","Slixby","Female",99,1978-08-20 00:00:00.000,"43.46194579","Speech Pathologist","n/a","Affluent Customer","N","Yes",12,"36 to 45"
1487,"Kaela","Soppett","Female",58,1979-05-23 00:00:00.000,"42.70578141","Web Designer IV","n/a","Affluent Customer","N","Yes",5,"36 to 45"
1498,"Janot","McGougan","Female",84,1989-09-27 00:00:00.000,"32.34961703","Nurse","n/a","Affluent Customer","N","Yes",13,"26 to 35"
1502,"Margalit","Handrick","Female",52,1990-03-26 00:00:00.000,"31.85646634","Design Engineer","Financial Services","Affluent Customer","N","Yes",11,"26 to 35"
1533,"Sonia","Rous","Female",59,1977-07-02 00:00:00.000,"44.59619237","Social Worker","Health","Affluent Customer","N","Yes",8,"36 to 45"
1536,"Tiffany","Fanshaw","Female",28,1979-10-04 00:00:00.000,"42.33865812","Software Consultant","Financial Services","Affluent Customer","N","Yes",15,"36 to 45"
1562,"Elset","Biasio","Female",29,1984-07-11 00:00:00.000,"37.56605538","Staff Scientist","n/a","Affluent Customer","N","Yes",3,"36 to 45"
1579,"Madelaine","Siegertsz","Female",40,1978-01-27 00:00:00.000,"44.02358963","Desktop Support Technician","Financial Services","Affluent Customer","N","Yes",17,"36 to 45"
1606,"Shayne","Ellesworthe","Female",93,1980-11-25 00:00:00.000,"41.19345264","Environmental Specialist","n/a","Affluent Customer","N","Yes",9,"36 to 45"
1672,"Sharla","Creebo","Female",21,1963-04-27 00:00:00.000,"58.78797319","Design Engineer","IT","Affluent Customer","N","Yes",9,"55 above"
1673,"Suzie","Dahle","Female",45,1978-11-09 00:00:00.000,"43.24002799","Professor","Financial Services","Affluent Customer","N","Yes",21,"36 to 45"
1677,"Petrina","Pollins","Female",56,1958-05-28 00:00:00.000,"63.70578141","Editor","Health","Affluent Customer","N","Yes",16,"55 above"
1682,"Gerladina","Cuddon","Female",93,1960-04-25 00:00:00.000,"61.79345264","Structural Engineer","Manufacturing","Affluent Customer","N","Yes",6,"55 above"
1737,"Benny","Jammet","Female",21,1976-09-06 00:00:00.000,"45.41537045","Senior Developer","Property","Affluent Customer","N","Yes",13,"46 to 55"
1763,"Suzie","Ornillos","Female",96,1994-10-30 00:00:00.000,"27.25646634","Automation Specialist I","Manufacturing","Affluent Customer","N","Yes",7,"26 to 35"
1767,"Cicely","Millier","Female",28,1959-03-10 00:00:00.000,"62.92221977","Software Engineer IV","Manufacturing","Affluent Customer","N","Yes",19,"55 above"
1791,"Ninon","Van Der Hoog","Female",20,1974-12-25 00:00:00.000,"47.11674032","Data Coordiator","IT","Affluent Customer","N","Yes",19,"46 to 55"
1824,"Robbie","Yakubovics","Female",12,1959-10-12 00:00:00.000,"62.33043895","Safety Technician III","Manufacturing","Affluent Customer","N","Yes",5,"55 above"
1827,"Stormie","Smyth","Female",92,1978-01-15 00:00:00.000,"44.05646634","Sales Representative","Retail","Affluent Customer","N","Yes",18,"36 to 45"
1838,"Jobina","Dudenie","Female",14,1964-11-25 00:00:00.000,"57.20441155","Business Systems Development Analyst","Financial Services","Affluent Customer","N","Yes",12,"55 above"
1887,"Kynthia","Purcer","Female",22,1965-06-22 00:00:00.000,"56.63180881","Director of Sales","IT","Affluent Customer","N","Yes",8,"55 above"
1898,"Katalin","Mantz","Female",67,1979-11-24 00:00:00.000,"42.1989321","Developer III","Manufacturing","Affluent Customer","N","Yes",12,"36 to 45"
1909,"Drucill","Laurand","Female",32,1984-12-11 00:00:00.000,"37.1468773","Research Assistant II","Argiculture","Affluent Customer","N","Yes",13,"36 to 45"
1917,"Raquela","Schimpke","Female",7,1973-07-28 00:00:00.000,"48.52769922","Senior Sales Associate","Argiculture","Affluent Customer","N","Yes",8,"46 to 55"
1927,"Masha","Bibbie","Female",11,1975-07-15 00:00:00.000,"46.56331566","Software Test Engineer I","Manufacturing","Affluent Customer","N","Yes",8,"46 to 55"
1932,"Sybila","Enefer","Female",98,1977-01-03 00:00:00.000,"45.08934305","Librarian","Entertainment","Affluent Customer","N","Yes",3,"46 to 55"
1947,"Gretta","Patrone","Female",66,1963-12-11 00:00:00.000,"58.16331566","Geologist II","Telecommunications","Affluent Customer","N","Yes",18,"55 above"
1964,"Cara","Campbell-Dunlop","Female",60,1964-06-19 00:00:00.000,"57.64002799","Mechanical Systems Engineer","Financial Services","Affluent Customer","N","Yes",9,"55 above"
1967,"Nomi","","Female",88,1985-11-19 00:00:00.000,"36.20715127","Chemical Engineer","Manufacturing","Affluent Customer","N","Yes",17,"36 to 45"
1983,"Kimberlee","Soonhouse","Female",6,1963-03-10 00:00:00.000,"58.91948004","Assistant Media Planner","Entertainment","Affluent Customer","N","Yes",18,"55 above"
2009,"Neilla","Castrillo","Female",19,1960-03-16 00:00:00.000,"61.90304169","Staff Accountant IV","Health","Affluent Customer","N","Yes",19,"55 above"
2013,"Marge","Girault","Female",99,1995-08-10 00:00:00.000,"26.47838415","Registered Nurse","Health","Affluent Customer","N","Yes",19,"26 to 35"
2016,"Laraine","Merioth","Female",89,1998-11-19 00:00:00.000,"23.1989321","Executive Secretary","Retail","Affluent Customer","N","Yes",1,"25 below"
2020,"Portia","Proudlock","Female",50,1971-05-06 00:00:00.000,"50.75783621","Biostatistician IV","Property","Affluent Customer","N","Yes",14,"46 to 55"
2028,"Cathy","Parmley","Female",25,1976-12-10 00:00:00.000,"45.15509648","Director of Sales","Retail","Affluent Customer","N","Yes",18,"46 to 55"
2047,"Kirsten","Slegg","Female",45,1975-04-13 00:00:00.000,"46.81811018","Paralegal","Financial Services","Affluent Customer","N","Yes",21,"46 to 55"
2057,"Elianora","Sally","Female",99,1959-10-04 00:00:00.000,"62.35235675","Accounting Assistant IV","Manufacturing","Affluent Customer","N","Yes",15,"55 above"
2082,"Sybyl","Beekman","Female",38,1979-12-07 00:00:00.000,"42.16331566","Legal Assistant","Health","Affluent Customer","N","Yes",19,"36 to 45"
2107,"Dre","Ferrillo","Female",2,1992-07-10 00:00:00.000,"29.56331566","Biostatistician IV","IT","Affluent Customer","N","Yes",4,"26 to 35"
2139,"Carolina","Brands","Female",87,1982-02-06 00:00:00.000,"39.99345264","Accountant II","IT","Affluent Customer","N","Yes",7,"36 to 45"
2145,"Adrea","Quittonden","Female",44,1959-11-11 00:00:00.000,"62.24824716","Librarian","Entertainment","Affluent Customer","N","Yes",19,"55 above"
2194,"Johnette","O'Fergus","Female",79,1958-09-10 00:00:00.000,"63.41811018","Electrical Engineer","Manufacturing","Affluent Customer","N","Yes",11,"55 above"
2195,"Nevsa","Taill","Female",94,1987-05-02 00:00:00.000,"34.75783621","GIS Technical Architect","Financial Services","Affluent Customer","N","Yes",13,"26 to 35"
2201,"Trisha","Basset","Female",56,1998-12-12 00:00:00.000,"23.1359184","Design Engineer","Financial Services","Affluent Customer","N","Yes",1,"25 below"
2202,"Diannne","Neissen","Female",46,1977-08-19 00:00:00.000,"44.46468552","Physical Therapy Assistant","Financial Services","Affluent Customer","N","Yes",8,"36 to 45"
2212,"Adrianne","Raoux","Female",22,1974-05-13 00:00:00.000,"47.7359184","Technical Writer","Manufacturing","Affluent Customer","N","Yes",20,"46 to 55"
2213,"Jesse","Leyshon","Female",70,1996-05-07 00:00:00.000,"25.7359184","Legal Assistant","n/a","Affluent Customer","N","Yes",6,"26 to 35"
2229,"Linette","Gotmann","Female",76,1959-04-10 00:00:00.000,"62.83728826","Cost Accountant","Financial Services","Affluent Customer","N","Yes",7,"55 above"
2243,"Lena","Cronshaw","Female",76,1976-08-28 00:00:00.000,"45.44002799","Business Systems Development Analyst","n/a","Affluent Customer","N","Yes",7,"46 to 55"
2253,"Gracie","Kubacki","Female",28,1959-02-08 00:00:00.000,"63.00441155","Office Assistant I","Manufacturing","Affluent Customer","N","Yes",13,"55 above"
2289,"Kissie","Steanson","Female",97,1980-09-25 00:00:00.000,"41.36057593","Research Nurse","Health","Affluent Customer","N","Yes",13,"36 to 45"
2297,"Pauletta","Taffee","Female",16,1971-11-27 00:00:00.000,"50.19619237","Geological Engineer","Manufacturing","Affluent Customer","N","Yes",19,"46 to 55"
2305,"Aeriell","Greeding","Female",91,1984-07-09 00:00:00.000,"37.57153484","Chief Design Engineer","Financial Services","Affluent Customer","N","Yes",13,"36 to 45"
2345,"Arden","Godard","Female",50,1986-07-15 00:00:00.000,"35.55509648","Systems Administrator I","Retail","Affluent Customer","N","Yes",3,"36 to 45"
2351,"Felicity","Beirne","Female",35,1992-03-15 00:00:00.000,"29.8838636","Assistant Professor","Retail","Affluent Customer","N","Yes",10,"26 to 35"
2379,"Trixie","Piscopiello","Female",85,1981-05-05 00:00:00.000,"40.75235675","Occupational Therapist","Health","Affluent Customer","N","Yes",15,"36 to 45"
2381,"Dulsea","Pladen","Female",91,1973-02-12 00:00:00.000,"48.98249374","Programmer I","Argiculture","Affluent Customer","N","Yes",5,"46 to 55"
2396,"Elmira","Wildblood","Female",40,1973-08-02 00:00:00.000,"48.51400059","Recruiter","Retail","Affluent Customer","N","Yes",7,"46 to 55"
2421,"Marilee","Garbott","Female",54,1954-08-16 00:00:00.000,"67.48934305","Research Nurse","Health","Affluent Customer","N","Yes",13,"55 above"
2432,"Ebba","Melhuish","Female",67,1981-02-21 00:00:00.000,"40.95235675","Nuclear Power Engineer","Manufacturing","Affluent Customer","N","Yes",5,"36 to 45"
2467,"Ynez","Fawloe","Female",71,1975-07-15 00:00:00.000,"46.56331566","Engineer III","Manufacturing","Affluent Customer","N","Yes",4,"46 to 55"
2507,"Alysa","Galilee","Female",77,1986-06-25 00:00:00.000,"35.609891","Biostatistician III","Health","Affluent Customer","N","Yes",8,"36 to 45"
2527,"Arly","Petersen","Female",60,1980-07-19 00:00:00.000,"41.5468773","Technical Writer","n/a","Affluent Customer","N","Yes",16,"36 to 45"
2534,"Estelle","Lithgow","Female",70,1965-06-21 00:00:00.000,"56.63454853","Research Associate","Manufacturing","Affluent Customer","N","Yes",12,"55 above"
2537,"Peggi","Tolan","Female",8,1989-09-06 00:00:00.000,"32.40715127","Senior Quality Engineer","n/a","Affluent Customer","N","Yes",12,"26 to 35"
2542,"Amanda","Leverington","Female",43,1966-03-11 00:00:00.000,"55.91400059","Accounting Assistant I","Property","Affluent Customer","N","Yes",12,"55 above"
2565,"Joannes","Harbron","Female",62,1969-08-17 00:00:00.000,"52.47564442","Junior Executive","Health","Affluent Customer","N","Yes",9,"46 to 55"
2566,"Nani","Brilleman","Female",48,1996-10-29 00:00:00.000,"25.25646634","Accountant II","Entertainment","Affluent Customer","N","Yes",6,"26 to 35"
2590,"Roslyn","Tewkesbury.","Female",48,1964-09-22 00:00:00.000,"57.37975401","General Manager","Financial Services","Affluent Customer","N","Yes",11,"55 above"
2596,"Lexis","Deason","Female",51,1976-08-20 00:00:00.000,"45.46194579","Assistant Professor","n/a","Affluent Customer","N","Yes",13,"46 to 55"
2608,"Fenelia","Dockrell","Female",44,1975-11-05 00:00:00.000,"46.25372662","Budget/Accounting Analyst III","Health","Affluent Customer","N","Yes",6,"46 to 55"
2625,"Kristal","McRobbie","Female",45,1972-03-16 00:00:00.000,"49.89482251","Research Assistant I","Manufacturing","Affluent Customer","N","Yes",8,"46 to 55"
2650,"Candice","Patriskson","Female",33,1995-08-20 00:00:00.000,"26.45098689","Business Systems Development Analyst","IT","Affluent Customer","N","Yes",10,"26 to 35"
2667,"Randene","Brown","Female",65,1958-07-17 00:00:00.000,"63.56879511","Product Engineer","Manufacturing","Affluent Customer","N","Yes",6,"55 above"
2681,"Liza","LeEstut","Female",78,1974-09-15 00:00:00.000,"47.39345264","Programmer Analyst III","Manufacturing","Affluent Customer","N","Yes",18,"46 to 55"
2683,"Myrta","Rentilll","Female",81,1965-04-14 00:00:00.000,"56.8208499","Biostatistician II","n/a","Affluent Customer","N","Yes",6,"55 above"
2690,"Sissie","Giordano","Female",17,1980-11-06 00:00:00.000,"41.24550744","Registered Nurse","Health","Affluent Customer","N","Yes",12,"36 to 45"
2701,"Ileana","Timms","Female",13,1960-07-28 00:00:00.000,"61.5359184","Dental Hygienist","Health","Affluent Customer","N","Yes",7,"55 above"
2702,"Saraann","Gilliard","Female",34,1976-11-30 00:00:00.000,"45.18249374","Electrical Engineer","Manufacturing","Affluent Customer","N","Yes",11,"46 to 55"
2740,"Godiva","Bulward","Female",61,1963-02-02 00:00:00.000,"59.01811018","Administrative Officer","Financial Services","Affluent Customer","N","Yes",12,"55 above"
2752,"Cissiee","Jobern","Female",11,1960-05-10 00:00:00.000,"61.75235675","Sales Representative","Retail","Affluent Customer","N","Yes",14,"55 above"
2759,"Melodee","Hendrik","Female",16,2001-11-14 00:00:00.000,"20.209891","Operator","Health","Affluent Customer","N","Yes",1,"25 below"
2771,"Jamie","Gildersleeve","Female",6,1969-10-05 00:00:00.000,"52.34139785","Recruiting Manager","Retail","Affluent Customer","N","Yes",10,"46 to 55"
2781,"Linnea","Jeacop","Female",4,1997-09-01 00:00:00.000,"24.41537045","VP Sales","Financial Services","Affluent Customer","N","Yes",5,"25 below"
2787,"Teressa","Tague","Female",92,1980-09-26 00:00:00.000,"41.35783621","Marketing Assistant","n/a","Affluent Customer","N","Yes",6,"36 to 45"
2789,"Violetta","Bucksey","Female",66,1992-11-30 00:00:00.000,"29.17153484","Senior Editor","Financial Services","Affluent Customer","N","Yes",7,"26 to 35"
2817,"Agata","Inglesent","Female",33,1987-02-28 00:00:00.000,"34.93043895","Senior Financial Analyst","Financial Services","Affluent Customer","N","Yes",6,"26 to 35"
2825,"Tammara","Twigley","Female",28,1971-05-22 00:00:00.000,"50.71400059","Budget/Accounting Analyst IV","Manufacturing","Affluent Customer","N","Yes",19,"46 to 55"
2843,"Lorain","Danforth","Female",42,1968-04-20 00:00:00.000,"53.80167182","Recruiter","Financial Services","Affluent Customer","N","Yes",5,"46 to 55"
2872,"Tabbi","Tyght","Female",52,1974-02-17 00:00:00.000,"47.96879511","Assistant Professor","Health","Affluent Customer","N","Yes",17,"46 to 55"
2898,"Tiertza","Hilldrop","Female",81,1965-06-05 00:00:00.000,"56.67838415","VP Sales","n/a","Affluent Customer","N","Yes",5,"55 above"
2908,"Tiffy","Feenan","Female",42,1955-09-21 00:00:00.000,"66.39071292","Social Worker","Health","Affluent Customer","N","Yes",11,"55 above"
2914,"Jessamine","Brazear","Female",76,1982-11-06 00:00:00.000,"39.24550744","Health Coach IV","Health","Affluent Customer","N","Yes",11,"36 to 45"
2923,"Julie","Kennagh","Female",46,1971-11-30 00:00:00.000,"50.18797319","Teacher","n/a","Affluent Customer","N","Yes",4,"46 to 55"
3036,"Windy","Orehead","Female",24,1977-04-17 00:00:00.000,"44.80441155","Business Systems Development Analyst","Property","Affluent Customer","N","Yes",11,"36 to 45"
3061,"Evie","Bendtsen","Female",51,1991-03-18 00:00:00.000,"30.87838415","Office Assistant IV","Manufacturing","Affluent Customer","N","Yes",3,"26 to 35"
3066,"Renell","Bellocht","Female",29,1995-01-14 00:00:00.000,"27.04824716","Paralegal","Financial Services","Affluent Customer","N","Yes",2,"26 to 35"
3070,"Malissia","Minthorpe","Female",74,1998-07-27 00:00:00.000,"23.51400059","Account Executive","Health","Affluent Customer","N","Yes",1,"25 below"
3084,"Birgit","Dowers","Female",57,1959-07-16 00:00:00.000,"62.57153484","Staff Scientist","Financial Services","Affluent Customer","N","Yes",16,"55 above"
3091,"Guenevere","Treffry","Female",88,1995-08-13 00:00:00.000,"26.47016497","Payment Adjustment Coordinator","Manufacturing","Affluent Customer","N","Yes",3,"26 to 35"
3117,"Nisse","Marriage","Female",68,1995-06-11 00:00:00.000,"26.64276771","Cost Accountant","Financial Services","Affluent Customer","N","Yes",6,"26 to 35"
3149,"Caprice","Pack","Female",31,1980-09-03 00:00:00.000,"41.4208499","Tax Accountant","n/a","Affluent Customer","N","Yes",5,"36 to 45"
3155,"Tiphani","Fritz","Female",88,1976-12-25 00:00:00.000,"45.11400059","Office Assistant I","IT","Affluent Customer","N","Yes",21,"46 to 55"
3165,"Vyky","Coppen","Female",56,1975-05-18 00:00:00.000,"46.72221977","Business Systems Development Analyst","Manufacturing","Affluent Customer","N","Yes",10,"46 to 55"
3184,"Marlee","Brundle","Female",2,1976-11-08 00:00:00.000,"45.24276771","Civil Engineer","Manufacturing","Affluent Customer","N","Yes",7,"46 to 55"
3191,"Bobbette","Amps","Female",29,1959-07-08 00:00:00.000,"62.59345264","Director of Sales","Financial Services","Affluent Customer","N","Yes",12,"55 above"
3242,"Lib","Schohier","Female",4,1958-03-07 00:00:00.000,"63.93043895","General Manager","Manufacturing","Affluent Customer","N","Yes",14,"55 above"
3287,"Marys","Vazquez","Female",30,1986-01-06 00:00:00.000,"36.07564442","Account Executive","n/a","Affluent Customer","N","Yes",4,"36 to 45"
3296,"Leontyne","Jackett","Female",78,1974-11-11 00:00:00.000,"47.23728826","Quality Engineer","Financial Services","Affluent Customer","N","Yes",17,"46 to 55"
3299,"Sybille","Ballsdon","Female",27,1980-04-10 00:00:00.000,"41.8208499","Systems Administrator II","Manufacturing","Affluent Customer","N","Yes",12,"36 to 45"
3310,"Bethany","Jarrell","Female",83,1961-10-29 00:00:00.000,"60.28112388","VP Marketing","Property","Affluent Customer","N","Yes",12,"55 above"
3341,"Vitia","Crum","Female",19,1980-08-05 00:00:00.000,"41.50030196","Help Desk Technician","Retail","Affluent Customer","N","Yes",6,"36 to 45"
3344,"Clerissa","Columbell","Female",66,1995-02-14 00:00:00.000,"26.96331566","GIS Technical Architect","n/a","Affluent Customer","N","Yes",1,"26 to 35"
